Nr.,Phase,Area,d,l,Xcg,Ycg,Major,Aspect_ratio,Slope,GOS,MOS,Mean_E1,Mean_E2,Mean_E3,In_current_dataset,Border_grain,Area_Log,Major_Log,Minor,Minor_Log
772,Aragonite,0.68173,0.93167,3,392.77,104.46,1.1231,1.4532,97.113,0.74,1.01,113.69,91.22,61.66,True,no,-0.383121593953716,0.116092718986853,0.607007390259104,-0.499214312940569
773,Aragonite,1.1013,1.1841,2,472.95,105.95,1.5084,1.6227,110.24,1.09,2.96,118.12,170.65,83.34,True,no,0.0964913001887612,0.411049486402065,0.730111376292761,-0.314558186213304
774,Aragonite,2.8318,1.8988,6,64.91,109.2,3.1229,2.7048,128.61,1.03,2.94,146.11,72.54,50.9,True,no,1.04091255186873,1.13876205729516,0.90678535976176,-0.0978495054264256
775,Aragonite,0.52441,0.81713,2,95,105.8,0.91901,1.2649,90,0.43,1.16,171.62,89.17,39.68,True,no,-0.645481457861749,-0.0844582752928337,0.570624911589645,-0.561023182568915
776,Aragonite,6.66,2.912,5,232.6,114,4.5756,2.469,85.789,0.81,2.48,23.41,12.42,15.32,True,no,1.8961194845523,1.52073783766938,1.45554681353265,0.375381646882917
777,Aragonite,3.5135,2.1151,6,320.48,107.85,2.2681,1.15,62.597,0.98,3,2.76,77.34,142.19,True,no,1.25661269165012,0.818942476604253,1.54909395529298,0.437670215045862
778,Aragonite,4.8246,2.4785,5,328.05,109.21,2.993,1.4583,64.59,0.76,1.62,66.03,38.09,103.37,True,no,1.57372782980002,1.09627622887056,1.6119612429001,0.47745160092946
779,Aragonite,0.62929,0.89512,3,390.58,106.75,1.0421,1.3553,74.233,0.12,0.37,109.51,88.35,60.12,True,no,-0.463163079247683,0.0412379080162448,0.603867191248441,-0.504400987263927
780,Aragonite,0.78662,1.0008,2,495.13,105.87,1.3571,1.8389,59.4,0.69,0.9,119.05,5.81,79.63,True,no,-0.240009993424111,0.305350070105188,0.579633041043401,-0.545360063529299
781,Aragonite,1.0488,1.1556,0,550.65,106.1,1.4131,1.4954,35.21,0.66,1.16,121.54,145.27,102.26,True,no,0.047646653467353,0.345785872606563,0.742198004387517,-0.298139219139211
782,Aragonite,0.78662,1.0008,1,577.33,105.87,1.0836,1.1725,122.89,0.44,0.65,158.17,157.72,103.39,True,no,-0.240009993424111,0.0802888312288029,0.72593207825766,-0.320298824652914
783,Aragonite,0.52441,0.81713,4,59.2,106.5,0.95618,1.3693,90,0.37,0.53,23.3,57.14,115.6,True,no,-0.645481457861749,-0.0448090991352127,0.548442761823088,-0.600672358726536
784,Aragonite,7.0271,2.9912,5,105.17,111.5,3.3472,1.2522,134.81,1.27,4.54,131.3,91.13,67.49,True,no,1.94977410293277,1.20812417544841,2.09939651051625,0.741649927484356
785,Aragonite,0.68173,0.93167,0,113.85,106.54,1.0039,1.1611,76.224,0.95,1.23,123.22,87.72,72.7,True,no,-0.383121593953716,0.00389241471534385,0.67908158183086,-0.38701400866906
786,Aragonite,0.57685,0.85701,1,172.91,106.45,1.0376,1.4659,86.028,0,0,35.53,70.3,34.63,True,no,-0.550173011608838,0.0369103540200972,0.555946414803392,-0.587083365628936
787,Aragonite,1.2061,1.2392,2,280.3,107.35,1.5828,1.6314,53.406,0.85,2.11,178.18,90.62,17.42,True,no,0.18739201360706,0.459195430529132,0.762004043467273,-0.271803416922072
788,Aragonite,2.255,1.6944,6,335.74,109.37,1.8762,1.2261,83.503,0.96,1.94,5.23,80.44,140.75,True,no,0.813149972954642,0.629248454709714,1.2018974522972,0.183901518244928
789,Aragonite,0.83906,1.0336,4,343.5,107.5,2.0341,3.873,45,0.75,1.03,9,84.9,138.63,True,no,-0.17547306136512,0.710053460626304,0.412496927388034,-0.885526521991425
790,Aragonite,2.0976,1.6343,2,498.4,109.15,2.0506,1.5745,84.981,0.7,1.65,33.92,113.57,4.96,True,no,0.740793834027298,0.718132433253854,1.02292012094021,0.0226614007734445
791,Aragonite,0.52441,0.81713,1,533.4,106.5,0.91901,1.2649,180,0.17,0.87,177.87,129.12,144.41,True,no,-0.645481457861749,-0.0844582752928337,0.570624911589645,-0.561023182568915
792,Aragonite,1.2586,1.2659,1,537.96,107.54,1.3722,1.175,67.609,0.87,2.92,99.65,146.14,87.36,True,no,0.229999992110696,0.316415291274653,0.917213234222416,-0.0864152991639574
793,Aragonite,0.62929,0.89512,5,12.17,106.92,1.1493,1.6485,9.4169,0.64,0.91,80.3,62.01,95.42,True,no,-0.463163079247683,0.139153061392576,0.547541982076046,-0.602316140640259
794,Aragonite,1.5732,1.4153,5,20.9,108.83,1.7377,1.5075,108.4,1.05,2.53,124.26,129.02,43.11,True,no,0.453111761575517,0.552562399746072,0.905334637739541,-0.0994506381705543
795,Aragonite,0.52441,0.81713,0,42.5,107.9,0.97205,1.4151,85.56,0.18,0.91,155.78,70.29,42.62,True,no,-0.645481457861749,-0.0283480355154883,0.539488709428527,-0.617133422346261
796,Aragonite,1.8354,1.5287,4,314.4,110.17,2.0861,1.8623,88.183,0.61,1.14,68.47,75.42,148.27,True,no,0.607262441402776,0.735296294068104,0.879823594266814,-0.128033852665328
797,Aragonite,0.62929,0.89512,3,339.42,107.75,1.0246,1.3103,32.067,0.23,1.39,65.94,42.42,108.1,True,no,-0.463163079247683,0.0243022925229648,0.614181143861019,-0.487465371770647
798,Aragonite,2.4647,1.7715,3,347.77,111.04,2.3236,1.7204,108.66,0.93,2.46,5.95,82.55,136.55,True,no,0.902070096234183,0.84311770713624,1.06072473747633,0.0589523890979429
799,Aragonite,0.83906,1.0336,3,366.44,107.63,1.1557,1.2502,23.745,0.47,0.69,55.7,44.45,103,True,no,-0.17547306136512,0.144706220999259,0.726018863026737,-0.320179282364379
800,Aragonite,0.68173,0.93167,0,581.77,108.23,1.1267,1.4624,70.206,0.57,1.16,45.86,100.61,43.99,True,no,-0.383121593953716,0.119293006187983,0.605067897399485,-0.502414600141699
801,Aragonite,0.94394,1.0963,2,643.33,108.67,1.3186,1.4468,127.98,0.6,1.18,1.49,58.7,137.99,True,no,-0.0576926741786496,0.276570567697062,0.715865311694221,-0.334263241875712
802,Aragonite,0.52441,0.81713,3,6.7,109.2,1.3672,2.7995,68.162,0.7,1,5.26,57.59,68.66,True,no,-0.645481457861749,0.312764852819244,0.383564950263312,-0.958246310680993
803,Aragonite,1.4683,1.3673,4,54.46,110.82,1.707,1.5587,108.35,0.69,1.46,152.71,79.61,48.37,True,no,0.384105268986755,0.534737443812304,0.8601640304628,-0.150632174825549
804,Aragonite,0.68173,0.93167,4,57.23,108.92,1.2079,1.681,112.29,0.34,1.87,101.74,57.51,77.16,True,no,-0.383121593953716,0.188883314629096,0.564392747744018,-0.572004908582812
805,Aragonite,2.7269,1.8633,4,86.96,112.1,2.4546,1.7353,102.08,0.96,1.85,144.52,73.35,53.75,True,no,1.00316543285738,0.897963815181271,1.11093457182433,0.105201617676107
806,Aragonite,4.1953,2.3112,4,281.49,113.25,3.2599,1.9895,48.212,1.4,3.5,32.87,31.65,142.9,True,no,1.43396485106898,1.18169652006151,1.28694131721832,0.252268331007472
807,Aragonite,1.783,1.5067,4,379.59,110.56,1.949,1.6732,56.748,0.58,1.2,41.87,114.87,122.05,True,no,0.578297338881003,0.667316420525424,0.914828116983068,-0.0890190816444204
808,Aragonite,0.94394,1.0963,0,407.5,109,1.2916,1.388,113.11,0.41,0.91,160.21,80.95,63.49,True,no,-0.0576926741786496,0.255881759901983,0.730829978321462,-0.313574434080633
809,Aragonite,2.0976,1.6343,5,8.45,113.07,2.3704,2.1038,82.182,0.64,1.38,1.5,69.9,82.03,True,no,0.740793834027298,0.863058717277219,0.884913938575768,-0.12226488324992
810,Aragonite,0.62929,0.89512,3,13.75,109.83,1.2653,1.9981,58.155,0.53,0.81,17.8,81.93,119.03,True,no,-0.463163079247683,0.235309248213081,0.497344503279855,-0.698472327460764
811,Aragonite,2.6221,1.8272,5,93.3,112.74,2.2824,1.5604,109.54,0.95,1.99,146.25,70.41,50.97,True,no,0.963975523439566,0.825227520917153,1.14883456011216,0.138748002522413
812,Aragonite,0.57685,0.85701,2,174.82,110.45,1.1757,1.8821,98.13,0.66,0.81,21.24,79.91,48.11,True,no,-0.550173011608838,0.161863714891558,0.490643871735987,-0.712036726500397
813,Aragonite,1.0488,1.1556,4,302,110.15,1.4041,1.4762,102.16,0.48,1.14,59.98,84.17,132.89,True,no,0.047646653467353,0.339396528138459,0.746955345060893,-0.291749874671106
814,Aragonite,0.83906,1.0336,2,370,110.06,1.0954,1.1231,116.85,0.55,1.46,107.92,101.91,55.3,True,no,-0.17547306136512,0.0911195933674838,0.765985028300164,-0.266592654732604
815,Aragonite,0.68173,0.93167,0,468.62,109.62,1.0094,1.1737,135,0.43,0.53,27.48,50.06,9.68,True,no,-0.383121593953716,0.00935609492402503,0.675381414701803,-0.392477688877741
816,Aragonite,0.52441,0.81713,1,476.5,109,1.0442,1.633,26.565,0.58,0.78,116.01,169.24,76.59,True,no,-0.645481457861749,0.043251041994315,0.502212219881249,-0.688732499856064
817,Aragonite,0.52441,0.81713,1,647.1,110,0.96599,1.3975,129.81,0.35,0.99,2.37,60.37,139.02,True,no,-0.645481457861749,-0.0346017967900747,0.542873114628516,-0.610879661071674
818,Aragonite,0.52441,0.81713,3,4.4,111.3,1.1645,2.031,79.695,0.52,1.08,61.14,90.65,51.48,True,no,-0.645481457861749,0.152291810342259,0.450330613997424,-0.797773268204008
819,Aragonite,7.3942,3.0683,10,18.65,118.07,3.6001,1.3767,122,0.97,3.32,129.65,127.87,51.23,True,no,2.00069590910724,1.28096162285405,2.05388739201689,0.719734286253192
820,Aragonite,2.9367,1.9337,8,61.32,113.75,2.0923,1.1707,104.45,1.13,2.89,140.81,75.89,52.24,True,no,1.07728650195336,0.738263939363068,1.40357501314343,0.339022562590289
821,Aragonite,1.4159,1.3427,3,247.26,112.59,1.6552,1.5197,104.78,0.52,1.31,149.22,119.97,135.67,True,no,0.347765371308788,0.503921847449196,0.855425326244563,-0.156156476140408
822,Aragonite,2.255,1.6944,1,258.72,112.07,2.173,1.6447,178.61,0.55,0.96,2.19,108.49,40.53,True,no,0.813149972954642,0.776108701274293,1.0377358490566,0.0370412716803491
823,Aragonite,0.52441,0.81713,2,299.3,110.7,0.92086,1.27,135,0.45,0.56,7.83,123.61,118.8,True,no,-0.645481457861749,-0.0824472629675321,0.569478530938471,-0.563034194894217
824,Aragonite,1.5208,1.3915,4,309.34,112,1.6501,1.4062,90,0.52,0.92,30.78,128.02,136.89,True,no,0.419236512192082,0.500835892136622,0.921641112659839,-0.0815993799445398
825,Aragonite,0.73417,0.96684,2,352.5,111.64,1.4474,2.2411,92.883,0.55,1.11,52.92,49.47,114.21,True,no,-0.3090146695551,0.36976884344989,0.507233660356501,-0.67878351300499
826,Aragonite,2.8318,1.8988,3,388.04,114.09,2.4564,1.6735,74.555,0.5,0.96,32.11,104.33,118.22,True,no,1.04091255186873,0.898696863473107,1.15282527275688,0.142215688395626
827,Aragonite,0.73417,0.96684,1,586.29,110.5,1.2867,1.7711,36.713,0.53,1.58,14.65,48,23.46,True,no,-0.3090146695551,0.252080801208807,0.570583663635657,-0.561095470763907
828,Aragonite,1.0488,1.1556,0,669.6,111.95,1.4749,1.6289,88.186,0.52,1.44,104.48,74.25,104.29,True,no,0.047646653467353,0.38859019088332,0.711099057563225,-0.340943537415967
829,Aragonite,0.83906,1.0336,0,676.13,110.69,1.075,1.0817,60.767,0.26,1.02,158.08,6.93,50.77,True,no,-0.17547306136512,0.0723206615796261,0.780520930232558,-0.247793722944746
830,Aragonite,1.0488,1.1556,2,32.75,115.2,2.6117,5.1077,83.977,0.8,1.36,118.61,120.03,36.61,True,no,0.047646653467353,0.960001350300288,0.401577516560095,-0.912354696832935
831,Aragonite,2.9367,1.9337,4,82.34,115.82,2.5013,1.6732,120.5,0.93,1.68,156.99,153.9,39.82,True,no,1.07728650195336,0.916810596721006,1.17406948386839,0.160475905232351
832,Aragonite,0.78662,1.0008,2,357.47,112.33,1.3931,1.9376,72.912,0.49,0.76,100.19,83.43,111.59,True,no,-0.240009993424111,0.331531479730042,0.564654367956356,-0.571541473154153
833,Aragonite,1.783,1.5067,2,363.71,113.85,1.804,1.4335,141.69,1.05,2.28,178.89,63.55,50.8,True,no,0.578297338881003,0.590006421640432,0.988359201773836,-0.0117090827594286
834,Aragonite,1.783,1.5067,2,50.53,114.5,1.6084,1.1396,90,0.46,1.26,28.09,63.51,125.25,True,no,0.578297338881003,0.475239896040982,1.10855508579955,0.103057442840021
835,Aragonite,1.1013,1.1841,1,186.24,113.38,1.2542,1.1218,75.964,0.13,1.05,157.62,144.96,109.19,True,no,0.0964913001887612,0.226497919126783,0.878089618880561,-0.130006618938022
836,Aragonite,0.62929,0.89512,5,304.17,112.83,1.4975,2.7988,45,0.68,1.26,121.21,51.06,106.56,True,no,-0.463163079247683,0.403797051007467,0.420227045075125,-0.86696013025515
837,Aragonite,0.57685,0.85701,2,344.18,113.09,1.1752,1.8802,103.28,0.37,0.52,136,52.09,59.56,True,no,-0.550173011608838,0.161438345877531,0.490852620830497,-0.711611357486369
838,Aragonite,0.57685,0.85701,3,375.09,112.64,1.0201,1.4169,74.929,0.54,0.59,37.36,110.78,120.95,True,no,-0.550173011608838,0.0199006617063362,0.565483776100382,-0.570073673315175
839,Aragonite,1.5732,1.4153,0,487.5,113.9,1.8736,1.7525,59.391,0.36,1.39,65.94,154.63,58.51,True,no,0.453111761575517,0.627861713861316,0.839666951323655,-0.174749952285798
840,Aragonite,0.52441,0.81713,2,502.3,111.8,1.0455,1.637,18.222,0.16,0.78,45.16,109.47,32.62,True,no,-0.645481457861749,0.0444952398865513,0.501587757054041,-0.6899766977483
841,Aragonite,2.7794,1.8812,5,504.28,115.58,2.5885,1.8934,61.315,0.71,2.08,25.71,65.28,157.5,True,no,1.02223507707034,0.951078557359819,1.07374927564226,0.0711565197105256
842,Aragonite,1.9928,1.5929,2,518.11,114.16,2.0399,1.6401,133.74,0.76,1.83,123.49,7.59,71.63,True,no,0.689540684965834,0.712900787046782,0.976910632874161,-0.0233601020809479
843,Aragonite,0.52441,0.81713,1,642.3,112.3,0.98027,1.4392,27.704,0,0,109.15,100.74,37.35,True,no,-0.645481457861749,-0.0199272350594046,0.534964856621135,-0.625554222802345
844,Aragonite,1.311,1.292,3,22.16,115.04,1.5711,1.4788,76.983,0.79,1.9,40.46,43.14,60.19,True,no,0.270790204781563,0.451776010971415,0.834447202596907,-0.180985806189852
845,Aragonite,4.038,2.2674,4,38.87,116.99,2.418,1.1372,67.818,0.6,1.45,13.5,22.4,81.84,True,no,1.39574951989065,0.882940752192601,1.66997518610422,0.512808767698045
846,Aragonite,0.78662,1.0008,3,175.6,114.13,1.0965,1.2005,54.217,0.11,0.2,21.76,78.2,51.45,True,no,-0.240009993424111,0.0921232888758059,0.717391700866393,-0.332133282299917
847,Aragonite,0.62929,0.89512,3,179,113.5,1.0474,1.3693,90,0.43,1.5,34.29,79.25,31.45,True,no,-0.463163079247683,0.0463109028632504,0.600811533320603,-0.509473982110933
848,Aragonite,1.6257,1.4387,6,299.52,115.9,1.7031,1.4013,93.678,0.59,1.13,107.71,54.28,111.61,True,no,0.485938492258041,0.532450119862653,0.954553461335212,-0.0465116276046122
849,Aragonite,2.3598,1.7334,4,339.09,114.58,1.9984,1.3291,6.2731,0.97,1.5,138.24,50.92,54.04,True,no,0.858576869683682,0.692346860389176,1.18084467574059,0.166230009294506
850,Aragonite,0.52441,0.81713,0,403.2,113,0.91901,1.2649,90,0.13,0.55,25.27,99.3,84.63,True,no,-0.645481457861749,-0.0844582752928337,0.570624911589645,-0.561023182568915
851,Aragonite,2.255,1.6944,1,585.74,115.77,2.2116,1.7035,53.638,0.71,1.78,72.04,155.48,44.09,True,no,0.813149972954642,0.793716235481641,1.01962380177247,0.0194337374730008
852,Aragonite,1.2061,1.2392,4,238.52,115.74,1.7845,2.0736,49.884,0.76,1.76,15.96,116.57,53.92,True,no,0.18739201360706,0.579138263948078,0.675875595404875,-0.391746250341018
853,Aragonite,0.78662,1.0008,1,295.73,114.67,1.0963,1.1999,95.884,0.17,0.18,119.37,53.04,108.79,True,no,-0.240009993424111,0.0919408736983573,0.717522575937243,-0.331950867122468
854,Aragonite,2.7269,1.8633,5,324.63,116.56,3.0446,2.6697,162.27,1.6,2.54,2.37,77.04,162.42,True,no,1.00316543285738,1.11336952964302,0.895651317085988,-0.110204096785638
855,Aragonite,0.57685,0.85701,3,331.64,114.45,0.92029,1.1531,108.43,0.16,0.88,48.01,19.99,129.06,True,no,-0.550173011608838,-0.0830664412183108,0.626813287116018,-0.467106570390528
856,Aragonite,1.2586,1.2659,5,381.54,115.17,1.4468,1.3062,164.43,0.64,1.26,50.79,96.54,96.03,True,no,0.229999992110696,0.369354221095806,0.869919823057783,-0.13935422898511
857,Aragonite,0.73417,0.96684,1,527.07,114.29,1.1751,1.4771,172.07,0.54,1.18,77.82,162.12,83.54,True,no,-0.3090146695551,0.161353250357758,0.624772359799166,-0.470367919912858
858,Aragonite,0.8915,1.0654,2,28.12,117.18,1.6597,2.4266,93.233,0.44,1.19,84.35,79.34,35.01,True,no,-0.114849841678942,0.506636863144536,0.537145267216967,-0.621486704823478
859,Aragonite,0.57685,0.85701,2,44.09,115.73,1.2198,2.0258,114.34,0.54,1.15,166.69,81.9,42.55,True,no,-0.550173011608838,0.198686910880219,0.472905394326939,-0.748859922489057
860,Aragonite,1.9928,1.5929,4,97.95,117.84,1.7783,1.2463,97.058,1.3,3.38,73.83,45.17,93.23,True,no,0.689540684965834,0.575657851767478,1.12062081763482,0.113882833198356
861,Aragonite,2.0452,1.6137,5,245.28,118.05,2.2847,2.0046,129.19,0.65,1.22,94.37,133.06,106.37,True,no,0.715495584223707,0.8262347246983,0.895172232678251,-0.110739140474593
862,Aragonite,3.6709,2.1619,3,253.54,118.27,2.7108,1.5722,35.182,1.14,2.13,14.51,119.5,54.94,True,no,1.30043686360975,0.997243794279821,1.35417588903645,0.303193069329932
863,Aragonite,2.6221,1.8272,4,305.58,118.3,2.0916,1.3104,83.026,0.62,1.27,131.83,38.03,109.79,True,no,0.963975523439566,0.737929323331839,1.25363358194683,0.226046200107727
864,Aragonite,2.4647,1.7715,3,315.21,120.28,2.9073,2.6934,93.564,1.4,3.43,132.04,35.06,103.07,True,no,0.902070096234183,1.06722481542648,0.847762528806797,-0.165154719192294
865,Aragonite,1.2586,1.2659,6,375.21,116.63,1.6208,1.6394,138.63,0.72,0.83,152.56,55.78,93.4,True,no,0.229999992110696,0.482919854512282,0.776530108588351,-0.252919862401586
866,Aragonite,0.62929,0.89512,3,509.67,115.08,1.2241,1.8701,171.75,0.46,0.68,36.5,68.17,143.6,True,no,-0.463163079247683,0.20220588009933,0.514083816681644,-0.665368959347012
867,Aragonite,0.83906,1.0336,3,54.56,116.94,1.2302,1.4165,35.71,0.34,1.14,70.82,53.69,44.35,True,no,-0.17547306136512,0.207176757792131,0.682051698910746,-0.382649819157251
868,Aragonite,0.78662,1.0008,3,68.93,116.4,1.1494,1.3191,9.4623,0.64,1.54,70.73,45.1,88.18,True,no,-0.240009993424111,0.139240067091504,0.684374456238037,-0.379250060515615
869,Aragonite,0.94394,1.0963,4,77.17,118.39,1.4838,1.8318,83.64,0.42,1.16,104.5,112.63,10.78,True,no,-0.0576926741786496,0.394606364773288,0.636163903491037,-0.452299038951938
870,Aragonite,2.5696,1.8088,2,116.35,119.45,2.4731,1.8695,103.22,1.43,2.69,178.85,115.35,69.87,True,no,0.943750244770305,0.905472424438276,1.03901985362501,0.0382778203320297
871,Aragonite,0.68173,0.93167,3,183,116,1.258,1.8232,165.13,0.82,1.44,38.14,84.89,31.58,True,no,-0.383121593953716,0.229523158278249,0.54191573926868,-0.612644752231965
872,Aragonite,0.73417,0.96684,0,214.71,116.5,0.97713,1.0214,90,0.27,1.1,36.24,68.4,15.37,True,no,-0.3090146695551,-0.0231355754021569,0.751353453481113,-0.285879094152943
873,Aragonite,3.7758,2.1926,2,322.61,122.04,2.74,1.5617,142.99,1.69,2.88,49.54,21.45,126.43,True,no,1.32861228077881,1.00795792039998,1.37802919708029,0.320654360378827
874,Aragonite,0.57685,0.85701,1,75,118,1.0592,1.5275,90,0.07,0.38,111.88,45.73,2.5,True,no,-0.550173011608838,0.0575139062006066,0.54460913897281,-0.607686917809445
875,Aragonite,0.52441,0.81713,2,109.5,118.3,1.4506,3.1516,52.466,0.49,0.75,3.56,71.13,105.57,True,no,-0.645481457861749,0.371977263947175,0.361512477595478,-1.01745872180892
876,Aragonite,1.9928,1.5929,4,111.89,121.39,1.9728,1.5339,104.03,0.47,1.56,2.1,68.68,107.35,True,no,0.689540684965834,0.679453853427943,1.01013787510138,0.0100868315378908
877,Aragonite,2.5172,1.7902,7,180.5,119,2.3667,1.7478,156.45,1.04,1.61,41.33,103.65,58.36,True,no,0.923147172670641,0.861496579787016,1.06359065365277,0.0616505928836249
878,Aragonite,1.311,1.292,2,261.72,118.48,1.7216,1.7757,19.009,0.74,1.44,106.68,77.16,46.33,True,no,0.270790204781563,0.543254090985328,0.76150092936803,-0.272463886203765
879,Aragonite,1.2586,1.2659,3,285.58,118.88,1.6647,1.7294,131.29,0.65,1.56,1.14,90.72,158.72,True,no,0.229999992110696,0.509644927017828,0.756052141527002,-0.279644934907132
880,Aragonite,1.3635,1.3176,3,359.69,117.81,1.563,1.4072,161.08,0.81,1.7,54.51,33.92,70.04,True,no,0.310054923303506,0.44660705143934,0.87236084452975,-0.136552128135833
881,Aragonite,2.0976,1.6343,2,370.52,120.03,1.9487,1.4219,52.519,0.73,1.46,73.83,47.03,102.61,True,no,0.740793834027298,0.667162483587952,1.07640991430184,0.0736313504393466
882,Aragonite,0.52441,0.81713,4,379.5,117.5,1.2789,2.4495,135,0.7,1.16,21.2,73.3,18.3,True,no,-0.645481457861749,0.246000333457137,0.410047697239816,-0.891481791318886
883,Aragonite,0.8915,1.0654,3,526.94,117.65,1.5971,2.2471,154.16,0.42,1.15,164.13,118.32,160,True,no,-0.114849841678942,0.468189484680127,0.558199236115459,-0.583039326359069
884,Aragonite,1.3635,1.3176,2,540.92,119.31,1.5305,1.3493,83.972,0.86,1.22,168.69,120.05,162.49,True,no,0.310054923303506,0.42559447940333,0.890885331590983,-0.115539556099824
885,Aragonite,0.99638,1.1263,5,11.42,120.37,1.8028,2.5618,108.88,0.56,0.83,4.14,34.99,88.01,True,no,-0.00362656805569865,0.589341011834356,0.552684712669181,-0.592967579890055
886,Aragonite,1.6257,1.4387,4,67.52,122.29,2.3579,2.6861,115.38,0.47,0.91,115.35,101.15,12.5,True,no,0.485938492258041,0.857771392394865,0.689469443148564,-0.371832900136824
887,Aragonite,1.3635,1.3176,4,81.12,121.38,2.1037,2.5494,111.28,0.76,1.1,167.07,152.45,51.05,True,no,0.310054923303506,0.743697699157846,0.648143746731949,-0.43364277585434
888,Aragonite,2.0452,1.6137,4,91.03,120.54,1.6951,1.1034,36.243,1.01,2.12,72.81,50.62,87.56,True,no,0.715495584223707,0.527741736142304,1.20653648752286,0.187753848081403
889,Aragonite,2.8843,1.9163,2,191.51,122.11,2.767,2.0848,92.977,0.58,1.05,68.77,112.3,101.33,True,no,1.05928223620417,1.01776370080479,1.04239248283339,0.0415185353993818
890,Aragonite,3.4611,2.0992,6,241.47,122.21,2.4984,1.4164,135.59,0.96,2,147.77,107.28,130.74,True,no,1.24158645761922,0.915650526986732,1.38532660902978,0.325935930632485
891,Aragonite,5.0343,2.5318,5,342.96,122.81,3.274,1.6723,40.945,2.05,3.21,93.68,36.55,83.33,True,no,1.61627448969309,1.18601247894894,1.53766035430666,0.430262010744146
892,Aragonite,0.99638,1.1263,4,383.74,119.47,1.2712,1.2737,20.118,0.41,0.89,29.46,105.2,128.55,True,no,-0.00362656805569865,0.239961336240369,0.783810572687225,-0.243587904296068
893,Aragonite,0.62929,0.89512,1,510.67,118,1.1503,1.6513,8.7628,0.13,0.58,110.65,123.2,31.65,True,no,-0.463163079247683,0.140022777919828,0.547065982787099,-0.60318585716751
894,Aragonite,1.2586,1.2659,3,535.29,119.58,1.5237,1.4488,10.983,0.79,1.65,86.8,75.03,27.01,True,no,0.229999992110696,0.421141587493172,0.826015619872678,-0.191141595382476
895,Aragonite,0.52441,0.81713,4,8.2,119.9,1.0936,1.7912,110.62,0.79,1.46,83.96,78.25,35.27,True,no,-0.645481457861749,0.0894750064276027,0.479526335040234,-0.734956464289352
896,Aragonite,2.5696,1.8088,5,64.78,124.22,2.8656,2.5099,119.07,0.6,1.25,97.97,39.25,18.79,True,no,0.943750244770305,1.05277775232431,0.896705750977108,-0.109027507554005
897,Aragonite,0.52441,0.81713,2,69.5,119.3,1.076,1.7339,37.534,0.48,0.67,139.53,70.18,47.33,True,no,-0.645481457861749,0.0732504617395927,0.487369888475836,-0.718731919601342
898,Aragonite,3.8282,2.2078,2,355.33,123.79,2.2944,1.08,93.04,1.17,3.45,12.22,82.36,137.95,True,no,1.34239471882987,0.830471371423164,1.66849721059972,0.511923347406708
899,Aragonite,1.783,1.5067,2,498.53,122.09,1.8517,1.5103,70.849,0.6,1.74,8.84,58.82,47.22,True,no,0.578297338881003,0.616104136061633,0.962898957714533,-0.0378067971806298
900,Aragonite,1.8354,1.5287,2,521,121.8,2.1205,1.9241,80.385,0.74,2.35,21.34,14.21,117.04,True,no,0.607262441402776,0.751651909932508,0.86555057769394,-0.144389468529733
901,Aragonite,4.6148,2.424,5,2.61,123.98,2.6618,2.4116,61.976,1.34,2.76,72.47,90.13,48.74,True,edge,1.529268530071,0.979002585670319,1.73371402810128,0.550265944400679
902,Aragonite,1.2586,1.2659,5,43.46,121.46,1.4972,1.3988,48.553,0.7,1.46,105.16,129.54,34.84,True,no,0.229999992110696,0.403596697048137,0.840635853593374,-0.173596704937441
903,Aragonite,0.78662,1.0008,3,60,121.53,1.3223,1.7457,103.44,0.29,0.36,136.09,75.72,50.47,True,no,-0.240009993424111,0.27937264458064,0.594887695681767,-0.519382638004751
904,Aragonite,0.78662,1.0008,0,122.4,121.73,1.6339,2.6655,98.562,1.16,1.89,11.96,57.49,99.36,True,no,-0.240009993424111,0.490969795054641,0.48143705245119,-0.730979788478752
905,Aragonite,0.8915,1.0654,2,174.88,121.29,1.269,1.4186,51.307,0.67,1.28,33.19,85.1,48.52,True,no,-0.114849841678942,0.238229188732251,0.702521670606777,-0.353079030411192
906,Aragonite,0.57685,0.85701,3,284.73,121.27,1.0947,1.6317,111.83,0.35,0.7,36.77,35.15,139.12,True,no,-0.550173011608838,0.0904803531283746,0.526948022289212,-0.640653364737213
907,Aragonite,1.4159,1.3427,2,335.52,120.81,1.9063,2.0157,24.849,0.92,1.24,14.57,65.79,140.72,True,no,0.347765371308788,0.645164190537794,0.74274773120705,-0.297398819229006
908,Aragonite,1.311,1.292,4,378.76,122.08,1.6424,1.6159,109.3,0.43,1.25,148.54,46.83,96.35,True,no,0.270790204781563,0.496158586722587,0.798222113979542,-0.225368381941024
909,Aragonite,0.52441,0.81713,0,402.2,120,0.91901,1.2649,90,0.93,1.16,94.96,97.48,75.67,True,no,-0.645481457861749,-0.0844582752928337,0.570624911589645,-0.561023182568915
910,Aragonite,1.2586,1.2659,3,27.38,123.17,1.5293,1.4594,89.198,0.46,1,27.06,86.09,113.99,True,no,0.229999992110696,0.424810114371941,0.822990910874256,-0.194810122261245
911,Aragonite,0.99638,1.1263,2,48.32,122.05,1.2869,1.3054,108.06,0.59,1.71,16.29,92.37,101.49,True,no,-0.00362656805569865,0.252236225517482,0.774248193332815,-0.255862793573181
