Nr.,Phase,Area,d,l,Xcg,Ycg,Major,Aspect_ratio,Slope,GOS,MOS,Mean_E1,Mean_E2,Mean_E3,In_current_dataset,Border_grain,Area_Log,Major_Log,Minor,Minor_Log
1063,Aragonite,5.13,2.5557,6,288.58,109.77,3.2592,1.6263,158.79,1.31,2.64,118.01,48.4,100.55,True,no,1.63510565918268,1.1814817664904,1.5740058910162,0.453623892692274
1064,Aragonite,3.24,2.0311,6,298.28,109.53,2.1068,1.076,107.24,0.41,0.8,137.67,33.55,78.3,True,no,1.17557332980424,0.745170208627097,1.53787734953484,0.430403121177141
1065,Aragonite,1.35,1.3111,4,335.27,107.6,1.9385,2.1861,32.579,0.35,0.38,54.02,104.94,103.71,True,no,0.300104592450338,0.661914478128847,0.696414753675522,-0.361809885678509
1066,Aragonite,1.26,1.2666,2,370.79,108.14,1.6715,1.7415,47.028,0.12,0.42,65.11,29.67,152.67,True,no,0.231111720963387,0.513721426878016,0.753813939575232,-0.28260970591463
1067,Aragonite,2.07,1.6235,3,20.09,109.7,1.8068,1.2386,86.234,0.63,1.3,90.8,115.47,114.42,True,no,0.727548607277278,0.591557324798312,1.14567190613239,0.135991282478966
1068,Aragonite,3.24,2.0311,3,80.67,111.64,3.1332,2.3796,66.521,0.74,2.34,88.11,58.22,76.53,True,no,1.17557332980424,1.14205484651095,1.03408655687476,0.0335184832932918
1069,Aragonite,1.26,1.2666,2,144.5,109,1.5301,1.4594,104.87,0.35,0.72,118.8,53.98,162.66,True,no,0.231111720963387,0.425333092745631,0.82347558983073,-0.194221371782244
1070,Aragonite,1.26,1.2666,4,168.21,109.21,1.4031,1.2271,126.71,0.79,1.77,145.37,98.52,107.48,True,no,0.231111720963387,0.338684074417813,0.898011545862732,-0.107572353454427
1071,Aragonite,1.53,1.3957,5,227.47,109,1.5176,1.1823,44.158,0.46,0.74,112.13,51.88,129.26,True,no,0.425267735404344,0.417130139638667,1.00817079599367,0.00813759576567657
1072,Aragonite,5.85,2.7292,5,277.85,114.6,5.1301,3.5333,57.686,0.56,1.22,68.89,72.27,157.99,True,no,1.76644166124377,1.63512515217008,1.14032864856436,0.131316509073689
1073,Aragonite,1.98,1.5878,5,309.68,110.32,2.5331,2.5453,61.369,0.65,1.05,91.38,82.66,130.15,True,no,0.683096844706444,0.929443849119068,0.781650941534089,-0.246347004412624
1074,Aragonite,4.23,2.3207,6,329.11,110.83,2.913,1.5756,118.48,0.98,1.57,144,47.77,110.54,True,no,1.44220199305819,1.0691834779773,1.45211122554068,0.373018515080889
1075,Aragonite,3.06,1.9739,7,336.35,110.59,2.6976,1.8677,37.624,1.02,2.38,53.41,103.54,108.13,True,no,1.11841491596429,0.992362488825399,1.13434163701068,0.12605242713889
1076,Aragonite,1.08,1.1726,4,29.17,110,1.2864,1.2034,90,0.22,0.63,101.31,40.93,158.22,True,no,0.0769610411361284,0.251847619442565,0.83955223880597,-0.174886578306437
1077,Aragonite,1.44,1.3541,5,60.13,110.06,1.7366,1.6448,54.771,0.14,0.15,64.26,89.25,111.67,True,no,0.364643113587909,0.551929178644408,0.829206495450881,-0.187286065056499
1078,Aragonite,1.44,1.3541,4,63.88,110.06,1.6672,1.5161,83.846,1.16,2.4,79.19,77.22,111.03,True,no,0.364643113587909,0.511145572576911,0.863723608445297,-0.146502458989001
1079,Aragonite,3.78,2.1938,6,99.21,111.48,2.7893,1.6166,143.2,0.55,1.34,175.56,47.8,111.12,True,no,1.3297240096315,1.02579066829625,1.35517871867494,0.303933341335251
1080,Aragonite,0.9,1.0705,3,112,109.5,1.3679,1.633,116.57,0.51,0.81,55.34,108.87,131.99,True,no,-0.105360515657826,0.313276717113261,0.657942832078368,-0.418637232771088
1081,Aragonite,2.43,1.759,4,124.59,110.04,2.006,1.3006,27.561,1.34,2.02,165.63,21.38,101.31,True,no,0.887891257352457,0.696142689539744,1.21136590229312,0.191748567812714
1082,Aragonite,1.62,1.4362,3,175.39,111.61,2.1017,2.1414,86.265,0.69,0.88,103.87,59.61,135.05,True,no,0.482426149244293,0.74274654105123,0.770804586763097,-0.260320391806937
1083,Aragonite,1.17,1.2205,4,211.31,110.77,1.6063,1.7321,89.749,0.5,0.87,126.86,53.5,107.38,True,no,0.157003748809665,0.473933397581583,0.728381995891178,-0.316929648771919
1084,Aragonite,1.26,1.2666,3,234.21,110.21,1.3511,1.1379,81.091,0.66,1.1,171.6,59.45,114.7,True,no,0.231111720963387,0.300919075483776,0.932573458663311,-0.0698073545203897
1085,Aragonite,1.26,1.2666,2,253.93,110.14,1.667,1.7322,97.161,0.7,1.25,49.74,112.68,117.44,True,no,0.231111720963387,0.511025603768657,0.755848830233953,-0.27991388280527
1086,Aragonite,1.17,1.2205,4,261.23,110.46,1.8903,2.3985,80.308,0.88,1.56,178.34,26.98,95.45,True,no,0.157003748809665,0.636735546633982,0.618949373115378,-0.479731797824318
1087,Aragonite,3.42,2.0867,6,265.08,112.13,2.4568,1.3861,106.51,0.65,1.21,147.34,26.69,110.01,True,no,1.22964055107451,0.898859690144476,1.39205470530772,0.330780860930038
1088,Aragonite,2.52,1.7912,3,2.86,110.43,1.8418,2.1146,148.63,0.71,1.66,117.55,87.67,24.47,True,edge,0.924258901523332,0.61074335430513,1.36822673471604,0.313515547218202
1089,Aragonite,2.07,1.6235,3,67.7,111.65,1.9511,1.4443,72.195,0.82,1.73,150.42,123.96,59.66,True,no,0.727548607277278,0.668393316093716,1.06093998257393,0.0591552911835616
1090,Aragonite,2.16,1.6584,2,71.67,112.5,2.2244,1.7991,90,0.79,1.74,112.82,86.71,49.6,True,no,0.770108221696074,0.799487216331272,0.971048372594857,-0.0293789946351983
1091,Aragonite,1.44,1.3541,4,93.88,110.69,1.4083,1.0817,119.23,0.17,0.55,165.94,61.28,85.96,True,no,0.364643113587909,0.342383303221868,1.02250940850671,0.0222598103660416
1092,Aragonite,0.99,1.1227,3,133.64,110.36,1.3762,1.5025,59.714,0.09,0.49,72.65,126.12,118.1,True,no,-0.0100503358535015,0.319326077786243,0.719372184275541,-0.329376413639744
1093,Aragonite,1.89,1.5513,4,135.95,112.62,2.0048,1.6702,85.202,0.3,1.18,120.74,99.4,130.11,True,no,0.636576829071551,0.695544305159667,0.942737430167598,-0.0589674760881157
1094,Aragonite,2.07,1.6235,4,147.3,112.48,2.2726,1.9596,70.417,0.43,0.55,153.85,46.92,152.37,True,no,0.727548607277278,0.820924550501772,0.910851007656429,-0.0933759432244942
1095,Aragonite,1.98,1.5878,3,158.73,111.09,1.9469,1.5035,140.94,0.47,0.85,51.59,150.95,121.41,True,no,0.683096844706444,0.666238364002728,1.01700138682007,0.0168584807037163
1096,Aragonite,1.89,1.5513,3,179.71,112.1,2.1954,2.0029,93.972,0.44,0.55,130.58,44.25,131.75,True,no,0.636576829071551,0.786364262271079,0.860890953812517,-0.149787433199528
1097,Aragonite,0.9,1.0705,2,207.2,110.1,1.2312,1.3229,153.43,0.38,0.45,134.27,57.16,99.46,True,no,-0.105360515657826,0.207989303542532,0.730994152046784,-0.313349819200359
1098,Aragonite,1.53,1.3957,4,274.59,110.88,1.5805,1.2823,74.828,0.47,0.9,9.7,119.98,86.07,True,no,0.425267735404344,0.457741252673535,0.968048086048719,-0.0324735172691913
1099,Aragonite,1.26,1.2666,3,312.64,111.21,1.7542,1.9181,100.53,0.48,0.97,123.42,60.59,118.45,True,no,0.231111720963387,0.562012912535144,0.718276137270551,-0.330901191571757
1100,Aragonite,3.06,1.9739,5,316.56,113.35,2.1911,1.2323,83.593,0.5,1.28,82.4,73.02,132.56,True,no,1.11841491596429,0.784403700831498,1.39655880607914,0.334011215132792
1101,Aragonite,1.26,1.2666,5,340.79,111,1.897,2.2431,77.461,0.31,0.88,125.58,38.16,102.62,True,no,0.231111720963387,0.640273690952877,0.664206642066421,-0.409161969989491
1102,Aragonite,1.26,1.2666,2,344.79,110.29,1.501,1.4044,35.604,0.44,0.59,87.62,80.43,122.79,True,no,0.231111720963387,0.406131552651325,0.83944037308461,-0.175019831687938
1103,Aragonite,0.9,1.0705,1,407,110.2,1.2039,1.2649,90,0.41,1.79,101.14,47.42,162.45,True,no,-0.105360515657826,0.185566286958844,0.74757039621231,-0.29092680261667
1104,Aragonite,2.07,1.6235,5,26.26,112.74,1.9523,1.4461,96.281,0.62,1.26,105.18,67.39,129.29,True,no,0.727548607277278,0.66900816470662,1.06028786559443,0.0585404425706581
1105,Aragonite,7.02,2.9897,6,37.08,116.29,3.748,1.5716,101.59,0.81,2.16,63.92,10.82,36.85,True,no,1.94876321803772,1.32122236437618,1.87299893276414,0.627540853661544
1106,Aragonite,1.17,1.2205,4,44.46,111.92,1.4293,1.3713,73.288,0.42,1.14,16.29,98.1,89.66,True,no,0.157003748809665,0.357184813932932,0.818582522913314,-0.200181065123268
1107,Aragonite,1.35,1.3111,3,90.93,112.2,1.8306,1.9497,123.26,0.62,0.97,96.69,71.7,116.32,True,no,0.300104592450338,0.604643781968542,0.737463126843658,-0.304539189518204
1108,Aragonite,4.23,2.3207,6,108.96,113.91,2.6814,1.335,17.14,1.1,2.04,101.8,63.98,129.95,True,no,1.44220199305819,0.986339046185324,1.57753412396509,0.455862946872863
1109,Aragonite,1.71,1.4755,5,115.47,112.32,1.9889,1.8168,58.638,0.46,0.63,134.83,75.99,126.03,True,no,0.536493370514568,0.687581722087064,0.859771733118809,-0.151088351572495
1110,Aragonite,0.9,1.0705,3,150.3,111.3,1.2064,1.27,45,0.26,0.4,86.92,118.02,167.71,True,no,-0.105360515657826,0.187640718271555,0.746021220159151,-0.293001233929381
1111,Aragonite,1.35,1.3111,3,167.53,112.73,1.6997,1.6806,113.47,0.82,2.26,80.91,19.17,31.89,True,no,0.300104592450338,0.530451764901169,0.7942578102018,-0.230347172450831
1112,Aragonite,2.16,1.6584,3,170.92,113.92,2.2394,1.8236,82.386,0.91,1.89,130.92,78.69,89.29,True,no,0.770108221696074,0.80620797284396,0.964544074305618,-0.0360997511478858
1113,Aragonite,1.26,1.2666,2,202.21,111.93,1.6337,1.6637,37.249,0.32,0.55,85.94,92.74,126.09,True,no,0.231111720963387,0.490847381050326,0.771255432453939,-0.259735660086939
1114,Aragonite,1.17,1.2205,4,223.15,111.31,1.5561,1.6255,50.711,0.3,0.53,68.92,87.7,139.82,True,no,0.157003748809665,0.442182691043327,0.75187969924812,-0.285178942233662
1115,Aragonite,1.35,1.3111,5,244.33,111.2,1.4554,1.2323,154.71,0.47,0.97,66.19,81.77,126.48,True,no,0.300104592450338,0.375280776930849,0.927580046722551,-0.0751761844805109
1116,Aragonite,1.35,1.3111,5,271.13,111.73,1.7479,1.7775,117.65,0.34,0.49,39.46,97.71,121.1,True,no,0.300104592450338,0.558415067358904,0.772355397906059,-0.258310474908566
1117,Aragonite,2.16,1.6584,3,283.13,113.58,2.1872,1.7395,61.928,0.29,0.53,88.98,80.27,149.34,True,no,0.770108221696074,0.782622186987548,0.987564008778347,-0.0125139652914742
1118,Aragonite,1.44,1.3541,4,324.81,112.81,1.9022,1.9735,123.72,0.63,1.01,84.94,84.65,136.83,True,no,0.364643113587909,0.643011111066148,0.75701818946483,-0.278367997478239
1119,Aragonite,1.08,1.1726,1,392,111.83,1.2864,1.2034,180,0.41,1.13,69.57,81.87,163.89,True,no,0.0769610411361284,0.251847619442565,0.83955223880597,-0.174886578306437
1120,Aragonite,0.99,1.1227,1,397.91,111.09,1.405,1.566,39.243,0.71,0.96,78.92,81.84,165.72,True,no,-0.0100503358535015,0.340037302785709,0.704626334519573,-0.350087638639211
1121,Aragonite,2.7,1.8541,2,416.47,112.8,2.1041,2.5756,100.75,0.88,1.33,92.84,89.82,168.66,True,edge,0.993251773010283,0.743887822263129,1.28320897295756,0.249363950747154
1122,Aragonite,2.7,1.8541,2,1.47,112.93,1.5637,1.4226,118.32,0.65,1.58,153.95,142.41,41.77,True,edge,0.993251773010283,0.447054807867328,1.72667391443371,0.546196965142956
1123,Aragonite,17.46,4.715,8,4.67,119.52,4.8987,2.159,90.052,0.82,2.83,94.85,69.29,144.49,True,edge,2.85991255041146,1.58896986379424,3.56421091309939,1.27094268661722
1124,Aragonite,1.62,1.4362,5,11.67,113.83,2.2731,2.5051,51.82,1.1,1.79,69.67,145.67,86.76,True,no,0.482426149244293,0.8211445386233,0.712683119968325,-0.338718389379008
1125,Aragonite,4.23,2.3207,5,31.43,116.53,3.6464,2.4688,100.06,0.71,1.98,56.35,165.82,144.32,True,no,1.44220199305819,1.29374037950928,1.16004826678368,0.148461613548904
1126,Aragonite,4.14,2.2959,7,128.91,117.02,4.0754,3.1509,105.08,0.59,1.4,100.31,124.53,164.1,True,no,1.42069578783722,1.4049689013847,1.01585120478971,0.0157268864525237
1127,Aragonite,2.25,1.6926,2,140.68,114.24,1.973,1.3588,75.486,0.31,0.83,111.79,108.2,162.57,True,no,0.810930216216329,0.679555227040478,1.14039533705018,0.13137498917585
1128,Aragonite,3.06,1.9739,6,219.18,114.65,2.5188,1.6283,82,0.5,0.95,127.7,41.67,112.77,True,no,1.11841491596429,0.923782597632451,1.21486422105765,0.194632318331839
1129,Aragonite,2.16,1.6584,4,228.38,114.54,2.1695,1.7114,67.72,0.39,0.82,87.8,50.57,136.07,True,no,0.770108221696074,0.774496726256268,0.995621110855036,-0.00438850456019474
1130,Aragonite,0.9,1.0705,4,241.8,112.7,1.3696,1.637,108.22,0.4,0.66,38.22,83.31,126.37,True,no,-0.105360515657826,0.314518726405341,0.657126168224299,-0.419879242063167
1131,Aragonite,1.71,1.4755,4,269.21,114.42,2.0596,1.9482,103.22,0.62,0.88,157.31,54.25,82.14,True,no,0.536493370514568,0.722511789189849,0.830258302583026,-0.186018418675281
1132,Aragonite,1.53,1.3957,3,293.71,113.12,1.5319,1.2047,80.538,0.33,0.47,62.73,53.07,140.56,True,no,0.425267735404344,0.426508795036513,0.998759710163849,-0.00124105963216932
1133,Aragonite,0.99,1.1227,3,349.09,113.27,1.598,2.0258,65.663,0.28,0.6,62.32,78.25,142.37,True,no,-0.0100503358535015,0.468752847344083,0.619524405506884,-0.478803183197584
1134,Aragonite,0.99,1.1227,3,352.18,112.64,1.511,1.8113,127.87,0.67,1.11,2.08,115.67,128.96,True,no,-0.0100503358535015,0.412771683290602,0.655195234943746,-0.422822019144104
1135,Aragonite,0.9,1.0705,3,400.3,112.3,1.2064,1.27,45,0.46,0.64,78.78,79.9,170.37,True,no,-0.105360515657826,0.187640718271555,0.746021220159151,-0.293001233929381
1136,Aragonite,1.89,1.5513,5,15.57,115.48,2.0501,1.7465,62.361,0.74,1.22,135.6,53.86,114.67,True,no,0.636576829071551,0.717888572448392,0.921906248475684,-0.0813117433768415
1137,Aragonite,0.9,1.0705,2,48,113.5,1.3679,1.633,63.435,0.64,0.83,138.96,88.52,97.39,True,no,-0.105360515657826,0.313276717113261,0.657942832078368,-0.418637232771088
1138,Aragonite,0.9,1.0705,3,50.1,114.3,1.537,2.0616,74.745,0.26,0.64,2.94,107.23,85.01,True,no,-0.105360515657826,0.429832464556459,0.585556278464541,-0.535192980214285
1139,Aragonite,1.35,1.3111,5,62,115,2.4083,3.3743,103.28,0.33,0.73,79.46,82.31,111.67,True,no,0.300104592450338,0.878921104404151,0.560561391853174,-0.578816511953813
1140,Aragonite,1.44,1.3541,2,83.06,114.38,1.9908,2.1616,64.216,0.83,1.27,84.2,54.74,95.93,True,no,0.364643113587909,0.688536568002262,0.723327305605787,-0.323893454414353
1141,Aragonite,2.25,1.6926,3,118.16,116.4,2.5247,2.225,106.77,0.57,1,117.01,91.57,125.53,True,no,0.810930216216329,0.926122243787444,0.89119499346457,-0.115192027571116
1142,Aragonite,1.17,1.2205,5,132.15,113.92,1.5713,1.6574,119.78,0.69,1.53,73.91,127.29,127.37,True,no,0.157003748809665,0.451903302213949,0.744606376885382,-0.294899553404284
1143,Aragonite,1.53,1.3957,1,151.71,114.76,1.6422,1.3844,64.387,0.86,1.32,40.97,122.02,122.12,True,no,0.425267735404344,0.496036806292551,0.93167701863354,-0.0707690708882073
1144,Aragonite,1.98,1.5878,2,162.64,115.23,2.1876,1.8983,97.517,0.92,1.35,63.1,86.08,100.37,True,no,0.683096844706444,0.782805052490481,0.905101481075151,-0.0997082077840368
1145,Aragonite,2.43,1.759,3,192.11,114.85,2.1923,1.5534,105.5,0.47,1.26,162.11,42.68,85.88,True,no,0.887891257352457,0.784951221034982,1.1084249418419,0.102940036317475
1146,Aragonite,0.99,1.1227,3,196.18,113.45,1.3775,1.5054,48.972,0.3,0.63,15.49,36.72,17.2,True,no,-0.0100503358535015,0.320270262044932,0.718693284936479,-0.330320597898434
1147,Aragonite,2.25,1.6926,3,207.56,114.48,1.9677,1.3516,54.45,0.79,1.09,26.84,114.52,114.76,True,no,0.810930216216329,0.676865347985662,1.1434669919195,0.134064868230666
1148,Aragonite,1.89,1.5513,5,235.05,113.9,1.742,1.2611,13.641,0.64,1.37,164.45,60.49,63.04,True,no,0.636576829071551,0.555033878430311,1.0849598163031,0.0815429506412399
1149,Aragonite,1.35,1.3111,5,239.2,113.93,1.6468,1.5777,105.01,0.3,0.47,100.64,53.87,100.56,True,no,0.300104592450338,0.498834010913613,0.819771678406607,-0.198729418463274
1150,Aragonite,1.08,1.1726,3,301.5,114.5,1.5834,1.8232,86.437,0.21,0.25,135.48,54.21,97.97,True,no,0.0769610411361284,0.459574433755196,0.68207654414551,-0.382613392619068
1151,Aragonite,1.35,1.3111,4,337.4,114.07,1.5058,1.3191,99.462,0.45,0.85,112.6,80.74,111.67,True,no,0.300104592450338,0.409324318433885,0.896533404170541,-0.109219725983547
1152,Aragonite,5.04,2.5332,5,340.57,119.3,4.7555,3.5241,74.269,0.97,1.93,62.52,78.02,140.89,True,no,1.61740608208328,1.5593018429403,1.05982546525076,0.0581042391429742
1153,Aragonite,1.62,1.4362,1,366.39,114.44,1.8646,1.6856,73.064,0.71,0.91,153,61.09,67.3,True,no,0.482426149244293,0.623046552880456,0.868819049662126,-0.140620403636163
1154,Aragonite,1.53,1.3957,4,43.29,116.59,2.5056,3.2227,115.37,0.56,1.62,110.88,128.42,7.19,True,no,0.425267735404344,0.918528226814347,0.610632183908046,-0.493260491410003
1155,Aragonite,1.53,1.3957,4,53.24,115,1.6334,1.3696,90,0.47,0.69,16.33,105.18,91.08,True,no,0.425267735404344,0.490663731942038,0.936696461368924,-0.0653959965376942
1156,Aragonite,0.9,1.0705,5,58.5,114,1.3679,1.633,26.565,0.62,0.95,169.32,82.39,90.81,True,no,-0.105360515657826,0.313276717113261,0.657942832078368,-0.418637232771088
1157,Aragonite,1.53,1.3957,3,123.76,114.24,1.6797,1.4482,6.4426,0.66,1.2,16.21,129.95,121.45,True,no,0.425267735404344,0.51861520604082,0.910876942311127,-0.0933474706364761
1158,Aragonite,1.62,1.4362,4,320.83,115.78,2.3554,2.6897,85.761,0.67,1.33,159.18,58.57,83.39,True,no,0.482426149244293,0.856710564425311,0.68778126857434,-0.374284415181018
1159,Aragonite,1.08,1.1726,0,376.58,115.25,1.845,2.4754,60.903,0.34,0.44,50.62,97.77,175.24,True,no,0.0769610411361284,0.612479277492491,0.585365853658537,-0.535518236356362
1160,Aragonite,1.08,1.1726,2,394.5,114.5,1.1726,1,90,0.64,1.39,83.2,41.11,166.84,True,no,0.0769610411361284,0.159223505547978,0.921030189322872,-0.0822624644118493
1161,Aragonite,1.35,1.3111,3,64.93,116.67,1.8367,1.9625,84.586,0.21,0.53,137.28,77.79,86.85,True,no,0.300104592450338,0.607970483152352,0.735013883595579,-0.307865890702014
1162,Aragonite,1.35,1.3111,3,87,116,1.3111,1,90,0.25,0.59,41.72,137.51,104.07,True,no,0.300104592450338,0.270866479523219,1.02966974296392,0.029238112927119
1163,Aragonite,3.06,1.9739,3,98.76,116.56,2.8332,2.0603,138.18,0.53,1.01,127.79,78.1,134.32,True,no,1.11841491596429,1.04140681489733,1.08005082592122,0.0770081010669589
1164,Aragonite,1.89,1.5513,3,197.86,116.62,1.8928,1.4888,73.129,0.6,1.5,71.33,101.66,137.59,True,no,0.636576829071551,0.638057214241985,0.998520710059172,-0.00148038517043433
1165,Aragonite,5.76,2.7081,6,242.75,119.58,2.8178,1.0827,12.999,1.71,2.58,43.71,82.36,9.89,True,no,1.7509374747078,1.03595643863704,2.04414791681454,0.714981036070761
1166,Aragonite,1.35,1.3111,2,249.53,116.33,1.825,1.9376,107.09,0.55,0.7,48.16,127.77,110.62,True,no,0.300104592450338,0.601579987034455,0.73972602739726,-0.301475394584117
1167,Aragonite,1.08,1.1726,4,256,115.42,1.5661,1.7836,137.21,0.39,0.66,100.32,92.33,103.88,True,no,0.0769610411361284,0.448588452490251,0.689611135942788,-0.371627411354123
1168,Aragonite,1.44,1.3541,6,261.19,116.5,1.9756,2.1287,72.71,0.4,1.05,129.18,47.24,112.73,True,no,0.364643113587909,0.680872149684333,0.728892488357967,-0.316229036096423
1169,Aragonite,1.08,1.1726,4,273,115.5,1.6873,2.0703,46.59,0.49,1.01,68.59,75.32,106.86,True,no,0.0769610411361284,0.523129618222155,0.640075860842767,-0.446168577086026
1170,Aragonite,3.51,2.114,5,285.97,118.67,3.0757,2.1168,84.004,0.51,0.97,102.28,56.12,106.45,True,no,1.25561603747777,1.12353251762833,1.14120362844231,0.132083519849442
1171,Aragonite,2.25,1.6926,4,306.68,116.52,2.1572,1.6243,47.555,0.66,1.02,48.51,130.11,121.06,True,no,0.810930216216329,0.768811084480935,1.04301872798072,0.0421191317353938
1172,Aragonite,1.08,1.1726,3,331.67,116.58,2.0226,2.975,57.07,0.25,0.3,148.36,61.43,79.54,True,no,0.0769610411361284,0.704383812485933,0.533966182141798,-0.627422771349805
1173,Aragonite,1.98,1.5878,3,352.36,117.32,2.3195,2.1342,117.07,0.95,1.75,3.57,119.88,130.32,True,no,0.683096844706444,0.841351645209661,0.853632248329381,-0.158254800503218
1174,Aragonite,1.89,1.5513,2,356.14,116.9,2.1196,1.8669,120.1,0.68,1.26,51.37,75.83,135.72,True,no,0.636576829071551,0.75122739163647,0.891677675033025,-0.114650562564919
1175,Aragonite,0.99,1.1227,1,381.64,114.91,1.3364,1.4169,164.93,0.17,0.92,64.81,80.57,169.18,True,no,-0.0100503358535015,0.289979431500464,0.740796168811733,-0.300029767353966
1176,Aragonite,1.08,1.1726,2,386.5,115.83,1.6302,1.9326,99.899,0.22,0.22,68.85,112.75,178.68,True,no,0.0769610411361284,0.48870270667822,0.662495399337505,-0.411741665542092
1177,Aragonite,0.9,1.0705,3,398.4,116.7,1.6714,2.4379,77.085,0.56,0.81,77.01,76.98,166.73,True,no,-0.105360515657826,0.513661598585199,0.538470743089626,-0.619022114243025
1178,Aragonite,2.7,1.8541,6,401.17,118.03,2.5872,1.9471,86.644,0.37,0.83,97.27,47.19,159.42,True,no,0.993251773010283,0.950576209840705,1.04359925788497,0.0426755631695781
1179,Aragonite,1.26,1.2666,4,12.21,117.21,1.7655,1.943,96.047,0.67,2.04,176.17,71.11,143.77,True,no,0.231111720963387,0.568433936386304,0.713678844519966,-0.337322215422917
1180,Aragonite,4.41,2.3696,7,59.49,120.9,2.9996,1.6024,80.271,0.78,1.47,77.43,82.92,90.34,True,no,1.48387468945875,1.0984789464451,1.47019602613682,0.385395743013657
1181,Aragonite,0.99,1.1227,3,105.18,116.64,1.511,1.8113,127.87,0.91,1.47,42.85,39.99,36.44,True,no,-0.0100503358535015,0.412771683290602,0.655195234943746,-0.422822019144104
1182,Aragonite,1.8,1.5139,2,212.1,116.7,1.6119,1.1336,94.065,0.5,0.97,60.04,121.79,135.32,True,no,0.587786664902119,0.477413607420749,1.11669458403127,0.110373057481371
1183,Aragonite,1.8,1.5139,2,215.7,118.15,1.949,1.6574,81.25,0.25,0.41,43.54,122.85,123.16,True,no,0.587786664902119,0.667316420525424,0.923550538737814,-0.0795297556233048
1184,Aragonite,1.17,1.2205,4,223.69,116,1.5493,1.6113,90,0.54,1.14,156.06,52.91,115.08,True,no,0.157003748809665,0.437803216020109,0.755179758600658,-0.280799467210444
1185,Aragonite,1.44,1.3541,3,231.38,118.25,2.1141,2.4378,98.746,0.44,1.13,56.98,92.84,132.19,True,no,0.364643113587909,0.748629190018949,0.681140911025968,-0.38398607643104
1186,Aragonite,1.08,1.1726,4,254.17,117.83,1.8181,2.4039,97.762,0.37,0.51,36.52,103.34,94.3,True,no,0.0769610411361284,0.59779199974309,0.594026731202904,-0.520830958606962
1187,Aragonite,1.44,1.3541,2,296.69,117.88,1.5764,1.3555,107.7,0.37,0.66,63.18,67.78,111.5,True,no,0.364643113587909,0.455143766338712,0.913473737630043,-0.0905006527508023
1188,Aragonite,2.16,1.6584,3,325.29,117.83,1.7635,1.1308,41.035,0.35,0.81,107.63,74.84,110.1,True,no,0.770108221696074,0.56730047069397,1.22483697193082,0.202807751002104
1189,Aragonite,2.97,1.9446,4,334.36,118.82,2.5796,1.7597,72.827,0.65,0.84,89.27,66.27,109.25,True,no,1.08856195281461,0.947634348154085,1.15134129322376,0.140927604660523
1190,Aragonite,1.35,1.3111,3,347.67,117.13,1.9704,2.2588,131,0.5,0.65,106.37,66.52,105.29,True,no,0.300104592450338,0.678236567824191,0.685140073081608,-0.378131975373853
1191,Aragonite,1.8,1.5139,1,369.35,117.8,1.8192,1.4441,116.04,0.26,0.32,178.77,83.07,60.09,True,no,0.587786664902119,0.598396844014135,0.989445910290238,-0.0106101791120155
1192,Aragonite,4.5,2.3937,4,416.16,118.4,2.0194,1.4234,113.7,0.43,1.02,115.42,45.24,73.77,True,edge,1.50407739677627,0.702800437588084,2.22838466871348,0.80127695918819
1193,Aragonite,0.9,1.0705,3,27,117.5,1.3679,1.633,116.57,0.45,0.96,112.82,85.75,87.02,True,no,-0.105360515657826,0.313276717113261,0.657942832078368,-0.418637232771088
1194,Aragonite,4.32,2.3453,5,50.46,121.46,3.2314,1.8984,83.451,0.43,1.24,68.29,102.64,103.55,True,no,1.46325540225602,1.17291547986059,1.33688184687751,0.290339922395426
1195,Aragonite,1.8,1.5139,5,55.65,118.5,2.1283,1.9765,62.073,0.57,1.06,130.97,82.77,95.53,True,no,0.587786664902119,0.755323538986621,0.845745430625382,-0.167536874084502
1196,Aragonite,1.89,1.5513,5,90.86,119.29,2.3575,2.3096,94.286,0.73,1.38,141.44,67.8,129.49,True,no,0.636576829071551,0.857601735525475,0.8016967126193,-0.221024906453925
1197,Aragonite,1.08,1.1726,2,112,118,1.5012,1.6388,64.33,0.39,1.02,132.8,71.84,143.46,True,no,0.0769610411361284,0.406264788278729,0.719424460431655,-0.3293037471426
1198,Aragonite,1.44,1.3541,4,115.5,118.31,1.8912,1.9508,116.42,0.55,1.13,11.09,106.67,119.2,True,no,0.364643113587909,0.637211548229642,0.761421319796954,-0.272568434641733
1199,Aragonite,1.44,1.3541,2,121.81,118.5,1.6368,1.4612,82.054,0.55,1.3,58.3,121.46,106.53,True,no,0.364643113587909,0.492743116215225,0.879765395894428,-0.128100002627316
1200,Aragonite,1.53,1.3957,2,131.88,118.41,1.9431,1.9381,104.45,0.55,1.2,113.6,90.73,171.24,True,no,0.425267735404344,0.664284635874844,0.78740157480315,-0.2390169004705
1201,Aragonite,0.9,1.0705,4,233.8,117.5,1.2526,1.3693,90,0.49,1.06,110.78,55.59,116.17,True,no,-0.105360515657826,0.225221391109175,0.718505508542232,-0.330581906767002
1202,Aragonite,1.53,1.3957,6,237.29,117.94,1.7365,1.5478,41.554,0.29,0.71,26.11,94.24,127.56,True,no,0.425267735404344,0.551871593201992,0.881082637489202,-0.126603857797648
1203,Aragonite,1.89,1.5513,5,257.67,119.33,1.9888,1.6436,74.431,0.6,0.93,37.33,105.86,93.4,True,no,0.636576829071551,0.68753144177431,0.950321802091714,-0.0509546127027586
