Nr.,Phase,Area,d,l,Xcg,Ycg,Major,Aspect_ratio,Slope,GOS,MOS,Mean_E1,Mean_E2,Mean_E3,In_current_dataset,Border_grain,Area_Log,Major_Log,Minor,Minor_Log
393,Aragonite,0.99,1.1227,4,115.45,44.36,1.6127,2.0632,122.23,0.5,1.91,143.17,104.01,76.68,True,no,-0.0100503358535015,0.477909793004333,0.613877348545917,-0.487960128857834
394,Aragonite,2.88,1.9149,5,214.59,45.34,2.5645,1.7935,46.802,1.29,1.84,82.75,92.92,105.85,True,no,1.05779029414785,0.941763527847186,1.1230259309807,0.116026766300669
395,Aragonite,1.98,1.5878,4,360.23,44.14,2.372,2.2318,46.949,0.56,1.29,39.13,32.45,166.37,True,no,0.683096844706444,0.863733481135479,0.834738617200675,-0.180636636429035
396,Aragonite,1.89,1.5513,4,399.9,43.95,1.742,1.2611,103.64,0.55,1.88,57.4,65.53,142.01,True,no,0.636576829071551,0.555033878430311,1.0849598163031,0.0815429506412399
397,Aragonite,1.44,1.3541,2,410.75,44.94,2.1232,2.4586,81.585,0.64,1.15,64.62,139.58,173.59,True,no,0.364643113587909,0.752924384595806,0.678221552373775,-0.388281271007897
398,Aragonite,1.53,1.3957,2,60.06,46.12,2.0163,2.0869,104.11,0.24,0.67,135.81,61.84,57.67,True,no,0.425267735404344,0.701264148661893,0.758815652432674,-0.275996413257549
399,Aragonite,2.43,1.759,6,119.3,46.33,2.3757,1.8242,66.25,0.43,0.84,60.12,122.27,152.21,True,no,0.887891257352457,0.865292130902339,1.02285642126531,0.0225991264501177
400,Aragonite,1.89,1.5513,3,136.67,45.67,1.7688,1.3002,111.8,1,1.48,137.63,58.56,86.25,True,no,0.636576829071551,0.570301350561099,1.0685210312076,0.0662754785104515
401,Aragonite,0.99,1.1227,4,148.09,44.36,1.3364,1.4169,105.07,0.55,0.96,161.19,106.5,44.68,True,no,-0.0100503358535015,0.289979431500464,0.740796168811733,-0.300029767353966
402,Aragonite,1.26,1.2666,3,165.79,45.64,2.1478,2.8754,69.864,0.88,1.44,142.38,100.11,88.38,True,no,0.231111720963387,0.764444062441979,0.586646801378154,-0.533332341478592
403,Aragonite,2.97,1.9446,4,177.24,46.73,2.6101,1.8016,113.98,0.52,1.52,29.73,118.4,104.37,True,no,1.08856195281461,0.959388534776878,1.13788743726294,0.12917341803773
404,Aragonite,3.24,2.0311,6,229.19,46.72,2.625,1.6703,60.799,0.54,1.6,158.14,72.21,86.2,True,no,1.17557332980424,0.965080896043587,1.23428571428571,0.210492433760651
405,Aragonite,0.9,1.0705,2,268.5,44,1.3679,1.633,26.565,0.18,0.18,7.77,135.35,104.57,True,no,-0.105360515657826,0.313276717113261,0.657942832078368,-0.418637232771088
406,Aragonite,1.08,1.1726,3,284.17,44.83,1.4455,1.5196,91.907,0.08,0.5,131.42,71.16,112.26,True,no,0.0769610411361284,0.368455282474264,0.74714631615358,-0.291494241338135
407,Aragonite,1.53,1.3957,2,322.59,44.94,1.7302,1.5367,114.9,0.51,0.87,53.29,83.76,109.09,True,no,0.425267735404344,0.548237008764137,0.884290833429661,-0.122969273359793
408,Aragonite,10.26,3.6143,6,346.41,50.89,8.9488,6.1302,35.442,0.46,1.52,26.99,95.74,172.73,True,no,2.32825283974262,2.19151944508519,1.14652243876274,0.136733394657437
409,Aragonite,2.7,1.8541,5,405.43,47.4,2.7484,2.1973,93.587,1.17,1.88,161.16,45.02,72.1,True,no,0.993251773010283,1.01101892417478,0.982389754038713,-0.0177671511645005
410,Aragonite,0.9,1.0705,1,413.1,44.9,1.1391,1.1323,135,0.16,0.8,62.38,130.22,4.86,True,no,-0.105360515657826,0.130238476923729,0.790097445351593,-0.235598992581556
411,Aragonite,3.33,2.0591,5,129.08,47.43,2.8971,1.9796,85.759,0.55,1.57,10.95,142.57,115.56,True,no,1.20297230399235,1.06371023665884,1.14942528735632,0.139262067333508
412,Aragonite,3.78,2.1938,7,260.55,48.31,2.6484,1.4574,83.192,0.7,2.06,93.75,108.77,74.57,True,no,1.3297240096315,0.973955684068554,1.42727684639782,0.355768325562942
413,Aragonite,3.33,2.0591,3,317,47.32,2.2495,1.1935,97,0.65,2.12,163.6,59.27,97.56,True,no,1.20297230399235,0.81070796929909,1.48032896199155,0.392264334693263
414,Aragonite,4.86,2.4876,3,335.07,50.78,5.9878,5.7942,37.808,0.51,1.34,30.72,107.61,5.46,True,no,1.5810384379124,1.78972406586598,0.811650355723304,-0.208685627953582
415,Aragonite,1.8,1.5139,4,387.9,47.15,2.3356,2.3801,79.141,0.6,1.06,71.54,40.13,143.4,True,no,0.587786664902119,0.848268817427245,0.770679910943655,-0.260482152525126
416,Aragonite,1.08,1.1726,3,402.25,46.67,1.7715,2.2821,75.749,0.43,0.6,64.86,70.22,139.39,True,no,0.0769610411361284,0.57182664532339,0.60965283657917,-0.494865604187261
417,Aragonite,0.99,1.1227,3,85.64,46.64,1.3762,1.5025,149.71,0.65,0.89,77.25,103.34,66.39,True,no,-0.0100503358535015,0.319326077786243,0.719372184275541,-0.329376413639744
418,Aragonite,0.99,1.1227,4,90.73,46.36,1.5653,1.9438,151.04,0.13,0.69,167.53,110.06,93.81,True,no,-0.0100503358535015,0.44807749891204,0.632466619817287,-0.458127834765542
419,Aragonite,7.11,3.0088,10,99.2,48.67,3.7613,1.5628,177.49,1.53,2.36,160.41,40.43,118.4,True,no,1.96150224381515,1.32476464232674,1.89030388429532,0.636737601488414
420,Aragonite,1.26,1.2666,3,141.29,47.21,1.6055,1.6066,75.128,0.44,1.02,155.53,108,51.08,True,no,0.231111720963387,0.473435234547432,0.784802242292121,-0.242323513584045
421,Aragonite,0.9,1.0705,4,155.3,46.5,1.4096,1.7339,127.53,0.37,0.52,12.56,119.06,75.9,True,no,-0.105360515657826,0.343305976199778,0.638479001135074,-0.448666491857604
422,Aragonite,2.16,1.6584,5,159.67,48.79,2.1564,1.6909,118.76,0.32,0.71,98.93,85.94,107.26,True,no,0.770108221696074,0.768440164595377,1.0016694490818,0.00166805710069701
423,Aragonite,1.17,1.2205,4,208.62,47,1.5636,1.6411,102.45,0.59,1.51,154.53,55.18,99.11,True,no,0.157003748809665,0.446990854936663,0.748273215656178,-0.289987106126998
424,Aragonite,3.51,2.114,5,325.41,49.62,3.5845,2.875,59.686,0.66,1.56,149.8,51.71,111.02,True,no,1.25561603747777,1.27661899431079,0.979216069186776,-0.0210029568330154
425,Aragonite,3.6,2.1409,4,379.48,48.72,2.6307,1.5098,47.608,0.47,0.8,33.4,52.07,172.49,True,no,1.28093384546206,0.967249970471283,1.3684570646596,0.313683874990782
426,Aragonite,1.17,1.2205,4,106.85,47.38,1.5379,1.5876,34.838,0.13,0.43,111.56,72.72,135.99,True,no,0.157003748809665,0.430417849463741,0.760777683854607,-0.273414100654076
427,Aragonite,5.31,2.6002,8,108.31,51.8,3.8781,2.2245,61.75,0.55,1.44,2.71,137.84,87.52,True,no,1.66959183525385,1.35534534297587,1.36922719888605,0.314246492277973
428,Aragonite,1.62,1.4362,4,144.39,48.33,1.8882,1.7284,86.279,0.58,1.65,45.83,47.93,88.39,True,no,0.482426149244293,0.635623994316279,0.857959961868446,-0.153197845071986
429,Aragonite,3.24,2.0311,6,217.72,49.53,2.8049,1.9071,36.378,0.67,1.06,8.82,123.16,82.18,True,no,1.17557332980424,1.03136788771528,1.15512139470213,0.144205442088963
430,Aragonite,1.35,1.3111,4,223.4,47.4,1.4042,1.1471,45,0.11,0.61,27.32,8.3,85.18,True,no,0.300104592450338,0.339467745601011,0.961401509756445,-0.0393631531506732
431,Aragonite,3.06,1.9739,2,272.03,49.47,2.4735,1.5703,84.266,0.8,1.69,65.28,107.36,133.79,True,no,1.11841491596429,0.905634151685626,1.23711340206186,0.212780764278663
432,Aragonite,3.78,2.1938,2,289.21,50.14,2.6283,1.4353,62.512,0.53,1.37,173.2,76.71,86.35,True,no,1.3297240096315,0.966337249358291,1.43819198721607,0.363386760273206
433,Aragonite,1.26,1.2666,2,83.57,48.71,1.6627,1.7231,162.02,0.31,0.7,161.06,40.31,42.24,True,no,0.231111720963387,0.508442787064197,0.757803572502556,-0.27733106610081
434,Aragonite,1.08,1.1726,4,89.08,49,1.6461,1.9706,103.97,0.37,0.78,0.32,60.56,78.86,True,no,0.0769610411361284,0.498408853750902,0.656096227446692,-0.421447812614774
435,Aragonite,1.44,1.3541,5,114.06,49.06,1.9673,2.1109,45,0.6,1.22,72.56,95.11,150.11,True,no,0.364643113587909,0.676662044300083,0.731967671427845,-0.312018930712174
436,Aragonite,6.66,2.912,7,130.81,54.34,5.6436,3.756,61.407,0.88,1.71,110.69,47.17,129.38,True,no,1.8961194845523,1.73052215975687,1.18009780990857,0.165597324795432
437,Aragonite,5.49,2.6439,7,150.43,50.84,2.7827,1.1077,124.94,0.56,1.32,69.11,108.46,98.56,True,no,1.70292825552144,1.0234216793922,1.97290401408704,0.679506576129235
438,Aragonite,4.14,2.2959,6,175.17,53.87,4.3416,3.5759,106.06,1.49,1.97,147.76,49.02,115.79,True,no,1.42069578783722,1.46824294376706,0.953565505804312,-0.047547155929835
439,Aragonite,4.41,2.3696,6,205,50.71,2.7746,1.3711,110.67,0.61,1.29,64.58,84.96,140.1,True,no,1.48387468945875,1.02050659266449,1.58941829452894,0.463368096794267
440,Aragonite,3.51,2.114,5,234.46,51.26,2.8148,1.7728,106.99,0.7,1.7,145.95,78.43,90.88,True,no,1.25561603747777,1.03489121111026,1.24698024726446,0.220724826367518
441,Aragonite,2.16,1.6584,2,250.21,51,2.1057,1.6122,92.117,0.45,0.68,116.91,75.77,119.47,True,no,0.770108221696074,0.744647953422348,1.02578714916655,0.0254602682737253
442,Aragonite,3.6,2.1409,4,253.75,51.47,3.1965,2.2291,87.272,0.99,2.11,145.16,58.8,101.04,True,no,1.28093384546206,1.16205646122464,1.1262318160488,0.11887738423742
443,Aragonite,2.97,1.9446,3,293.85,50.88,2.7647,2.0213,78.748,1.07,2.52,108.83,83.94,98.02,True,no,1.08856195281461,1.016932129992,1.07425760480341,0.0716298228226037
444,Aragonite,6.48,2.8724,5,336.72,54.06,7.0846,6.0834,41.141,0.43,1.06,27.35,164.75,176.27,True,no,1.86872051036418,1.95792341424471,0.91465996668831,-0.089202903880523
445,Aragonite,1.62,1.4362,4,398.72,49.11,1.5319,1.1377,115.41,0.68,1.23,62.14,68.59,136.41,True,no,0.482426149244293,0.426508795036513,1.05751028134996,0.0559173542077793
446,Aragonite,2.7,1.8541,1,416.47,49.53,1.4314,1.192,101.45,0.23,0.51,59.43,76.32,147.98,True,edge,0.993251773010283,0.35865298632236,1.88626519491407,0.634598786687923
447,Aragonite,1.08,1.1726,2,63.58,49.75,1.3423,1.3103,147.93,0,0,159.39,40.5,43.11,True,no,0.0769610411361284,0.294384560511453,0.804589138046636,-0.217423519375325
448,Aragonite,0.99,1.1227,4,92.09,49.64,1.3364,1.4169,74.929,0.67,0.79,101.91,102.75,75.86,True,no,-0.0100503358535015,0.289979431500464,0.740796168811733,-0.300029767353966
449,Aragonite,1.89,1.5513,4,125.67,51.05,2.0967,1.8269,84.3,0.57,0.88,58.76,105.46,145.65,True,no,0.636576829071551,0.740364680169056,0.901416511661182,-0.103787851097505
450,Aragonite,1.71,1.4755,6,188.37,50.47,1.8101,1.5048,105.46,0.23,0.54,39.15,162.89,112.28,True,no,0.536493370514568,0.59338209237037,0.944699187890172,-0.0568887218558017
451,Aragonite,1.98,1.5878,5,211.27,50.73,1.6981,1.1437,151.45,0.5,1.21,56.78,106.15,123.56,True,no,0.683096844706444,0.529509978970118,1.16600906895943,0.153586865736326
452,Aragonite,5.22,2.578,5,267.34,54.47,4.5362,3.096,112.46,0.77,1.92,20.64,109.11,96.89,True,no,1.65249740189455,1.5120896571642,1.15074291256999,0.140407744730349
453,Aragonite,4.05,2.2708,5,355.33,50.8,2.7189,1.4335,13.835,0.31,0.72,13.53,157.92,161.24,True,no,1.39871688111845,1.00022738674671,1.48957298907646,0.398489494371739
454,Aragonite,1.17,1.2205,0,23.77,51.23,1.476,1.4624,70.206,0.61,0.99,122.71,72.12,60.89,True,no,0.157003748809665,0.389335726178281,0.792682926829268,-0.232331977368616
455,Aragonite,2.79,1.8848,2,82.97,52.81,2.7958,2.2003,121.71,0.7,1.12,2.95,149.24,156.74,True,no,1.02604159583327,1.02811829105489,0.997925459617999,-0.00207669522161676
456,Aragonite,2.07,1.6235,5,156.48,52.83,2.6019,2.5686,101.99,0.41,0.91,37.97,103.5,102.13,True,no,0.727548607277278,0.956241947376383,0.795572466274645,-0.228693340099105
457,Aragonite,2.34,1.7261,6,165.77,50.69,2.1073,1.4905,172.03,0.59,0.86,99.96,172.86,166.31,True,no,0.85015092936961,0.74540750722103,1.11042566317088,0.10474342214858
458,Aragonite,1.71,1.4755,6,184.11,51.79,1.7128,1.3474,84.848,0.18,0.49,100.14,89.6,120.02,True,no,0.536493370514568,0.538129458293336,0.998365249883232,-0.0016360877787676
459,Aragonite,2.16,1.6584,6,197,51.33,2.096,1.5974,45.83,0.26,0.53,92.04,86.3,155.82,True,no,0.770108221696074,0.740030766458796,1.03053435114504,0.030077455237278
460,Aragonite,5.85,2.7292,7,226.89,54.83,3.8678,2.0085,116.34,0.65,1.24,147.51,47.05,125.02,True,no,1.76644166124377,1.35268586994606,1.51248771911681,0.413755791297704
461,Aragonite,3.42,2.0867,3,245.58,53.08,2.2551,1.1679,41.748,0.37,0.79,33.21,113.9,103.37,True,no,1.22964055107451,0.813194317869396,1.51656245842756,0.416446233205118
462,Aragonite,4.68,2.4411,0,3.54,56.23,4.0571,2.7623,95.959,0.4,2.05,122.8,70.9,60.05,True,no,1.54329810992956,1.40046843267577,1.15353331197161,0.142829677253783
463,Aragonite,1.98,1.5878,0,17.05,52.86,2.1314,1.802,111.23,0.52,1.34,128.4,71.41,58.85,True,no,0.683096844706444,0.756779040804719,0.928966876231585,-0.0736821960982749
464,Aragonite,2.07,1.6235,4,116.78,52.65,1.8616,1.3149,110.28,0.33,0.85,50.66,131.32,143.49,True,no,0.727548607277278,0.621436333005945,1.11194671250537,0.106112274271333
465,Aragonite,1.71,1.4755,5,169.84,52.58,2.0547,1.9391,41.798,0.72,1.47,26,106.75,97,True,no,0.536493370514568,0.720129851889832,0.832238282961016,-0.183636481375264
466,Aragonite,0.9,1.0705,2,309.3,51.4,1.5698,2.1506,41.634,0.77,1.38,123.83,171.65,78.69,True,no,-0.105360515657826,0.450948222710576,0.573321442221939,-0.556308738368403
467,Aragonite,3.96,2.2454,8,378.41,55.45,2.9584,1.7359,48.778,0.72,1.4,135.25,28.72,79.72,True,no,1.37624402526639,1.08464858165072,1.33856138453218,0.291595443615666
468,Aragonite,1.08,1.1726,4,389.08,51.83,1.5056,1.6485,80.583,0.28,0.28,73.28,55.43,145.46,True,no,0.0769610411361284,0.409191489848978,0.717321997874601,-0.33223044871285
469,Aragonite,1.8,1.5139,1,63.55,53.6,1.9776,1.7065,123.89,0.31,0.75,156.55,39.44,43.34,True,no,0.587786664902119,0.681883988281235,0.910194174757282,-0.0940973233791155
470,Aragonite,0.99,1.1227,3,144.91,53.09,1.5736,1.9644,67.763,0.63,1.11,164.09,104.64,46.12,True,no,-0.0100503358535015,0.453365988092712,0.629130655821047,-0.463416323946214
471,Aragonite,2.61,1.823,5,180.17,54.24,2.5807,2.0041,108.59,0.72,1.83,130.01,81.79,100.41,True,no,0.959350221334602,0.948060679962957,1.01135350873794,0.0112895413716447
472,Aragonite,1.62,1.4362,4,201,53.17,1.9736,1.8885,165.3,0.39,0.97,117.02,70.34,138.27,True,no,0.482426149244293,0.67985928623301,0.820835022294285,-0.197433136988717
473,Aragonite,1.35,1.3111,3,256.93,53.73,2.2425,2.9257,74.666,0.39,0.79,36.74,105.49,118.85,True,no,0.300104592450338,0.807591314950814,0.602006688963211,-0.507486722500476
474,Aragonite,1.71,1.4755,6,262.11,53.74,2.1439,2.111,78.326,0.66,0.89,8.83,109.06,93.97,True,no,0.536493370514568,0.762626600329749,0.797611828909931,-0.22613322981518
475,Aragonite,4.23,2.3207,6,311.66,55.57,2.9548,1.6211,80.603,0.74,1.81,53.96,109,116.18,True,no,1.44220199305819,1.08343096667245,1.43156897251929,0.358771026385741
476,Aragonite,1.26,1.2666,3,315.57,53.93,2.1882,2.9845,81.316,0.83,1.5,158.01,60.56,104.4,True,no,0.231111720963387,0.783079288060553,0.575815738963532,-0.551967567097166
477,Aragonite,6.48,2.8724,8,325.35,58.18,4.145,2.0824,74.641,0.78,1.6,15.15,110.68,175.14,True,no,1.86872051036418,1.42190278858726,1.56332931242461,0.446817721776925
478,Aragonite,2.79,1.8848,5,382.84,55.32,2.739,2.1118,76.811,0.7,1.85,49.05,61.34,147.88,True,no,1.02604159583327,1.00759289028094,1.01861993428259,0.0184487055523333
479,Aragonite,2.16,1.6584,5,386.25,54.75,2.5278,2.3233,85.053,0.5,0.84,118.01,34.62,99.75,True,no,0.770108221696074,0.927349359230889,0.854497982435319,-0.157241137534815
480,Aragonite,1.08,1.1726,4,402.25,52.67,1.7303,2.1773,48.445,0.39,0.53,58.31,66.19,143.9,True,no,0.0769610411361284,0.548294803880466,0.624169219210542,-0.471333762744337
481,Aragonite,3.15,2.0027,5,410.34,55.26,2.9817,2.2167,113.27,0.96,2.52,126,47.87,100.61,True,no,1.14740245283754,1.09249360765993,1.05644431029279,0.0549088451776091
482,Aragonite,0.9,1.0705,4,90.9,52.8,1.4327,1.7912,20.621,0.09,0.43,101.9,99.35,76.14,True,no,-0.105360515657826,0.35956077591719,0.628184546660152,-0.464921291575016
483,Aragonite,2.07,1.6235,4,113,55,1.8054,1.2367,90,0.6,0.98,127.38,33.66,124.61,True,no,0.727548607277278,0.590782173881917,1.14656031904287,0.13676643339536
484,Aragonite,1.08,1.1726,3,122.5,54.08,1.3761,1.3771,59.614,0.68,1.37,98.03,51.61,135.43,True,no,0.0769610411361284,0.319253411289099,0.78482668410726,-0.242292370152971
485,Aragonite,4.23,2.3207,4,135.17,58.34,3.5837,2.3846,96.213,0.76,1.42,112.59,88.25,58.75,True,no,1.44220199305819,1.27639578625205,1.18034433685855,0.165806206806135
486,Aragonite,0.9,1.0705,2,137.6,53.7,1.5256,2.031,79.695,0.4,0.74,51.85,61.88,75.57,True,no,-0.105360515657826,0.422387775304072,0.589931830099633,-0.527748290961899
487,Aragonite,2.16,1.6584,5,163.46,55.04,2.0622,1.5463,98.849,0.57,1.05,37.8,104.84,101.26,True,no,0.770108221696074,0.723773374101706,1.04742508001164,0.0463348475943677
488,Aragonite,8.37,3.2645,8,193.63,60.25,5.4418,2.7787,101.79,0.43,1.38,118.77,40.22,147.41,True,no,2.12465388450138,1.6941098884913,1.5380940130104,0.430543996010085
489,Aragonite,1.17,1.2205,3,218.69,53.15,1.9755,2.6198,173.67,0.84,1.26,124.61,81.09,122.3,True,no,0.157003748809665,0.680821530869308,0.592255125284738,-0.523817782059644
490,Aragonite,0.9,1.0705,4,230.5,53.5,1.6754,2.4495,135,0.4,0.9,161.15,76.75,104.01,True,no,-0.105360515657826,0.516051942737572,0.53718514981497,-0.621412458395398
491,Aragonite,1.44,1.3541,3,270.56,55.56,2.2614,2.7893,109.44,0.41,0.64,84.56,74.21,115.77,True,no,0.364643113587909,0.815984090519008,0.636773680021226,-0.451340976931099
492,Aragonite,0.99,1.1227,3,278,53.09,1.3789,1.5084,165.29,0.14,0.78,108.78,85.89,108.79,True,no,-0.0100503358535015,0.321286079865558,0.717963594169265,-0.33133641571906
493,Aragonite,4.5,2.3937,7,317.92,57.24,3.7503,2.4548,59.543,0.51,1.23,97.69,88.85,121.58,True,no,1.50407739677627,1.32183583678249,1.19990400767939,0.182241559993784
494,Aragonite,1.89,1.5513,3,372.9,54.24,1.9522,1.5837,38.571,0.43,0.68,24.12,91.67,172.16,True,no,0.636576829071551,0.668956941758728,0.968138510398525,-0.0323801126871767
495,Aragonite,2.07,1.6235,5,405.87,55.39,2.2636,1.9442,111.67,0.83,1.3,148.24,30.05,85.12,True,no,0.727548607277278,0.816956466286232,0.914472521646934,-0.0894078590089541
496,Aragonite,3.96,2.2454,3,414.86,53.68,2.1249,1.791,32.902,1.2,2.13,139.1,135.48,40.53,True,edge,1.37624402526639,0.753724742445549,1.86361711139348,0.62251928282084
497,Aragonite,2.07,1.6235,3,93.96,55.09,1.746,1.1567,159.08,0.65,1.1,72.81,127.28,136.06,True,no,0.727548607277278,0.55732745741741,1.18556701030928,0.170221149859867
498,Aragonite,2.25,1.6926,4,101.84,56.24,2.8903,2.916,138.68,0.24,0.69,115.71,76.53,147.21,True,no,0.810930216216329,1.06136030296522,0.77846590319344,-0.250430086748892
499,Aragonite,1.26,1.2666,5,186.36,55.71,2.1939,3.0002,89.214,0.28,1.1,130.97,29.85,125.47,True,no,0.231111720963387,0.785680781962878,0.57431970463558,-0.554569060999492
500,Aragonite,1.53,1.3957,3,211.29,55.12,1.5319,1.2047,99.462,0.35,1.11,160.99,80.29,121.37,True,no,0.425267735404344,0.426508795036513,0.998759710163849,-0.00124105963216932
501,Aragonite,3.15,2.0027,4,345.29,56.11,3.5942,3.221,34.371,0.51,1.06,14.6,158.33,161.98,True,no,1.14740245283754,1.27932143511578,0.876411997106449,-0.131918982278243
502,Aragonite,2.7,1.8541,4,358.97,55.53,2.1972,1.4043,7.3214,0.37,0.94,39.76,29.87,162.35,True,no,0.993251773010283,0.787183822486328,1.22883670125614,0.206067950523955
503,Aragonite,2.97,1.9446,4,124.76,57.67,2.1771,1.2534,56.854,0.35,0.69,26.44,137.16,127.18,True,no,1.08856195281461,0.777993715970064,1.36420008267879,0.310568236844544
504,Aragonite,1.17,1.2205,2,139.77,56.23,1.3019,1.1378,119.71,0.68,0.94,64.88,64.62,70.17,True,no,0.157003748809665,0.263824735921214,0.898686535064137,-0.10682098711155
505,Aragonite,1.8,1.5139,5,188.5,57.5,2.6226,3.001,82.372,0.43,0.71,58.52,130.28,147.99,True,no,0.587786664902119,0.964166192115187,0.686341798215511,-0.376379527213068
506,Aragonite,1.98,1.5878,4,215.64,56.64,1.985,1.563,121.11,0.46,1.09,106.91,112.51,116.18,True,no,0.683096844706444,0.685618914139154,0.997481108312342,-0.00252206943270995
507,Aragonite,4.32,2.3453,8,255.25,58.96,3.5284,2.2635,39.113,0.77,1.25,2.83,102.21,98.42,True,no,1.46325540225602,1.26084451040247,1.22435098061444,0.202410891853544
508,Aragonite,1.26,1.2666,5,273.71,55.93,1.5393,1.4769,80.008,0.68,0.83,66.59,106.43,133.92,True,no,0.231111720963387,0.431327767633892,0.818553888130969,-0.200216046670505
509,Aragonite,1.98,1.5878,3,304.36,56.09,1.9124,1.4508,51.433,0.43,0.7,32.47,139.35,103.22,True,no,0.683096844706444,0.648358997769811,1.03534825350345,0.0347378469366325
510,Aragonite,2.34,1.7261,5,351.54,55.92,2.5202,2.1318,22.77,0.44,0.83,31.62,40.25,169.23,True,no,0.85015092936961,0.924338263453456,0.92849773827474,-0.0741873340838458
511,Aragonite,2.16,1.6584,4,402.92,58.08,2.2827,1.8947,83.513,0.58,0.82,77.87,55.97,139.38,True,no,0.770108221696074,0.82535895286845,0.946247864371139,-0.0552507311723761
512,Aragonite,1.71,1.4755,3,415.74,56.79,1.929,1.709,86.504,0.56,1.4,60.74,76.23,132.93,True,no,0.536493370514568,0.657001733923592,0.88646967340591,-0.120508363409024
513,Aragonite,1.89,1.5513,5,159.95,58.05,1.7701,1.302,135,0.23,0.5,138.72,66.69,102.12,True,no,0.636576829071551,0.571036042164974,1.06773628608553,0.0655407869065771
514,Aragonite,1.53,1.3957,5,183.71,57.47,1.7302,1.5367,85.48,0.76,1,13.41,105.2,92.54,True,no,0.425267735404344,0.548237008764137,0.884290833429661,-0.122969273359793
515,Aragonite,1.44,1.3541,5,197.94,57.19,1.8696,1.9065,84.22,0.42,0.7,119.93,70.98,134.97,True,no,0.364643113587909,0.625724504242511,0.770218228498074,-0.261081390654602
516,Aragonite,2.43,1.759,5,202.41,57.33,2.0499,1.3581,147.24,0.38,1.05,9.75,141.47,88.83,True,no,0.887891257352457,0.717791011472705,1.18542367920386,0.170100245879752
517,Aragonite,5.13,2.5557,6,225.11,63.07,4.1896,2.6873,117.52,0.89,1.46,59.59,132.54,126.4,True,no,1.63510565918268,1.43260526398314,1.22446056902807,0.202500395199537
518,Aragonite,2.43,1.759,5,276.78,58.74,2.8247,2.5788,95.79,0.95,1.96,47.91,105.06,104.34,True,no,0.887891257352457,1.03840216426908,0.860268347081106,-0.150510906916626
519,Aragonite,2.16,1.6584,2,280.08,57.79,2.0062,1.4634,87.495,0.63,2.24,160.34,69.29,98.04,True,no,0.770108221696074,0.696242385467248,1.07666234672515,0.0738658362288258
520,Aragonite,5.85,2.7292,4,291.65,60.98,4.1811,2.3471,93.142,1.3,2.77,108.59,84.04,99.04,True,no,1.76644166124377,1.43057436981144,1.39915333285499,0.335867291432329
521,Aragonite,1.17,1.2205,3,295.54,56.85,1.4734,1.4572,115.8,0.29,0.9,172.67,78.44,87.85,True,no,0.157003748809665,0.387572655266576,0.794081715759468,-0.230568906456911
522,Aragonite,12.69,4.0196,10,354.55,61.83,8.7625,4.7521,17.52,0.65,2.75,21.66,39.5,173.3,True,no,2.5408142817263,2.17048125236071,1.44821683309558,0.370333029365588
523,Aragonite,3.06,1.9739,4,369.24,58.06,2.1113,1.1441,126.39,0.54,1.11,8.03,154.2,163.15,True,no,1.11841491596429,0.7473038715119,1.44934400606262,0.371111044452389
524,Aragonite,1.35,1.3111,3,389.4,57.07,1.5058,1.3191,99.462,0.43,1.02,66.1,51.28,145.08,True,no,0.300104592450338,0.409324318433885,0.896533404170541,-0.109219725983547
525,Aragonite,1.08,1.1726,2,396.75,56.58,1.3423,1.3103,122.07,0.38,1.31,5.01,119.62,126.8,True,no,0.0769610411361284,0.294384560511453,0.804589138046636,-0.217423519375325
526,Aragonite,1.26,1.2666,3,400,57.5,1.7247,1.854,90,0.17,0.61,54.61,45.62,32.86,True,no,0.231111720963387,0.545053122315218,0.73056183684119,-0.313941401351831
527,Aragonite,1.89,1.5513,6,110.71,59.1,1.7753,1.3097,99.179,0.53,1.37,111.61,72.93,137.93,True,no,0.636576829071551,0.573969422730615,1.06460879851293,0.062607406340936
528,Aragonite,10.35,3.6302,12,145.3,61.38,4.8989,1.8211,4.0618,1.31,3.04,52.14,63.26,76.24,True,no,2.33698651971138,1.58901069011906,2.11271918185715,0.747975829592321
529,Aragonite,1.8,1.5139,4,152.5,57.95,1.7273,1.3018,135.08,0.55,1.25,115.09,60.97,53.47,True,no,0.587786664902119,0.546559495717102,1.04208880912407,0.0412271691850174
530,Aragonite,3.42,2.0867,5,167.97,60.18,2.7651,1.7558,75.157,0.53,1.95,102.06,87.84,150.88,True,no,1.22964055107451,1.01707680068559,1.23684496039926,0.212563750388923
531,Aragonite,1.08,1.1726,4,233.33,57.08,1.3054,1.2393,34.722,0.25,0.57,100.68,94.55,144.1,True,no,0.0769610411361284,0.26650950721898,0.827332618354527,-0.189548466082852
532,Aragonite,0.9,1.0705,3,235.6,58.3,1.5217,2.0207,67.648,0.13,0.24,146.95,46.73,126.54,True,no,-0.105360515657826,0.419828130943932,0.591443779982914,-0.525188646601758
533,Aragonite,10.08,3.5825,10,270.28,67.39,6.2932,3.0859,113.57,1.06,2.34,9.28,111.06,92.63,True,no,2.31055326264322,1.83946968538413,1.6017288501875,0.471083577259091
534,Aragonite,1.71,1.4755,2,88.84,58.74,1.7193,1.3577,50.092,0.36,0.74,158.43,123.85,84.26,True,no,0.536493370514568,0.541917231243664,0.9945908218461,-0.00542386072909595
