Nr.	Phase	Area	d	l	Xcg	Ycg	Major	Aspect_ratio	Slope	GOS	MOS	Mean_E1	Mean_E2	Mean_E3	In_current_dataset	Border_grain
516	Aragonite	1.2493	1.2612	2	230.08	154.77	1.915	2.3055	72.246	0.56	1.08	151.70	116.08	140.40	True	no
517	Aragonite	1.4415	1.3548	3	233.27	154.33	1.7191	1.6102	111.4	0.76	0.95	10.01	115.38	39.25	True	no
518	Aragonite	1.1532	1.2117	1	8.75	154.58	1.387	1.3103	122.07	0.50	0.95	63.35	11.85	115.13	True	no
519	Aragonite	2.883	1.9159	4	59.87	156.10	2.8075	2.1472	138.49	0.63	1.67	14.39	123.99	170.31	True	no
520	Aragonite	6.0543	2.7764	6	81.29	158.38	3.9234	1.9969	32.563	1.24	3.38	35.22	105.19	112.45	True	no
521	Aragonite	6.4387	2.8632	4	122.75	157.99	4.2199	2.1721	134.66	1.26	2.75	3.51	44.46	137.58	True	no
522	Aragonite	1.0571	1.1601	2	145.36	154.27	1.8287	2.4847	174.69	0.60	1.22	113.73	26.19	85.56	True	no
523	Aragonite	5.6699	2.6868	6	185.93	157.14	3.7025	1.899	28.821	1.19	3.24	18.41	116.68	144.72	True	no
524	Aragonite	1.6337	1.4423	3	202.41	155.41	1.6377	1.2894	90.562	0.57	0.91	55.94	127.27	21.76	True	no
525	Aragonite	6.6309	2.9056	6	206.84	160.00	4.9789	2.9362	90.664	1.55	3.31	61.11	129.02	25.96	True	no
526	Aragonite	2.1142	1.6407	4	220.14	156.14	2.6193	2.5486	110.03	0.90	1.83	138.79	130.75	134.92	True	no
527	Aragonite	1.2493	1.2612	1	263.31	154.92	1.5436	1.498	45.387	0.44	1.31	57.05	141.38	71.41	True	no
528	Aragonite	2.6908	1.851	2	18.21	155.75	3.0757	2.7612	7.4577	0.80	1.74	177.62	55.60	7.47	True	no
529	Aragonite	1.1532	1.2117	3	28.17	155.50	1.8545	2.3422	137.72	0.54	1.47	91.25	102.83	35.29	True	no
530	Aragonite	1.2493	1.2612	3	47.23	155.77	1.3578	1.159	16.589	0.58	1.29	134.56	147.84	148.24	True	no
531	Aragonite	2.3064	1.7137	3	64.75	156.46	2.1091	1.5148	148.15	0.32	1.06	95.20	8.48	104.64	True	no
532	Aragonite	3.1713	2.0094	5	72.21	157.88	3.0871	2.3602	98.669	0.95	1.92	117.08	99.35	140.05	True	no
533	Aragonite	1.1532	1.2117	3	100.17	155.67	1.4102	1.3545	102.73	0.60	1.17	147.38	89.33	114.83	True	no
534	Aragonite	1.5376	1.3992	3	112.75	156.19	1.7074	1.4891	122.18	0.36	0.67	17.43	111.78	73.20	True	no
535	Aragonite	0.961	1.1062	3	172.00	155.20	1.2441	1.2649	90	0.30	1.49	116.95	28.40	88.79	True	no
536	Aragonite	0.961	1.1062	0	176.90	155.80	1.2723	1.3229	116.57	0.03	0.13	50.42	59.89	147.05	True	no
537	Aragonite	0.961	1.1062	1	225.20	155.00	1.2441	1.2649	90	0.05	0.27	172.45	129.98	73.98	True	no
538	Aragonite	1.1532	1.2117	3	240.58	156.33	1.4025	1.3396	111.42	0.31	0.47	122.68	59.13	47.42	True	no
539	Aragonite	13.07	4.0793	10	55.87	163.79	5.4856	1.8083	128.75	1.00	2.43	99.42	9.44	99.99	True	no
540	Aragonite	2.4986	1.7836	3	94.81	157.77	2.5369	2.0231	47.654	0.62	1.01	91.34	81.87	81.37	True	no
541	Aragonite	4.1323	2.2938	3	103.72	162.42	4.0524	3.1213	97.261	0.76	1.92	19.35	108.97	76.41	True	no
542	Aragonite	5.0933	2.5466	5	142.13	157.53	4.4888	3.107	13.156	0.87	2.70	9.72	112.39	153.15	True	no
543	Aragonite	1.0571	1.1601	3	193.45	156.36	1.6294	1.9727	48.797	0.44	0.49	32.89	53.89	64.45	True	no
544	Aragonite	1.3454	1.3088	4	25.64	158.00	1.8494	1.9967	35.892	0.63	1.52	72.24	13.02	106.97	True	no
545	Aragonite	1.3454	1.3088	3	35.43	158.64	1.8597	2.019	104.49	0.95	2.82	5.77	66.65	168.61	True	no
546	Aragonite	2.883	1.9159	5	224.03	159.97	2.6096	1.8553	98.148	0.87	1.32	45.43	138.95	57.84	True	no
547	Aragonite	1.5376	1.3992	2	247.50	158.06	1.9265	1.8957	44.018	0.55	1.22	52.19	36.25	126.16	True	no
548	Aragonite	4.4206	2.3724	5	15.28	160.85	2.8148	1.4077	22.572	0.95	2.05	6.50	67.00	173.27	True	no
549	Aragonite	1.7298	1.4841	4	150.67	159.72	2.0286	1.8685	61.883	0.61	0.78	15.12	112.65	151.26	True	no
550	Aragonite	1.4415	1.3548	3	169.60	159.80	2.0832	2.3646	66.605	0.33	1.27	119.17	23.58	96.62	True	no
551	Aragonite	2.4025	1.749	3	210.72	159.80	2.2161	1.6055	89.532	0.57	1.36	174.97	155.19	127.99	True	no
552	Aragonite	13.838	4.1976	4	5.21	162.06	3.6663	1.5258	154	0.80	1.99	2.55	55.44	169.27	True	edge
553	Aragonite	1.3454	1.3088	3	32.14	159.50	1.5342	1.3741	90	0.86	2.36	173.61	60.76	15.23	True	no
554	Aragonite	4.5167	2.3981	5	48.57	164.81	4.5179	3.5493	117.5	1.23	3.03	162.48	125.49	69.94	True	no
555	Aragonite	3.844	2.2123	5	64.90	161.50	2.9905	1.8272	23.017	0.81	2.51	172.55	110.07	170.78	True	no
556	Aragonite	0.961	1.1062	2	108.00	159.20	1.2441	1.2649	90	0.30	0.84	148.65	89.88	115.84	True	no
557	Aragonite	4.9972	2.5224	7	133.63	162.58	3.3402	1.7535	143.48	0.89	2.08	175.58	122.94	40.99	True	no
558	Aragonite	1.5376	1.3992	1	166.38	159.50	1.4032	1.0057	90	0.19	0.73	15.12	113.75	149.74	True	no
559	Aragonite	11.628	3.8478	7	175.18	164.08	4.3268	1.2645	179.8	1.84	4.71	53.31	61.24	147.81	True	no
560	Aragonite	7.688	3.1287	5	199.49	163.89	4.5345	2.1005	39.509	2.42	4.32	169.55	153.80	123.70	True	no
561	Aragonite	2.4986	1.7836	4	216.50	160.69	1.9813	1.2339	69.978	0.96	1.62	100.07	44.83	64.53	True	no
562	Aragonite	2.0181	1.603	3	228.90	160.52	1.9594	1.4941	118.68	0.61	2.44	48.11	125.05	137.50	True	no
563	Aragonite	4.7089	2.4486	3	239.69	162.47	3.3454	1.8667	85.893	1.33	2.48	116.28	92.26	113.03	True	no
564	Aragonite	0.961	1.1062	3	251.10	159.70	1.5548	1.9756	77.13	0.49	1.06	54.00	37.49	126.14	True	no
565	Aragonite	1.0571	1.1601	2	42.09	160.36	1.4119	1.4811	28.515	0.59	0.99	74.59	11.97	106.68	True	no
566	Aragonite	4.6128	2.4235	6	143.40	162.27	3.4465	2.0225	21.759	0.60	1.42	114.87	24.91	89.46	True	no
567	Aragonite	0.961	1.1062	3	153.30	160.50	1.4565	1.7339	52.466	0.29	1.23	119.10	25.74	88.69	True	no
568	Aragonite	1.7298	1.4841	3	156.72	161.72	2.5627	2.982	36.528	0.49	0.80	117.00	30.00	87.31	True	no
569	Aragonite	1.3454	1.3088	3	189.07	160.36	2.1235	2.6324	26.451	0.53	1.36	21.30	120.95	144.97	True	no
570	Aragonite	7.0153	2.9887	4	187.66	164.67	7.1138	5.6656	29.72	3.27	5.45	172.25	158.37	133.78	True	no
571	Aragonite	1.3454	1.3088	5	21.93	162.57	1.9156	2.1421	75.128	1.09	2.66	31.78	114.87	126.02	True	no
572	Aragonite	5.5738	2.664	6	30.66	163.43	3.8412	2.0791	157.57	0.97	2.03	69.88	13.12	111.16	True	no
573	Aragonite	2.0181	1.603	2	99.38	162.33	1.9381	1.4618	61.98	0.78	1.36	88.36	113.74	101.22	True	no
574	Aragonite	1.1532	1.2117	3	109.25	162.83	2.0289	2.8036	73.679	0.87	1.48	148.87	91.64	117.20	True	no
575	Aragonite	3.0752	1.9788	2	112.78	162.94	2.4028	1.4745	56.074	1.01	1.55	20.82	17.65	16.45	True	no
576	Aragonite	1.4415	1.3548	2	128.93	163.67	1.8941	1.9546	93.129	0.64	1.06	145.80	81.59	30.68	True	no
577	Aragonite	2.6908	1.851	3	160.29	163.29	2.5155	1.847	51.808	0.76	1.15	115.12	21.73	97.06	True	no
578	Aragonite	1.8259	1.5247	4	220.42	162.74	1.904	1.5593	117.94	0.39	0.72	55.73	44.76	107.30	True	no
579	Aragonite	17.01	4.6538	11	242.65	175.69	8.43	3.2814	85.337	1.71	4.39	177.94	66.71	100.75	True	no
580	Aragonite	1.2493	1.2612	6	24.15	163.92	2.0135	2.5489	84.49	0.77	1.51	134.32	50.41	101.35	True	no
581	Aragonite	2.2103	1.6776	3	44.57	164.26	2.0689	1.521	119.26	0.71	1.22	60.99	58.78	62.37	True	no
582	Aragonite	1.0571	1.1601	2	236.82	163.09	1.7473	2.2685	123.02	0.32	0.37	8.83	113.36	35.68	True	no
583	Aragonite	3.9401	2.2398	2	266.71	167.15	3.4399	2.3587	95.578	1.00	1.79	175.15	81.15	151.24	True	no
584	Aragonite	1.1532	1.2117	0	319.25	162.42	1.387	1.3103	122.07	0.08	0.47	49.86	116.35	95.46	True	no
585	Aragonite	1.6337	1.4423	3	18.18	163.76	1.7777	1.5193	15.652	0.61	1.85	66.26	6.63	118.74	True	no
586	Aragonite	0.961	1.1062	3	59.90	164.10	1.424	1.6572	97.688	0.42	0.71	87.45	81.28	48.20	True	no
587	Aragonite	1.1532	1.2117	3	73.42	163.83	1.6654	1.889	67.91	0.23	0.56	46.71	101.27	106.37	True	no
588	Aragonite	2.9791	1.9476	3	82.77	164.74	2.2227	1.3025	8.1948	0.58	0.91	159.78	60.44	87.63	True	no
589	Aragonite	1.5376	1.3992	4	93.38	165.56	1.7552	1.5736	96.656	0.95	2.21	50.97	74.10	54.03	True	no
590	Aragonite	5.4777	2.6409	7	229.77	166.04	3.1917	1.4606	30.177	1.17	3.47	153.10	116.68	142.38	True	no
591	Aragonite	3.5557	2.1277	5	77.38	166.43	2.3552	1.2253	105.71	0.87	2.02	107.98	83.81	110.36	True	no
592	Aragonite	1.3454	1.3088	2	88.79	164.43	1.4199	1.1769	8.0822	0.49	1.15	47.20	104.50	114.28	True	no
593	Aragonite	4.7089	2.4486	4	117.33	166.76	3.9063	2.5451	38.946	0.85	1.88	42.86	132.55	11.33	True	no
594	Aragonite	4.9972	2.5224	6	147.71	166.17	2.9299	1.3492	30.897	1.23	1.95	38.24	119.62	11.57	True	no
595	Aragonite	0.961	1.1062	1	164.50	164.00	1.4135	1.633	26.565	0.04	0.04	116.99	20.55	100.32	True	no
596	Aragonite	12.301	3.9575	6	184.45	171.63	7.4403	3.5346	34.332	3.00	5.39	54.41	130.07	20.96	True	no
597	Aragonite	6.3426	2.8418	7	252.15	170.79	3.5959	1.6012	110.28	0.95	2.80	53.52	125.31	123.31	True	no
598	Aragonite	1.2493	1.2612	3	26.15	166.62	1.6972	1.8108	92.529	0.34	0.74	83.24	75.08	126.90	True	no
599	Aragonite	1.922	1.5643	3	38.15	166.55	1.9899	1.6181	102.9	0.29	0.50	135.42	117.32	2.60	True	no
600	Aragonite	2.2103	1.6776	3	125.43	167.26	2.7141	2.6175	125.44	0.95	1.53	178.98	134.04	38.67	True	no
601	Aragonite	5.9582	2.7543	6	42.66	172.71	3.8665	1.9707	109.89	0.91	2.08	132.35	54.10	3.19	True	no
602	Aragonite	1.2493	1.2612	3	61.31	166.92	2.0363	2.6069	32.385	0.60	1.18	13.80	123.56	169.30	True	no
603	Aragonite	3.1713	2.0094	6	17.45	166.88	4.3319	4.6474	179.31	0.71	1.26	178.43	56.05	0.23	True	no
604	Aragonite	0.961	1.1062	2	72.10	168.30	2.0057	3.2879	135.84	0.60	0.81	106.59	80.68	111.37	True	no
605	Aragonite	1.8259	1.5247	4	96.95	168.68	2.2858	2.2475	86.307	0.66	1.17	102.86	111.95	67.08	True	no
606	Aragonite	1.6337	1.4423	4	138.18	167.18	1.8219	1.5957	169.33	0.89	1.21	98.08	42.56	54.69	True	no
607	Aragonite	0.961	1.1062	2	168.80	167.40	1.2311	1.2387	144.22	0.10	0.51	47.80	127.95	14.29	True	no
608	Aragonite	2.1142	1.6407	3	207.77	168.77	2.0448	1.5532	35.352	0.75	1.50	35.96	62.45	179.54	True	no
609	Aragonite	1.8259	1.5247	2	212.63	167.42	1.7034	1.2482	163.1	0.89	1.35	40.68	92.93	122.94	True	no
610	Aragonite	0.961	1.1062	2	221.60	167.30	1.123	1.0308	153.43	0.51	1.19	170.76	87.11	43.52	True	no
611	Aragonite	0.961	1.1062	3	5.00	168.20	1.2441	1.2649	90	0.25	0.50	172.17	172.60	174.50	True	no
612	Aragonite	2.3064	1.7137	5	7.83	170.42	2.2985	1.7991	74.855	0.58	1.55	32.59	75.68	32.15	True	no
613	Aragonite	3.0752	1.9788	4	133.75	170.44	2.2535	1.297	129.81	0.94	1.93	0.80	47.29	138.30	True	no
614	Aragonite	2.2103	1.6776	4	143.17	169.61	2.0379	1.4758	134.86	0.84	1.55	34.99	108.55	10.70	True	no
615	Aragonite	1.0571	1.1601	2	151.09	168.36	1.381	1.4169	105.07	0.26	0.30	36.31	115.09	9.20	True	no
616	Aragonite	1.0571	1.1601	1	234.82	168.82	1.1823	1.0385	45	0.81	1.43	72.43	146.62	80.04	True	no
617	Aragonite	1.0571	1.1601	2	247.91	168.73	1.6512	2.0258	65.663	0.86	1.41	150.54	49.62	114.48	True	no
618	Aragonite	4.9972	2.5224	3	2.88	171.23	2.3349	1.7137	136.67	0.61	0.80	73.88	19.73	99.37	True	edge
619	Aragonite	1.4415	1.3548	4	23.27	169.53	2.1467	2.5108	4.5413	0.50	0.82	1.79	8.77	173.53	True	no
620	Aragonite	2.4025	1.749	3	68.44	171.28	2.3978	1.8795	140.28	0.94	1.33	91.93	81.86	114.26	True	no
621	Aragonite	1.1532	1.2117	2	69.67	169.58	1.4025	1.3396	21.424	0.55	1.10	32.15	106.76	109.41	True	no
622	Aragonite	1.0571	1.1601	3	94.09	169.64	1.381	1.4169	74.929	1.39	2.86	47.91	77.52	57.43	True	no
623	Aragonite	1.3454	1.3088	4	158.43	169.57	1.5145	1.339	114.98	0.43	0.89	36.90	107.44	10.57	True	no
624	Aragonite	1.0571	1.1601	3	225.45	170.00	1.4561	1.5752	54.061	0.99	1.36	46.38	72.12	105.70	True	no
625	Aragonite	8.649	3.3185	5	21.34	172.96	6.0271	3.2987	165.05	0.88	2.39	176.02	55.41	0.41	True	no
626	Aragonite	1.5376	1.3992	3	35.63	170.88	1.8172	1.6868	20.366	0.66	1.00	150.79	90.19	117.66	True	no
627	Aragonite	2.4986	1.7836	3	79.50	171.15	2.3753	1.7735	14.214	0.82	1.82	48.08	106.34	105.74	True	no
628	Aragonite	2.9791	1.9476	5	91.32	172.87	2.9164	2.2423	104.03	0.67	1.42	172.03	67.96	96.78	True	no
629	Aragonite	0.961	1.1062	3	106.20	170.70	1.4153	1.637	71.778	0.24	0.46	129.12	79.02	129.37	True	no
630	Aragonite	1.3454	1.3088	2	120.21	170.43	1.5761	1.4501	61.89	0.41	1.17	18.65	85.44	114.80	True	no
631	Aragonite	0.961	1.1062	3	161.40	170.30	1.6222	2.1506	48.366	0.78	1.00	120.34	22.40	94.49	True	no
632	Aragonite	1.3454	1.3088	2	169.00	170.36	1.6884	1.6641	151.06	0.69	1.40	33.81	65.40	12.74	True	no
633	Aragonite	7.2075	3.0293	5	187.52	175.37	7.8193	6.6626	30.5	3.33	6.59	178.37	157.80	133.12	True	no
634	Aragonite	5.3816	2.6176	7	219.64	173.29	3.718	2.0174	63.88	0.80	1.95	49.21	67.10	17.49	True	no
635	Aragonite	9.8983	3.5501	6	268.44	177.28	4.011	1.2765	80.95	1.36	3.69	171.89	79.03	148.45	True	no
636	Aragonite	1.7298	1.4841	3	102.39	172.00	1.6852	1.2894	135.57	1.06	1.61	87.25	117.45	57.95	True	no
637	Aragonite	4.9972	2.5224	5	117.69	175.29	3.3943	1.8107	102.63	0.88	1.99	33.18	80.59	6.95	True	no
638	Aragonite	2.4986	1.7836	5	154.62	172.23	2.1296	1.4256	176.83	0.50	0.88	39.79	130.28	13.09	True	no
639	Aragonite	1.0571	1.1601	3	163.64	171.36	1.422	1.5025	30.286	0.44	0.48	41.17	136.36	15.83	True	no
640	Aragonite	3.5557	2.1277	5	234.86	173.41	2.9936	1.9795	130.89	0.97	1.46	115.72	87.76	117.21	True	no
641	Aragonite	1.1532	1.2117	0	287.42	171.25	1.387	1.3103	147.93	0.54	0.65	89.75	47.16	52.15	True	no
642	Aragonite	1.2493	1.2612	2	33.08	173.15	2.0158	2.5545	132.34	0.83	1.27	139.66	78.76	172.90	True	no
643	Aragonite	2.4025	1.749	3	47.68	174.36	3.0012	2.9446	132.37	0.70	2.77	134.91	117.70	3.63	True	no
644	Aragonite	2.6908	1.851	4	54.93	174.04	2.4576	1.7629	115	0.99	2.23	135.15	172.06	1.47	True	no
645	Aragonite	1.1532	1.2117	2	58.00	172.42	1.6183	1.7836	137.21	0.54	1.09	124.07	101.39	170.39	True	no
646	Aragonite	1.5376	1.3992	3	86.19	173.38	2.1377	2.3342	56.141	0.47	1.04	50.22	112.76	106.42	True	no
647	Aragonite	3.3635	2.0694	4	124.74	174.57	2.628	1.6127	57.076	0.62	1.54	81.02	67.68	98.55	True	no
648	Aragonite	1.6337	1.4423	2	174.94	174.12	2.1331	2.1876	75.968	1.04	2.21	57.06	128.70	21.89	True	no
649	Aragonite	1.8259	1.5247	4	199.05	172.89	2.4436	2.5685	32.369	0.81	1.34	148.26	155.57	95.72	True	no
650	Aragonite	22.583	5.3623	9	207.47	182.05	6.4822	1.4613	100.31	2.30	7.20	44.79	67.09	15.43	True	no
651	Aragonite	2.3064	1.7137	5	226.46	173.46	2.0268	1.3988	48.553	0.57	1.81	23.60	118.61	145.45	True	no
652	Aragonite	1.922	1.5643	4	11.75	173.85	2.2895	2.1421	165.34	0.68	1.39	0.78	9.00	176.49	True	no
653	Aragonite	1.8259	1.5247	3	51.79	175.32	2.4522	2.5867	118.42	0.85	1.80	132.45	55.30	2.16	True	no
654	Aragonite	0.961	1.1062	2	63.90	174.10	1.5175	1.8819	95.194	0.12	0.20	91.85	82.40	114.04	True	no
655	Aragonite	2.4025	1.749	4	110.00	174.16	1.9749	1.2751	19.243	1.14	1.93	63.21	73.93	28.33	True	no
656	Aragonite	9.0334	3.3914	6	141.90	175.89	4.4965	1.7579	8.4526	0.98	2.59	88.69	167.56	57.33	True	no
657	Aragonite	4.9011	2.4981	7	229.00	178.59	3.0838	1.524	87.149	0.81	1.63	40.31	97.26	121.30	True	no
658	Aragonite	2.4025	1.749	5	245.64	174.36	2.5258	2.0856	138.54	0.76	1.39	55.11	112.46	102.71	True	no
659	Aragonite	1.922	1.5643	4	252.20	175.35	2.307	2.1749	68.683	0.73	1.59	16.57	63.11	121.94	True	no
660	Aragonite	1.3454	1.3088	1	274.29	173.64	1.4684	1.2587	125.51	0.62	0.73	56.00	142.04	64.29	True	no
661	Aragonite	6.0543	2.7764	5	69.40	177.21	3.4849	1.5755	31.183	0.60	1.40	156.64	65.96	94.02	True	no
662	Aragonite	7.1114	3.0091	7	83.11	180.24	4.3438	2.0839	106.99	0.87	1.64	171.26	64.75	95.74	True	no
663	Aragonite	2.2103	1.6776	5	98.61	174.57	2.1461	1.6366	171.41	1.11	2.77	174.43	120.28	103.28	True	no
664	Aragonite	0.961	1.1062	3	106.10	174.20	1.2723	1.3229	116.57	0.57	1.11	178.06	152.76	105.45	True	no
665	Aragonite	1.2493	1.2612	2	133.00	174.62	1.9035	2.2778	146.04	1.03	1.38	132.16	67.16	44.92	True	no
666	Aragonite	1.7298	1.4841	7	161.11	174.61	1.6883	1.2942	138.16	0.63	1.01	46.56	128.85	19.47	True	no
667	Aragonite	1.2493	1.2612	2	166.15	174.46	1.8948	2.257	152.83	0.75	1.11	176.44	165.90	138.66	True	no
668	Aragonite	1.0571	1.1601	3	258.64	173.91	1.381	1.4169	164.93	0.21	0.58	55.82	115.94	100.78	True	no
669	Aragonite	1.4415	1.3548	5	7.80	176.00	1.4966	1.2203	164	1.42	2.20	67.73	123.83	42.18	True	no
670	Aragonite	2.4025	1.749	4	77.28	177.24	2.2014	1.5842	120.66	0.54	1.15	59.71	104.76	111.59	True	no
671	Aragonite	2.4986	1.7836	4	87.96	176.69	1.9639	1.2124	67.462	0.71	1.49	109.67	86.16	117.31	True	no
672	Aragonite	2.0181	1.603	2	128.38	176.71	1.7575	1.202	39.384	1.05	1.37	20.24	87.59	114.38	True	no
673	Aragonite	2.4986	1.7836	5	150.69	177.31	2.6294	2.1733	45	0.72	1.41	39.21	120.70	13.42	True	no
674	Aragonite	1.5376	1.3992	4	156.50	175.81	1.6559	1.4007	69.615	0.43	0.78	27.19	57.79	12.85	True	no
675	Aragonite	2.7869	1.8837	5	190.69	177.45	2.6705	2.0098	38.437	1.11	3.30	150.38	161.99	103.19	True	no
676	Aragonite	9.4178	3.4628	8	192.80	184.17	6.4722	3.4933	46.528	2.67	6.64	39.56	70.80	15.31	True	no
677	Aragonite	1.0571	1.1601	4	223.18	175.64	1.5614	1.8113	127.87	0.62	1.26	66.72	117.47	20.07	True	no
678	Aragonite	1.5376	1.3992	3	243.44	176.50	2.0822	2.2145	142.52	0.47	0.83	24.72	25.80	59.71	True	no
679	Aragonite	0.961	1.1062	2	283.20	174.80	1.6003	2.0931	159.33	0.55	1.05	69.77	79.82	26.37	True	no
680	Aragonite	4.2284	2.3203	3	33.86	178.75	2.7799	1.4354	132.25	0.58	1.05	169.54	17.18	148.72	True	no
681	Aragonite	2.5947	1.8176	4	39.81	178.70	2.5593	1.9826	127.43	0.72	1.54	141.67	78.32	170.78	True	no
682	Aragonite	1.3454	1.3088	2	232.86	176.93	1.687	1.6614	113.12	0.42	0.97	113.93	83.61	120.30	True	no
683	Aragonite	0.961	1.1062	3	287.00	177.20	1.4304	1.6722	103.67	0.31	1.04	115.48	83.31	131.95	True	no
684	Aragonite	23.833	5.5086	6	4.41	186.53	4.8895	1.5757	92.659	1.73	4.45	147.59	144.79	104.35	True	edge
685	Aragonite	5.3816	2.6176	4	9.11	180.52	3.3071	1.5961	40.44	1.44	2.98	31.09	76.96	35.03	True	no
686	Aragonite	1.2493	1.2612	2	19.92	177.23	1.2779	1.0267	161.57	0.93	1.87	12.74	5.25	160.23	True	no
687	Aragonite	16.433	4.5742	6	21.92	185.02	4.9349	1.1639	16.153	1.21	3.15	175.77	59.50	4.21	True	no
688	Aragonite	5.0933	2.5466	6	99.49	180.60	4.7824	3.5268	139.04	0.95	2.27	102.02	29.42	42.22	True	no
689	Aragonite	1.0571	1.1601	2	111.64	176.91	1.381	1.4169	164.93	0.81	1.54	96.95	129.12	36.20	True	no
690	Aragonite	1.3454	1.3088	3	194.79	177.86	2.0601	2.4774	51.705	0.96	1.59	57.83	119.55	23.22	True	no
691	Aragonite	2.4025	1.749	2	212.36	180.16	2.8786	2.7088	60.862	0.49	0.96	65.95	127.22	19.64	True	no
692	Aragonite	1.3454	1.3088	2	258.71	179.57	2.2419	2.9341	95.004	0.47	1.12	117.47	91.28	117.13	True	no
693	Aragonite	1.2493	1.2612	1	277.85	177.69	1.5611	1.5322	33.165	0.39	1.36	179.25	82.21	147.08	True	no
694	Aragonite	1.2493	1.2612	3	102.23	178.77	1.4953	1.4057	135	0.29	0.94	86.22	120.34	30.22	True	no
695	Aragonite	2.9791	1.9476	3	152.74	180.58	2.4605	1.5961	40.29	0.97	2.20	176.09	161.32	140.91	True	no
696	Aragonite	2.1142	1.6407	2	162.32	179.41	1.7484	1.1356	65.133	0.68	1.25	53.70	137.23	19.30	True	no
697	Aragonite	1.4415	1.3548	4	220.07	179.47	2.2768	2.8244	48.66	0.84	0.89	63.60	117.63	16.44	True	no
698	Aragonite	1.1532	1.2117	3	284.50	179.08	1.6054	1.7554	96.083	0.49	0.71	53.99	153.36	17.93	True	no
699	Aragonite	3.0752	1.9788	4	74.81	181.19	2.1629	1.1947	179.78	0.66	1.60	27.19	101.19	157.79	True	no
700	Aragonite	1.0571	1.1601	3	109.36	179.09	1.381	1.4169	164.93	0.17	0.39	158.78	28.92	168.92	True	no
701	Aragonite	3.1713	2.0094	4	123.39	180.85	2.2441	1.2472	7.1211	0.55	0.95	44.22	143.57	12.04	True	no
702	Aragonite	0.961	1.1062	3	173.40	180.00	1.4318	1.6754	109.15	0.38	0.94	49.52	133.47	15.30	True	no
703	Aragonite	1.5376	1.3992	4	247.94	179.13	1.9744	1.9912	10.964	0.17	0.50	116.17	88.74	116.32	True	no
704	Aragonite	12.301	3.9575	9	47.05	185.63	4.9291	1.5513	63.206	1.24	2.74	121.37	20.49	90.37	True	no
705	Aragonite	0.961	1.1062	2	56.60	180.70	1.5724	2.0207	112.35	0.53	1.10	121.20	102.34	0.77	True	no
706	Aragonite	1.3454	1.3088	1	61.29	181.07	1.5984	1.4914	130.62	0.82	1.15	121.18	102.42	0.62	True	no
707	Aragonite	1.922	1.5643	3	95.45	181.45	2.0612	1.7362	149.56	0.84	1.20	158.59	135.57	26.24	True	no
708	Aragonite	1.0571	1.1601	2	142.82	182.27	2.2824	3.8704	94.331	0.81	1.45	79.68	70.80	23.77	True	no
709	Aragonite	1.922	1.5643	3	145.30	181.70	2.1289	1.852	80.939	0.65	1.57	11.15	22.64	78.08	True	no
710	Aragonite	5.766	2.7095	4	182.45	183.35	4.5274	2.7919	32.886	2.27	4.09	51.43	119.35	14.54	True	no
711	Aragonite	5.3816	2.6176	6	282.00	182.64	3.1078	1.4096	157.83	0.72	1.58	53.36	148.68	68.54	True	no
712	Aragonite	1.2493	1.2612	3	288.92	180.69	1.3567	1.1571	151.24	0.32	0.49	63.58	122.80	119.07	True	no
713	Aragonite	0.961	1.1062	3	58.60	182.30	1.3256	1.4361	77.471	0.18	0.89	93.32	83.33	112.90	True	no
714	Aragonite	1.1532	1.2117	2	89.00	181.50	1.4179	1.3693	90	0.47	1.14	50.18	111.81	106.66	True	no
715	Aragonite	2.883	1.9159	5	114.07	182.70	2.378	1.5406	35.565	0.81	1.32	121.62	152.00	148.82	True	no
716	Aragonite	1.922	1.5643	2	170.30	182.35	1.764	1.2715	45.619	0.97	1.80	153.44	165.84	109.19	True	no
717	Aragonite	1.6337	1.4423	3	223.94	182.53	1.6007	1.2317	31.121	0.58	1.17	50.36	64.36	18.06	True	no
718	Aragonite	1.8259	1.5247	3	253.00	183.00	2.3741	2.4244	96.264	0.51	1.15	163.18	41.15	101.91	True	no
719	Aragonite	4.1323	2.2938	5	257.19	184.79	2.8677	1.563	112.87	0.75	1.74	131.68	153.13	100.83	True	no
720	Aragonite	1.1532	1.2117	2	264.58	181.67	1.5125	1.5581	3.1059	0.27	0.85	39.89	144.19	59.65	True	no
721	Aragonite	4.805	2.4734	6	38.60	188.36	4.3262	3.0592	72.26	1.50	3.71	87.56	116.99	98.65	True	no
722	Aragonite	1.5376	1.3992	2	67.69	182.94	1.6591	1.4061	28.024	0.15	0.31	58.42	45.60	146.07	True	no
723	Aragonite	2.4986	1.7836	4	106.35	182.62	2.4338	1.8619	174.99	0.93	1.74	78.02	48.85	34.64	True	no
724	Aragonite	1.1532	1.2117	3	129.50	182.50	1.5806	1.7014	54.217	0.47	1.54	46.01	142.98	12.35	True	no
725	Aragonite	1.4415	1.3548	2	132.73	183.07	1.5334	1.2812	104.77	1.35	1.69	38.00	120.64	6.38	True	no
726	Aragonite	1.2493	1.2612	2	155.92	183.15	1.6989	1.8146	64.093	0.58	0.79	31.81	77.42	13.20	True	no
727	Aragonite	1.2493	1.2612	3	189.08	183.54	2.1388	2.8759	74.45	0.82	1.84	157.04	165.17	113.72	True	no
