Nr.	Phase	Area	d	l	Xcg	Ycg	Major	Aspect_ratio	Slope	GOS	MOS	Mean_E1	Mean_E2	Mean_E3	In_current_dataset	Border_grain
1120	Aragonite	1.1532	1.2117	1	299.92	232.33	1.349	1.2393	124.72	0.54	1.32	0.61	125.35	160.26	True	no
1121	Aragonite	2.7869	1.8837	3	356.90	233.21	2.4456	1.6856	23.259	0.79	1.24	169.69	57.84	26.37	True	no
1122	Aragonite	5.6699	2.6868	6	29.93	235.92	3.7204	1.9173	18.623	1.13	1.88	22.45	100.98	148.45	True	no
1123	Aragonite	1.0571	1.1601	2	102.64	232.91	1.381	1.4169	164.93	0.55	1.09	36.20	151.00	150.55	True	no
1124	Aragonite	2.1142	1.6407	2	109.77	233.91	1.6979	1.071	33.69	0.42	1.05	19.97	72.83	85.81	True	no
1125	Aragonite	1.1532	1.2117	2	113.75	233.25	1.3233	1.1926	100.28	0.53	1.47	73.99	79.93	74.53	True	no
1126	Aragonite	13.934	4.2121	7	187.74	242.61	5.9903	2.0225	106.03	1.89	5.57	156.87	120.23	34.14	True	no
1127	Aragonite	1.0571	1.1601	3	229.27	232.91	1.6512	2.0258	155.66	0.35	0.54	142.53	48.89	4.97	True	no
1128	Aragonite	6.5348	2.8845	8	269.10	236.87	5.1341	3.168	146.84	1.05	2.08	138.00	77.88	19.89	True	no
1129	Aragonite	2.5947	1.8176	3	291.30	235.48	2.2622	1.5491	98.744	1.00	1.38	86.61	15.15	105.30	True	no
1130	Aragonite	1.1532	1.2117	2	333.08	233.92	1.7435	2.0702	107.99	0.63	0.98	20.44	100.82	125.60	True	no
1131	Aragonite	1.3454	1.3088	3	351.79	233.43	1.5761	1.4501	118.11	0.35	0.54	145.27	49.20	138.53	True	no
1132	Aragonite	4.5167	2.3981	8	14.49	238.47	4.4538	3.4492	129.93	0.58	1.25	155.53	168.64	86.74	True	no
1133	Aragonite	1.8259	1.5247	4	41.11	235.53	2.0623	1.8294	91.468	0.75	2.56	139.30	105.21	79.27	True	no
1134	Aragonite	3.844	2.2123	4	82.55	235.57	2.7612	1.5577	6.7456	1.02	1.84	95.69	54.64	74.07	True	no
1135	Aragonite	2.4025	1.749	5	123.48	234.80	2.5811	2.1778	167.95	0.91	1.67	83.26	168.74	68.17	True	no
1136	Aragonite	15.184	4.3969	10	175.85	239.88	6.9127	2.4717	147.66	1.38	2.99	134.16	76.53	15.44	True	no
1137	Aragonite	1.6337	1.4423	5	200.35	235.00	1.7875	1.536	98.303	0.65	1.33	73.11	57.27	81.75	True	no
1138	Aragonite	7.4958	3.0893	7	236.96	240.46	4.268	1.9086	126.3	1.34	3.40	142.22	42.93	4.22	True	no
1139	Aragonite	1.3454	1.3088	4	259.64	235.43	2.5034	3.6583	144.64	0.89	2.13	152.18	139.48	17.61	True	no
1140	Aragonite	0.961	1.1062	2	304.90	234.30	1.3536	1.4974	169.54	0.33	0.41	18.76	91.25	165.01	True	no
1141	Aragonite	1.7298	1.4841	3	311.44	235.11	2.4515	2.7287	148.89	0.61	1.43	85.09	100.20	33.14	True	no
1142	Aragonite	1.3454	1.3088	3	345.43	234.79	1.7086	1.7041	46.525	0.34	0.87	87.07	28.07	87.25	True	no
1143	Aragonite	2.5947	1.8176	3	362.33	236.37	2.3383	1.655	127.32	0.60	1.26	70.32	24.01	111.29	True	no
1144	Aragonite	1.3454	1.3088	4	69.86	236.14	1.9277	2.1693	146.02	0.82	1.24	63.75	43.99	81.74	True	no
1145	Aragonite	1.2493	1.2612	1	90.00	235.62	1.4082	1.2467	121.43	0.55	0.80	108.92	51.70	91.14	True	no
1146	Aragonite	1.6337	1.4423	4	138.12	237.65	2.3456	2.645	67.348	0.66	1.03	74.05	25.12	178.34	True	no
1147	Aragonite	2.0181	1.603	5	212.57	236.43	1.8008	1.262	62.496	0.96	1.44	132.59	88.97	63.64	True	no
1148	Aragonite	1.8259	1.5247	5	322.42	236.16	2.2088	2.0986	39.932	0.70	1.53	82.80	6.16	90.60	True	no
1149	Aragonite	1.2493	1.2612	3	340.54	236.08	2.2365	3.1445	151.68	0.59	1.33	79.52	155.53	78.79	True	no
1150	Aragonite	1.0571	1.1601	3	16.36	237.27	1.9322	2.7739	130.27	0.99	1.88	77.31	125.89	14.72	True	no
1151	Aragonite	4.6128	2.4235	6	33.08	239.85	3.1708	1.7118	18.964	0.99	1.82	60.63	48.50	137.31	True	no
1152	Aragonite	1.3454	1.3088	4	51.64	237.36	1.9283	2.1706	104.74	0.37	1.19	19.70	168.90	10.19	True	no
1153	Aragonite	1.1532	1.2117	4	54.33	236.08	1.349	1.2393	34.722	0.39	0.59	7.07	52.82	4.46	True	no
1154	Aragonite	1.0571	1.1601	4	203.27	236.45	1.4996	1.6709	41.139	0.58	1.86	13.45	66.78	108.91	True	no
1155	Aragonite	1.2493	1.2612	3	232.00	236.62	1.9035	2.2778	146.04	0.59	1.05	146.14	106.71	2.93	True	no
1156	Aragonite	3.3635	2.0694	6	325.94	238.40	2.8614	1.9118	25.251	1.02	1.64	38.64	38.10	22.42	True	no
1157	Aragonite	9.8983	3.5501	6	355.69	241.33	4.1786	1.3855	71.423	0.56	2.17	163.02	60.71	82.12	True	no
1158	Aragonite	3.0752	1.9788	3	2.19	237.56	1.8763	1.7983	153.46	0.58	1.07	156.51	109.25	4.59	True	edge
1159	Aragonite	1.7298	1.4841	3	7.56	238.06	2.2273	2.2525	162.58	0.54	1.48	6.55	8.26	147.26	True	no
1160	Aragonite	16.817	4.6274	6	102.96	242.15	7.1053	2.3577	168.77	2.74	7.42	14.32	116.52	179.80	True	no
1161	Aragonite	1.1532	1.2117	4	121.42	237.83	1.3669	1.2725	88.586	0.74	1.11	11.43	171.17	179.78	True	no
1162	Aragonite	1.5376	1.3992	3	205.44	238.81	1.735	1.5376	84.831	0.49	1.41	135.40	84.71	61.21	True	no
1163	Aragonite	0.961	1.1062	4	217.90	237.30	1.16	1.0998	30.128	0.65	1.33	159.22	129.89	39.81	True	no
1164	Aragonite	3.1713	2.0094	4	229.67	240.03	3.8102	3.5955	129.26	0.86	1.97	73.45	40.67	63.96	True	no
1165	Aragonite	0.961	1.1062	1	307.00	237.80	1.511	1.866	98.195	0.63	0.98	2.35	64.94	165.55	True	no
1166	Aragonite	1.3454	1.3088	2	347.71	237.50	1.3228	1.0214	90	0.10	0.30	159.63	62.71	31.57	True	no
1167	Aragonite	6.6309	2.9056	7	48.22	243.16	3.2708	1.2671	20.035	0.90	2.00	64.01	58.92	21.06	True	no
1168	Aragonite	1.2493	1.2612	2	60.38	238.46	1.5429	1.4965	50.735	0.41	0.73	63.06	51.08	132.80	True	no
1169	Aragonite	3.7479	2.1845	5	64.26	240.51	2.5935	1.4096	77.578	0.85	2.07	11.49	29.58	24.29	True	no
1170	Aragonite	2.883	1.9159	5	70.73	239.43	3.1425	2.6903	158.61	1.19	1.80	130.32	77.71	47.42	True	no
1171	Aragonite	1.0571	1.1601	2	87.45	239.00	1.6175	1.9438	128.42	0.78	1.50	119.90	68.59	67.90	True	no
1172	Aragonite	3.1713	2.0094	6	126.70	241.24	3.4426	2.9352	102.78	0.99	1.96	80.25	12.68	176.45	True	no
1173	Aragonite	3.3635	2.0694	3	267.86	240.57	2.9428	2.0222	139.36	1.13	1.69	143.14	85.41	18.78	True	no
1174	Aragonite	1.3454	1.3088	2	283.29	238.07	1.9609	2.2448	13.715	0.58	1.67	4.63	124.99	169.08	True	no
1175	Aragonite	7.5919	3.1091	5	297.10	243.11	3.4702	1.2458	94.995	0.85	1.81	75.86	95.95	56.31	True	no
1176	Aragonite	3.2674	2.0397	4	315.00	239.18	2.8713	1.9818	6.0106	1.16	1.74	0.56	65.04	167.64	True	no
1177	Aragonite	1.4415	1.3548	3	339.27	239.47	1.5922	1.3813	111.61	0.92	1.47	93.09	67.03	25.70	True	no
1178	Aragonite	1.8259	1.5247	6	23.53	241.00	2.0448	1.7985	58.441	0.61	1.47	36.45	77.67	143.59	True	no
1179	Aragonite	2.2103	1.6776	4	41.35	239.91	2.583	2.3709	177.3	0.34	1.00	55.10	46.72	140.67	True	no
1180	Aragonite	29.214	6.0989	10	86.76	248.37	7.1349	1.3686	140.82	2.32	7.12	12.38	116.05	179.71	True	no
1181	Aragonite	5.1894	2.5705	6	201.72	243.59	3.6436	2.0092	102.75	0.81	1.85	128.57	76.38	25.67	True	no
1182	Aragonite	1.3454	1.3088	4	215.50	239.71	1.6203	1.5325	102.09	0.77	1.25	159.97	133.65	44.19	True	no
1183	Aragonite	3.1713	2.0094	3	242.58	241.88	3.8571	3.6844	143.47	1.00	2.62	146.10	106.42	3.08	True	no
1184	Aragonite	1.3454	1.3088	4	330.64	240.00	1.6884	1.6641	61.055	0.67	1.27	22.19	103.34	127.77	True	no
1185	Aragonite	10.955	3.7348	5	5.95	242.21	4.3653	2.7322	168.95	1.14	2.62	152.52	54.15	4.73	True	edge
1186	Aragonite	1.4415	1.3548	3	54.80	240.80	1.4875	1.2055	135	0.62	1.26	142.38	63.54	8.49	True	no
1187	Aragonite	1.8259	1.5247	2	119.05	241.37	1.8704	1.5048	142.24	0.87	2.22	19.06	117.34	0.21	True	no
1188	Aragonite	5.6699	2.6868	5	123.27	245.68	3.8728	2.0776	88.533	0.61	1.21	72.20	76.89	0.82	True	no
1189	Aragonite	12.012	3.9109	10	163.93	247.21	5.4043	1.9096	110.89	0.93	2.47	138.91	173.38	173.70	True	no
1190	Aragonite	2.5947	1.8176	4	211.15	241.89	2.3529	1.6757	31.648	0.99	2.59	123.42	80.48	31.29	True	no
1191	Aragonite	1.6337	1.4423	4	221.65	240.88	2.2576	2.4504	151.44	0.61	1.85	123.58	74.92	31.29	True	no
1192	Aragonite	0.961	1.1062	3	226.30	240.40	1.597	2.0843	111.49	0.47	1.18	168.58	124.05	48.48	True	no
1193	Aragonite	2.7869	1.8837	2	286.59	242.55	2.4127	1.6404	55.843	0.42	0.78	2.55	131.08	167.36	True	no
1194	Aragonite	1.3454	1.3088	2	303.36	241.07	1.6974	1.6819	58.717	0.21	0.33	51.26	39.47	166.01	True	no
1195	Aragonite	1.3454	1.3088	3	324.86	242.07	1.7603	1.809	59.816	0.68	1.31	58.35	97.73	14.43	True	no
1196	Aragonite	1.8259	1.5247	4	347.00	241.58	1.6028	1.105	132	0.49	0.61	165.69	30.44	125.34	True	no
1197	Aragonite	0.961	1.1062	2	129.60	242.20	1.5242	1.8987	94.065	0.79	1.39	75.81	76.14	0.01	True	no
1198	Aragonite	1.8259	1.5247	4	134.37	241.84	1.8994	1.5519	57.572	1.10	2.23	73.48	130.47	0.85	True	no
1199	Aragonite	1.1532	1.2117	1	254.92	242.00	1.701	1.9706	103.97	0.94	1.81	32.16	50.17	109.53	True	no
1200	Aragonite	5.4777	2.6409	6	268.60	245.46	4.493	2.8944	143.54	0.92	1.63	104.96	28.09	44.26	True	no
1201	Aragonite	4.1323	2.2938	6	320.47	245.72	3.5727	2.426	84.771	0.63	1.18	126.98	124.77	74.32	True	no
1202	Aragonite	1.8259	1.5247	5	333.26	242.74	1.715	1.2651	104.46	0.63	1.41	36.85	36.81	22.22	True	no
1203	Aragonite	1.0571	1.1601	2	363.91	241.36	1.381	1.4169	74.929	0.68	0.95	76.43	130.29	82.82	True	no
1204	Aragonite	5.0933	2.5466	5	366.36	246.53	4.112	2.6074	86.352	0.79	2.37	58.99	155.81	144.63	True	no
1205	Aragonite	4.0362	2.2669	3	370.45	245.17	3.8999	2.9596	89.585	0.99	1.69	91.44	97.55	166.43	True	no
1206	Aragonite	1.2493	1.2612	4	131.15	244.31	1.8966	2.2613	67.396	0.55	1.27	67.73	14.58	4.89	True	no
1207	Aragonite	0.961	1.1062	3	171.30	242.20	1.3799	1.5562	50.884	0.31	0.78	103.25	23.86	40.05	True	no
1208	Aragonite	1.1532	1.2117	3	229.25	242.92	1.8431	2.3136	120.02	0.69	1.03	75.89	42.07	67.41	True	no
1209	Aragonite	1.922	1.5643	4	249.90	243.10	1.6747	1.1461	160.67	0.66	1.43	139.25	42.62	5.08	True	no
1210	Aragonite	0.961	1.1062	3	277.50	242.20	1.2944	1.3693	180	0.17	0.84	79.58	11.21	110.56	True	no
1211	Aragonite	1.3454	1.3088	3	281.86	242.64	1.5083	1.328	165.86	0.34	1.60	15.03	67.66	168.78	True	no
1212	Aragonite	1.2493	1.2612	4	337.46	242.46	1.4791	1.3754	178.68	0.59	0.74	72.78	48.24	91.49	True	no
1213	Aragonite	2.0181	1.603	5	28.76	244.38	2.6667	2.7675	137.88	0.76	0.98	158.12	169.16	90.31	True	no
1214	Aragonite	1.4415	1.3548	5	71.47	243.60	1.6475	1.4788	142.42	0.82	1.72	63.58	48.34	86.78	True	no
1215	Aragonite	1.0571	1.1601	4	74.91	243.36	1.381	1.4169	74.929	0.25	0.46	95.88	48.70	78.23	True	no
1216	Aragonite	1.8259	1.5247	4	135.58	245.21	1.9741	1.6762	61.453	0.95	2.99	53.69	15.45	21.70	True	no
1217	Aragonite	4.5167	2.3981	4	176.53	245.87	3.2702	1.8596	138.91	1.13	2.17	156.41	136.35	22.98	True	no
1218	Aragonite	8.4568	3.2814	8	203.72	249.67	4.9589	2.2838	44.33	2.03	3.55	118.44	69.01	30.08	True	no
1219	Aragonite	12.493	3.9883	10	219.55	248.52	4.1889	1.1031	142.46	2.26	5.25	64.59	35.11	68.58	True	no
1220	Aragonite	1.2493	1.2612	4	226.08	244.77	1.8881	2.2413	99.946	0.89	1.94	121.58	76.72	33.92	True	no
1221	Aragonite	9.1295	3.4094	7	256.84	248.74	3.6915	1.1723	60.531	1.34	1.92	162.34	112.30	108.59	True	no
1222	Aragonite	1.2493	1.2612	3	262.85	244.85	1.9816	2.4687	107.48	1.12	1.89	169.87	135.29	21.86	True	no
1223	Aragonite	2.5947	1.8176	6	327.00	244.78	2.3446	1.6639	35.551	1.00	2.02	179.41	126.42	127.33	True	no
1224	Aragonite	1.5376	1.3992	2	4.50	244.50	1.3992	1	90	0.92	1.92	154.21	52.09	3.70	True	no
1225	Aragonite	1.0571	1.1601	3	15.82	244.55	1.2921	1.2405	127.69	0.22	0.35	54.94	46.23	151.68	True	no
1226	Aragonite	2.2103	1.6776	3	58.26	245.39	2.5223	2.2607	55.37	0.58	1.25	93.89	19.41	128.90	True	no
1227	Aragonite	3.5557	2.1277	5	64.43	246.81	3.3738	2.5142	45.8	0.79	1.87	55.54	152.84	23.65	True	no
1228	Aragonite	3.0752	1.9788	3	138.84	247.03	2.9885	2.281	73.579	1.35	2.93	73.28	142.24	2.58	True	no
1229	Aragonite	2.5947	1.8176	5	169.96	246.67	2.3853	1.7223	116.72	0.96	1.71	91.52	19.32	51.35	True	no
1230	Aragonite	2.883	1.9159	4	303.47	245.67	2.1961	1.3139	58.767	0.46	1.05	118.78	83.98	127.52	True	no
1231	Aragonite	0.961	1.1062	3	308.30	243.80	1.4153	1.637	18.222	0.28	0.35	61.91	96.00	75.77	True	no
1232	Aragonite	1.2493	1.2612	1	373.31	244.54	1.4383	1.3005	133.28	0.33	0.74	116.60	33.41	72.90	True	no
1233	Aragonite	1.4415	1.3548	4	20.80	245.40	1.7251	1.6215	157.89	0.78	1.03	37.96	114.70	167.67	True	no
1234	Aragonite	2.5947	1.8176	4	35.56	245.70	2.5643	1.9903	177.88	0.98	1.58	50.93	56.73	144.75	True	no
1235	Aragonite	1.3454	1.3088	3	229.00	246.93	2.1098	2.5986	103.68	0.73	1.22	54.48	33.38	78.78	True	no
1236	Aragonite	3.9401	2.2398	5	276.76	247.51	2.5613	1.3076	87.185	0.88	1.88	137.74	77.30	19.49	True	no
1237	Aragonite	5.0933	2.5466	4	342.13	249.87	4.008	2.4772	129.87	1.50	3.17	73.43	49.43	92.80	True	no
1238	Aragonite	1.6337	1.4423	4	350.24	245.76	1.472	1.0417	135	0.33	0.42	49.38	43.64	168.57	True	no
1239	Aragonite	1.6337	1.4423	2	26.76	247.24	1.677	1.352	37.09	0.77	1.69	20.78	100.20	154.77	True	no
1240	Aragonite	1.4415	1.3548	4	68.60	247.00	1.9795	2.1349	54.56	0.87	1.32	68.46	50.36	142.50	True	no
1241	Aragonite	1.0571	1.1601	3	76.91	246.64	1.381	1.4169	105.07	0.63	1.02	95.31	97.51	25.85	True	no
1242	Aragonite	1.8259	1.5247	4	115.84	246.89	1.9543	1.6428	52.117	0.37	1.06	79.61	76.36	176.69	True	no
1243	Aragonite	3.1713	2.0094	5	197.12	247.73	2.6086	1.6852	44.112	0.63	1.33	160.72	132.40	34.62	True	no
1244	Aragonite	0.961	1.1062	3	237.30	245.80	1.4153	1.637	18.222	0.77	1.86	82.56	42.73	157.29	True	no
1245	Aragonite	1.7298	1.4841	3	250.00	247.28	1.8878	1.6181	57.909	0.81	1.50	173.51	111.43	113.96	True	no
1246	Aragonite	1.1532	1.2117	2	290.92	246.75	1.4555	1.4428	150.95	0.46	1.32	122.07	41.95	39.91	True	no
1247	Aragonite	1.6337	1.4423	3	309.47	247.06	1.8888	1.7152	73.327	1.07	1.50	87.45	11.23	98.92	True	no
1248	Aragonite	1.0571	1.1601	3	345.36	246.45	1.2458	1.1531	71.565	0.16	0.31	49.34	44.41	165.32	True	no
1249	Aragonite	0.961	1.1062	2	357.30	246.30	1.2466	1.27	45	0.18	0.90	78.21	26.60	106.52	True	no
1250	Aragonite	1.0571	1.1601	0	378.73	246.55	1.3221	1.2987	122.12	1.01	2.22	138.89	94.10	39.10	True	no
1251	Aragonite	1.4415	1.3548	3	10.20	247.53	1.5928	1.3822	148.76	0.73	1.87	154.66	52.48	3.30	True	no
1252	Aragonite	8.3607	3.2627	9	41.87	252.37	4.1667	1.6309	97.388	0.77	1.75	59.21	12.55	170.08	True	no
1253	Aragonite	2.3064	1.7137	5	51.88	248.04	2.0811	1.4748	164.02	0.94	2.03	30.33	94.53	149.76	True	no
1254	Aragonite	1.0571	1.1601	4	71.18	247.45	1.4234	1.5054	48.972	0.59	0.92	72.18	51.33	141.97	True	no
1255	Aragonite	3.3635	2.0694	5	240.49	249.91	2.6915	1.6916	110.86	0.59	0.97	161.58	113.08	103.60	True	no
1256	Aragonite	0.961	1.1062	3	265.00	247.90	1.3758	1.5469	34.409	0.63	0.77	147.11	75.71	16.56	True	no
1257	Aragonite	1.3454	1.3088	2	286.64	248.50	2.3808	3.309	140.19	1.28	2.63	9.97	47.40	137.20	True	no
1258	Aragonite	2.5947	1.8176	5	306.07	250.07	2.0643	1.2899	101.59	0.61	1.49	1.75	123.80	168.96	True	no
1259	Aragonite	2.5947	1.8176	2	313.33	248.41	2.8258	2.4171	39.932	0.98	1.56	127.14	125.05	73.10	True	no
1260	Aragonite	1.3454	1.3088	1	332.79	247.36	1.4846	1.2867	24.358	0.43	1.00	5.39	74.95	128.77	True	no
1261	Aragonite	3.2674	2.0397	4	361.12	249.41	2.5453	1.5573	112.04	0.79	1.54	88.95	95.80	166.85	True	no
1262	Aragonite	0.961	1.1062	3	6.00	248.30	1.4032	1.6091	32.005	0.63	1.48	166.75	168.05	11.31	True	no
1263	Aragonite	15.568	4.4522	10	18.16	256.40	5.557	1.5579	30.01	1.28	2.87	54.71	43.46	145.59	True	no
1264	Aragonite	1.8259	1.5247	4	110.32	249.21	1.7947	1.3854	46.468	0.93	1.74	56.77	24.63	148.36	True	no
1265	Aragonite	1.3454	1.3088	3	281.79	249.07	1.919	2.1497	136.34	0.87	1.52	113.38	35.37	50.94	True	no
1266	Aragonite	2.3064	1.7137	3	294.75	249.50	1.9252	1.2621	22.059	1.17	1.65	153.49	93.82	27.72	True	no
1267	Aragonite	1.6337	1.4423	3	347.76	249.24	1.6327	1.2816	84.996	0.41	1.53	117.91	84.07	155.23	True	no
1268	Aragonite	3.5557	2.1277	6	30.49	249.57	4.0951	3.7042	11.125	1.41	2.68	166.21	34.62	48.21	True	no
1269	Aragonite	1.4415	1.3548	5	47.73	250.13	1.7851	1.7361	96.845	0.69	1.17	143.94	47.01	74.18	True	no
1270	Aragonite	2.1142	1.6407	4	72.82	250.91	1.8579	1.2823	51.185	0.84	1.39	99.98	94.99	27.72	True	no
1271	Aragonite	8.649	3.3185	6	208.31	256.04	4.603	1.924	72.908	1.20	2.81	150.88	125.75	35.71	True	no
1272	Aragonite	2.9791	1.9476	4	235.19	250.35	2.4257	1.5513	164.03	1.36	2.31	105.38	111.28	79.78	True	no
1273	Aragonite	6.9192	2.9681	7	324.31	254.07	3.9825	1.8003	48.094	0.72	2.86	79.07	104.37	99.74	True	no
1274	Aragonite	1.5376	1.3992	2	373.69	250.31	1.6336	1.3632	45	1.11	2.27	47.90	158.67	28.88	True	no
1275	Aragonite	1.1532	1.2117	3	8.75	250.42	1.448	1.4279	164.23	0.26	0.56	61.19	29.36	142.51	True	no
1276	Aragonite	4.3245	2.3465	6	59.69	253.82	2.839	1.4638	93.954	0.54	1.52	166.11	71.46	75.73	True	no
1277	Aragonite	3.1713	2.0094	8	66.06	252.58	2.6621	1.7551	50.184	0.83	1.18	34.32	68.35	124.43	True	no
1278	Aragonite	1.3454	1.3088	4	77.71	250.64	1.4684	1.2587	54.485	0.96	1.36	97.35	96.48	26.86	True	no
1279	Aragonite	8.5529	3.3	7	103.26	255.76	3.9014	1.3977	69.149	1.61	3.19	29.36	84.92	165.74	True	no
1280	Aragonite	1.6337	1.4423	4	118.12	250.59	1.6332	1.2823	164.83	0.91	1.31	3.49	144.64	147.63	True	no
1281	Aragonite	7.3997	3.0695	7	176.78	253.01	3.7656	1.5051	165.13	1.49	2.88	167.33	133.25	33.19	True	no
1282	Aragonite	2.1142	1.6407	4	192.23	251.45	1.8697	1.2987	28.106	0.71	1.91	46.38	28.69	82.14	True	no
1283	Aragonite	1.5376	1.3992	2	271.88	251.44	1.9448	1.9319	148.23	0.49	1.83	144.01	76.60	18.72	True	no
1284	Aragonite	3.1713	2.0094	4	315.12	252.45	2.6919	1.7946	62.262	0.49	1.22	23.53	62.67	61.86	True	no
1285	Aragonite	1.3454	1.3088	1	2.21	251.86	1.5103	1.3316	111.49	0.56	1.08	88.26	89.90	49.25	True	no
1286	Aragonite	2.7869	1.8837	4	33.69	253.28	3.0412	2.6064	42.9	0.92	1.61	58.86	44.39	141.94	True	no
1287	Aragonite	1.0571	1.1601	2	45.36	251.64	1.3545	1.3631	115.41	0.59	0.83	23.44	97.10	135.25	True	no
1288	Aragonite	0.961	1.1062	3	50.30	251.80	1.2801	1.3393	53.677	0.42	0.49	25.13	96.67	134.78	True	no
1289	Aragonite	3.7479	2.1845	5	111.85	253.90	3.2267	2.1818	58.027	0.66	1.89	1.02	144.53	149.18	True	no
1290	Aragonite	0.961	1.1062	3	248.50	251.00	1.4135	1.633	153.43	0.65	1.10	146.07	41.42	4.71	True	no
1291	Aragonite	1.1532	1.2117	3	279.00	252.17	1.583	1.7067	109.81	0.86	1.46	143.99	76.79	19.34	True	no
1292	Aragonite	2.883	1.9159	5	336.03	252.33	2.5972	1.8377	170.19	0.74	1.41	74.93	45.54	95.05	True	no
1293	Aragonite	1.1532	1.2117	1	380.00	252.17	1.583	1.7067	70.195	0.30	1.81	102.20	103.28	47.88	True	no
1294	Aragonite	2.4025	1.749	2	385.68	252.56	1.9105	1.1932	101.3	0.69	1.00	31.27	112.87	1.43	True	no
1295	Aragonite	1.8259	1.5247	5	54.37	253.00	1.7528	1.3215	117.81	0.61	1.29	172.21	33.10	53.92	True	no
1296	Aragonite	2.4025	1.749	3	143.40	253.68	2.1296	1.4827	176.09	1.16	2.08	103.99	60.09	93.14	True	no
1297	Aragonite	1.2493	1.2612	4	184.38	252.92	1.596	1.6013	122.7	0.48	0.84	96.57	71.23	19.61	True	no
1298	Aragonite	1.0571	1.1601	4	227.09	254.18	2.3733	4.1849	68.824	0.77	1.57	117.24	145.11	56.31	True	no
1299	Aragonite	19.412	4.9716	6	296.50	261.00	8.0444	2.6182	145.8	1.41	3.43	145.04	28.88	17.08	True	no
1300	Aragonite	1.5376	1.3992	3	303.56	253.13	1.839	1.7276	135.23	0.47	0.82	30.94	133.95	38.57	True	no
1301	Aragonite	1.1532	1.2117	2	357.58	252.25	1.387	1.3103	32.067	0.52	1.04	132.53	67.56	149.55	True	no
1302	Aragonite	3.0752	1.9788	2	376.34	254.50	2.5794	1.6993	95.338	0.68	1.37	43.23	144.11	92.67	True	no
1303	Aragonite	1.0571	1.1601	3	9.18	253.00	1.5482	1.7809	9.4852	0.60	1.13	28.08	86.98	163.44	True	no
1304	Aragonite	21.719	5.2586	10	113.58	263.52	6.9989	1.7714	46.709	2.51	5.15	74.98	32.40	131.42	True	no
1305	Aragonite	3.4596	2.0988	3	131.36	255.14	2.3935	1.3005	113.58	1.61	2.77	68.62	14.32	3.37	True	no
1306	Aragonite	11.052	3.7512	10	153.33	257.65	4.6526	1.5383	150.78	1.61	4.28	172.47	73.68	70.29	True	no
1307	Aragonite	1.0571	1.1601	4	160.00	253.36	1.5322	1.7442	149.31	0.65	1.98	145.68	75.40	17.79	True	no
1308	Aragonite	1.8259	1.5247	2	223.47	253.26	2.018	1.7516	168.44	1.16	2.07	122.59	81.61	33.10	True	no
1309	Aragonite	15.472	4.4384	9	251.65	260.47	7.3412	2.7358	145.21	1.71	4.86	103.43	116.03	86.87	True	no
1310	Aragonite	7.8802	3.1676	7	287.37	261.00	6.7406	4.5285	128.79	2.29	4.02	56.51	28.30	46.19	True	no
1311	Aragonite	3.6518	2.1563	4	299.97	255.37	3.8675	3.2169	153.17	0.58	1.29	167.69	143.07	12.37	True	no
1312	Aragonite	2.1142	1.6407	4	317.50	255.59	2.276	1.9243	67.77	0.70	0.95	93.46	130.52	64.81	True	no
1313	Aragonite	1.1532	1.2117	3	364.50	253.50	1.2117	1	90	0.49	0.98	129.90	68.57	151.02	True	no
1314	Aragonite	1.1532	1.2117	2	75.42	254.58	1.5519	1.6403	45	0.26	0.73	145.39	147.01	55.36	True	no
1315	Aragonite	2.0181	1.603	3	124.52	256.00	2.4237	2.2861	43.676	0.94	1.25	71.06	31.39	139.80	True	no
1316	Aragonite	2.6908	1.851	3	214.21	256.00	2.5267	1.8634	124.71	0.78	1.80	10.57	91.93	74.11	True	no
1317	Aragonite	3.3635	2.0694	3	236.00	256.49	2.8377	1.8803	127.47	0.87	2.29	41.24	89.72	68.68	True	no
1318	Aragonite	0.961	1.1062	1	268.20	254.80	1.5206	1.8898	135	0.12	0.20	142.17	70.03	18.67	True	no
1319	Aragonite	1.922	1.5643	2	351.20	255.70	1.8159	1.3474	75.273	0.19	0.89	131.31	69.20	147.55	True	no
1320	Aragonite	2.1142	1.6407	5	354.95	255.82	1.8364	1.2528	87.224	0.73	1.06	93.46	135.19	146.44	True	no
1321	Aragonite	1.0571	1.1601	2	6.45	255.36	1.2458	1.1531	18.435	0.15	0.47	0.85	147.03	147.31	True	no
1322	Aragonite	1.0571	1.1601	5	71.18	254.64	1.798	2.4018	172.03	0.45	1.03	6.08	115.88	0.09	True	no
1323	Aragonite	2.4986	1.7836	5	135.88	257.27	2.0056	1.2644	70.657	1.13	2.20	72.10	131.13	2.91	True	no
1324	Aragonite	1.3454	1.3088	3	140.21	256.57	1.5791	1.4557	124.02	0.87	1.07	172.83	74.11	62.05	True	no
1325	Aragonite	3.0752	1.9788	4	170.75	257.31	2.8978	2.1447	142	1.15	2.70	141.68	73.98	22.47	True	no
1326	Aragonite	4.2284	2.3203	5	195.59	257.27	2.8447	1.5031	141.22	0.59	1.30	70.48	32.13	84.37	True	no
1327	Aragonite	1.4415	1.3548	4	239.80	256.73	2.3452	2.9965	116.46	0.60	1.43	103.99	108.99	80.18	True	no
1328	Aragonite	11.724	3.8636	5	262.46	258.30	5.7065	2.1815	161.51	1.63	3.30	39.08	98.49	62.18	True	no
