Nr.	Phase	Area [µm²]	d [µm]	l	Xcg	Ycg	Major [µm]	Aspect ratio	Slope	GOS [°]	MOS [°]	Mean E1 [°]	Mean E2 [°]	Mean E3 [°]	In current dataset	Border grain
860	Aragonite	0.841	1.0348	3	331.20	140.30	1.2909	1.5562	39.116	0.54	1.31	179.45	130.82	54.60	True	no
861	Aragonite	3.7004	2.1706	5	354.41	142.95	2.6016	1.4365	56.784	0.72	2.17	58.94	81.99	146.92	True	no
862	Aragonite	2.523	1.7923	4	368.93	142.90	2.5331	1.9975	106.92	1.12	1.93	121.63	155.14	55.77	True	no
863	Aragonite	7.6531	3.1216	7	397.30	147.82	5.5052	3.1102	62.694	1.70	3.25	132.50	138.54	92.80	True	no
864	Aragonite	0.9251	1.0853	3	518.82	140.82	1.106	1.0385	45	0.72	1.46	83.90	82.29	179.07	True	no
865	Aragonite	2.4389	1.7622	3	547.34	141.66	2.3896	1.8388	149.76	0.69	1.60	8.51	46.61	119.67	True	no
866	Aragonite	1.5979	1.4264	3	73.95	142.26	1.5345	1.1574	4.5197	0.54	0.83	22.74	96.46	64.74	True	no
867	Aragonite	2.1025	1.6361	3	99.88	142.16	1.7091	1.0911	171.15	0.73	1.66	105.29	56.08	8.28	True	no
868	Aragonite	2.2707	1.7003	5	139.19	142.56	2.0912	1.5125	127.99	0.59	1.50	26.32	15.15	99.30	True	no
869	Aragonite	1.682	1.4634	5	148.50	142.70	1.8413	1.5832	78.097	0.39	1.41	16.97	133.77	32.22	True	no
870	Aragonite	2.0184	1.6031	4	255.83	142.67	1.7597	1.205	66.726	0.50	0.81	4.59	55.91	131.60	True	no
