Nr.	Phase	Area [µm²]	d [µm]	l	Xcg	Ycg	Major [µm]	Aspect ratio	Slope	GOS [°]	MOS [°]	Mean E1 [°]	Mean E2 [°]	Mean E3 [°]	In current dataset	Border grain
62	Aragonite	1.1774	1.2244	1	551.57	57.43	1.4168	1.339	155.02	0.16	0.47	117.87	40.63	73.08	True	no
63	Aragonite	2.2707	1.7003	3	561.07	58.11	1.9385	1.2998	130.66	0.45	0.74	168.88	18.89	24.59	True	no
64	Aragonite	1.1774	1.2244	2	600.36	57.79	1.5324	1.5664	3.5625	0.32	0.50	103.18	100.99	26.79	True	no
65	Aragonite	2.3548	1.7315	6	626.93	58.89	1.9171	1.2258	41.571	1.20	3.43	27.15	89.87	121.02	True	no
66	Aragonite	1.1774	1.2244	5	716.79	58.21	1.5071	1.5151	111.44	0.23	0.49	81.82	119.17	62.66	True	no
67	Aragonite	2.1025	1.6361	1	542.68	59.28	1.7718	1.1726	54.92	1.36	2.61	70.23	67.93	110.06	True	no
68	Aragonite	1.2615	1.2674	3	631.27	59.47	1.4895	1.3813	111.61	0.40	0.73	28.80	93.06	121.94	True	no
69	Aragonite	5.7188	2.6984	5	656.91	62.38	3.3264	1.5196	60.009	0.72	1.46	84.76	73.24	103.83	True	no
70	Aragonite	4.3732	2.3597	6	665.19	61.15	2.6444	1.2559	150.47	0.54	1.62	148.27	130.87	10.11	True	no
71	Aragonite	3.8686	2.2194	2	721.00	58.83	1.5759	1.0084	90	0.34	0.86	116.45	24.34	71.23	True	edge
72	Aragonite	1.8502	1.5348	4	705.27	60.45	1.9929	1.6859	95.143	0.63	1.17	145.56	112.80	70.14	True	no
73	Aragonite	1.4297	1.3492	3	713.00	59.59	1.6966	1.5813	39.996	0.51	1.10	140.88	152.12	158.49	True	no
74	Aragonite	2.8594	1.9081	3	537.09	62.06	2.5793	1.8274	25.712	0.78	2.28	68.60	62.55	115.09	True	no
75	Aragonite	1.8502	1.5348	4	602.68	60.45	2.1037	1.8787	6.3879	0.90	2.90	134.40	11.72	58.63	True	no
76	Aragonite	3.1117	1.9905	5	643.78	65.24	2.8234	2.012	64.52	1.11	2.20	54.21	90.63	120.60	True	no
77	Aragonite	1.0092	1.1336	1	692.08	60.67	1.2619	1.2393	124.72	0.23	0.28	169.90	153.99	163.05	True	no
78	Aragonite	0.841	1.0348	1	708.10	60.30	1.4858	2.0616	52.125	1.23	1.93	35.77	64.53	76.37	True	no
79	Aragonite	1.2615	1.2674	3	609.00	60.87	1.9113	2.2743	90	0.55	0.77	16.13	57.12	170.92	True	no
80	Aragonite	2.6071	1.8219	3	640.00	62.58	1.9323	1.1249	90	1.19	1.99	115.42	66.79	109.36	True	no
81	Aragonite	4.0368	2.2671	4	649.21	63.21	2.596	1.3112	114.85	0.68	1.73	72.80	9.50	62.71	True	no
82	Aragonite	0.9251	1.0853	3	670.55	62.27	1.9603	3.2626	93.058	0.52	1.41	138.66	68.01	8.51	True	no
83	Aragonite	3.8686	2.2194	5	529.52	67.11	3.3045	2.2169	90.634	1.14	2.34	21.95	91.65	128.96	True	no
84	Aragonite	8.4941	3.2886	6	554.26	65.05	4.6908	2.0345	11.746	0.75	2.18	8.48	102.03	169.21	True	no
85	Aragonite	2.4389	1.7622	4	702.52	64.00	2.0119	1.3036	118.51	0.66	1.21	99.57	86.76	62.48	True	no
86	Aragonite	2.2707	1.7003	5	715.48	63.44	2.3102	1.8459	164.02	0.48	0.77	116.40	20.20	68.53	True	no
87	Aragonite	0.841	1.0348	3	718.50	62.00	1.3223	1.633	153.43	0.24	0.38	175.52	66.14	19.63	True	no
88	Aragonite	2.2707	1.7003	4	565.93	65.15	2.1081	1.5371	148.35	1.02	1.94	134.19	15.28	61.68	True	no
89	Aragonite	2.6912	1.8511	3	580.84	64.81	2.0078	1.1765	149.47	0.71	1.02	157.25	91.81	112.74	True	no
90	Aragonite	12.615	4.0077	10	607.07	66.39	5.6808	2.0092	179.72	1.38	3.41	6.57	120.19	170.96	True	no
91	Aragonite	1.4297	1.3492	3	619.71	63.76	2.2626	2.8124	30.258	0.60	1.18	137.88	9.38	55.91	True	no
