Nr.	Phase	Area [µm²]	d [µm]	l	Xcg	Ycg	Major [µm]	Aspect ratio	Slope	GOS [°]	MOS [°]	Mean E1 [°]	Mean E2 [°]	Mean E3 [°]	In current dataset	Border grain
1	Aragonite	9.3312	3.4469	2	6.52	2.33	4.2922	3.1013	12.835	1.76	2.90	68.99	145.35	34.46	True	edge
2	Aragonite	24.932	5.6342	4	22.39	5.07	5.9678	2.2438	26.91	0.69	1.74	30.20	72.03	32.40	True	edge
3	Aragonite	3.2076	2.0209	4	38.59	3.95	1.8888	1.747	87.525	0.82	1.36	141.71	146.95	104.32	True	edge
4	Aragonite	4.8114	2.4751	2	46.55	1.52	2.8282	2.6115	9.654	0.85	2.12	28.29	72.30	31.99	True	edge
5	Aragonite	48.989	7.8978	7	50.56	11.38	7.3542	1.7342	43.378	1.06	3.59	73.08	164.15	27.97	True	edge
6	Aragonite	54.092	8.2989	11	58.19	19.07	12.657	4.652	47.169	1.94	4.62	41.80	49.65	18.12	True	edge
7	Aragonite	1.8954	1.5535	2	75.23	1.08	1.6248	2.1879	32.521	0.68	1.11	59.54	112.01	13.64	True	edge
8	Aragonite	26.681	5.8285	7	77.32	8.61	6.4958	2.4841	55.84	1.09	2.50	89.52	160.35	40.99	True	edge
9	Aragonite	1.8954	1.5535	2	89.15	0.69	1.6264	2.1923	8.226	1.26	1.49	15.88	88.40	29.79	True	edge
10	Aragonite	2.0412	1.6121	2	92.50	1.57	2.0142	3.122	28.125	0.82	1.38	118.33	171.52	60.61	True	edge
11	Aragonite	25.369	5.6834	8	87.43	11.85	5.9317	2.1786	57.281	0.87	1.97	54.58	58.55	9.13	True	edge
12	Aragonite	3.2076	2.0209	4	99.55	2.73	1.6578	1.3459	41.324	0.46	0.91	63.12	121.96	9.36	True	edge
13	Aragonite	3.2076	2.0209	3	104.77	2.91	2.15	2.2636	56.338	0.84	2.03	3.91	6.55	54.08	True	edge
14	Aragonite	15.017	4.3727	9	108.40	8.11	4.5012	2.1193	81.39	1.57	2.99	59.86	123.00	7.46	True	edge
15	Aragonite	3.0618	1.9744	3	115.57	1.67	1.9678	1.9866	166.34	0.60	1.16	160.50	133.43	133.54	True	edge
16	Aragonite	1.8954	1.5535	1	119.69	0.62	1.7954	2.6715	169.51	1.25	1.80	163.98	135.74	135.01	True	edge
17	Aragonite	1.7496	1.4925	2	126.67	1.92	1.1749	1.2393	34.722	0.50	0.91	87.09	152.94	90.75	True	edge
18	Aragonite	11.081	3.7561	5	136.16	2.61	3.8401	2.0905	2.9549	1.36	3.07	45.72	135.09	37.95	True	edge
19	Aragonite	2.187	1.6687	1	148.20	1.80	1.2956	1.2055	45	0.23	1.23	148.45	142.50	128.90	True	edge
20	Aragonite	3.7908	2.197	2	168.08	1.81	2.3929	2.3727	171.24	0.42	1.37	9.78	82.09	24.27	True	edge
21	Aragonite	5.3946	2.6208	4	182.95	2.95	2.6715	2.0782	161.42	0.72	2.07	179.65	73.96	170.08	True	edge
22	Aragonite	2.187	1.6687	2	184.80	0.40	2.5571	4.6963	1.3777	0.45	0.83	141.40	153.93	146.85	True	edge
23	Aragonite	3.0618	1.9744	5	190.67	1.67	1.6233	1.3519	19.587	0.49	0.80	119.00	35.27	94.80	True	edge
24	Aragonite	4.6656	2.4373	4	196.31	2.88	2.2626	1.7235	107.51	0.60	1.06	23.36	116.13	65.36	True	edge
25	Aragonite	8.8938	3.3651	4	207.03	1.48	4.4277	3.4624	1.3194	0.64	1.67	119.78	161.90	128.12	True	edge
26	Aragonite	5.832	2.725	3	216.02	3.22	2.9475	2.34	42.804	0.59	1.11	117.70	31.27	92.47	True	edge
27	Aragonite	6.9984	2.9851	3	220.56	4.71	2.7288	1.6714	49.739	0.72	1.43	42.93	68.70	146.49	True	edge
28	Aragonite	4.0824	2.2799	3	227.57	1.11	2.6225	2.6462	8.7444	1.16	3.35	138.86	154.73	105.51	True	edge
29	Aragonite	2.187	1.6687	2	233.80	1.27	1.96	2.7592	25.697	0.38	1.01	43.60	121.78	26.49	True	edge
30	Aragonite	6.561	2.8903	5	234.22	4.93	3.7394	3.3477	39.177	0.56	1.21	37.69	89.33	7.99	True	edge
31	Aragonite	7.29	3.0466	4	242.94	4.28	3.5126	2.6586	48.466	0.78	1.61	17.57	27.36	20.56	True	edge
32	Aragonite	4.5198	2.3989	2	250.29	2.00	2.267	1.7861	16.129	0.55	1.07	135.70	83.38	66.01	True	edge
33	Aragonite	12.393	3.9723	5	257.25	8.28	4.2158	2.2527	67.102	0.94	2.04	50.98	75.53	178.40	True	edge
34	Aragonite	1.6038	1.429	3	262.82	2.27	1.805	3.1911	63.334	0.45	0.76	56.75	12.80	173.14	True	edge
35	Aragonite	7.29	3.0466	3	266.84	3.46	2.5529	1.4043	61.011	0.69	1.41	51.00	76.05	178.29	True	edge
36	Aragonite	1.458	1.3625	1	274.80	0.60	1.3275	1.8987	4.0651	0.91	1.13	44.01	96.01	10.83	True	edge
37	Aragonite	4.6656	2.4373	4	278.72	3.56	2.4596	2.0368	91.992	1.38	2.21	146.89	148.93	75.18	True	edge
38	Aragonite	2.916	1.9269	3	286.65	0.75	2.6194	3.6961	175.91	0.70	1.48	37.34	36.75	12.35	True	edge
39	Aragonite	2.7702	1.8781	3	292.58	1.89	1.5088	1.2908	102.82	0.57	1.23	99.91	124.80	53.31	True	edge
40	Aragonite	2.4786	1.7765	3	296.94	1.12	1.6395	1.7035	19.996	0.73	1.47	16.50	40.15	51.69	True	edge
41	Aragonite	2.0412	1.6121	2	302.14	1.64	1.3299	1.3611	82.427	0.73	1.54	28.61	38.80	48.56	True	edge
42	Aragonite	1.6038	1.429	0	310.09	1.36	1.2297	1.4811	28.515	0.68	0.75	31.84	48.34	51.53	True	edge
43	Aragonite	4.5198	2.3989	3	316.42	3.58	2.2421	1.747	93.676	0.97	1.58	104.85	157.12	33.65	True	edge
44	Aragonite	1.7496	1.4925	1	323.92	1.92	1.486	1.9827	98.978	0.80	1.52	118.46	131.01	52.35	True	edge
45	Aragonite	2.0412	1.6121	0	359.14	0.93	1.5003	1.7322	172.84	0.45	1.34	160.04	150.35	49.44	True	edge
46	Aragonite	1.8954	1.5535	1	392.77	0.85	1.5101	1.8898	11.31	0.34	0.68	42.43	89.46	109.00	True	edge
47	Aragonite	3.0618	1.9744	1	400.24	3.29	2.1261	2.3191	130.16	0.47	0.80	10.98	22.41	130.45	True	edge
48	Aragonite	4.9572	2.5123	2	405.24	4.38	3.1514	3.147	116.52	1.77	2.84	120.21	77.15	26.73	True	edge
49	Aragonite	3.9366	2.2388	2	409.19	2.33	1.9318	1.4891	48.568	0.90	2.25	170.16	118.03	38.79	True	edge
50	Aragonite	1.7496	1.4925	1	421.75	1.17	1.2822	1.476	156.62	0.84	1.55	132.74	65.59	36.48	True	edge
51	Aragonite	6.1236	2.7923	3	424.07	3.93	2.6465	1.7966	28.514	1.13	2.38	170.78	114.99	37.73	True	edge
52	Aragonite	3.645	2.1543	3	429.40	3.12	2.112	1.9222	100.15	0.53	1.05	115.84	67.70	14.65	True	edge
53	Aragonite	2.4786	1.7765	2	432.47	3.53	2.4612	3.839	103.16	0.49	1.42	31.88	130.74	77.54	True	edge
54	Aragonite	11.372	3.8052	4	444.41	4.03	2.8666	1.135	118.94	0.84	2.56	30.82	130.26	75.18	True	edge
55	Aragonite	32.659	6.4485	4	467.74	4.26	8.555	3.5201	172.99	1.03	2.63	175.87	110.61	29.45	True	edge
56	Aragonite	5.3946	2.6208	2	479.86	1.05	3.6947	3.9749	175.35	0.54	1.20	68.65	27.57	94.48	True	edge
57	Aragonite	23.182	5.4329	6	492.38	6.56	4.1847	1.1866	112.31	0.94	3.39	56.89	34.94	132.25	True	edge
58	Aragonite	5.9778	2.7588	3	499.78	4.46	3.1954	2.683	88.104	0.49	1.47	80.32	135.13	79.53	True	edge
59	Aragonite	2.4786	1.7765	2	503.24	2.47	1.5789	1.5798	41.304	0.57	2.21	23.91	101.57	47.43	True	edge
60	Aragonite	6.9984	2.9851	3	505.13	5.98	2.8936	1.8792	66.687	0.67	1.63	159.63	119.61	124.97	True	edge
61	Aragonite	20.266	5.0797	4	510.58	8.51	5.4168	2.2742	67.315	1.09	3.17	79.48	133.07	76.58	True	edge
62	Aragonite	3.2076	2.0209	1	523.14	1.64	1.5168	1.1267	40.657	0.66	1.73	158.34	118.08	132.22	True	edge
63	Aragonite	39.22	7.0666	3	538.72	11.28	7.401	2.1938	114.65	1.66	3.51	103.81	134.05	40.39	True	edge
64	Aragonite	1.7496	1.4925	2	321.13	4.54	1.7329	1.3481	112.1	0.43	0.85	76.00	85.49	13.50	True	no
65	Aragonite	1.7496	1.4925	2	518.17	3.71	1.9704	1.7429	79.359	0.82	1.40	157.34	117.18	126.48	True	no
66	Aragonite	2.6973	1.8532	6	99.46	7.65	2.8547	2.3729	83.53	1.04	2.07	53.32	59.05	9.10	True	no
67	Aragonite	0.8748	1.0554	2	144.83	3.25	1.4918	1.9981	148.15	0.57	1.11	44.75	134.10	41.16	True	no
68	Aragonite	4.9572	2.5123	3	177.66	5.63	4.1484	2.7265	161.26	0.76	2.48	20.05	157.58	25.47	True	no
69	Aragonite	2.187	1.6687	5	284.87	3.87	1.9141	1.3157	0.72741	0.76	1.20	75.15	148.20	136.53	True	no
70	Aragonite	1.7496	1.4925	4	298.92	4.75	1.5713	1.1083	66.801	0.64	2.16	29.98	31.72	39.79	True	no
71	Aragonite	0.9477	1.0985	2	394.23	3.15	1.5101	1.8898	11.31	0.43	0.79	104.13	72.89	97.66	True	no
72	Aragonite	2.1141	1.6407	3	414.10	5.03	1.8515	1.2736	114.59	0.45	1.28	131.96	68.33	10.27	True	no
73	Aragonite	7.29	3.0466	7	436.07	9.08	4.2876	1.9806	42.396	1.01	3.04	149.01	80.74	131.52	True	no
74	Aragonite	15.09	4.3833	8	171.51	8.13	9.3066	4.5079	171.25	0.88	3.25	165.10	136.75	165.35	True	no
75	Aragonite	0.8019	1.0105	3	192.82	4.82	1.0297	1.0385	45	0.70	1.06	50.21	71.56	141.40	True	no
76	Aragonite	5.4675	2.6385	7	204.45	11.01	5.7539	4.7559	43.551	0.85	1.84	38.98	79.48	9.71	True	no
77	Aragonite	1.7496	1.4925	4	237.00	6.83	2.8583	3.6674	44.551	1.10	2.11	47.84	142.52	14.90	True	no
78	Aragonite	1.458	1.3625	5	290.30	5.75	1.7773	1.7015	100.59	0.59	1.32	148.25	34.98	140.10	True	no
79	Aragonite	26.827	5.8444	6	453.56	17.76	8.0816	1.9121	68.425	1.77	3.92	86.55	55.77	144.17	True	no
80	Aragonite	0.8748	1.0554	3	9.25	4.92	1.7906	2.8786	19.681	0.51	0.89	55.69	137.47	29.60	True	no
81	Aragonite	13.851	4.1995	4	7.72	10.19	4.2367	2.0356	20.646	0.99	2.91	176.95	148.89	139.38	True	edge
82	Aragonite	8.2377	3.2386	8	25.53	11.54	5.7899	3.1961	34.211	1.30	3.14	23.62	76.33	35.54	True	no
83	Aragonite	4.5927	2.4182	6	119.24	6.81	3.6908	2.3295	165.84	0.70	1.49	172.09	83.48	172.79	True	no
84	Aragonite	2.1141	1.6407	4	128.07	5.62	2.025	1.5234	178.3	0.77	1.92	9.02	113.30	29.63	True	no
85	Aragonite	1.1664	1.2186	2	201.44	6.13	1.347	1.2218	58.097	0.47	0.53	17.24	113.81	140.94	True	no
86	Aragonite	8.1648	3.2242	9	223.21	10.71	4.3628	1.8309	14.734	0.93	1.62	149.26	60.81	79.15	True	no
87	Aragonite	2.6244	1.828	6	282.11	9.61	3.0151	2.7207	103.34	1.08	1.64	141.20	28.15	152.02	True	no
88	Aragonite	4.3011	2.3402	4	310.75	11.17	3.3959	2.1059	60.102	1.62	2.68	52.41	97.08	13.71	True	no
89	Aragonite	3.1347	1.9978	3	143.53	8.81	2.2632	1.2833	139.52	1.23	2.89	171.48	83.36	172.86	True	no
90	Aragonite	11.518	3.8295	6	246.54	11.65	4.5068	1.385	43.473	0.57	1.74	50.59	139.31	178.54	True	no
91	Aragonite	1.7496	1.4925	4	274.08	9.67	2.1395	2.0548	113.29	0.58	2.17	150.01	148.96	97.12	True	no
92	Aragonite	0.8748	1.0554	2	295.17	7.00	1.1578	1.2034	90	0.34	1.23	61.38	88.97	21.17	True	no
93	Aragonite	1.6038	1.429	2	307.27	7.64	1.9967	1.9524	75.199	0.81	1.24	36.75	104.21	171.84	True	no
94	Aragonite	0.729	0.96343	1	394.50	5.80	1.1274	1.3693	180	0.06	0.30	42.82	88.70	107.61	True	no
95	Aragonite	2.5515	1.8024	4	418.77	8.91	2.1213	1.3851	111.94	0.63	1.46	94.44	104.64	150.21	True	no
96	Aragonite	1.0935	1.18	1	529.60	7.33	1.4778	1.5685	51.567	0.71	1.08	108.75	133.31	38.50	True	no
97	Aragonite	2.916	1.9269	3	2.45	7.05	2.0726	2.314	14.023	0.41	1.15	32.77	87.66	20.76	True	edge
98	Aragonite	4.4469	2.3795	4	92.33	12.70	3.0885	1.6848	47.616	0.86	2.28	113.45	171.43	54.99	True	no
99	Aragonite	0.8019	1.0105	2	111.27	7.73	1.3089	1.6779	99.992	0.37	0.69	51.86	59.18	6.21	True	no
100	Aragonite	1.6767	1.4611	6	191.35	9.13	1.6982	1.3508	81.776	0.64	1.38	19.48	157.28	25.04	True	no
101	Aragonite	1.458	1.3625	4	262.50	8.70	1.7143	1.5832	78.097	0.28	1.01	51.15	138.01	79.31	True	no
102	Aragonite	1.6767	1.4611	4	270.22	8.87	1.646	1.2691	89.037	0.54	1.56	58.80	146.64	23.98	True	no
103	Aragonite	1.1664	1.2186	5	286.94	7.63	1.375	1.273	165.13	0.51	0.83	113.11	92.38	158.63	True	no
104	Aragonite	0.8748	1.0554	2	309.42	8.75	1.6469	2.4351	85.735	0.80	1.26	47.71	41.97	167.90	True	no
105	Aragonite	1.3851	1.328	1	375.47	8.53	1.5338	1.334	122.08	0.76	1.46	128.93	111.16	30.73	True	no
106	Aragonite	1.3122	1.2926	5	37.39	9.06	1.7503	1.8337	25.728	0.69	1.65	23.49	76.91	34.05	True	no
107	Aragonite	2.916	1.9269	4	137.38	10.52	2.2702	1.3881	154.71	0.84	2.44	55.79	143.12	48.82	True	no
108	Aragonite	1.1664	1.2186	3	428.88	8.56	1.323	1.1785	63.032	0.60	1.29	95.95	119.48	120.54	True	no
109	Aragonite	1.0206	1.1399	2	61.93	9.93	1.5246	1.7888	56.897	0.68	1.09	116.49	161.60	61.89	True	no
110	Aragonite	4.0824	2.2799	7	128.32	10.86	3.563	2.4424	11.227	0.90	2.12	13.04	89.81	28.42	True	no
111	Aragonite	0.9477	1.0985	2	195.23	9.38	1.1524	1.1005	30.964	0.35	1.02	2.28	106.94	7.51	True	no
112	Aragonite	1.3122	1.2926	3	212.11	10.56	1.3239	1.049	29.518	0.62	1.24	7.11	122.39	141.96	True	no
113	Aragonite	1.7496	1.4925	3	299.46	10.96	1.9162	1.6483	92.753	0.69	1.40	97.66	136.61	38.20	True	no
114	Aragonite	0.729	0.96343	1	317.80	9.50	1.1274	1.3693	90	0.40	1.22	76.80	98.63	11.89	True	no
115	Aragonite	1.3122	1.2926	1	379.67	9.67	1.3434	1.0801	135	0.97	1.93	110.80	51.11	20.37	True	no
116	Aragonite	0.9477	1.0985	2	413.08	9.23	1.254	1.3031	137.33	0.46	1.21	126.92	73.30	22.78	True	no
117	Aragonite	2.4057	1.7502	5	32.15	13.06	2.4652	1.984	46.974	1.08	2.22	139.62	143.34	104.48	True	no
118	Aragonite	0.729	0.96343	2	83.30	10.70	1.0857	1.27	135	0.45	1.21	71.05	121.07	10.33	True	no
119	Aragonite	2.8431	1.9026	6	98.97	16.51	5.5152	8.4026	62.765	1.99	3.18	109.05	172.67	51.51	True	no
120	Aragonite	0.8019	1.0105	4	231.36	11.00	1.2919	1.6347	48.456	0.76	0.80	19.72	26.97	19.18	True	no
121	Aragonite	1.3851	1.328	6	279.37	13.05	2.3111	3.0286	93.202	1.25	1.76	114.38	88.30	166.69	True	no
122	Aragonite	1.6767	1.4611	6	287.09	12.00	1.84	1.5858	121.02	0.51	0.96	68.15	132.36	27.21	True	no
123	Aragonite	0.729	0.96343	4	290.40	10.60	1.048	1.1832	45	0.20	0.47	49.11	103.45	20.51	True	no
124	Aragonite	1.5309	1.3961	1	367.29	11.81	1.9619	1.9747	107.84	0.73	1.83	84.79	32.34	34.21	True	no
125	Aragonite	11.227	3.7808	6	441.58	22.32	6.5866	3.0351	65.945	2.07	3.72	35.71	61.06	21.76	True	no
126	Aragonite	0.8019	1.0105	3	38.64	11.55	1.4192	1.9727	41.203	0.37	0.41	141.79	151.80	100.26	True	no
127	Aragonite	1.7496	1.4925	4	196.50	12.33	2.2362	2.2448	14.049	0.73	1.38	171.21	136.18	168.50	True	no
128	Aragonite	5.5404	2.656	9	236.74	17.20	4.3513	2.684	125.81	1.12	2.05	140.98	129.08	38.23	True	no
129	Aragonite	1.0935	1.18	5	293.67	11.73	1.7175	2.1186	29.518	0.73	1.52	81.34	151.67	43.49	True	no
130	Aragonite	1.7496	1.4925	4	426.21	12.83	1.7871	1.4337	75.462	0.41	0.70	78.54	73.10	117.27	True	no
131	Aragonite	5.6133	2.6734	5	103.95	17.77	2.818	1.1111	89.076	1.40	2.97	53.46	59.78	8.02	True	no
132	Aragonite	3.0618	1.9744	4	115.57	14.71	2.2732	1.3256	67.087	0.94	2.28	12.12	90.03	29.24	True	no
133	Aragonite	3.4263	2.0887	7	119.91	17.36	2.9186	1.9526	68.064	0.72	1.42	146.57	140.50	126.94	True	no
134	Aragonite	1.458	1.3625	1	157.55	12.85	1.7113	1.5776	164.95	0.81	1.13	171.45	82.90	173.10	True	no
135	Aragonite	2.7702	1.8781	2	170.16	13.29	2.6886	2.0494	166.46	0.65	1.35	9.96	159.44	19.45	True	no
136	Aragonite	1.5309	1.3961	4	265.33	12.48	1.6831	1.4533	5.9881	0.59	1.12	150.11	135.48	129.59	True	no
137	Aragonite	0.9477	1.0985	1	371.38	12.15	1.2605	1.3169	22.903	0.20	0.85	80.95	31.92	33.78	True	no
138	Aragonite	63.496	8.9914	13	475.27	30.03	11.172	1.5438	22.965	2.07	6.93	56.85	32.64	135.52	True	no
139	Aragonite	6.1236	2.7923	6	514.81	19.76	4.7307	2.8704	53.02	0.95	1.80	78.95	136.95	74.79	True	no
140	Aragonite	3.3534	2.0663	6	93.87	18.30	4.2662	4.2627	46.982	0.74	2.06	63.67	125.33	10.17	True	no
141	Aragonite	2.9889	1.9508	5	186.78	16.22	2.8666	2.1593	57.091	0.64	1.25	109.50	138.83	71.61	True	no
142	Aragonite	1.1664	1.2186	5	270.25	13.69	1.2756	1.0956	11.417	0.75	1.19	148.78	133.63	129.56	True	no
143	Aragonite	2.4057	1.7502	5	421.27	14.97	2.6575	2.3057	146.98	0.51	0.94	25.36	29.95	18.36	True	no
144	Aragonite	1.6038	1.429	0	526.82	15.18	1.9368	1.837	83.218	0.69	1.35	105.33	129.09	38.59	True	no
145	Aragonite	0.9477	1.0985	3	124.38	14.38	1.1901	1.1737	135	0.45	0.96	176.29	71.72	166.95	True	no
146	Aragonite	1.1664	1.2186	4	142.38	15.44	1.3626	1.2502	113.74	0.60	1.13	42.07	167.23	49.38	True	no
147	Aragonite	2.3328	1.7234	4	191.13	16.81	2.4726	2.0584	67.627	0.57	1.79	13.84	58.75	47.46	True	no
148	Aragonite	1.7496	1.4925	3	206.33	15.33	1.7563	1.3847	35.621	1.13	3.00	179.26	73.34	171.85	True	no
149	Aragonite	4.2282	2.3202	6	214.57	17.33	3.1353	1.826	124.07	0.94	1.51	107.60	102.36	127.26	True	no
150	Aragonite	1.0935	1.18	4	277.07	15.67	1.653	1.9625	95.414	0.48	0.82	142.25	27.48	146.77	True	no
151	Aragonite	1.7496	1.4925	5	284.17	16.29	1.5967	1.1445	7.4112	0.52	0.91	100.59	111.71	99.09	True	no
152	Aragonite	5.103	2.549	4	436.21	18.84	3.2482	1.6239	88.016	0.63	1.67	30.43	132.20	78.85	True	no
153	Aragonite	3.2805	2.0437	2	463.69	18.67	3.4423	2.837	58.014	0.87	1.73	57.76	112.50	144.11	True	no
154	Aragonite	0.8019	1.0105	2	499.09	14.55	1.3138	1.6906	13.283	0.00	0.00	78.89	132.00	72.10	True	no
155	Aragonite	0.729	0.96343	2	516.20	14.00	1.0835	1.2649	90	0.36	0.86	160.66	118.21	132.39	True	no
156	Aragonite	17.496	4.7198	7	6.43	18.18	4.3006	1.6605	12.314	1.46	3.31	0.94	26.22	39.07	True	edge
157	Aragonite	2.6973	1.8532	5	30.43	18.89	4.4173	5.6815	46.027	1.25	2.92	40.14	49.75	11.60	True	no
158	Aragonite	1.6038	1.429	2	132.36	15.68	2.0698	2.0979	153.61	0.57	1.17	22.15	157.74	31.95	True	no
159	Aragonite	1.2393	1.2562	3	146.53	15.53	1.3877	1.2204	45	0.91	1.37	161.21	134.23	162.73	True	no
160	Aragonite	1.5309	1.3961	4	180.62	15.95	1.7331	1.541	165.25	0.60	1.23	14.60	58.17	47.81	True	no
161	Aragonite	0.729	0.96343	2	257.80	15.70	1.2019	1.5562	39.116	0.71	1.38	65.38	12.60	165.08	True	no
162	Aragonite	1.3122	1.2926	4	264.11	15.78	1.6837	1.6967	173.67	0.47	1.12	12.68	95.20	32.68	True	no
163	Aragonite	1.2393	1.2562	2	292.29	16.53	1.6767	1.7816	119.9	0.71	1.49	102.12	113.51	98.14	True	no
164	Aragonite	1.3122	1.2926	3	295.94	16.17	1.4044	1.1805	71.565	0.74	1.18	101.94	116.67	96.98	True	no
165	Aragonite	4.0095	2.2594	2	310.44	18.95	3.4653	2.3522	50.361	0.65	1.21	16.69	159.16	156.88	True	no
166	Aragonite	3.2076	2.0209	4	491.36	16.64	2.272	1.2639	43.142	1.23	2.19	159.49	118.00	130.87	True	no
167	Aragonite	112.27	11.956	7	558.55	40.07	13.872	2.6924	98.312	1.63	4.47	145.25	147.17	21.09	True	edge
168	Aragonite	6.4152	2.858	5	74.10	23.24	4.8865	2.9233	52.81	0.72	2.62	69.01	119.96	9.70	True	no
169	Aragonite	6.9984	2.9851	10	136.33	19.67	6.007	4.0496	169.37	1.70	4.42	161.39	134.40	165.99	True	no
170	Aragonite	1.5309	1.3961	4	220.33	18.67	2.1496	2.3707	100.43	0.69	2.06	150.41	72.75	126.82	True	no
171	Aragonite	1.0935	1.18	3	223.87	16.07	1.4123	1.4327	8.1301	0.32	0.71	40.62	60.22	90.57	True	no
172	Aragonite	1.7496	1.4925	5	253.00	18.25	1.8557	1.5458	96.62	0.72	1.33	152.26	162.67	122.51	True	no
173	Aragonite	2.5515	1.8024	2	414.80	18.74	2.1502	1.4231	87.809	0.75	1.71	121.20	75.22	22.25	True	no
174	Aragonite	15.455	4.436	14	432.05	28.69	6.7005	2.2816	119.34	1.01	2.83	70.68	135.72	99.97	True	no
175	Aragonite	0.9477	1.0985	2	439.92	18.00	1.5434	1.9742	94.531	0.45	0.85	56.33	24.63	69.61	True	no
176	Aragonite	2.8431	1.9026	3	547.28	21.72	3.3645	3.127	88.971	1.05	1.94	67.39	79.62	27.39	True	no
177	Aragonite	24.494	5.5846	11	31.99	31.21	8.5252	2.3304	41.793	1.85	5.40	41.96	49.43	6.87	True	no
178	Aragonite	1.0206	1.1399	4	149.21	17.64	1.2931	1.2867	24.358	0.96	1.27	176.00	71.90	170.96	True	no
179	Aragonite	6.1236	2.7923	6	164.39	18.89	4.3819	2.4626	5.9917	0.68	1.55	164.69	135.42	167.65	True	no
180	Aragonite	15.892	4.4983	16	193.28	23.00	8.29	3.3964	9.2755	0.91	2.91	165.49	135.60	168.36	True	no
181	Aragonite	1.5309	1.3961	5	270.95	17.71	1.7846	1.634	136.84	0.72	1.38	11.78	163.24	106.28	True	no
182	Aragonite	2.0412	1.6121	4	285.04	19.46	1.9022	1.3922	40.751	0.64	1.23	32.84	106.89	73.03	True	no
183	Aragonite	2.0412	1.6121	5	14.04	20.36	2.467	2.3418	35.574	1.38	2.46	58.54	167.59	20.68	True	no
184	Aragonite	8.748	3.3374	7	20.73	25.04	5.9606	3.1897	55.092	1.41	3.27	53.05	111.93	8.30	True	no
185	Aragonite	1.6767	1.4611	2	33.39	19.74	1.955	1.7902	53.126	1.04	2.33	72.97	164.35	27.10	True	no
186	Aragonite	1.6038	1.429	5	110.41	19.82	2.3982	2.8164	50.611	0.64	1.31	50.09	59.21	8.78	True	no
187	Aragonite	0.8019	1.0105	2	195.55	19.00	1.0639	1.1085	35.008	0.64	1.35	13.90	60.02	47.05	True	no
188	Aragonite	4.0824	2.2799	8	224.36	23.05	3.6275	2.5316	81.042	1.24	2.67	41.60	131.67	92.29	True	no
189	Aragonite	0.8019	1.0105	4	232.45	18.64	1.4192	1.9727	131.2	0.64	1.23	116.70	88.12	152.87	True	no
190	Aragonite	2.1141	1.6407	4	257.24	20.21	1.6861	1.0561	94.213	0.63	1.42	121.43	140.81	70.80	True	no
191	Aragonite	1.7496	1.4925	5	263.79	19.38	2.028	1.8463	27.377	0.77	1.49	42.85	139.10	170.16	True	no
192	Aragonite	1.1664	1.2186	3	297.63	19.38	1.3581	1.242	39.056	0.83	1.52	52.42	151.25	38.54	True	no
193	Aragonite	0.729	0.96343	1	359.40	18.50	1.1477	1.419	54.645	0.24	1.19	127.78	142.07	174.98	True	no
194	Aragonite	4.5198	2.3989	2	493.56	22.77	3.6583	2.3255	63.04	0.92	2.13	78.80	133.84	75.82	True	no
195	Aragonite	2.6244	1.828	2	520.11	20.81	2.4641	1.8171	48.081	0.84	2.10	66.20	39.11	130.31	True	no
196	Aragonite	15.528	4.4464	11	120.86	29.78	7.8781	3.1392	48.104	1.60	3.87	39.27	102.72	23.75	True	no
197	Aragonite	11.445	3.8174	6	151.39	26.75	5.7605	2.2771	44.58	0.76	1.97	61.23	114.52	18.97	True	no
198	Aragonite	2.5515	1.8024	5	175.31	20.23	3.0198	2.807	178.86	0.67	1.74	15.59	158.82	22.64	True	no
199	Aragonite	1.458	1.3625	3	211.55	20.80	2.3202	2.9	147.64	0.48	0.71	91.00	24.70	39.46	True	no
200	Aragonite	2.6973	1.8532	5	246.19	21.97	2.441	1.7351	46.203	0.55	1.76	24.19	74.01	15.67	True	no
201	Aragonite	0.9477	1.0985	4	275.46	20.15	1.5615	2.0208	90.155	0.49	0.78	169.95	73.84	113.12	True	no
202	Aragonite	2.1141	1.6407	7	279.90	21.48	2.0385	1.5438	76.785	0.60	1.55	78.59	155.24	60.83	True	no
203	Aragonite	1.3122	1.2926	2	302.06	20.06	1.7248	1.7805	124.06	0.40	1.12	81.62	143.13	37.16	True	no
204	Aragonite	0.9477	1.0985	3	361.77	19.92	1.2789	1.3556	88.467	0.51	1.50	133.40	24.58	178.49	True	no
205	Aragonite	1.3851	1.328	1	365.84	19.26	1.5239	1.3168	0.64007	0.84	1.14	122.38	90.52	177.49	True	no
206	Aragonite	1.5309	1.3961	1	410.14	20.43	1.4159	1.0286	157.5	0.63	0.70	79.79	75.21	43.88	True	no
207	Aragonite	1.2393	1.2562	4	419.82	20.18	1.6066	1.6358	59.907	0.24	0.38	91.36	34.73	165.34	True	no
208	Aragonite	2.6973	1.8532	3	505.11	21.27	2.145	1.3397	11.615	0.90	1.77	156.82	118.03	125.91	True	no
209	Aragonite	1.0935	1.18	3	17.80	22.33	2.1739	3.3942	71.084	1.14	1.94	42.42	48.85	10.82	True	no
210	Aragonite	0.729	0.96343	2	64.30	20.30	1.1083	1.3235	68.234	0.42	0.55	90.45	159.40	40.09	True	no
211	Aragonite	9.9144	3.5529	8	61.88	29.60	7.3279	4.2539	53.728	1.82	3.82	102.71	170.85	52.46	True	no
