Nr.	Phase	Area [µm²]	d [µm]	l	Xcg	Ycg	Major [µm]	Aspect ratio	Slope	GOS [°]	MOS [°]	Mean E1 [°]	Mean E2 [°]	Mean E3 [°]	In current dataset	Border grain
806	Aragonite	0.9	1.0705	2	137.70	125.10	1.1226	1.0998	59.872	0.65	0.97	19.03	61.64	132.20	True	no
807	Aragonite	2.25	1.6926	4	149.52	127.32	2.3312	1.897	115.96	0.66	0.96	149.62	88.36	96.65	True	no
808	Aragonite	8.46	3.282	7	181.67	129.66	4.2156	1.6498	147.04	0.76	1.68	160.23	17.51	148.81	True	no
809	Aragonite	7.74	3.1392	5	222.47	131.64	4.4915	2.0471	119.56	0.88	1.76	71.92	133.75	85.53	True	no
810	Aragonite	4.68	2.4411	3	276.75	126.63	3.5008	2.0567	5.3224	0.87	1.67	175.60	10.39	174.71	True	no
811	Aragonite	6.57	2.8923	3	288.92	129.27	3.5904	1.541	61.521	0.95	2.03	163.47	122.41	83.61	True	no
812	Aragonite	1.62	1.4362	4	4.00	126.67	1.6153	1.2649	90	0.54	0.83	140.23	133.83	111.54	True	no
813	Aragonite	1.44	1.3541	5	21.81	126.81	1.5661	1.3377	107.25	0.64	1.33	24.63	113.41	47.21	True	no
814	Aragonite	2.25	1.6926	5	153.92	127.16	1.8241	1.1614	59.687	0.81	1.38	86.36	92.20	91.35	True	no
815	Aragonite	2.25	1.6926	4	170.96	128.16	2.618	2.3925	115.37	1.22	1.76	39.52	119.08	25.00	True	no
816	Aragonite	0.99	1.1227	3	173.45	126.64	1.5769	1.9727	131.2	0.75	1.21	50.69	120.08	30.38	True	no
