Nr.,Phase,Area,d,l,Xcg,Ycg,Major,Aspect_ratio,Slope,GOS,MOS,Mean_E1,Mean_E2,Mean_E3,In_current_dataset,Border_grain,Log_Area,Log_Major,Minor,Log_Minor
512,Aragonite,0.961,1.1062,1,114.9,154.1,1.424,1.6572,97.688,0.58,1.16,60.33,27.47,46.01,True,no,-0.0397808700118446,0.353469812989784,0.674859550561798,-0.393250683001629
513,Aragonite,1.3454,1.3088,4,127.5,154.36,2.2659,2.9972,124.8,0.54,0.75,23.18,141.14,76.65,True,no,0.296691366609368,0.817972031005375,0.593759654000618,-0.521280664396006
514,Aragonite,1.4415,1.3548,3,195.8,153.73,1.514,1.2489,178.79,1.15,1.75,126.61,30.92,89.65,True,no,0.36568423809632,0.414755155015257,0.952113606340819,-0.0490709169189373
515,Aragonite,2.6908,1.851,4,214.57,155.68,2.2562,1.4858,68.85,0.36,0.94,64.96,128.65,27.87,True,no,0.989838547169314,0.813681982188683,1.19262476730786,0.176156564980631
516,Aragonite,1.2493,1.2612,2,230.08,154.77,1.915,2.3055,72.246,0.56,1.08,151.7,116.08,140.4,True,no,0.222583394455647,0.649717622632609,0.652375979112272,-0.427134228176963
517,Aragonite,1.4415,1.3548,3,233.27,154.33,1.7191,1.6102,111.4,0.76,0.95,10.01,115.38,39.25,True,no,0.36568423809632,0.541800898065311,0.838520155895527,-0.176116659968991
518,Aragonite,1.1532,1.2117,1,8.75,154.58,1.387,1.3103,122.07,0.5,0.95,63.35,11.85,115.13,True,no,0.14254068678211,0.327143141332695,0.831434751261716,-0.184602454550584
519,Aragonite,2.883,1.9159,4,59.87,156.1,2.8075,2.1472,138.49,0.63,1.67,14.39,123.99,170.31,True,no,1.05883141865627,1.03229440763046,1.02689225289403,0.026537011025804
520,Aragonite,6.0543,2.7764,6,81.29,158.38,3.9234,1.9969,32.563,1.24,3.38,35.22,105.19,112.45,True,no,1.80076876338564,1.36695862481315,1.54312586022328,0.433810138572494
521,Aragonite,6.4387,2.8632,4,122.75,157.99,4.2199,2.1721,134.66,1.26,2.75,3.51,44.46,137.58,True,no,1.86232665638508,1.43981143108469,1.52579445010545,0.422515225300391
522,Aragonite,1.0571,1.1601,2,145.36,154.27,1.8287,2.4847,174.69,0.6,1.22,113.73,26.19,85.56,True,no,0.0555293097924802,0.60360533189845,0.578060917591732,-0.54807602210597
523,Aragonite,5.6699,2.6868,6,185.93,157.14,3.7025,1.899,28.821,1.19,3.24,18.41,116.68,144.72,True,no,1.73517148089983,1.30900826715982,1.53137069547603,0.426163213740012
524,Aragonite,1.6337,1.4423,3,202.41,155.41,1.6377,1.2894,90.562,0.57,0.91,55.94,127.27,21.76,True,no,0.490847381050326,0.493292818473685,0.997557550222874,-0.00244543742335875
525,Aragonite,6.6309,2.9056,6,206.84,160,4.9789,2.9362,90.664,1.55,3.31,61.11,129.02,25.96,True,no,1.89174054159137,1.60520898310406,1.33180019683063,0.286531558487305
526,Aragonite,2.1142,1.6407,4,220.14,156.14,2.6193,2.5486,110.03,0.9,1.83,138.79,130.75,134.92,True,no,0.748676490352426,0.962907106502735,0.80716221891345,-0.214230616150309
527,Aragonite,1.2493,1.2612,1,263.31,154.92,1.5436,1.498,45.387,0.44,1.31,57.05,141.38,71.41,True,no,0.222583394455647,0.434117350681327,0.809341798393366,-0.21153395622568
528,Aragonite,2.6908,1.851,2,18.21,155.75,3.0757,2.7612,7.4577,0.8,1.74,177.62,55.6,7.47,True,no,0.989838547169314,1.12353251762833,0.874857755957993,-0.133693970459019
529,Aragonite,1.1532,1.2117,3,28.17,155.5,1.8545,2.3422,137.72,0.54,1.47,91.25,102.83,35.29,True,no,0.14254068678211,0.617615117947508,0.621838770558102,-0.475074431165398
530,Aragonite,1.2493,1.2612,3,47.23,155.77,1.3578,1.159,16.589,0.58,1.29,134.56,147.84,148.24,True,no,0.222583394455647,0.30586574288541,0.920091324200913,-0.0832823484297631
531,Aragonite,2.3064,1.7137,3,64.75,156.46,2.1091,1.5148,148.15,0.32,1.06,95.2,8.48,104.64,True,no,0.835687867342055,0.746261316209432,1.09354701057323,0.0894265511326234
532,Aragonite,3.1713,2.0094,5,72.21,157.88,3.0871,2.3602,98.669,0.95,1.92,117.08,99.35,140.05,True,no,1.15414159846059,1.1272321389053,1.02727478863658,0.0269094595552942
533,Aragonite,1.1532,1.2117,3,100.17,155.67,1.4102,1.3545,102.73,0.6,1.17,147.38,89.33,114.83,True,no,0.14254068678211,0.343731538302803,0.817756346617501,-0.201190851520693
534,Aragonite,1.5376,1.3992,3,112.75,156.19,1.7074,1.4891,122.18,0.36,0.67,17.43,111.78,73.2,True,no,0.430222759233891,0.534971745594069,0.900550544687829,-0.104748986360178
535,Aragonite,0.961,1.1062,3,172,155.2,1.2441,1.2649,90,0.3,1.49,116.95,28.4,88.79,True,no,-0.0397808700118446,0.218412376938308,0.772445944859738,-0.258193246950153
536,Aragonite,0.961,1.1062,0,176.9,155.8,1.2723,1.3229,116.57,0.03,0.13,50.42,59.89,147.05,True,no,-0.0397808700118446,0.240826286166518,0.755325001964945,-0.280607156178362
537,Aragonite,0.961,1.1062,1,225.2,155,1.2441,1.2649,90,0.05,0.27,172.45,129.98,73.98,True,no,-0.0397808700118446,0.218412376938308,0.772445944859738,-0.258193246950153
538,Aragonite,1.1532,1.2117,3,240.58,156.33,1.4025,1.3396,111.42,0.31,0.47,122.68,59.13,47.42,True,no,0.14254068678211,0.338256358414714,0.822245989304813,-0.195715671632604
539,Aragonite,13.07,4.0793,10,55.87,163.79,5.4856,1.8083,128.75,1,2.43,99.42,9.44,99.99,True,no,2.57031952763613,1.70212647698802,2.38260172086918,0.868193050648113
540,Aragonite,2.4986,1.7836,3,94.81,157.77,2.5369,2.0231,47.654,0.62,1.01,91.34,81.87,81.37,True,no,0.915730575015592,0.930942863206469,0.984902834167685,-0.0152122881908776
541,Aragonite,4.1323,2.2938,3,103.72,162.42,4.0524,3.1213,97.261,0.76,1.92,19.35,108.97,76.41,True,no,1.41883415268767,1.39930929819739,1.01971671108479,0.019524854490287
542,Aragonite,5.0933,2.5466,5,142.13,157.53,4.4888,3.107,13.156,0.87,2.7,9.72,112.39,153.15,True,no,1.62792595054623,1.50158540545463,1.13466850828729,0.126340545091606
543,Aragonite,1.0571,1.1601,3,193.45,156.36,1.6294,1.9727,48.797,0.44,0.49,32.89,53.89,64.45,True,no,0.0555293097924802,0.488211848894404,0.648766417086044,-0.432682539101924
544,Aragonite,1.3454,1.3088,4,25.64,158,1.8494,1.9967,35.892,0.63,1.52,72.24,13.02,106.97,True,no,0.296691366609368,0.614861262161401,0.727479182437547,-0.318169895552033
545,Aragonite,1.3454,1.3088,3,35.43,158.64,1.8597,2.019,104.49,0.95,2.82,5.77,66.65,168.61,True,no,0.296691366609368,0.620415184393846,0.72345001882024,-0.323723817784478
546,Aragonite,2.883,1.9159,5,224.03,159.97,2.6096,1.8553,98.148,0.87,1.32,45.43,138.95,57.84,True,no,1.05883141865627,0.959196952884612,1.10476701410178,0.0996344657716527
547,Aragonite,1.5376,1.3992,2,247.5,158.06,1.9265,1.8957,44.018,0.55,1.22,52.19,36.25,126.16,True,no,0.430222759233891,0.655704885084075,0.798131326239294,-0.225482125850184
548,Aragonite,4.4206,2.3724,5,15.28,160.85,2.8148,1.4077,22.572,0.95,2.05,6.5,67,173.27,True,no,1.4862754334832,1.03489121111026,1.5704845814978,0.451384222372948
549,Aragonite,1.7298,1.4841,4,150.67,159.72,2.0286,1.8685,61.883,0.61,0.78,15.12,112.65,151.26,True,no,0.548005794890274,0.707345899959758,0.852706299911269,-0.159340105069484
550,Aragonite,1.4415,1.3548,3,169.6,159.8,2.0832,2.3646,66.605,0.33,1.27,119.17,23.58,96.62,True,no,0.36568423809632,0.733905173032113,0.691964285714286,-0.368220934935793
551,Aragonite,2.4025,1.749,3,210.72,159.8,2.2161,1.6055,89.532,0.57,1.36,174.97,155.19,127.99,True,no,0.87650986186231,0.795748894220665,1.08411172781012,0.0807609676416458
552,Aragonite,13.838,4.1976,4,5.21,162.06,3.6663,1.5258,154,0.8,1.99,2.55,55.44,169.27,True,edge,2.62741843107662,1.29918297912993,3.77437743774377,1.32823545194669
553,Aragonite,1.3454,1.3088,3,32.14,159.5,1.5342,1.3741,90,0.86,2.36,173.61,60.76,15.23,True,no,0.296691366609368,0.428009072543059,0.876939121366184,-0.131317705933691
554,Aragonite,4.5167,2.3981,5,48.57,164.81,4.5179,3.5493,117.5,1.23,3.03,162.48,125.49,69.94,True,no,1.50778163870417,1.50804728411339,0.999734389871401,-0.000265645409217097
555,Aragonite,3.844,2.2123,5,64.9,161.5,2.9905,1.8272,23.017,0.81,2.51,172.55,110.07,170.78,True,no,1.34651349110805,1.09544059750247,1.28540377863234,0.251072893605571
556,Aragonite,0.961,1.1062,2,108,159.2,1.2441,1.2649,90,0.3,0.84,148.65,89.88,115.84,True,no,-0.0397808700118446,0.218412376938308,0.772445944859738,-0.258193246950153
557,Aragonite,4.9972,2.5224,7,133.63,162.58,3.3402,1.7535,143.48,0.89,2.08,175.58,122.94,40.99,True,no,1.60887775557554,1.20603068543538,1.49607807915694,0.402847070140157
558,Aragonite,1.5376,1.3992,1,166.38,159.5,1.4032,1.0057,90,0.19,0.73,15.12,113.75,149.74,True,no,0.430222759233891,0.338755342635782,1.0957810718358,0.0914674165981094
559,Aragonite,11.628,3.8478,7,175.18,164.08,4.3268,1.2645,179.8,1.84,4.71,53.31,61.24,147.81,True,no,2.45341598269663,1.464828238774,2.68743644263659,0.988587743922632
560,Aragonite,7.688,3.1287,5,199.49,163.89,4.5345,2.1005,39.509,2.42,4.32,169.55,153.8,123.7,True,no,2.03966067166799,1.51171482390549,1.69544602492006,0.527945847762506
561,Aragonite,2.4986,1.7836,4,216.5,160.69,1.9813,1.2339,69.978,0.96,1.62,100.07,44.83,64.53,True,no,0.915730575015592,0.683753194918076,1.26109120274567,0.231977380097516
562,Aragonite,2.0181,1.603,3,228.9,160.52,1.9594,1.4941,118.68,0.61,2.44,48.11,125.05,137.5,True,no,0.702156474717533,0.672638303928405,1.02995815045422,0.0295181707891278
563,Aragonite,4.7089,2.4486,3,239.69,162.47,3.3454,1.8667,85.893,1.33,2.48,116.28,92.26,113.03,True,no,1.54945433510474,1.20758626789577,1.40757458002033,0.341868067208965
564,Aragonite,0.961,1.1062,3,251.1,159.7,1.5548,1.9756,77.13,0.49,1.06,54,37.49,126.14,True,no,-0.0397808700118446,0.441346919995931,0.618085927450476,-0.481127790007776
565,Aragonite,1.0571,1.1601,2,42.09,160.36,1.4119,1.4811,28.515,0.59,0.99,74.59,11.97,106.68,True,no,0.0555293097924802,0.344936315033342,0.748707415539344,-0.289407005240862
566,Aragonite,4.6128,2.4235,6,143.4,162.27,3.4465,2.0225,21.759,0.6,1.42,114.87,24.91,89.46,True,no,1.528835047902,1.23735922334357,1.33840127665748,0.291475824558431
567,Aragonite,0.961,1.1062,3,153.3,160.5,1.4565,1.7339,52.466,0.29,1.23,119.1,25.74,88.69,True,no,-0.0397808700118446,0.376036297417352,0.659800892550635,-0.415817167429197
568,Aragonite,1.7298,1.4841,3,156.72,161.72,2.5627,2.982,36.528,0.49,0.8,117,30,87.31,True,no,0.548005794890274,0.941061390199367,0.674991220197448,-0.393055595309092
569,Aragonite,1.3454,1.3088,3,189.07,160.36,2.1235,2.6324,26.451,0.53,1.36,21.3,120.95,144.97,True,no,0.296691366609368,0.753065670771189,0.633576642335766,-0.456374304161821
570,Aragonite,7.0153,2.9887,4,187.66,164.67,7.1138,5.6656,29.72,3.27,5.45,172.25,158.37,133.78,True,no,1.9480934781425,1.96203655955221,0.986153673142343,-0.0139430814097099
571,Aragonite,1.3454,1.3088,5,21.93,162.57,1.9156,2.1421,75.128,1.09,2.66,31.78,114.87,126.02,True,no,0.296691366609368,0.650030889486317,0.702338692837753,-0.353339522876949
572,Aragonite,5.5738,2.664,6,30.66,163.43,3.8412,2.0791,157.57,0.97,2.03,69.88,13.12,111.16,True,no,1.71807704754053,1.34578481778168,1.45105696136624,0.372292229758848
573,Aragonite,2.0181,1.603,2,99.38,162.33,1.9381,1.4618,61.98,0.78,1.36,88.36,113.74,101.22,True,no,0.702156474717533,0.661708111724565,1.04127753985862,0.0404483629929679
574,Aragonite,1.1532,1.2117,3,109.25,162.83,2.0289,2.8036,73.679,0.87,1.48,148.87,91.64,117.2,True,no,0.14254068678211,0.707493774266867,0.568386810587018,-0.564953087484757
575,Aragonite,3.0752,1.9788,2,112.78,162.94,2.4028,1.4745,56.074,1.01,1.55,20.82,17.65,16.45,True,no,1.12336993979384,0.876634723993869,1.27984018644914,0.246735215799967
576,Aragonite,1.4415,1.3548,2,128.93,163.67,1.8941,1.9546,93.129,0.64,1.06,145.8,81.59,30.68,True,no,0.36568423809632,0.638743791680559,0.761047463175123,-0.273059553584239
577,Aragonite,2.6908,1.851,3,160.29,163.29,2.5155,1.847,51.808,0.76,1.15,115.12,21.73,97.06,True,no,0.989838547169314,0.922471590949236,1.06968793480421,0.0673669562200775
578,Aragonite,1.8259,1.5247,4,220.42,162.74,1.904,1.5593,117.94,0.39,0.72,55.73,44.76,107.3,True,no,0.60207301616055,0.643956936369174,0.958981092436975,-0.0418839202086233
579,Aragonite,17.01,4.6538,11,242.65,175.69,8.43,3.2814,85.337,1.71,4.39,177.94,66.71,100.75,True,no,2.83380140640777,2.13179677201376,2.01779359430605,0.702004634394006
580,Aragonite,1.2493,1.2612,6,24.15,163.92,2.0135,2.5489,84.49,0.77,1.51,134.32,50.41,101.35,True,no,0.222583394455647,0.699874501309372,0.620461882294512,-0.477291106853725
581,Aragonite,2.2103,1.6776,3,44.57,164.26,2.0689,1.521,119.26,0.71,1.22,60.99,58.78,62.37,True,no,0.79312825292326,0.727017065067561,1.06834549760742,0.0661111878556989
582,Aragonite,1.0571,1.1601,2,236.82,163.09,1.7473,2.2685,123.02,0.32,0.37,8.83,113.36,35.68,True,no,0.0555293097924802,0.558071739362856,0.604990556859154,-0.502542429570376
583,Aragonite,3.9401,2.2398,2,266.71,167.15,3.4399,2.3587,95.578,1,1.79,175.15,81.15,151.24,True,no,1.37120610369842,1.23544240119533,1.14541120381406,0.135763702503086
584,Aragonite,1.1532,1.2117,0,319.25,162.42,1.387,1.3103,122.07,0.08,0.47,49.86,116.35,95.46,True,no,0.14254068678211,0.327143141332695,0.831434751261716,-0.184602454550584
585,Aragonite,1.6337,1.4423,3,18.18,163.76,1.7777,1.5193,15.652,0.61,1.85,66.26,6.63,118.74,True,no,0.490847381050326,0.575320393946503,0.918996456094954,-0.084473012896177
586,Aragonite,0.961,1.1062,3,59.9,164.1,1.424,1.6572,97.688,0.42,0.71,87.45,81.28,48.2,True,no,-0.0397808700118446,0.353469812989784,0.674859550561798,-0.393250683001629
587,Aragonite,1.1532,1.2117,3,73.42,163.83,1.6654,1.889,67.91,0.23,0.56,46.71,101.27,106.37,True,no,0.14254068678211,0.510065334819582,0.692446259156959,-0.367524648037472
588,Aragonite,2.9791,1.9476,3,82.77,164.74,2.2227,1.3025,8.1948,0.58,0.91,159.78,60.44,87.63,True,no,1.09162124147926,0.798722673108584,1.34030683403068,0.292898568370672
589,Aragonite,1.5376,1.3992,4,93.38,165.56,1.7552,1.5736,96.656,0.95,2.21,50.97,74.1,54.03,True,no,0.430222759233891,0.562582810538829,0.876025524156791,-0.132360051304938
590,Aragonite,5.4777,2.6409,7,229.77,166.04,3.1917,1.4606,30.177,1.17,3.47,153.1,116.68,142.38,True,no,1.70068530482866,1.16055369020829,1.71623272863991,0.540131614620367
591,Aragonite,3.5557,2.1277,5,77.38,166.43,2.3552,1.2253,105.71,0.87,2.02,107.98,83.81,110.36,True,no,1.26855194963833,0.85662564955242,1.50972316576087,0.411926300085914
592,Aragonite,1.3454,1.3088,2,88.79,164.43,1.4199,1.1769,8.0822,0.49,1.15,47.2,104.5,114.28,True,no,0.296691366609368,0.350586446598175,0.947531516303965,-0.0538950799888066
593,Aragonite,4.7089,2.4486,4,117.33,166.76,3.9063,2.5451,38.946,0.85,1.88,42.86,132.55,11.33,True,no,1.54945433510474,1.36259063442066,1.20546297007398,0.186863700684081
594,Aragonite,4.9972,2.5224,6,147.71,166.17,2.9299,1.3492,30.897,1.23,1.95,38.24,119.62,11.57,True,no,1.60887775557554,1.07496829275371,1.70558722140687,0.533909462821825
595,Aragonite,0.961,1.1062,1,164.5,164,1.4135,1.633,26.565,0.04,0.04,116.99,20.55,100.32,True,no,-0.0397808700118446,0.346068898151508,0.679872656526353,-0.385849768163353
596,Aragonite,12.301,3.9575,6,184.45,171.63,7.4403,3.5346,34.332,3,5.39,54.41,130.07,20.96,True,no,2.50968055988665,2.00691117061271,1.65329354999126,0.502769389273936
597,Aragonite,6.3426,2.8418,7,252.15,170.79,3.5959,1.6012,110.28,0.95,2.8,53.52,125.31,123.31,True,no,1.84728877902054,1.2797943075464,1.76384215356378,0.567494471474137
598,Aragonite,1.2493,1.2612,3,26.15,166.62,1.6972,1.8108,92.529,0.34,0.74,83.24,75.08,126.9,True,no,0.222583394455647,0.528979834346033,0.736094744284704,-0.306396439890386
599,Aragonite,1.922,1.5643,3,38.15,166.55,1.9899,1.6181,102.9,0.29,0.5,135.42,117.32,2.6,True,no,0.653366310548101,0.688084386217483,0.965877682295593,-0.0347180756693823
600,Aragonite,2.2103,1.6776,3,125.43,167.26,2.7141,2.6175,125.44,0.95,1.53,178.98,134.04,38.67,True,no,0.79312825292326,0.998460406717669,0.814376773147636,-0.205332153794409
601,Aragonite,5.9582,2.7543,6,42.66,172.71,3.8665,1.9707,109.89,0.91,2.08,132.35,54.1,3.19,True,no,1.7847684220392,1.35234970506695,1.54098021466443,0.432418716972248
602,Aragonite,1.2493,1.2612,3,61.31,166.92,2.0363,2.6069,32.385,0.6,1.18,13.8,123.56,169.3,True,no,0.222583394455647,0.711134435574332,0.613514708048912,-0.488551041118686
603,Aragonite,3.1713,2.0094,6,17.45,166.88,4.3319,4.6474,179.31,0.71,1.26,178.43,56.05,0.23,True,no,1.15414159846059,1.46600624484645,0.732080611279115,-0.31186464638586
604,Aragonite,0.961,1.1062,2,72.1,168.3,2.0057,3.2879,135.84,0.6,0.81,106.59,80.68,111.37,True,no,-0.0397808700118446,0.695993127009864,0.479134466769706,-0.735773997021709
605,Aragonite,1.8259,1.5247,4,96.95,168.68,2.2858,2.2475,86.307,0.66,1.17,102.86,111.95,67.08,True,no,0.60207301616055,0.826716072481361,0.798801294951439,-0.22464305632081
606,Aragonite,1.6337,1.4423,4,138.18,167.18,1.8219,1.5957,169.33,0.89,1.21,98.08,42.56,54.69,True,no,0.490847381050326,0.599879912589502,0.896701245952028,-0.109032531539177
607,Aragonite,0.961,1.1062,2,168.8,167.4,1.2311,1.2387,144.22,0.1,0.51,47.8,127.95,14.29,True,no,-0.0397808700118446,0.207908078671432,0.780602713020876,-0.247688948683277
608,Aragonite,2.1142,1.6407,3,207.77,168.77,2.0448,1.5532,35.352,0.75,1.5,35.96,62.45,179.54,True,no,0.748676490352426,0.715299985201079,1.03393974960876,0.033376505151347
609,Aragonite,1.8259,1.5247,2,212.63,167.42,1.7034,1.2482,163.1,0.89,1.35,40.68,92.93,122.94,True,no,0.60207301616055,0.532626253724844,1.07191499354233,0.0694467624357068
610,Aragonite,0.961,1.1062,2,221.6,167.3,1.123,1.0308,153.43,0.51,1.19,170.76,87.11,43.52,True,no,-0.0397808700118446,0.116003675756306,0.855743544078362,-0.155784545768151
611,Aragonite,0.961,1.1062,3,5,168.2,1.2441,1.2649,90,0.25,0.5,172.17,172.6,174.5,True,no,-0.0397808700118446,0.218412376938308,0.772445944859738,-0.258193246950153
612,Aragonite,2.3064,1.7137,5,7.83,170.42,2.2985,1.7991,74.855,0.58,1.55,32.59,75.68,32.15,True,no,0.835687867342055,0.832256736264146,1.00343702414618,0.00343113107790975
613,Aragonite,3.0752,1.9788,4,133.75,170.44,2.2535,1.297,129.81,0.94,1.93,0.8,47.29,138.3,True,no,1.12336993979384,0.812484563148566,1.36463279343244,0.310885376645271
614,Aragonite,2.2103,1.6776,4,143.17,169.61,2.0379,1.4758,134.86,0.84,1.55,34.99,108.55,10.7,True,no,0.79312825292326,0.711919865883229,1.08459688895432,0.0812083870400307
615,Aragonite,1.0571,1.1601,2,151.09,168.36,1.381,1.4169,105.07,0.26,0.3,36.31,115.09,9.2,True,no,0.0555293097924802,0.322807874427155,0.76545981173063,-0.267278564634675
616,Aragonite,1.0571,1.1601,1,234.82,168.82,1.1823,1.0385,45,0.81,1.43,72.43,146.62,80.04,True,no,0.0555293097924802,0.167461693886931,0.894104711156221,-0.11193238409445
617,Aragonite,1.0571,1.1601,2,247.91,168.73,1.6512,2.0258,65.663,0.86,1.41,150.54,49.62,114.48,True,no,0.0555293097924802,0.501502296305107,0.640201065891473,-0.445972986512626
618,Aragonite,4.9972,2.5224,3,2.88,171.23,2.3349,1.7137,136.67,0.61,0.8,73.88,19.73,99.37,True,edge,1.60887775557554,0.847969063651315,2.1402201379074,0.760908691924222
619,Aragonite,1.4415,1.3548,4,23.27,169.53,2.1467,2.5108,4.5413,0.5,0.82,1.79,8.77,173.53,True,no,0.36568423809632,0.763931779277906,0.671495784226953,-0.398247541181586
620,Aragonite,2.4025,1.749,3,68.44,171.28,2.3978,1.8795,140.28,0.94,1.33,91.93,81.86,114.26,True,no,0.87650986186231,0.874551650291416,1.00196013011928,0.00195821157089429
621,Aragonite,1.1532,1.2117,2,69.67,169.58,1.4025,1.3396,21.424,0.55,1.1,32.15,106.76,109.41,True,no,0.14254068678211,0.338256358414714,0.822245989304813,-0.195715671632604
622,Aragonite,1.0571,1.1601,3,94.09,169.64,1.381,1.4169,74.929,1.39,2.86,47.91,77.52,57.43,True,no,0.0555293097924802,0.322807874427155,0.76545981173063,-0.267278564634675
623,Aragonite,1.3454,1.3088,4,158.43,169.57,1.5145,1.339,114.98,0.43,0.89,36.9,107.44,10.57,True,no,0.296691366609368,0.415085351485155,0.888345988775173,-0.118393984875787
624,Aragonite,1.0571,1.1601,3,225.45,170,1.4561,1.5752,54.061,0.99,1.36,46.38,72.12,105.7,True,no,0.0555293097924802,0.375761628734722,0.725980358491862,-0.320232318942241
625,Aragonite,8.649,3.3185,5,21.34,172.96,6.0271,3.2987,165.05,0.88,2.39,176.02,55.41,0.41,True,no,2.15744370732437,1.79626596636592,1.43501849977601,0.361177740958459
626,Aragonite,1.5376,1.3992,3,35.63,170.88,1.8172,1.6868,20.366,0.66,1,150.79,90.19,117.66,True,no,0.430222759233891,0.597296854903111,0.846136913933524,-0.16707409566922
627,Aragonite,2.4986,1.7836,3,79.5,171.15,2.3753,1.7735,14.214,0.82,1.82,48.08,106.34,105.74,True,no,0.915730575015592,0.865123745298911,1.051909232518,0.0506068297166812
628,Aragonite,2.9791,1.9476,5,91.32,172.87,2.9164,2.2423,104.03,0.67,1.42,172.03,67.96,96.78,True,no,1.09162124147926,1.07034997895014,1.02149910848992,0.0212712625291177
629,Aragonite,0.961,1.1062,3,106.2,170.7,1.4153,1.637,71.778,0.24,0.46,129.12,79.02,129.37,True,no,-0.0397808700118446,0.347341522757656,0.679007984172967,-0.387122392769501
630,Aragonite,1.3454,1.3088,2,120.21,170.43,1.5761,1.4501,61.89,0.41,1.17,18.65,85.44,114.8,True,no,0.296691366609368,0.454953441199358,0.853626038956919,-0.15826207458999
631,Aragonite,0.961,1.1062,3,161.4,170.3,1.6222,2.1506,48.366,0.78,1,120.34,22.4,94.49,True,no,-0.0397808700118446,0.483783252654107,0.592405375416101,-0.523564122665952
632,Aragonite,1.3454,1.3088,2,169,170.36,1.6884,1.6641,151.06,0.69,1.4,33.81,65.4,12.74,True,no,0.296691366609368,0.523781334926207,0.796849087893864,-0.227089968316838
633,Aragonite,7.2075,3.0293,5,187.52,175.37,7.8193,6.6626,30.5,3.33,6.59,178.37,157.8,133.12,True,no,1.97512215053042,2.0565950364841,0.921757702096096,-0.0814728859536802
634,Aragonite,5.3816,2.6176,7,219.64,173.29,3.718,2.0174,63.88,0.8,1.95,49.21,67.1,17.49,True,no,1.68298572772926,1.31318588929925,1.44744486282948,0.369799838430007
635,Aragonite,9.8983,3.5501,6,268.44,177.28,4.011,1.2765,80.95,1.36,3.69,171.89,79.03,148.45,True,no,2.29236302522375,1.38904058678792,2.46778858140115,0.90332243843583
636,Aragonite,1.7298,1.4841,3,102.39,172,1.6852,1.2894,135.57,1.06,1.61,87.25,117.45,57.95,True,no,0.548005794890274,0.521884251122724,1.02646570140043,0.02612154376755
637,Aragonite,4.9972,2.5224,5,117.69,175.29,3.3943,1.8107,102.63,0.88,1.99,33.18,80.59,6.95,True,no,1.60887775557554,1.22209755418448,1.47223286097281,0.386780201391054
638,Aragonite,2.4986,1.7836,5,154.62,172.23,2.1296,1.4256,176.83,0.5,0.88,39.79,130.28,13.09,True,no,0.915730575015592,0.75593416865871,1.17327197595793,0.159796406356882
639,Aragonite,1.0571,1.1601,3,163.64,171.36,1.422,1.5025,30.286,0.44,0.48,41.17,136.36,15.83,True,no,0.0555293097924802,0.352064331381049,0.743389592123769,-0.296535021588569
640,Aragonite,3.5557,2.1277,5,234.86,173.41,2.9936,1.9795,130.89,0.97,1.46,115.72,87.76,117.21,True,no,1.26855194963833,1.09647667653769,1.18776723677178,0.172075273100646
641,Aragonite,1.1532,1.2117,0,287.42,171.25,1.387,1.3103,147.93,0.54,0.65,89.75,47.16,52.15,True,no,0.14254068678211,0.327143141332695,0.831434751261716,-0.184602454550584
642,Aragonite,1.2493,1.2612,2,33.08,173.15,2.0158,2.5545,132.34,0.83,1.27,139.66,78.76,172.9,True,no,0.222583394455647,0.70101613893864,0.619753943843635,-0.478432744482994
643,Aragonite,2.4025,1.749,3,47.68,174.36,3.0012,2.9446,132.37,0.7,2.77,134.91,117.7,3.63,True,no,0.87650986186231,1.09901220868944,0.800513128082101,-0.222502346827126
644,Aragonite,2.6908,1.851,4,54.93,174.04,2.4576,1.7629,115,0.99,2.23,135.15,172.06,1.47,True,no,0.989838547169314,0.899185263971216,1.09488932291667,0.0906532831980978
645,Aragonite,1.1532,1.2117,2,58,172.42,1.6183,1.7836,137.21,0.54,1.09,124.07,101.39,170.39,True,no,0.14254068678211,0.481376215540703,0.712599641599209,-0.338835528758593
646,Aragonite,1.5376,1.3992,3,86.19,173.38,2.1377,2.3342,56.141,0.47,1.04,50.22,112.76,106.42,True,no,0.430222759233891,0.759730484703098,0.719277728399682,-0.329507725469207
647,Aragonite,3.3635,2.0694,4,124.74,174.57,2.628,1.6127,57.076,0.62,1.54,81.02,67.68,98.55,True,no,1.21298209848352,0.966223100622364,1.27987062404871,0.246758997861159
648,Aragonite,1.6337,1.4423,2,174.94,174.12,2.1331,2.1876,75.968,1.04,2.21,57.06,128.7,21.89,True,no,0.490847381050326,0.757576320715635,0.765880643195349,-0.266728939665309
649,Aragonite,1.8259,1.5247,4,199.05,172.89,2.4436,2.5685,32.369,0.81,1.34,148.26,155.57,95.72,True,no,0.60207301616055,0.893472361793475,0.747217220494353,-0.291399345632925
650,Aragonite,22.583,5.3623,9,207.47,182.05,6.4822,1.4613,100.31,2.3,7.2,44.79,67.09,15.43,True,no,3.11719741083517,1.86905995891784,3.4838480762704,1.24813745191732
651,Aragonite,2.3064,1.7137,5,226.46,173.46,2.0268,1.3988,48.553,0.57,1.81,23.6,118.61,145.45,True,no,0.835687867342055,0.706458194619618,1.13795145056246,0.129229672722438
652,Aragonite,1.922,1.5643,4,11.75,173.85,2.2895,2.1421,165.34,0.68,1.39,0.78,9,176.49,True,no,0.653366310548101,0.828333453115013,0.839484603625246,-0.174967142566912
