Nr.,Phase,Area,d,l,Xcg,Ycg,Major,Aspect_ratio,Slope,GOS,MOS,Mean_E1,Mean_E2,Mean_E3,In_current_dataset,Border_grain,Log_Area,Log_Major,Minor,Log_Minor
1897,Aragonite,2.8431,1.9026,5,111.54,229.82,2.3543,1.5312,71.896,0.9,2.79,174.26,129.95,116.94,True,no,1.04489500616212,0.856243443368767,1.2076200993926,0.188651562793355
1898,Aragonite,1.8225,1.5233,4,121.48,228.12,2.1537,1.999,74.567,0.66,1.87,87.42,127.54,56.34,True,no,0.600209184900676,0.76718729326841,0.846218136230673,-0.166978108367734
1899,Aragonite,1.1664,1.2186,2,154.63,226.81,1.5502,1.6181,121.96,0.93,1.67,110.99,98.13,2.3,True,no,0.153922082272257,0.438383954865274,0.752419042704167,-0.284461872593017
1900,Aragonite,1.2393,1.2562,3,179.88,226.47,1.4938,1.4142,30.964,0.46,1.12,68.24,97.09,105.52,True,no,0.214546704088692,0.401323208940829,0.829629133752845,-0.186776504852138
1901,Aragonite,2.0412,1.6121,2,190.54,229.04,2.5729,2.5472,122.55,1.03,2.45,16.38,60.86,63.92,True,no,0.713537870207679,0.945033667406367,0.793346029771853,-0.231495797198688
1902,Aragonite,1.2393,1.2562,3,199.47,226.94,1.297,1.066,51.497,0.9,1.4,162.86,75.67,116.93,True,no,0.214546704088692,0.260053905334307,0.955512721665382,-0.0455072012456153
1903,Aragonite,5.4675,2.6385,7,204.56,234.55,4.3084,2.6664,110.33,2.94,4.89,164.2,85.7,76.26,True,no,1.69882147356879,1.46056660549448,1.26903258750348,0.238254868074308
1904,Aragonite,0.729,0.96343,2,252,226.8,1.0835,1.2649,90,0.41,0.85,92.4,143.36,107.52,True,no,-0.316081546973479,0.0801965419942766,0.672819566220581,-0.396278088967756
1905,Aragonite,0.9477,1.0985,3,255.77,227.08,1.2958,1.3915,57.91,0.37,0.62,121.94,84.29,97.77,True,no,-0.0537172825059879,0.25912826503372,0.731362864639605,-0.312845547539708
1906,Aragonite,2.5515,1.8024,6,278.6,228.71,2.0648,1.3124,102.66,0.98,1.67,11.54,99.7,94.3,True,no,0.936681421521889,0.725033369422267,1.23571290197598,0.211648052099622
1907,Aragonite,1.8225,1.5233,2,353,228.32,2.0521,1.8148,117.23,0.65,1.21,58.95,83.28,112.74,True,no,0.600209184900676,0.718863659064581,0.888114614297549,-0.118654474163905
1908,Aragonite,1.8225,1.5233,4,367.8,227.88,2.0123,1.7451,60.957,0.66,1.58,123.48,47.35,113.61,True,no,0.600209184900676,0.699278346490186,0.905680067584356,-0.0990691615895094
1909,Aragonite,0.9477,1.0985,4,398.38,226.85,1.3864,1.5929,78.075,0.69,1.65,32.4,63.61,71.55,True,no,-0.0537172825059879,0.326710459419259,0.683568955568378,-0.380427741925247
1910,Aragonite,1.0206,1.1399,1,453.64,226.79,1.2931,1.2867,114.36,0.3,0.51,52.86,89.34,126.55,True,no,0.020390689647734,0.257042436319669,0.789266104709613,-0.236651746671935
1911,Aragonite,1.2393,1.2562,3,489.94,226.65,1.6136,1.6501,34.125,0.61,1.39,29.31,135.82,171.61,True,no,0.214546704088692,0.478467707657865,0.768034209221616,-0.263921003569173
1912,Aragonite,1.0935,1.18,4,556.13,227.07,1.7676,2.2441,66.949,1.02,2.36,80.81,97.27,38.19,True,no,0.0893835611346854,0.569622694274448,0.618635437881874,-0.480239133139762
1913,Aragonite,1.6038,1.429,6,117.14,228.27,1.6946,1.4063,48.887,0.76,2.09,173.41,130.85,118.21,True,no,0.472375813390791,0.527446724782227,0.946418033754278,-0.0550709113914356
1914,Aragonite,2.2599,1.6963,6,124.87,229.87,2.5975,2.3449,80.284,1.35,2.17,168.87,123.13,121.98,True,no,0.815320564517622,0.954549443991245,0.870028873917228,-0.139228879473624
1915,Aragonite,2.0412,1.6121,5,133.07,229.68,1.9424,1.4518,112.93,0.87,2,86.68,131.55,63.81,True,no,0.713537870207679,0.663924321883042,1.05086490939044,0.0496135483246372
1916,Aragonite,0.8748,1.0554,2,167.25,227.92,1.2677,1.4428,60.945,0.55,0.83,81.45,149.22,24.85,True,no,-0.133759990179524,0.237204234962544,0.690068628224343,-0.370964225142068
1917,Aragonite,5.9049,2.742,6,185.2,234.17,5.0777,3.4294,106,1.06,2.56,4.52,145.12,38.96,True,no,1.77578251470491,1.62485840315998,1.16290840341099,0.150924111544937
1918,Aragonite,4.0824,2.2799,1,303.27,232.73,3.5944,2.4856,85.898,0.92,2.36,33.18,90.53,88.94,True,no,1.40668505076762,1.27937707877381,1.13576674827509,0.127307971993812
1919,Aragonite,7.7274,3.1367,8,371.33,232.51,5.6071,3.1954,39.795,1.24,2.33,35.14,58.41,137.37,True,no,2.04477245414454,1.72403365183179,1.37814556544381,0.320738802312751
1920,Aragonite,0.8748,1.0554,3,432.58,227.5,1.3729,1.6923,84.717,0.82,1.5,101.55,19.26,64.48,True,no,-0.133759990179524,0.316925290921422,0.637191346784179,-0.450685281100947
1921,Aragonite,3.0618,1.9744,5,464.05,230.19,2.794,2.0025,111.06,0.97,1.9,85.28,91.83,145.31,True,no,1.11900297831584,1.02747426083477,1.09584824624195,0.0915287174810736
1922,Aragonite,2.2599,1.6963,3,517.52,229.19,1.9456,1.3155,100.52,1.11,2.72,81.24,87.7,109.5,True,no,0.815320564517622,0.665570412789711,1.16154399671053,0.149750151727911
1923,Aragonite,2.916,1.9269,6,542.58,228.73,2.3615,1.5021,10.381,0.82,1.98,158.29,113.61,121.42,True,no,1.07021281414641,0.859297010354035,1.23480838450138,0.210915803792377
1924,Aragonite,2.6244,1.828,2,141.78,229.72,1.9398,1.1261,58.055,1.06,1.59,86.08,104.03,120.29,True,no,0.964852298488585,0.662584874977305,1.3529229817507,0.30226742351128
1925,Aragonite,2.1141,1.6407,3,152.38,230.59,2.1087,1.6519,96.846,0.53,0.98,105.2,124.42,104.31,True,no,0.748629190018949,0.746071643867832,1.00256081946223,0.00255754615111719
1926,Aragonite,1.458,1.3625,4,161.45,230.85,2.2035,2.6156,92.902,0.6,0.93,61.19,98.69,13.45,True,no,0.377065633586466,0.790047005299905,0.661674608577263,-0.412981371713438
1927,Aragonite,1.6767,1.4611,5,169.43,230.17,1.9677,1.8137,66.116,0.64,1.52,9.44,67.09,59.27,True,no,0.516827575961625,0.676865347985662,0.852111602378411,-0.160037772024037
1928,Aragonite,7.8003,3.1515,3,308.63,234.72,4.7674,2.2885,81.233,1.15,3.12,149.14,90.53,89.26,True,no,2.05416219449438,1.56180108291849,1.63617485421823,0.492361111575889
1929,Aragonite,3.9366,2.2388,5,377.96,232.89,3.6807,2.7029,43.414,0.72,1.41,103.05,34.32,86.74,True,no,1.37031740659675,1.30310295148311,1.06952481864863,0.06721445511364
1930,Aragonite,1.1664,1.2186,4,411.5,228.5,1.488,1.491,9.2175,0.83,2.18,175.03,123.7,17.93,True,no,0.153922082272257,0.3974329364109,0.783870967741936,-0.243510854138643
1931,Aragonite,1.1664,1.2186,3,434.81,229.75,1.6213,1.77,78.583,0.77,2.2,151.25,64.09,20.97,True,no,0.153922082272257,0.483228296573886,0.719422685499291,-0.32930621430163
1932,Aragonite,1.9683,1.5831,3,483.81,230.85,2.5425,2.5793,92.462,1.06,1.8,168.59,23.35,114.68,True,no,0.677170226036804,0.933147848940578,0.774159292035398,-0.255977622903773
1933,Aragonite,1.0935,1.18,3,497.53,230.6,2.1452,3.3052,92.252,0.81,1.24,113.8,80.76,164.07,True,no,0.0893835611346854,0.763232788126633,0.509742681335074,-0.673849226991948
1934,Aragonite,3.645,2.1543,6,531.8,230.8,3.1711,2.1668,155.21,1.13,2.08,113.49,138.79,89.38,True,no,1.29335636546062,1.15407853085209,1.14944341080382,0.139277834608529
1935,Aragonite,1.1664,1.2186,4,535.94,228.88,1.5005,1.5161,173.85,0.52,1.01,128.68,56.91,88.82,True,no,0.153922082272257,0.405798385898285,0.77734088637121,-0.251876303626028
1936,Aragonite,0.729,0.96343,2,552.3,227.8,1.2327,1.637,18.222,0.53,0.92,157.65,112.67,117.62,True,no,-0.316081546973479,0.209206885575337,0.591384765149672,-0.525288432548816
1937,Aragonite,0.8019,1.0105,2,557.82,229.82,1.5564,2.3726,65.255,0.75,1.12,47.07,56.62,45.59,True,no,-0.220771367169154,0.442375462128261,0.515227447956823,-0.663146829297416
1938,Aragonite,3.645,2.1543,5,177.52,231.24,3.0989,2.0693,157.61,1.28,2.71,60.72,107.34,55.05,True,no,1.29335636546062,1.13104720981127,1.17622382135597,0.16230915564935
1939,Aragonite,1.0935,1.18,3,194.6,229.8,1.4583,1.5275,108.43,0.84,1.36,4.02,110.49,90.54,True,no,0.0893835611346854,0.377271373737382,0.749845710759103,-0.287887812602697
1940,Aragonite,3.645,2.1543,3,260.1,233.12,2.6326,1.4933,93.472,0.69,1.8,12.78,70.9,105.96,True,no,1.29335636546062,0.96797195100917,1.38456278963762,0.325384414451451
1941,Aragonite,1.3122,1.2926,3,265.61,230.22,1.3914,1.1588,168.27,0.72,1.56,89.87,145.38,140.62,True,no,0.27170511792864,0.330310434507404,0.943078913324709,-0.0586053165787638
1942,Aragonite,1.6038,1.429,2,290.18,230.55,1.4556,1.0376,26.216,0.72,1.32,57.48,59.83,50.7,True,no,0.472375813390791,0.375418186755868,1.10181368507832,0.0969576266349236
1943,Aragonite,1.6038,1.429,3,315.36,230.77,1.7068,1.4266,50.91,0.8,1.49,142.67,130.83,104.17,True,no,0.472375813390791,0.534620272331708,0.939653152097492,-0.0622444589409167
1944,Aragonite,0.8748,1.0554,4,347,229.58,1.4095,1.7836,42.788,0.44,1.27,59.82,137.77,177.5,True,no,-0.133759990179524,0.34323503157203,0.620645619013835,-0.476995021751554
1945,Aragonite,0.729,0.96343,3,415.5,229,1.2312,1.633,153.43,0.58,1.03,102.84,17.34,63.9,True,no,-0.316081546973479,0.207989303542532,0.592105263157895,-0.524070850516011
1946,Aragonite,5.5404,2.656,6,421.74,233.47,3.81,2.0577,47.898,0.91,1.6,57.49,114.89,170.32,True,no,1.71206670031881,1.33762918913861,1.45417322834646,0.374437511180197
1947,Aragonite,1.8954,1.5535,4,459.54,232.04,2.3608,2.3094,85.427,0.72,2.07,49.04,131.66,127.31,True,no,0.639429898053957,0.859000544646592,0.802863436123348,-0.219570646592635
1948,Aragonite,2.3328,1.7234,6,476.69,230.69,1.8565,1.1604,125.69,0.54,1.07,81.07,133.21,146.75,True,no,0.847069262832202,0.618692994634998,1.2565580393213,0.228376268197204
1949,Aragonite,1.458,1.3625,3,495,231.2,1.8975,1.9396,99.007,0.83,1.57,89.54,140.68,153.42,True,no,0.377065633586466,0.640537230287648,0.768379446640316,-0.263471596701182
1950,Aragonite,2.4786,1.7765,3,593.88,231.76,1.8225,2.1051,72.078,0.58,1.05,90.34,73.52,171.66,True,edge,0.907693884648637,0.600209184900676,1.36,0.307484699747961
1951,Aragonite,1.7496,1.4925,4,252.04,231.46,2.0579,1.9012,47.202,0.6,0.97,12.15,114.6,120.59,True,no,0.559387190380421,0.721686045366366,0.850187083920501,-0.162298854985945
1952,Aragonite,0.8748,1.0554,3,269.5,231,1.4271,1.8285,64.079,0.58,1.87,72.92,57.99,55.88,True,no,-0.133759990179524,0.355644413124208,0.612991381122556,-0.489404403303733
1953,Aragonite,3.9366,2.2388,7,274.48,234.48,3.0472,1.8526,102.25,0.75,1.84,95.83,97.26,108.52,True,no,1.37031740659675,1.11422313618226,1.29187450774481,0.256094270414493
1954,Aragonite,2.916,1.9269,4,284.63,233.13,2.1225,1.2134,120.13,0.99,2.57,76.59,89.83,107.62,True,no,1.07021281414641,0.752594639203365,1.37385159010601,0.317618174943046
1955,Aragonite,1.0935,1.18,2,321.93,230.4,1.2748,1.1673,15.482,0.8,1.41,102.7,125.95,109.35,True,no,0.0893835611346854,0.242789303561044,0.857781612802008,-0.153405742426359
1956,Aragonite,1.2393,1.2562,3,332.71,231.29,1.4216,1.2808,82.85,0.41,1.1,17.92,112.8,83.91,True,no,0.214546704088692,0.351782997858305,0.871764209341587,-0.137236293769613
1957,Aragonite,1.3122,1.2926,4,406.33,232.22,1.7394,1.8108,54.838,0.56,1.6,58.82,51.64,121.15,True,no,0.27170511792864,0.553540226173528,0.754398068299414,-0.281835108244888
1958,Aragonite,0.729,0.96343,2,486.3,230.8,1.2019,1.5562,129.12,0.74,1.38,21.95,46.36,43.31,True,no,-0.316081546973479,0.183903637976606,0.606539645561195,-0.499985184950085
1959,Aragonite,2.8431,1.9026,5,491.41,233.13,2.39,1.578,105.2,0.78,1.4,53.29,50.74,76.87,True,no,1.04489500616212,0.871293365943419,1.18958158995816,0.173601640218703
1960,Aragonite,1.3851,1.328,4,127.58,232.32,1.8329,1.905,78.69,0.98,1.39,87.67,128.92,67.5,True,no,0.325772339198916,0.605899411995665,0.75568770800371,-0.280127072796749
1961,Aragonite,1.1664,1.2186,2,207,231.69,1.7323,2.0206,142.96,0.63,1.78,113.15,70.34,84.21,True,no,0.153922082272257,0.549450005302758,0.673324481902673,-0.395527923030501
1962,Aragonite,0.8748,1.0554,1,234.75,231.58,1.2081,1.3103,122.07,0.43,0.52,112.26,47.66,79.19,True,no,-0.133759990179524,0.189048877543381,0.724112242364043,-0.322808867722905
1963,Aragonite,1.1664,1.2186,1,327.69,231.94,1.5735,1.6671,112.38,0.79,1.35,160.82,90.7,129.53,True,no,0.153922082272257,0.453302437522324,0.741277407054338,-0.299380355250068
1964,Aragonite,0.8019,1.0105,2,409.18,231.91,1.3856,1.8802,76.717,0.31,0.49,118.92,133.64,81.73,True,no,-0.220771367169154,0.326133258826034,0.578738452655889,-0.546904625995188
1965,Aragonite,1.0935,1.18,3,450.2,232,1.2483,1.1193,124.1,0.46,1.27,62.01,125.6,132.24,True,no,0.0893835611346854,0.221782625674868,0.875991348233598,-0.132399064540183
1966,Aragonite,0.8019,1.0105,4,521.18,231.36,1.3599,1.8113,52.125,0.5,1.09,58.68,67.52,165.67,True,no,-0.220771367169154,0.307411167632776,0.589675711449371,-0.52818253480193
1967,Aragonite,1.6038,1.429,4,525.64,231.82,1.9519,1.8657,169.52,0.96,1.72,41.02,109.79,42.73,True,no,0.472375813390791,0.668803257170428,0.821660945745171,-0.196427443779637
1968,Aragonite,3.4992,2.1108,6,590.4,239.19,4.2699,4.0923,97.001,0.66,1.79,124.27,12.9,144.15,True,no,1.25253437094037,1.45159040776255,0.819503969648001,-0.199056036822186
1969,Aragonite,1.0206,1.1399,4,115.57,233.07,1.2794,1.2596,110.72,0.45,0.83,42.48,99.87,49.56,True,no,0.020390689647734,0.2463912180339,0.797717680162576,-0.226000528386166
1970,Aragonite,1.0935,1.18,5,120.2,232.87,1.7019,2.0803,171.35,0.35,0.84,88.95,128.98,68.58,True,no,0.0893835611346854,0.531745274018494,0.642517186673718,-0.442361712883809
1971,Aragonite,3.7179,2.1757,6,198.78,235.1,3.1052,2.0369,148.36,1.17,3.62,47.44,83.79,99.99,True,no,1.3131589927568,1.13307812554939,1.19731418266134,0.180080867207413
1972,Aragonite,4.5927,2.4182,2,229.19,234.67,2.6827,1.2307,37.836,0.92,2.29,2.81,57.6,38.31,True,no,1.52446808642401,0.986823750059395,1.71196928467589,0.537644336364613
1973,Aragonite,0.8019,1.0105,2,348.64,232.45,1.0851,1.1531,108.43,0.47,1.4,122.5,128.37,33.9,True,no,-0.220771367169154,0.0816721486440249,0.739010229471938,-0.302443515813179
1974,Aragonite,1.6038,1.429,6,362.86,232.45,1.7423,1.4866,157.76,0.71,1.2,64.37,71.71,175.56,True,no,0.472375813390791,0.555206079446723,0.9205073753085,-0.0828302660559313
1975,Aragonite,1.6767,1.4611,3,385.78,233.04,1.7745,1.4749,150.96,0.63,1.34,41.24,111.04,46.14,True,no,0.516827575961625,0.573518693104414,0.944885883347422,-0.056691117142789
1976,Aragonite,0.729,0.96343,3,415.8,231.9,1.1081,1.3229,153.43,0.27,0.67,19.25,160.78,140.09,True,no,-0.316081546973479,0.102646836960143,0.657882862557531,-0.418728383933622
1977,Aragonite,1.0935,1.18,1,430.13,232.67,1.2777,1.1725,147.11,0.45,0.86,54.26,124.08,44.68,True,no,0.0893835611346854,0.24506158661514,0.855834702981921,-0.155678025480455
1978,Aragonite,5.6862,2.6907,6,447.68,237.42,3.4562,1.65,110.03,1.32,3.16,152.72,41.84,115.68,True,no,1.73804218672207,1.24016971963775,1.64521729066605,0.497872467084313
1979,Aragonite,1.2393,1.2562,5,455.24,233.29,1.6627,1.752,113.3,0.89,1.74,151.49,39.6,113.43,True,no,0.214546704088692,0.508442787064197,0.745353942382871,-0.293896082975505
1980,Aragonite,0.9477,1.0985,2,468.08,233.38,1.3969,1.6173,98.971,0.51,0.85,82.99,87.14,144.77,True,no,-0.0537172825059879,0.334255495751368,0.678430811081681,-0.387972778257356
1981,Aragonite,5.9778,2.7588,7,548.04,235.6,3.0559,1.2269,3.5568,0.99,2.06,84.84,125.76,77.75,True,no,1.78805260729673,1.11707414825579,1.95615039759154,0.670978459040937
1982,Aragonite,0.729,0.96343,3,137.2,233.6,1.2444,1.6684,40.935,0.38,1.38,157.68,138.54,100.88,True,no,-0.316081546973479,0.218653486041345,0.585824493731919,-0.534735033014824
1983,Aragonite,3.4992,2.1108,4,158.29,236.71,2.5872,1.5024,69.264,1.03,2.38,43.76,37.31,20.24,True,no,1.25253437094037,0.950576209840705,1.35250463821892,0.301958161099661
1984,Aragonite,1.8225,1.5233,5,280,235.52,2.1661,2.022,90.714,0.55,1.35,95.36,90.92,113.42,True,no,0.600209184900676,0.772928315564795,0.841373897788652,-0.172719130664119
1985,Aragonite,1.5309,1.3961,5,319,233.76,1.9058,1.8635,156.76,0.6,1.02,10.84,118.59,73.16,True,no,0.425855797755898,0.644901867931951,0.803284709833141,-0.219046070176052
1986,Aragonite,6.9984,2.9851,9,375.42,239.57,4.4138,2.1864,26.256,0.7,1.89,173.96,70.7,36.93,True,no,1.94568155150031,1.48473599643192,1.58557252254293,0.460945555068389
1987,Aragonite,1.8225,1.5233,2,392.4,234.84,2.057,1.8234,81.14,0.77,2.02,106.78,145.86,86.73,True,no,0.600209184900676,0.72124861067082,0.885999027710258,-0.121039425770144
1988,Aragonite,5.103,2.549,6,411.29,239.97,4.572,3.2172,56.337,1.32,2.54,22.78,162.88,140.18,True,no,1.62982860208183,1.51995074593256,1.11614173228346,0.10987785614927
1989,Aragonite,12.174,3.9371,14,532.34,238.04,5.1326,1.6995,171.18,1.8,5.8,133.47,128.92,102.45,True,no,2.49930253007173,1.63561235340356,2.37189728402759,0.86369017666817
1990,Aragonite,1.1664,1.2186,5,134.19,235.31,1.523,1.5618,113.69,0.42,0.85,44.45,101.38,70.11,True,no,0.153922082272257,0.420682073913025,0.76585686145765,-0.266759991640768
1991,Aragonite,1.0206,1.1399,4,143,234.36,1.4705,1.6641,28.945,0.64,0.84,169.5,132.5,108.94,True,no,0.020390689647734,0.385602479011913,0.694049642978579,-0.365211789364179
1992,Aragonite,1.5309,1.3961,2,166.67,235.62,1.8456,1.7476,83.478,0.48,1,170.55,110.74,133.74,True,no,0.425855797755898,0.612804427877407,0.829486345903771,-0.186948630121508
1993,Aragonite,5.7591,2.7079,5,176.03,237.2,3.8581,2.0299,169.22,0.91,2.95,129.68,127.87,92.07,True,no,1.7507812124995,1.3501748343135,1.49272958191856,0.400606378185992
1994,Aragonite,1.458,1.3625,3,254.5,234.85,1.4158,1.0798,137.57,1.06,1.41,124.71,91.15,65.1,True,no,0.377065633586466,0.347694742357952,1.02980646984037,0.0293708912285147
1995,Aragonite,0.9477,1.0985,3,265.54,235.15,1.6503,2.257,62.831,0.39,0.64,81.46,118.19,162.53,True,no,-0.0537172825059879,0.500957089567385,0.574259225595346,-0.554674372073373
1996,Aragonite,1.8225,1.5233,4,269.2,235.76,1.6221,1.1338,82.003,0.43,1.61,167.54,107.07,93.51,True,no,0.600209184900676,0.483721606073932,1.12354355465138,0.116487578826744
1997,Aragonite,6.3423,2.8417,5,336.15,242.55,5.3655,3.565,90.02,2.87,4.55,85.55,100.45,106.05,True,no,1.84724147868706,1.67998956838504,1.18205199888174,0.167251910302014
1998,Aragonite,1.7496,1.4925,5,341.33,236.67,1.8661,1.5633,88.41,0.7,1.05,161.3,67.33,66.58,True,no,0.559387190380421,0.623850691557289,0.937570333851348,-0.0644635011768679
1999,Aragonite,1.0935,1.18,3,346,235.13,1.5024,1.6212,60.657,0.29,0.49,116.44,55.47,93.29,True,no,0.0893835611346854,0.407063829471861,0.727835463258786,-0.317680268337176
2000,Aragonite,17.132,4.6704,9,397.27,241.81,5.9334,1.614,25.141,1.7,4.3,53.73,101.98,168.55,True,no,2.84094805975312,1.78059740452186,2.88738328782823,1.06035065523126
2001,Aragonite,1.0206,1.1399,3,439.93,236.07,1.7808,2.4404,71.012,0.57,0.86,152.21,39.73,115.67,True,no,0.020390689647734,0.577062701539143,0.57311320754717,-0.556672011891409
2002,Aragonite,2.187,1.6687,6,479.6,236.07,1.9637,1.3849,101.85,1.08,2.88,135.31,43.7,123.48,True,no,0.782530741694631,0.674830448774048,1.11371390741967,0.107700292920583
2003,Aragonite,1.6767,1.4611,6,497.35,236.17,1.8938,1.68,39.477,0.69,1.04,157.15,23.95,133.15,True,no,0.516827575961625,0.638585392567263,0.885362762699335,-0.121757816605637
2004,Aragonite,1.2393,1.2562,3,108.12,236.06,1.6928,1.8159,82.119,0.97,2,106.73,129.74,80.87,True,no,0.214546704088692,0.526383962681843,0.732100661625709,-0.311837258593152
2005,Aragonite,2.5515,1.8024,5,111.43,238.46,1.9878,1.2163,92.774,0.83,1.76,42.61,99.27,50.13,True,no,0.936681421521889,0.687028499551768,1.28357983700573,0.249652921970121
2006,Aragonite,1.6038,1.429,4,139.18,236.91,1.8671,1.7072,90.468,0.55,1.48,99.06,111.53,83.34,True,no,0.472375813390791,0.624386424989153,0.858979165550854,-0.152010611598362
2007,Aragonite,1.0206,1.1399,3,146.86,235.5,1.2961,1.2928,57.662,0.67,1.97,22.79,107.42,6.93,True,no,0.020390689647734,0.259359755447192,0.787439240799321,-0.238969065799458
2008,Aragonite,3.0618,1.9744,3,249.24,237.55,2.0265,1.0534,84.354,1.08,1.76,40.03,90.35,59.65,True,no,1.11900297831584,0.706310167086226,1.51088082901554,0.412692811229617
2009,Aragonite,1.6038,1.429,4,356.5,236.41,1.7029,1.4202,107.76,0.52,1.77,141.33,95.92,53.9,True,no,0.472375813390791,0.532332680050422,0.941805155910506,-0.0599568666596307
2010,Aragonite,1.3122,1.2926,3,429,235.61,2.1007,2.6413,6.8412,1.12,2.2,60.99,113.59,170.71,True,no,0.27170511792864,0.742270622519498,0.624648926548294,-0.470565504590857
2011,Aragonite,1.8954,1.5535,2,464.65,237.77,2.2284,2.0577,117.93,0.87,1.58,34.55,138.71,120.84,True,no,0.639429898053957,0.801283839164523,0.850565428109855,-0.161853941110566
2012,Aragonite,1.458,1.3625,3,488.2,237.95,2.473,3.2943,99.482,0.79,1.49,98.42,87.99,167.78,True,no,0.377065633586466,0.905431988539279,0.589567327133037,-0.528366354952813
2013,Aragonite,2.4786,1.7765,4,502.65,237.94,2.3169,1.701,64.052,0.98,2.24,124.91,152.72,62.46,True,no,0.907693884648637,0.840230085261191,1.06979153178817,0.067463799387446
2014,Aragonite,2.0412,1.6121,2,594,236.93,1.8376,2.5986,76.323,0.48,0.78,78.76,135.89,167.28,True,edge,0.713537870207679,0.608460372392751,1.11079669133653,0.105077497814928
2015,Aragonite,2.7702,1.8781,4,104.47,239.66,2.7211,2.0993,79.627,0.52,1.12,123.03,87.32,97.43,True,no,1.01891951975886,1.00103621032021,1.01804417331226,0.0178833094386467
2016,Aragonite,3.5721,2.1326,6,120.55,238.41,2.2412,1.1044,9.9555,1.31,2.37,168.84,123.46,119.15,True,no,1.2731536581431,0.807011436708992,1.593833660539,0.46614222143411
2017,Aragonite,1.3851,1.328,3,152,236.47,1.7901,1.817,160.32,0.67,1.72,49.52,110.44,23.66,True,no,0.325772339198916,0.582271484214009,0.773755656108597,-0.256499145015093
2018,Aragonite,1.7496,1.4925,4,315.71,238.54,1.9666,1.7362,79.817,0.74,1.48,66.26,16.23,24.5,True,no,0.559387190380421,0.676306163363919,0.889657276517848,-0.116918972983498
2019,Aragonite,0.8019,1.0105,3,322.73,236.73,1.3089,1.6779,80.008,0.73,1.34,86.12,77.49,5.25,True,no,-0.220771367169154,0.269187089815537,0.612651845060738,-0.489958456984691
2020,Aragonite,1.2393,1.2562,4,326.59,238.12,1.8815,2.2436,109.3,0.68,2.07,127.19,56.38,120.88,True,no,0.214546704088692,0.632069331051355,0.65867658782886,-0.417522626962663
2021,Aragonite,1.0206,1.1399,3,332.07,236.86,1.5003,1.7322,97.161,0.47,1.14,34.22,99.45,87.58,True,no,0.020390689647734,0.405665088110831,0.680263947210558,-0.385274398463097
2022,Aragonite,1.3122,1.2926,4,360.61,236.78,1.6085,1.5486,50.906,0.8,1.37,88.27,130.49,120.05,True,no,0.27170511792864,0.475302067696944,0.815791109729562,-0.203596949768304
2023,Aragonite,1.3851,1.328,2,408.21,239.16,2.7861,4.4016,58.604,0.98,2.3,70.18,51.22,165.86,True,no,0.325772339198916,1.02464276846794,0.497146548939378,-0.698870429269019
2024,Aragonite,0.8748,1.0554,3,458.67,236.92,1.6865,2.5537,138.91,0.62,0.87,95.33,83,143.34,True,no,-0.133759990179524,0.522655375519568,0.518707382152387,-0.656415365699092
2025,Aragonite,2.2599,1.6963,6,473.71,237.77,2.0037,1.3953,39.466,0.83,1.79,148.55,27.36,143.21,True,no,0.815320564517622,0.694995471417563,1.12786345261267,0.120325093100059
2026,Aragonite,2.0412,1.6121,5,520.11,240.11,2.6922,2.7887,118.36,0.95,2.76,109.4,74.66,8.55,True,no,0.713537870207679,0.990358703227856,0.758190327613104,-0.276820833020176
2027,Aragonite,3.4992,2.1108,5,130.08,240.06,2.5578,1.4685,91.847,1.31,3.35,99.18,112.34,87.63,True,no,1.25253437094037,0.939147514017083,1.36805066854328,0.313386856923284
2028,Aragonite,0.729,0.96343,3,194.2,237,1.0835,1.2649,90,0.5,0.64,52.06,81.61,70.67,True,no,-0.316081546973479,0.0801965419942766,0.672819566220581,-0.396278088967756
2029,Aragonite,7.5816,3.107,5,209.8,244.1,4.0262,1.6793,56.957,0.74,1.85,49.77,135.43,158.33,True,no,2.02572425917385,1.39282300308259,1.88306591823556,0.632901256091257
2030,Aragonite,1.2393,1.2562,4,319.47,238.35,1.3428,1.1428,101.31,0.51,1.07,94.81,130.22,8.4,True,no,0.214546704088692,0.294756986123743,0.922922252010724,-0.0802102820350513
2031,Aragonite,2.7702,1.8781,6,346.95,240.18,2.4875,1.7543,77.28,0.93,1.55,103.41,60.68,121.17,True,no,1.01891951975886,0.911278190050611,1.11364824120603,0.10764132970825
2032,Aragonite,3.0618,1.9744,5,352.02,240.24,2.3684,1.4388,57.672,0.67,1.77,1.4,127.59,107.42,True,no,1.11900297831584,0.862214621675484,1.29277149130214,0.25678835664036
2033,Aragonite,1.0206,1.1399,2,382.64,238.07,1.5476,1.8431,93.563,1.14,1.72,129.65,160.68,1.75,True,no,0.020390689647734,0.436705343844221,0.659472731972086,-0.416314654196487
2034,Aragonite,9.477,3.4737,7,424.79,242.49,4.0278,1.3445,31.095,1.66,4.19,70.55,50.96,168.68,True,no,2.24886781048806,1.39322032119062,2.35289736332489,0.855647489297434
2035,Aragonite,1.0935,1.18,3,538.13,238.47,1.4798,1.5729,144.94,0.78,2.28,60.7,112.05,58.72,True,no,0.0893835611346854,0.391906943509313,0.738951209622922,-0.302523382374628
2036,Aragonite,3.1347,1.9978,3,580.26,243.28,3.2318,2.6169,85.745,0.94,1.83,87.02,136.38,169.99,True,no,1.14253347572604,1.17303925755601,0.969954823937125,-0.0305057818299725
