Nr.,Phase,Area,d,l,Xcg,Ycg,Major,Aspect_ratio,Slope,GOS,MOS,Mean_E1,Mean_E2,Mean_E3,In_current_dataset,Border_grain,Log_Area,Log_Major,Minor,Log_Minor
437,Aragonite,3.5721,2.1326,6,452.92,71.59,3.3456,2.4611,115.43,0.55,1.17,106.98,95.01,163.64,True,no,1.2731536581431,1.20764604969223,1.06770086083214,0.0655076084508699
438,Aragonite,6.9255,2.9695,4,518.98,72.33,4.2444,2.043,130.6,1.85,3.54,71,140.72,69.26,True,no,1.93521025163302,1.4456004670173,1.63167938931298,0.489609784615718
439,Aragonite,2.0412,1.6121,4,539,67.14,2.5168,2.4373,159.25,0.85,1.65,121.08,110.79,120.9,True,no,0.713537870207679,0.922988253321876,0.811029879211697,-0.209450383114197
440,Aragonite,7.8732,3.1661,4,231.31,75.37,4.4138,1.9434,75.586,0.73,2.47,126.43,54.95,150.11,True,no,2.0634645871567,1.48473599643192,1.7837690878608,0.578728590724773
441,Aragonite,2.5515,1.8024,3,304.57,69.34,2.3098,1.6423,145.43,0.63,1.15,63.14,132.69,56.82,True,no,0.936681421521889,0.83716094069885,1.10464109446705,0.0995204808230389
442,Aragonite,1.0206,1.1399,3,313.5,68.21,1.4032,1.5151,51.198,0.44,0.68,33.94,72.6,111.06,True,no,0.020390689647734,0.338755342635782,0.727337514253136,-0.318364652988048
443,Aragonite,0.729,0.96343,3,509.8,67.3,1.2019,1.5562,140.88,0.4,0.86,10.27,100.59,34.82,True,no,-0.316081546973479,0.183903637976606,0.606539645561195,-0.499985184950085
444,Aragonite,2.3328,1.7234,6,535.56,69.16,2.1846,1.6068,151.18,0.73,1.63,48.71,126.09,81.6,True,no,0.847069262832202,0.781432745427306,1.06783850590497,0.0656365174048964
445,Aragonite,1.6038,1.429,4,570.27,69.05,1.6781,1.3791,145.14,0.75,1.49,151.98,135.05,32.44,True,no,0.472375813390791,0.517662201024979,0.955723735176688,-0.0452863876341878
446,Aragonite,2.1141,1.6407,5,296.66,69.14,2.4599,2.2481,22.19,1.26,2.17,46.05,82.64,159.35,True,no,0.748629190018949,0.900120698711517,0.859425179885361,-0.151491508692568
447,Aragonite,3.1347,1.9978,4,326.44,70.7,2.149,1.1571,138.19,0.64,1.54,145.31,137.13,167,True,no,1.14253347572604,0.765002617660373,1.45867845509539,0.377530858065664
448,Aragonite,7.9461,3.1808,9,369.65,78.18,5.9094,3.4517,61.53,1.06,2.4,30.55,133.89,157.75,True,no,2.07268124226162,1.77654430342157,1.3446542796223,0.296136938840045
449,Aragonite,1.0206,1.1399,2,379.93,70.64,2.1421,3.5311,85.896,0.67,1.71,78.42,117.78,139.95,True,no,0.020390689647734,0.761786656276633,0.476448345081929,-0.7413959666289
450,Aragonite,1.6038,1.429,3,445,70.5,2.2675,2.5178,135.72,0.69,1.55,84.43,54.07,59.27,True,no,0.472375813390791,0.818677903007155,0.707298787210584,-0.346302089616363
451,Aragonite,1.3122,1.2926,4,527.39,69.72,1.5547,1.4467,102.24,0.81,1.46,98.5,97.07,131.55,True,no,0.27170511792864,0.441282600973558,0.844021354602174,-0.169577483044918
452,Aragonite,17.642,4.7394,6,585.28,72.98,4.0892,1.4889,16.432,1,2.52,111.77,38.48,90.92,True,edge,2.87028242283658,1.40834935190072,4.31429130392253,1.46193307093585
453,Aragonite,2.3328,1.7234,3,592.31,68.69,1.8555,2.3182,156.94,0.5,0.93,39.28,70.22,139.51,True,edge,0.847069262832202,0.618154201518515,1.25723524656427,0.228915061313687
454,Aragonite,0.8748,1.0554,3,321.83,69.58,1.4003,1.7605,72.863,0.59,1.26,20.27,50.7,54.65,True,no,-0.133759990179524,0.336686499379594,0.624723273584232,-0.470446489559119
455,Aragonite,1.0206,1.1399,2,346.64,70.14,1.6358,2.0592,60.642,0.98,2.03,74.23,23.65,145.54,True,no,0.020390689647734,0.492131981318737,0.623914904022497,-0.471741291671003
456,Aragonite,26.317,5.7886,12,354.37,76.69,8.3085,2.0602,30.625,1.93,3.86,84.33,26.67,141.12,True,no,3.27021511819778,2.11727908715913,3.16747908768129,1.15293603103865
457,Aragonite,1.1664,1.2186,3,421.5,70.38,1.6455,1.8233,114.21,0.39,0.78,62.31,138.02,158.1,True,no,0.153922082272257,0.498044289401258,0.708842297174111,-0.344122207129001
458,Aragonite,2.2599,1.6963,6,473.68,72.23,2.1685,1.6343,129.79,0.64,1.2,24.49,36.4,113.99,True,no,0.815320564517622,0.774035684293284,1.04214895088771,0.0412848802243378
459,Aragonite,1.1664,1.2186,5,530.81,70.5,1.778,2.1287,72.71,0.94,1.85,89.42,41.05,109.23,True,no,0.153922082272257,0.575489137091713,0.656017997750281,-0.421567054819456
460,Aragonite,5.9778,2.7588,4,556.05,70.99,5.6952,4.2616,173.92,0.81,2.26,168,61.58,18.13,True,no,1.78805260729673,1.73962371480753,1.04962073324905,0.0484288924892022
461,Aragonite,1.6767,1.4611,3,574.7,71.26,1.7161,1.3796,68.332,0.63,1.31,112.51,81.91,91.27,True,no,0.516827575961625,0.54005427442612,0.977040964978731,-0.0232266984644951
462,Aragonite,2.4786,1.7765,4,313.35,72.65,2.1952,1.5269,47.054,0.78,2.25,87.79,30.02,135.59,True,no,0.907693884648637,0.786273158549429,1.12909985422741,0.121420726099208
463,Aragonite,2.1141,1.6407,4,390,73.9,2.9309,3.1913,95.036,0.73,1.9,78.73,117.11,141.43,True,no,0.748629190018949,1.07530954309827,0.721314272066601,-0.326680353079324
464,Aragonite,0.9477,1.0985,5,408.15,71.46,1.6975,2.388,74.767,0.5,0.67,172.79,75.87,156.2,True,no,-0.0537172825059879,0.529156580450714,0.558291605301915,-0.582873862956702
465,Aragonite,4.8843,2.4938,5,413.61,72.45,2.6978,1.1703,33.038,1.36,2.58,83.95,78.35,165.21,True,no,1.58602597942344,0.992436626053442,1.81047520201646,0.593589353369999
466,Aragonite,2.4057,1.7502,4,511.64,72.67,2.3627,1.8225,135.99,0.74,1.66,18.46,56.14,90.07,True,no,0.877840921498956,0.859805032887293,1.01819951750116,0.018035888611663
467,Aragonite,8.019,3.1953,8,425.75,79.81,3.9929,1.5615,73.122,1.06,3.23,77.69,121.33,137.75,True,no,2.08181372582489,1.38451778394079,2.00831475869669,0.697295941884106
468,Aragonite,5.103,2.549,6,493.13,77.11,3.9706,2.4265,132.52,1.16,3.26,122.08,51.16,34.77,True,no,1.62982860208183,1.37891721678084,1.28519619201128,0.250911385300993
469,Aragonite,6.9984,2.9851,5,543.42,75.27,3.4152,1.3089,160.35,0.98,2.97,9.66,58.54,161.91,True,no,1.94568155150031,1.22823605646162,2.04919184820801,0.717445495038696
470,Aragonite,4.2282,2.3202,6,297.53,75.28,2.9012,1.5635,152.08,0.92,2.41,91.13,28.42,132.63,True,no,1.44177637057889,1.06512444450712,1.45739693919757,0.376651926071775
471,Aragonite,1.1664,1.2186,3,302.13,72.5,1.5445,1.6062,159.18,0.64,1.29,139.86,135.61,114.65,True,no,0.153922082272257,0.434700233376499,0.755195856264163,-0.280778151104243
472,Aragonite,1.7496,1.4925,4,316.42,74.54,2.5047,2.8162,52.885,0.41,0.98,26.72,133.9,150.34,True,no,0.559387190380421,0.918168966885928,0.698526769673015,-0.358781776505506
473,Aragonite,0.8019,1.0105,2,370.91,72.73,1.4382,2.0258,65.663,0.43,0.95,84.8,25.65,138.92,True,no,-0.220771367169154,0.363392331686257,0.557571964956195,-0.584163698855411
474,Aragonite,4.0095,2.2594,6,534.11,76.44,2.934,1.6862,108.62,0.68,1.89,114.1,17.04,171.79,True,no,1.38866654526495,1.07636667972079,1.36656441717791,0.312299865544156
475,Aragonite,6.7068,2.9222,6,572.95,76.61,3.8056,1.696,151.6,0.66,1.65,48.86,87.75,97.02,True,no,1.90312193708152,1.33647366613593,1.76235022072735,0.566648270945581
476,Aragonite,1.1664,1.2186,2,291.31,74.44,1.7626,2.092,79.577,0.61,0.9,160.44,50.36,176.24,True,no,0.153922082272257,0.566789991683423,0.661749687960967,-0.412867909411166
477,Aragonite,4.374,2.3599,4,339.12,77.43,2.9657,1.5793,88.985,1.35,2.87,75.15,25.36,143.73,True,no,1.47567792225458,1.08711309227509,1.47486259567724,0.388564829979487
478,Aragonite,1.0206,1.1399,4,404.14,74.07,1.8449,2.6192,135.51,0.48,1.08,110.89,47.8,45.74,True,no,0.020390689647734,0.612425075481583,0.553200715485934,-0.592034385833849
479,Aragonite,4.1553,2.3002,4,420,76.68,2.6003,1.278,56.398,1.5,2.02,12.37,147.26,87.16,True,no,1.42438462786703,0.955626822986528,1.59800792216283,0.468757804880497
480,Aragonite,0.729,0.96343,5,469.9,74.4,1.2847,1.7781,80.692,0.81,1.12,74.72,90.59,10.22,True,no,-0.316081546973479,0.250525228055427,0.567447653148595,-0.566606775028906
481,Aragonite,1.0206,1.1399,4,393,76,1.6392,2.0677,92.199,0.6,1.02,177.01,31.95,99.68,True,no,0.020390689647734,0.494208317942553,0.622620790629575,-0.473817628294819
482,Aragonite,1.1664,1.2186,3,449.06,74.88,1.3695,1.2628,102.87,0.71,1.84,133.02,34.54,151.71,True,no,0.153922082272257,0.314445709720996,0.851697699890471,-0.160523627448739
483,Aragonite,1.1664,1.2186,4,465.38,78.63,3.2143,6.9567,94.91,0.63,0.93,72.72,102.67,6.25,True,no,0.153922082272257,1.16760960458963,0.362878387207168,-1.01368752231737
484,Aragonite,1.0935,1.18,4,529.07,75.13,1.4123,1.4327,98.13,0.57,0.9,99.55,47.44,39.9,True,no,0.0893835611346854,0.345219581092881,0.77426892303335,-0.255836019958196
485,Aragonite,2.916,1.9269,4,223.75,78.68,2.5434,1.7423,99.408,0.75,1.58,125.58,41.81,157.84,True,no,1.07021281414641,0.933501768604509,1.14649681528662,0.136711045541902
486,Aragonite,1.2393,1.2562,3,304.12,76.47,1.696,1.8228,77.913,0.22,0.64,82,27.59,140.95,True,no,0.214546704088692,0.528272537369711,0.730719339622642,-0.31372583328102
487,Aragonite,1.3851,1.328,2,320.53,75.58,1.5101,1.2931,19.177,0.95,1.55,155.73,73.47,170.25,True,no,0.325772339198916,0.412175873799606,0.917224024899013,-0.0864035346006905
488,Aragonite,19.756,5.0154,12,328.55,88.48,6.7587,1.816,134.27,1.66,4.06,155.48,72.51,169.33,True,no,2.98345724267838,1.91083056386907,2.92304733158744,1.07262667880931
489,Aragonite,1.458,1.3625,4,447.1,76.5,2.4948,3.3528,161.5,1.11,1.64,117.32,103.3,138.64,True,no,0.377065633586466,0.914208565669831,0.584415584415584,-0.537142932083364
490,Aragonite,10.498,3.6559,11,457.76,80.9,4.4051,1.4518,30.492,1.24,3.37,63.41,40,10.45,True,no,2.35118476283011,1.48276296060606,2.38314680710994,0.868421802224044
491,Aragonite,0.729,0.96343,3,477.7,76.1,1.4341,2.2157,78.563,0.45,0.83,72.64,40.83,0.5,True,no,-0.316081546973479,0.360537474753029,0.508332752248797,-0.676619021726508
492,Aragonite,1.0935,1.18,3,507.07,75.73,1.4322,1.4733,27.549,0.62,0.8,48.13,139.55,48.7,True,no,0.0893835611346854,0.359211723590702,0.763510682865522,-0.269828162456017
493,Aragonite,3.1347,1.9978,4,559.6,75.28,3.8537,3.7209,2.1643,0.89,1.78,8.6,58.93,162.34,True,no,1.14253347572604,1.34903372575845,0.813426058074059,-0.206500250032409
494,Aragonite,1.2393,1.2562,5,472.06,77.65,1.8078,2.0712,85.692,0.48,1.32,74.68,91.87,1.62,True,no,0.214546704088692,0.592110636382174,0.685529372718221,-0.377563932293482
495,Aragonite,0.729,0.96343,2,499.6,76.3,0.97814,1.0308,153.43,0.48,1.25,6.8,56.16,164.43,True,no,-0.316081546973479,-0.0221024699079472,0.745292084977611,-0.293979077065532
496,Aragonite,1.0206,1.1399,4,511,76.64,1.2144,1.1349,126.56,0.4,0.96,86.47,76.39,58.64,True,no,0.020390689647734,0.194250127659228,0.840415019762846,-0.173859438011494
497,Aragonite,2.4786,1.7765,4,305.29,80.94,3.007,2.8651,66.159,0.75,1.77,48.84,87.86,160.1,True,no,0.907693884648637,1.10094290400639,0.824276687728633,-0.193249019357755
498,Aragonite,0.8748,1.0554,4,311,77.75,1.184,1.2587,156.58,0.16,0.95,48.9,85.59,160.27,True,no,-0.133759990179524,0.168898536461814,0.738851351351351,-0.302658526641338
499,Aragonite,3.3534,2.0663,5,401.85,79.04,2.4474,1.4028,3.1815,1.76,2.86,107.44,73.19,144.31,True,no,1.20997475652157,0.895026236569431,1.37018877175778,0.31494851995214
500,Aragonite,2.2599,1.6963,5,410.16,78.9,2.5438,2.2489,143.98,0.79,1.46,59.89,41.26,101.85,True,no,0.815320564517622,0.933659026035247,0.88839531409702,-0.118338461517625
501,Aragonite,3.4263,2.0887,6,444.79,80.19,2.3692,1.2867,18.284,0.72,1.57,52.36,139.43,99.21,True,no,1.23148096174253,0.862552345420673,1.44618436603073,0.368928616321861
502,Aragonite,4.0095,2.2594,8,477.35,80.25,2.6214,1.346,98.748,0.85,1.66,72.17,156.77,179.45,True,no,1.38866654526495,0.963708526203308,1.52952620737011,0.424958019061638
503,Aragonite,2.9889,1.9508,4,551.71,79.32,2.8073,2.071,1.2165,0.87,2.09,112.76,17.09,67.1,True,no,1.09490542673678,1.03222316733692,1.06468849072062,0.0626822593998622
504,Aragonite,1.0935,1.18,2,220.2,79.6,1.7233,2.1329,86.486,0.65,0.88,118.13,64.76,164.75,True,no,0.0893835611346854,0.544241057305394,0.634538385655428,-0.454857496170709
505,Aragonite,0.8748,1.0554,2,296.58,79.17,1.3023,1.5228,99.417,0.76,1.47,26.63,134.19,152.71,True,no,-0.133759990179524,0.264131931991521,0.671734623358673,-0.397891922171045
506,Aragonite,2.187,1.6687,2,323.03,80.27,2.2574,1.83,90.416,0.61,1.16,142.37,135.36,166.55,True,no,0.782530741694631,0.814213708539389,0.968813679454239,-0.0316829668447583
507,Aragonite,1.9683,1.5831,7,468.52,80.63,2.3224,2.1521,77.824,0.65,1.41,72.48,91.85,11.98,True,no,0.677170226036804,0.842601133728283,0.847528418877024,-0.165430907691479
508,Aragonite,2.916,1.9269,6,487.35,80.5,2.4428,1.6073,148.13,0.66,1.7,123.44,58.34,33.07,True,no,1.07021281414641,0.893144922366843,1.19371213361716,0.177067891779569
509,Aragonite,1.8954,1.5535,3,563.27,79.12,1.7137,1.217,47.036,0.5,1.51,110.29,64.03,60.36,True,no,0.639429898053957,0.538654775684666,1.10602789286339,0.100775122369291
510,Aragonite,0.729,0.96343,3,590.7,78.2,1.115,1.3393,53.677,0.13,0.48,15.99,67.68,79.96,True,no,-0.316081546973479,0.108854404912082,0.653811659192825,-0.424935951885561
511,Aragonite,7.29,3.0466,5,295.88,84.09,3.5489,1.3569,1.0629,1.18,3.25,85.62,27.82,136.82,True,no,1.98650354602057,1.26663769631613,2.05415762630674,0.719865849704439
512,Aragonite,9.7686,3.5267,8,372.93,87.93,5.7028,2.6147,61.009,1.38,2.83,32.46,136.48,161.64,True,no,2.27917315998339,1.74095728229767,1.71294802553132,0.538215877685718
513,Aragonite,7.8003,3.1515,8,399.73,85.38,4.1012,1.6935,131.49,1.09,3.3,175.31,35.31,99.65,True,no,2.05416219449438,1.4112796138138,1.90195552521213,0.642882580680582
514,Aragonite,1.0935,1.18,4,482.33,79.93,1.533,1.688,117.58,0.52,1.15,33.77,29.05,104.54,True,no,0.0893835611346854,0.427226599889677,0.713307240704501,-0.337843038754992
515,Aragonite,1.3851,1.328,3,506.63,79.21,1.9418,2.138,11.57,0.74,1.17,8.14,58.83,161.72,True,no,0.325772339198916,0.663615377953907,0.713307240704501,-0.337843038754992
516,Aragonite,4.374,2.3599,3,518.82,80.22,4.3209,3.3525,4.4753,0.74,1.86,8.42,58.53,161.17,True,no,1.47567792225458,1.46346371389098,1.01228910643616,0.012214208363599
517,Aragonite,4.3011,2.3402,4,531.17,82.71,2.8549,1.4883,125.8,0.5,1.51,146.33,61.41,126.74,True,no,1.45887080393819,1.04903681622484,1.50656765560965,0.409833987713358
518,Aragonite,0.729,0.96343,3,580.9,79.8,1.1081,1.3229,116.57,0.46,0.9,29.62,78.24,151.09,True,no,-0.316081546973479,0.102646836960143,0.657882862557531,-0.418728383933622
519,Aragonite,1.7496,1.4925,2,594.17,80.33,1.6195,2.3547,110.39,0.65,1.4,37.34,56.06,148.63,True,edge,0.559387190380421,0.482117459629247,1.08033343624575,0.0772697307511741
520,Aragonite,5.3946,2.6208,4,240.53,87.42,5.1032,3.7916,92.785,0.87,3.07,44.1,151.57,113.75,True,no,1.68539845323665,1.62986779394561,1.05710142655589,0.0555306592910366
521,Aragonite,1.2393,1.2562,5,393.06,83.29,2.6769,4.5414,104.92,0.72,1.18,109.77,73.97,144.64,True,no,0.214546704088692,0.984659408592078,0.462960887593859,-0.770112704503387
522,Aragonite,0.729,0.96343,3,415.4,80.7,0.97814,1.0308,153.43,0.59,0.95,78.86,120.8,139.97,True,no,-0.316081546973479,-0.0221024699079472,0.745292084977611,-0.293979077065532
523,Aragonite,8.3835,3.2671,9,587.17,87.8,5.6793,3.0217,91.272,1.92,4.09,128.3,136.24,32.86,True,no,2.12626548839573,1.73682798570184,1.47615022978184,0.389437502693889
524,Aragonite,0.8019,1.0105,4,592.36,81.73,1.4453,2.0459,103.81,0.48,0.78,127.46,108.38,73.07,True,no,-0.220771367169154,0.368316912472659,0.554832906662976,-0.589088279641813
525,Aragonite,14.726,4.3301,11,303.1,90.6,7.5331,3.0266,37.149,2.86,6.18,92.1,31.33,134.3,True,no,2.68961463894653,2.01930664367912,1.95483930918214,0.670307995267409
526,Aragonite,4.4469,2.3795,6,340.28,87.39,3.5027,2.1669,88.948,1.06,2.36,89.93,67.8,137.73,True,no,1.49220722420579,1.25353409966871,1.26956347960145,0.238673124537073
527,Aragonite,1.6038,1.429,3,502.55,83,1.7265,1.4597,133.08,0.83,1.5,177.67,113.82,12.49,True,no,0.472375813390791,0.54609623784791,0.928931364031277,-0.0737204244571188
528,Aragonite,0.8019,1.0105,2,538.55,82.45,1.499,2.2009,87.69,0.42,1.18,105.3,79.92,177.99,True,no,-0.220771367169154,0.404798219120461,0.534956637758506,-0.625569586289615
529,Aragonite,1.3851,1.328,3,557.21,82.16,2.4424,3.3825,24.401,0.27,0.53,159.68,32.76,44.46,True,no,0.325772339198916,0.892981162438531,0.56710612512283,-0.567208823239615
530,Aragonite,1.8225,1.5233,3,236.08,85.88,2.754,3.2685,88.966,0.6,1.38,95.43,112.42,151.9,True,no,0.600209184900676,1.01305440030646,0.661764705882353,-0.412845215405787
531,Aragonite,1.3851,1.328,3,356.79,83.58,2.007,2.284,46.795,0.8,1.65,30.08,135.84,157.84,True,no,0.325772339198916,0.696641069814201,0.690134529147982,-0.370868730615285
532,Aragonite,5.7591,2.7079,10,357.19,88.95,5.1545,3.6234,49.28,0.9,1.82,82.92,25.91,140.74,True,no,1.7507812124995,1.6398701195543,1.11729556698031,0.110911092945195
533,Aragonite,1.5309,1.3961,4,430,83.95,1.9639,1.9788,48.981,0.52,1.58,117.41,70.42,141.9,True,no,0.425855797755898,0.67493229213904,0.779520342176282,-0.249076494383142
534,Aragonite,1.458,1.3625,4,472.3,83.2,1.6099,1.3961,99.948,0.65,1.25,66.47,83.08,143.04,True,no,0.377065633586466,0.476172065266112,0.905646313435617,-0.0991064316796452
535,Aragonite,1.1664,1.2186,2,570.5,82.19,1.4098,1.3384,168.31,0.64,1.14,168.97,51.69,20.84,True,no,0.153922082272257,0.343447850357638,0.827351397361328,-0.189525768085381
536,Aragonite,3.2076,2.0209,4,407.95,88.59,3.1479,2.4263,86.566,0.61,0.99,83.24,78.06,163.6,True,no,1.16552299395074,1.14673556384984,1.01896502430192,0.0187874301008985
537,Aragonite,4.1553,2.3002,7,439.79,87.26,3.2622,2.0115,107,0.8,2.39,93.99,31.12,168.21,True,no,1.42438462786703,1.18240181439779,1.27377230090123,0.241982813469233
538,Aragonite,0.8748,1.0554,3,446.33,83.33,1.389,1.7321,45,0.48,0.72,5.35,139.49,96.99,True,no,-0.133759990179524,0.328584063772207,0.629805615550756,-0.462344053951731
539,Aragonite,3.7179,2.1757,6,481.2,87.78,3.2054,2.1705,79.739,1.01,1.73,65.56,82.32,143.79,True,no,1.3131589927568,1.16483688757734,1.15988644162975,0.148322105179463
540,Aragonite,1.0935,1.18,5,497.8,84.2,1.8245,2.391,81.189,0.6,1.45,65.33,82.07,142.7,True,no,0.0893835611346854,0.601305976894365,0.599342285557687,-0.51192241575968
541,Aragonite,3.0618,1.9744,5,548.1,85.67,2.4495,1.5391,42.584,0.85,2.81,116.56,18.51,66.76,True,no,1.11900297831584,0.895883922096492,1.24996938150643,0.223119056219351
542,Aragonite,3.2805,2.0437,5,558.4,85.38,3.1607,2.3918,22.466,0.52,1.82,44.67,43.57,146.45,True,no,1.1879958498028,1.15079352205445,1.03790299617173,0.0372023277483408
543,Aragonite,1.6038,1.429,5,221.23,85.82,1.7518,1.5029,67.035,0.71,1.24,112.55,50.19,168.55,True,no,0.472375813390791,0.560643830746852,0.915515469802489,-0.0882680173560604
544,Aragonite,1.458,1.3625,5,227.2,85.35,2.3306,2.9259,134.55,1.67,2.51,116.87,49.45,159.38,True,no,0.377065633586466,0.846125745157026,0.625589976830001,-0.46906011157056
545,Aragonite,2.3328,1.7234,6,416.22,86.16,2.2237,1.6648,126.08,1.23,2.1,121.08,71.67,141.2,True,no,0.847069262832202,0.799172475203249,1.04906237352161,0.0478967876289528
546,Aragonite,5.5404,2.656,7,458.04,89.51,4.2018,2.5027,44.868,0.86,2.34,71.88,103.11,6.96,True,no,1.71206670031881,1.43551300490739,1.31857775239183,0.276553695411416
547,Aragonite,2.3328,1.7234,6,493.53,85.5,2.0076,1.357,144.65,0.75,1.39,156.01,114.22,29.93,True,no,0.847069262832202,0.696939978798642,1.16198445905559,0.15012928403356
548,Aragonite,6.3423,2.8417,5,515.75,87.14,3.9874,1.9689,162,0.8,1.57,67.2,11.22,103.59,True,no,1.84724147868706,1.38313938942659,1.59058534383307,0.46410208926047
549,Aragonite,1.0935,1.18,3,526.4,84.73,1.6032,1.846,131.23,0.51,0.68,131.4,111.33,158.62,True,no,0.0893835611346854,0.472001631908409,0.682073353293413,-0.382618070773723
550,Aragonite,2.9889,1.9508,4,572.9,85.63,2.4986,1.6405,179.44,0.9,2.54,46.38,20.53,132.71,True,no,1.09490542673678,0.915730575015592,1.19622988873769,0.179174851721191
551,Aragonite,5.6862,2.6907,8,215.74,94.68,4.9999,3.453,83.72,0.87,2.48,66.9,146.64,139.37,True,no,1.73804218672207,1.6094179122341,1.13726274525491,0.128624274487969
552,Aragonite,3.645,2.1543,4,244.74,89.84,3.3209,2.3763,97.979,0.74,1.61,65.37,54.75,31.48,True,no,1.29335636546062,1.20023583052903,1.09759402571592,0.0931205349315949
553,Aragonite,1.0935,1.18,2,405.87,86.93,1.675,2.0151,100.56,0.58,1.05,61.19,139.17,155.51,True,no,0.0893835611346854,0.51581316527703,0.652835820895522,-0.426429604142344
554,Aragonite,2.8431,1.9026,5,423.08,88.05,2.4298,1.631,118.15,0.47,1.15,137.11,90.58,174.79,True,no,1.04489500616212,0.887808949438505,1.17009630422257,0.157086056723617
555,Aragonite,2.1141,1.6407,7,465.86,87.9,2.3191,1.998,68.775,0.68,1.27,62.65,82.45,11.67,True,no,0.748629190018949,0.841179179379027,0.911603639342848,-0.092549989360077
556,Aragonite,28.65,6.0397,20,474.51,103.18,8.4782,1.9705,91.152,1.44,3.57,20.82,129.92,127.42,True,no,3.35515344316075,2.13749816312164,3.37925503054894,1.2176552800391
557,Aragonite,8.1648,3.2242,7,489.13,92.44,4.6707,2.0985,105.25,0.72,1.74,121.9,38.35,111.38,True,no,2.09983223132757,1.5413089533816,1.74808915151904,0.558523277945968
558,Aragonite,2.187,1.6687,3,503.3,86.2,2.4846,2.2169,179.59,0.54,1.54,70.13,11.91,100.79,True,no,0.782530741694631,0.91011168079744,0.880222168558319,-0.127580939102809
559,Aragonite,1.3122,1.2926,4,540.39,86,1.8229,1.9889,4.2364,0.45,1.23,43.52,18.94,126.56,True,no,0.27170511792864,0.600428639556739,0.719842009984091,-0.328723521628099
560,Aragonite,0.729,0.96343,2,566.1,85.2,1.1935,1.5348,173.82,0.66,1.05,159.81,30.99,43.23,True,no,-0.316081546973479,0.176890166796748,0.610808546292417,-0.492971713770227
561,Aragonite,0.729,0.96343,2,592.7,86,1.5471,2.5787,76.645,0.43,1,149.63,115.66,90.87,True,no,-0.316081546973479,0.436382210742886,0.471204188481675,-0.752463757716365
562,Aragonite,4.1553,2.3002,5,232.53,92.33,3.5856,2.43,74.685,0.88,2.63,116.99,50.29,157.11,True,no,1.42438462786703,1.27692582406453,1.15888554216867,0.1474588038025
563,Aragonite,1.1664,1.2186,4,350.63,87,1.3796,1.2816,116,0.45,0.78,91.83,68.53,137.78,True,no,0.153922082272257,0.321793602080549,0.845462452884894,-0.167871519808292
564,Aragonite,0.729,0.96343,4,353.6,87.2,1.3275,1.8987,94.065,0.73,1.22,48.46,116.24,135.9,True,no,-0.316081546973479,0.283297474133957,0.549152542372881,-0.599379021107436
565,Aragonite,1.8954,1.5535,6,431.85,87.92,2.1851,1.9785,67.96,1.28,2.4,171.82,36.52,109.12,True,no,0.639429898053957,0.781661594090684,0.867420255365887,-0.142231696036727
566,Aragonite,1.9683,1.5831,5,445.41,88.3,2.0981,1.7565,64.906,0.75,2.23,107.25,65.11,138.62,True,no,0.677170226036804,0.741032173280518,0.93813450264525,-0.0638619472437136
567,Aragonite,1.1664,1.2186,2,453.56,87.69,1.4641,1.4433,92.161,0.68,1.34,84.87,153.56,13.49,True,no,0.153922082272257,0.381240719217299,0.796666894337819,-0.227318636945043
568,Aragonite,0.8019,1.0105,3,524.45,86.64,1.0851,1.1531,161.57,0.58,1.91,31.97,16.99,137.85,True,no,-0.220771367169154,0.0816721486440249,0.739010229471938,-0.302443515813179
569,Aragonite,0.729,0.96343,2,578,86.8,1.0835,1.2649,90,0.34,0.43,96.48,77.14,23.31,True,no,-0.316081546973479,0.0801965419942766,0.672819566220581,-0.396278088967756
570,Aragonite,2.8431,1.9026,2,212,90.46,2.8024,2.1695,77.071,0.72,2.2,116.47,50.65,159.42,True,no,1.04489500616212,1.03047619290114,1.0145232657722,0.014418813260982
571,Aragonite,1.0935,1.18,4,224.6,88.07,1.3552,1.3191,80.538,0.31,0.83,66.51,150.23,136.62,True,no,0.0893835611346854,0.303949044915653,0.806891971664699,-0.214565483780967
572,Aragonite,1.1664,1.2186,3,238.25,89.63,2.2404,3.3798,76.847,1.12,1.78,126.03,55.57,149.22,True,no,0.153922082272257,0.80665442135354,0.520621317621853,-0.652732339081283
573,Aragonite,8.2377,3.2386,5,252.44,96.87,6.3591,3.8555,115.84,1.5,2.91,131.47,50.66,15.68,True,no,2.10872117874482,1.84988685790466,1.29541916308912,0.258834320840152
574,Aragonite,0.9477,1.0985,2,371.62,87.85,1.4722,1.7963,53.271,0.85,1.91,71.08,25.13,154.7,True,no,-0.0537172825059879,0.386757880642468,0.643730471403342,-0.440475163148456
575,Aragonite,3.645,2.1543,7,445.5,93.4,3.5681,2.7432,62.048,0.86,1.89,5.86,141.78,97.08,True,no,1.29335636546062,1.27203324123085,1.02155208654466,0.0213231242297754
576,Aragonite,0.9477,1.0985,4,534.15,87.92,1.5792,2.0668,36.335,0.81,1.33,174.1,103.91,12.85,True,no,-0.0537172825059879,0.45691838969708,0.600113981762918,-0.510635672203068
577,Aragonite,5.5404,2.656,2,256.83,92.86,3.1579,1.4137,124.45,1.01,2.71,144.69,113.85,12.93,True,no,1.71206670031881,1.14990724972094,1.75445707590487,0.562159450597868
