"","Nr.","Phase","Area","d","l","Xcg","Ycg","Major","Aspect_ratio","Slope","GOS","MOS","Mean_E1","Mean_E2","Mean_E3","In_current_dataset","Border_grain","Log_Area","Log_Major","Minor","Log_Minor"
"2377",2377,"Aragonite",1.5138,1.3883,4,253.56,234.17,1.6263,1.3723,70.56,0.62,1.79,6,31.28,101.84,"True","no",0.41462304589293,0.486307495952265,0.930824571112341,-0.0716844500593352
"2378",2378,"Aragonite",1.5979,1.4264,4,269.89,234.47,1.6914,1.4062,101.31,0.72,1.39,51.6,135.79,47.02,"True","no",0.468690267163206,0.525556588365985,0.944720350005912,-0.056866321202779
"2379",2379,"Aragonite",5.046,2.5347,8,308.65,237.45,3.1641,1.5582,47.174,1.31,4,26.37,99.06,64.62,"True","no",1.61859585021887,1.15186865496854,1.59476628425145,0.466727195250325
"2380",2380,"Aragonite",0.841,1.0348,3,349.9,233.2,1.1902,1.3229,63.435,1.35,1.89,98.97,102.73,67.66,"True","no",-0.173163619009189,0.174121360228615,0.70660393211225,-0.347284979237804
"2381",2381,"Aragonite",0.841,1.0348,3,353.4,233.6,1.1256,1.1832,45,0.6,1.82,175.06,111.92,106.08,"True","no",-0.173163619009189,0.118316226818042,0.747157071783937,-0.291479845827231
"2382",2382,"Aragonite",4.3732,2.3597,5,383.37,234.83,2.8638,1.4729,0.88944,2.28,3.97,112.96,93.09,63.05,"True","no",1.47549500657819,1.05214941425777,1.5270619456666,0.423345592320424
"2383",2383,"Aragonite",1.0933,1.1798,4,438.69,234.31,1.5597,1.7475,115.63,0.82,1.63,177.99,20.86,30.99,"True","no",0.089200645458302,0.444493495075643,0.700968134897737,-0.355292849617341
"2384",2384,"Aragonite",3.1958,2.0172,6,531.53,234.82,3.1588,2.4523,7.719,1.07,2.27,167.36,15.26,23.31,"True","no",1.16183744772315,1.15019220864129,1.01171330885146,0.0116452390818624
"2385",2385,"Aragonite",6.5598,2.89,5,613.53,240.17,4.3117,2.2258,114.97,1.31,4.28,112.6,89.88,153.14,"True","no",1.88096011468636,1.4613322579025,1.52139527332607,0.419627856783853
"2386",2386,"Aragonite",1.2615,1.2674,2,47.2,234.93,1.5919,1.5777,105.01,0.71,2.25,68.07,83.62,44.93,"True","no",0.232301489098975,0.464928271378953,0.792449274451913,-0.232626782279978
"2387",2387,"Aragonite",2.1025,1.6361,3,100.2,236.36,1.9206,1.378,66.513,0.52,1,126.41,102.85,127.31,"True","no",0.743127112864966,0.652637637221735,1.09470998646256,0.0904894756432307
"2388",2388,"Aragonite",0.9251,1.0853,2,150.91,234.91,1.7514,2.6041,144.28,0.76,1.26,53.38,108.64,106.98,"True","no",-0.0778534392048641,0.560415468105987,0.528206006623273,-0.638268907310851
"2389",2389,"Aragonite",1.7661,1.4996,4,157.38,235.29,1.5733,1.1008,173.95,0.55,1.18,96.62,114.9,179.6,"True","no",0.568773725720188,0.453175324264241,1.12254496917308,0.115598401455948
"2390",2390,"Aragonite",0.841,1.0348,3,194,234.8,1.1638,1.2649,90,0.7,0.92,173.69,50.97,170.47,"True","no",-0.173163619009189,0.151690513240432,0.722632754768861,-0.324854132249621
"2391",2391,"Aragonite",4.8778,2.4921,7,295.45,238.14,3.0914,1.5388,111.37,1.2,2.65,42.11,125.4,90.61,"True","no",1.58469429854318,1.12862406273608,1.57786116322702,0.456070235807103
"2392",2392,"Aragonite",0.9251,1.0853,3,366,235.09,1.8355,2.8602,48.456,0.51,1.53,94.22,81.19,142.71,"True","no",-0.0778534392048641,0.607316923954752,0.504004358485426,-0.685170363159616
"2393",2393,"Aragonite",2.2707,1.7003,4,397.33,237.3,2.5088,2.1769,89.681,0.98,1.71,136.13,112.57,41.61,"True","no",0.820088154001094,0.919804551173952,0.905094068877551,-0.0997163971728572
"2394",2394,"Aragonite",3.1958,2.0172,5,459.89,236.18,2.8233,1.9589,138.65,0.64,1.25,60,83.63,112.25,"True","no",1.16183744772315,1.03790641355071,1.13193780327985,0.123931034172436
"2395",2395,"Aragonite",13.708,4.1778,8,569.94,240.74,4.8121,1.3267,176.77,0.94,2.78,168.7,57.74,40.03,"True","no",2.61797960401236,1.57113357927639,2.84865235552046,1.04684602473598
"2396",2396,"Aragonite",2.1025,1.6361,4,583.6,235.6,2.1712,1.761,165.91,0.75,2.18,104.57,69.01,64.76,"True","no",0.743127112864966,0.775280010098468,0.968358511422255,-0.0321528972335015
"2397",2397,"Aragonite",7.8213,3.1557,8,44.17,240.43,3.7308,1.3977,112.03,1.19,2.97,9.77,44.9,72.75,"True","no",2.05685078115002,1.31662268787057,2.09641363782567,0.74022809327945
"2398",2398,"Aragonite",1.3456,1.3089,2,53.88,236.25,1.5558,1.4128,84.435,0.5,0.8,16.24,68.11,125.55,"True","no",0.296840010236546,0.441989882790537,0.8648926597249,-0.14514987255399
"2399",2399,"Aragonite",1.3456,1.3089,5,77.38,235.81,1.665,1.6181,58.039,0.43,0.97,153.98,99.09,177.67,"True","no",0.296840010236546,0.509825123432407,0.808168168168168,-0.212985113195861
"2400",2400,"Aragonite",1.0092,1.1336,2,118.42,235.75,1.2976,1.3103,32.067,0.29,0.97,71.86,124.46,38.8,"True","no",0.00915793778476572,0.260516404379011,0.777743526510481,-0.251358466594246
"2401",2401,"Aragonite",0.9251,1.0853,3,144.36,235.09,1.2919,1.4169,164.93,0.2,1.11,79.18,141.41,73.87,"True","no",-0.0778534392048641,0.256114002984119,0.716077095750445,-0.333967442188983
"2402",2402,"Aragonite",2.6912,1.8511,8,164.72,238.59,2.8721,2.4074,121.91,0.71,1.75,146.36,47.69,158.06,"True","no",0.989987190796492,1.05504346952132,0.937014727899446,-0.0650562787248249
"2403",2403,"Aragonite",2.6912,1.8511,2,199.56,239.03,2.9753,2.5835,122.51,1.51,2.52,14.62,160.31,70.63,"True","no",0.989987190796492,1.09034487424968,0.904513830538097,-0.100357683453191
"2404",2404,"Aragonite",1.4297,1.3492,1,216.76,236.29,1.927,2.0398,55.168,0.67,1.74,12.61,78.12,120.66,"True","no",0.357464632052981,0.655964389432229,0.74193046185781,-0.298499757379248
"2405",2405,"Aragonite",1.0933,1.1798,1,236.46,235.15,1.2713,1.1611,13.776,0.56,1.29,32.81,118.97,125.88,"True","no",0.089200645458302,0.24003999897394,0.859985841264847,-0.150839353515638
"2406",2406,"Aragonite",1.5138,1.3883,4,257.5,236.61,1.451,1.0924,43.728,0.73,1.23,76.5,25.14,35.17,"True","no",0.41462304589293,0.372252973902051,1.04328049620951,0.0423700719908791
"2407",2407,"Aragonite",2.8594,1.9081,5,283.88,237.35,2.2127,1.3449,109.27,0.77,1.36,99.61,116.52,114.51,"True","no",1.05061181261293,0.794213489294748,1.29226736566186,0.256398323318178
"2408",2408,"Aragonite",1.682,1.4634,6,289.5,236.6,1.625,1.2331,112.79,1.05,2.46,151.87,74.73,123.82,"True","no",0.519983561550756,0.485507815781701,1.03507692307692,0.0344757457690554
"2409",2409,"Aragonite",13.792,4.1906,10,342.41,244.05,5.8624,1.957,132.95,2.03,6.48,165.22,121.53,94.26,"True","no",2.62408871392134,1.76855907605762,2.35262008733624,0.855529637863718
"2410",2410,"Aragonite",6.8121,2.9451,9,368.8,238.84,4.3513,2.183,40.276,1.61,3.07,40.29,74.93,66.29,"True","no",1.9187004426692,1.47047465102837,1.56553213982028,0.448225791640837
"2411",2411,"Aragonite",0.9251,1.0853,5,376.91,235.36,1.2919,1.4169,74.929,0.59,1.09,53.44,33.42,73.69,"True","no",-0.0778534392048641,0.256114002984119,0.716077095750445,-0.333967442188983
"2412",2412,"Aragonite",7.6531,3.1216,10,429.47,239.97,4.3684,1.9584,24.521,1.04,2.62,4.54,160.08,155.56,"True","no",2.03511079451362,1.47439680934144,1.75192290083326,0.560713985172179
"2413",2413,"Aragonite",2.7753,1.8798,5,505.42,237.42,2.1023,1.2508,61.89,0.6,1.91,120.62,50.76,143,"True","no",1.02075884946325,0.743031983488943,1.32012557674927,0.277726865974302
"2414",2414,"Aragonite",2.6912,1.8511,6,514.97,236.47,2.5323,1.8714,32.314,0.75,1.59,173.46,36.69,49.24,"True","no",0.989987190796492,0.929127980675647,1.0627492793113,0.0608592101208447
"2415",2415,"Aragonite",4.2891,2.3369,8,549.98,236.98,3.2086,1.8852,170.08,0.63,1.59,169.83,16.39,21.78,"True","no",1.45607692072109,1.16583470493484,1.33675123106651,0.290242215786253
"2416",2416,"Aragonite",3.4481,2.0953,5,605.85,237.1,2.4464,1.3632,34.105,0.55,2.39,128.67,30.45,144.45,"True","no",1.23782335470107,0.894617556192661,1.40945879659908,0.343205798508412
"2417",2417,"Aragonite",6.728,2.9268,8,701.95,240.2,3.931,1.8039,105.49,0.56,1.43,8.9,14.98,86.49,"True","no",1.90627792267065,1.36889384643972,1.71152378529636,0.537384076230924
"2418",2418,"Aragonite",0.9251,1.0853,3,704.82,235.45,1.3316,1.5054,131.03,0.62,0.98,103.38,116.98,17.12,"True","no",-0.0778534392048641,0.286381226718733,0.694728146590568,-0.364234665923597
"2419",2419,"Aragonite",0.9251,1.0853,3,39,237.27,1.4606,1.8113,74.745,0.45,0.64,12.09,76.34,178.29,"True","no",-0.0778534392048641,0.378847310203872,0.633369848007668,-0.456700749408736
"2420",2420,"Aragonite",1.0092,1.1336,1,67.17,237.33,1.325,1.3663,125.45,0.92,1.41,99.15,87.83,81.18,"True","no",0.00915793778476572,0.281412459438185,0.761660377358491,-0.27225452165342
"2421",2421,"Aragonite",1.2615,1.2674,5,81.67,236.47,1.4521,1.3128,169.04,0.61,1.19,105.85,110.23,15.63,"True","no",0.232301489098975,0.373010784554555,0.868741822188555,-0.140709295455579
"2422",2422,"Aragonite",2.3548,1.7315,5,89.04,238.61,2.11,1.4849,91.252,0.56,1.41,71.89,87.68,102.86,"True","no",0.856455798171969,0.746687947487975,1.11601895734597,0.109767850683994
"2423",2423,"Aragonite",1.0933,1.1798,3,94.38,236.85,1.5813,1.7963,126.73,0.28,0.58,98.14,30.54,53.36,"True","no",0.089200645458302,0.458247293547134,0.691393157528616,-0.369046648088832
"2424",2424,"Aragonite",1.0092,1.1336,4,111.67,236.33,1.4918,1.7321,135,0.58,1.68,50.2,135.17,38.06,"True","no",0.00915793778476572,0.399983444538926,0.676498190105912,-0.39082550675416
"2425",2425,"Aragonite",0.9251,1.0853,3,128.64,236.18,1.4606,1.8113,142.13,0.3,0.55,87.48,31.01,142.11,"True","no",-0.0778534392048641,0.378847310203872,0.633369848007668,-0.456700749408736
"2426",2426,"Aragonite",2.0184,1.6031,5,177.42,238.54,2.2304,1.9358,119.3,0.75,1.37,116.45,138.75,14.91,"True","no",0.702305118344711,0.802180941584068,0.904949784791966,-0.0998758232393567
"2427",2427,"Aragonite",4.5414,2.4046,7,188.91,240.37,2.9698,1.5253,139.03,0.86,1.6,147.55,145.23,115.98,"True","no",1.51323533456104,1.08849461047982,1.52919388511011,0.424740724081216
"2428",2428,"Aragonite",1.4297,1.3492,4,248.35,238.47,2.8166,4.3582,58.415,0.75,1.09,86.9,74.65,5.79,"True","no",0.357464632052981,1.03553048378181,0.507597812965987,-0.678065851728832
"2429",2429,"Aragonite",0.841,1.0348,6,264.1,236.2,1.1902,1.3229,116.57,0.41,0.68,3.53,46.83,83.64,"True","no",-0.173163619009189,0.174121360228615,0.70660393211225,-0.347284979237804
"2430",2430,"Aragonite",1.5138,1.3883,5,301.28,237.06,1.5958,1.3212,8.6276,0.96,1.48,18.46,87.17,43.22,"True","no",0.41462304589293,0.467375177892044,0.948615114676025,-0.0527521319991135
"2431",2431,"Aragonite",0.841,1.0348,2,409.6,236.3,1.2264,1.4046,33.836,0.51,0.85,165.81,49.68,51.14,"True","no",-0.173163619009189,0.204083048575467,0.685746901500326,-0.377246667584656
"2432",2432,"Aragonite",4.8778,2.4921,6,448.14,239.47,3.0326,1.4808,72.315,0.75,1.98,23.34,83.56,70.79,"True","no",1.58469429854318,1.1094203373847,1.60845479126822,0.475273961158483
"2433",2433,"Aragonite",5.7188,2.6984,7,457.62,243.13,3.9843,2.1802,103.96,0.87,1.95,23.93,80.89,72.31,"True","no",1.74375899317287,1.38236163809218,1.4353336847125,0.361397355080694
"2434",2434,"Aragonite",1.682,1.4634,4,465.3,238,1.8299,1.5635,78.326,0.41,1.07,104.51,71.82,5.72,"True","no",0.519983561550756,0.604261320551504,0.919175911251981,-0.0842777590007482
"2435",2435,"Aragonite",3.5322,2.1207,4,541.14,238.71,2.3666,1.2454,1.0738,0.87,1.75,11.13,101.55,172.75,"True","no",1.26192090628013,0.861454325968321,1.49252091608214,0.400466580311812
"2436",2436,"Aragonite",1.0092,1.1336,3,558.5,237.75,1.5045,1.7616,72.907,0.7,1.28,22.31,87.89,97.31,"True","no",0.00915793778476572,0.408460617087963,0.670787637088734,-0.399302679303197
"2437",2437,"Aragonite",14.802,4.3412,11,591.86,243.23,6.8464,2.4872,42.508,1.21,2.65,81.23,153.04,41.77,"True","no",2.69476230677527,1.92372296668042,2.16201215237205,0.771039340094859
"2438",2438,"Aragonite",0.841,1.0348,3,639.9,236.2,1.1902,1.3229,63.435,0.64,1.22,35.5,84.56,54.4,"True","no",-0.173163619009189,0.174121360228615,0.70660393211225,-0.347284979237804
"2439",2439,"Aragonite",3.1117,1.9905,6,103.46,239.7,2.1342,1.1497,57.255,0.51,1.96,59.77,128.93,94.2,"True","no",1.13516920064099,0.758091869200327,1.45801705557117,0.377077331440662
"2440",2440,"Aragonite",0.9251,1.0853,3,165.82,238.45,1.4889,1.8821,98.13,0.46,0.78,93.03,156.32,138.91,"True","no",-0.0778534392048641,0.398037592279368,0.621331184095641,-0.475891031484232
"2441",2441,"Aragonite",2.0184,1.6031,4,169.71,239.08,2.838,3.134,132.73,0.61,1.69,164.62,54.62,168.98,"True","no",0.702305118344711,1.04309957873785,0.711205073995772,-0.34079446039314
"2442",2442,"Aragonite",1.0933,1.1798,2,180.54,237.92,1.4307,1.4704,135.8,1,2.08,36.62,111.07,13.13,"True","no",0.089200645458302,0.358163834990151,0.764171384636891,-0.268963189531849
"2443",2443,"Aragonite",0.841,1.0348,4,261,237.5,1.3223,1.633,63.435,0.45,0.74,139.42,91.74,163.89,"True","no",-0.173163619009189,0.27937264458064,0.636013007638206,-0.452536263589829
"2444",2444,"Aragonite",1.0092,1.1336,5,267.25,237.42,1.2976,1.3103,122.07,0.61,0.61,141.49,69.83,176.69,"True","no",0.00915793778476572,0.260516404379011,0.777743526510481,-0.251358466594246
"2445",2445,"Aragonite",3.364,2.0696,5,277.58,239.88,2.9101,1.9772,148.12,1.04,2.47,104.24,41.49,71.75,"True","no",1.2131307421107,1.06818744485413,1.15597402151129,0.14494329725657
"2446",2446,"Aragonite",0.841,1.0348,2,319.8,237.3,1.324,1.637,71.778,0.06,0.32,70.71,63.62,5.03,"True","no",-0.173163619009189,0.280657457514817,0.635196374622356,-0.453821076524006
"2447",2447,"Aragonite",2.8594,1.9081,5,352.26,241.12,3.4336,3.2382,92.836,1.31,2.05,94.08,33.56,156.14,"True","no",1.05061181261293,1.23360927345424,0.83277027027027,-0.182997460841316
"2448",2448,"Aragonite",2.3548,1.7315,4,419.39,238.39,2.5024,2.0886,13.195,0.65,1.78,21.92,88.33,145.88,"True","no",0.856455798171969,0.917250271368855,0.941016624040921,-0.0607944731968857
"2449",2449,"Aragonite",0.9251,1.0853,4,453.73,238.55,1.8887,3.0286,120.84,0.75,1.44,56.06,63.37,139.35,"True","no",-0.0778534392048641,0.635888761719663,0.489807804309843,-0.713742200924527
"2450",2450,"Aragonite",1.7661,1.4996,4,501.14,239.76,2.6015,3.0098,86.317,1.18,2.04,22.72,150.27,103.73,"True","no",0.568773725720188,0.956088201748221,0.678877570632327,-0.387314476028033
"2451",2451,"Aragonite",0.9251,1.0853,3,510,237.36,1.2145,1.2523,90,0.19,0.36,163.33,44.3,59.52,"True","no",-0.0778534392048641,0.19433246946009,0.761712638946068,-0.272185908664954
"2452",2452,"Aragonite",1.0933,1.1798,4,522.08,237.31,1.2691,1.1571,151.24,0.33,0.87,122.14,85.94,174.65,"True","no",0.089200645458302,0.238307987833982,0.861476636986841,-0.14910734237568
"2453",2453,"Aragonite",2.3548,1.7315,3,51.14,240.46,2.1058,1.479,80.854,0.67,1.3,148.55,41.23,117.77,"True","no",0.856455798171969,0.744695442440522,1.11824484756387,0.111760355731447
"2454",2454,"Aragonite",1.3456,1.3089,3,57.94,238.63,1.4897,1.2953,138.01,0.64,1.19,59.89,128.58,134.64,"True","no",0.296840010236546,0.39857475740341,0.903269114586829,-0.101734747166864
"2455",2455,"Aragonite",1.682,1.4634,3,108.05,239.3,2.0068,1.8804,58.253,0.62,0.9,141.66,77.06,76.27,"True","no",0.519983561550756,0.696541413627961,0.838150289017341,-0.176557852077205
"2456",2456,"Aragonite",5.6347,2.6785,7,134.27,242.42,3.5633,1.7698,94.904,0.89,1.74,79.32,4.79,162.46,"True","no",1.72894390738773,1.27068708178814,1.58131507310639,0.458256825599592
"2457",2457,"Aragonite",1.5138,1.3883,5,144.06,238.39,1.7774,1.639,28.611,0.69,1.57,165.38,152.71,136.57,"True","no",0.41462304589293,0.575151622322238,0.851693484865534,-0.160528576429308
"2458",2458,"Aragonite",1.1774,1.2244,3,161.5,239,1.7477,2.0374,126.77,0.92,2.07,174.89,92.23,49.13,"True","no",0.163308617612024,0.558300637790178,0.673685415117011,-0.394992020178154
"2459",2459,"Aragonite",1.0933,1.1798,3,193.92,239.15,1.3627,1.3339,106.24,0.45,0.56,119.47,123.15,156.17,"True","no",0.089200645458302,0.309468025773638,0.80230424891759,-0.220267380315336
"2460",2460,"Aragonite",8.9987,3.3849,8,387.15,241.17,4.5042,1.7707,169.76,2.95,6.88,55.26,62.85,72.64,"True","no",2.19708012245867,1.50501029482487,1.99784645442032,0.692069827633797
"2461",2461,"Aragonite",15.39,4.4267,7,482.17,241.73,7.4416,2.826,2.4942,1.05,2.85,91.66,16.27,85.07,"True","no",2.73371794785079,2.0070858794877,2.06810363362718,0.726632068363092
"2462",2462,"Aragonite",1.9343,1.5693,4,496.74,239.83,2.4324,2.4023,123.21,0.6,0.99,162.73,122.4,39.12,"True","no",0.659745503925915,0.888878424263818,0.795222825193225,-0.229132920337903
"2463",2463,"Aragonite",1.9343,1.5693,5,525.61,239.22,1.8251,1.3525,47.666,0.68,1.38,43.38,75.45,59.31,"True","no",0.659745503925915,0.601634780053838,1.05983233795408,0.058110723872077
"2464",2464,"Aragonite",0.841,1.0348,3,530.2,238,1.6149,2.4354,154.33,0.91,1.48,7.45,107.46,173.83,"True","no",-0.173163619009189,0.479273035252884,0.520775280203108,-0.652436654262073
"2465",2465,"Aragonite",5.4665,2.6382,7,622.09,241.71,3.4767,1.7366,139.69,1.22,2.68,71.2,142.84,133.73,"True","no",1.6986385578924,1.24608356802632,1.57232433054333,0.452554989866084
"2466",2466,"Aragonite",6.4757,2.8714,4,676.03,243.08,3.418,1.4169,119.48,1.68,3.28,116.31,124.32,148.7,"True","no",1.86805670985045,1.2290555846934,1.89458747805734,0.63900112515705
"2467",2467,"Aragonite",4.9619,2.5135,7,77.27,242.98,3.7722,2.2524,59.657,0.77,2.14,75.11,151.74,16.54,"True","no",1.60178873190248,1.32765838563493,1.31538624675256,0.274130346267551
"2468",2468,"Aragonite",3.8686,2.2194,8,84.59,242.39,2.5384,1.3082,120.03,1.16,2.61,41.06,82.08,95.31,"True","no",1.35289268448586,0.931533961286849,1.52403088559723,0.421358723199011
"2469",2469,"Aragonite",1.5138,1.3883,3,92.28,240.72,1.9059,1.8846,68.994,0.67,1.66,137.87,108.76,151.33,"True","no",0.41462304589293,0.64495433795846,0.794270423422005,-0.23033129206553
"2470",2470,"Aragonite",0.841,1.0348,2,123.5,240.5,1.8585,3.2255,97.018,0.57,1.33,52.25,54.34,2.14,"True","no",-0.173163619009189,0.61976971075517,0.452515469464622,-0.792933329764359
"2471",2471,"Aragonite",1.2615,1.2674,3,125.6,240.47,1.9346,2.3301,100.86,0.66,1.14,89.58,31.8,140.6,"True","no",0.232301489098975,0.65990058676631,0.652072779902822,-0.427599097667334
"2472",2472,"Aragonite",1.0092,1.1336,4,127.83,240.33,1.9061,2.8276,92.443,0.7,1.44,10.82,50.23,59.67,"True","no",0.00915793778476572,0.64505926975289,0.52945805571586,-0.635901331968124
"2473",2473,"Aragonite",0.841,1.0348,4,139,238.5,1.7403,2.8284,180,0.68,0.68,84.75,104.54,48.93,"True","no",-0.173163619009189,0.554057512157991,0.483250014365339,-0.72722113116718
"2474",2474,"Aragonite",6.0552,2.7766,9,156.44,246,4.5066,2.6343,86.42,0.99,1.89,142.81,66.24,66.97,"True","no",1.80091740701282,1.50554298893788,1.34362934362934,0.295374418074937
"2475",2475,"Aragonite",1.5979,1.4264,2,209.26,240.95,1.6003,1.2587,82.662,0.64,1.63,81.34,94.16,125.15,"True","no",0.468690267163206,0.470191111669808,0.998500281197276,-0.00150084450660172
"2476",2476,"Aragonite",3.5322,2.1207,3,239.21,242.14,3.1692,2.2333,139.92,0.87,1.73,32.82,116.75,127.53,"True","no",1.26192090628013,1.15347919010895,1.11453994698978,0.108441716171184
"2477",2477,"Aragonite",1.9343,1.5693,2,250.83,241,1.6266,1.0744,156.2,0.81,1.88,73.96,80.7,1.91,"True","no",0.659745503925915,0.486491946750538,1.18916758883561,0.173253557175377
"2478",2478,"Aragonite",1.1774,1.2244,5,263.07,240.36,1.9253,2.4727,86.085,0.74,1.21,52.48,16.53,20.3,"True","no",0.163308617612024,0.655081799753153,0.611541058536332,-0.491773182141129
"2479",2479,"Aragonite",2.1866,1.6686,6,272.19,240.15,2.2485,1.816,141.65,1.09,1.93,114.4,47.89,39.65,"True","no",0.782347826018247,0.810263327228625,0.972470535912831,-0.0279155012103777
"2480",2480,"Aragonite",0.841,1.0348,4,302.6,239.7,1.5121,2.1352,35.437,1.12,1.67,21.37,85.78,41.48,"True","no",-0.173163619009189,0.413499413136486,0.556180146815687,-0.586663032145676
"2481",2481,"Aragonite",5.7188,2.6984,5,513.85,243.1,4.5234,2.8101,31.735,0.54,1.91,26.39,77.47,5.98,"True","no",1.74375899317287,1.50926392346357,1.2642702392006,0.234495069709298
"2482",2482,"Aragonite",1.5138,1.3883,4,534.89,239.28,1.7023,1.5034,1.1482,0.85,1.52,168.72,15.92,24.57,"True","no",0.41462304589293,0.531980277838388,0.889267461669506,-0.117357231945458
"2483",2483,"Aragonite",2.523,1.7923,5,581,239.73,2.4704,1.8999,12.123,1.15,2.36,109.83,82.5,112.47,"True","no",0.925448669658921,0.90438008084832,1.0212920984456,0.0210685888106006
"2484",2484,"Aragonite",8.8305,3.3531,9,641.98,248.72,6.1153,3.3261,108.12,1.77,3.45,166.39,117.31,106.77,"True","no",2.17821163815429,1.81079382762504,1.44400111196507,0.367417810529252
"2485",2485,"Aragonite",3.6163,2.1458,4,115.6,242.23,2.6268,1.4986,162.63,1.21,2.25,142.11,124.88,69.02,"True","no",1.28545140369033,0.96576637533468,1.37669407644282,0.319685028355647
"2486",2486,"Aragonite",1.2615,1.2674,3,148,240.8,1.5806,1.5554,90,0.8,1.46,112.8,100.16,68.8,"True","no",0.232301489098975,0.457804521788738,0.798114640010123,-0.225503032689762
"2487",2487,"Aragonite",1.1774,1.2244,3,152.36,241.07,1.3404,1.1986,86.437,0.56,1.57,109.16,31.85,131.81,"True","no",0.163308617612024,0.292968076881018,0.878394509101761,-0.129659459268994
"2488",2488,"Aragonite",0.841,1.0348,4,183,240.4,1.1099,1.1504,25.67,0.55,0.92,128.75,41.54,80.81,"True","no",-0.173163619009189,0.104269921175797,0.757725921254167,-0.277433540184986
"2489",2489,"Aragonite",3.364,2.0696,8,258.1,243.63,2.3069,1.2425,154.27,1.31,2.44,133.47,126.3,28.87,"True","no",1.2131307421107,0.835904631914903,1.45823399367116,0.377226110195799
"2490",2490,"Aragonite",0.9251,1.0853,4,259.09,240.45,1.1411,1.1055,11.31,1.17,1.96,106.42,68.02,24.57,"True","no",-0.0778534392048641,0.131992709458497,0.810708965033739,-0.209846148663361
"2491",2491,"Aragonite",4.3732,2.3597,9,265.75,244.23,3.2245,1.8673,75.776,1.09,2.44,78.08,131.24,7.39,"True","no",1.47549500657819,1.17077789946829,1.35624127771748,0.304717107109898
"2492",2492,"Aragonite",1.0933,1.1798,3,286.54,241,1.5865,1.8081,63.784,0.72,1.69,26.18,19.65,46.31,"True","no",0.089200645458302,0.461530332041113,0.689127009139615,-0.372329686582811
"2493",2493,"Aragonite",13.288,4.1132,7,287.02,247.89,6.0953,2.196,45.241,2.19,4.88,54.94,166.11,0.66,"True","no",2.58686137231099,1.80751798239462,2.1800403589651,0.779343389916374
"2494",2494,"Aragonite",1.0933,1.1798,4,314.38,240.38,1.2782,1.1737,135,0.94,1.97,141.77,128.88,109.86,"True","no",0.089200645458302,0.245452838234044,0.855343451728994,-0.156252192775742
"2495",2495,"Aragonite",3.2799,2.0436,4,435.79,242.05,2.2352,1.1963,11.014,0.97,2.27,93.23,35.94,56.31,"True","no",1.18781293412641,0.80433070952056,1.46738546886185,0.383482224605851
"2496",2496,"Aragonite",1.3456,1.3089,2,590.06,241.25,2.1309,2.6503,45.039,0.68,1.51,23.21,45.32,26.27,"True","no",0.296840010236546,0.756544425689737,0.631470270777606,-0.45970441545319
"2497",2497,"Aragonite",3.364,2.0696,5,610.03,243.95,3.1528,2.3208,130.13,0.86,1.94,72.81,143.12,130.8,"True","no",1.2131307421107,1.14829094689866,1.06698807409287,0.0648397952120446
"2498",2498,"Aragonite",1.682,1.4634,4,60.7,242.6,1.9458,1.7679,103.22,0.66,1.28,153.7,48.93,37.93,"True","no",0.519983561550756,0.66567320355919,0.86442594305684,-0.145689642008434
"2499",2499,"Aragonite",1.4297,1.3492,3,64.29,241.88,1.4808,1.2047,80.538,0.41,0.91,46.56,81.04,86.68,"True","no",0.357464632052981,0.392582482277151,0.965491626148028,-0.0351178502241692
"2500",2500,"Aragonite",1.5138,1.3883,4,139.5,241.78,1.5409,1.2319,90,0.52,1.42,46.95,117.68,71.06,"True","no",0.41462304589293,0.432366661305671,0.982412875592186,-0.0177436154127405
"2501",2501,"Aragonite",1.0933,1.1798,3,205.46,242.15,1.4243,1.4572,115.8,0.62,1.4,19.99,158.31,76.97,"True","no",0.089200645458302,0.353680464958403,0.767605139366706,-0.264479819500101
"2502",2502,"Aragonite",2.1025,1.6361,2,216.2,243.12,2.3686,2.0957,69.829,1.55,3.82,19.77,119.8,107.88,"True","no",0.743127112864966,0.862299063305258,0.887655154943849,-0.119171950440292
"2503",2503,"Aragonite",0.841,1.0348,2,228.3,241.7,1.1904,1.3235,158.23,0.59,1.08,65.99,54.13,99.65,"True","no",-0.173163619009189,0.17428938509669,0.706485215053763,-0.347453004105879
"2504",2504,"Aragonite",0.841,1.0348,6,299.5,242,1.7403,2.8284,90,0.67,0.77,153.32,74.8,119.36,"True","no",-0.173163619009189,0.554057512157991,0.483250014365339,-0.72722113116718
"2505",2505,"Aragonite",4.9619,2.5135,8,306.34,244.56,3.0982,1.5194,15.573,2.55,6.65,73.07,129.34,62.04,"True","no",1.60178873190248,1.13082129769013,1.60154283132141,0.470967434212359
"2506",2506,"Aragonite",1.682,1.4634,5,313.75,244.25,2.5133,2.9496,122.07,0.89,1.96,77.24,124.13,64.49,"True","no",0.519983561550756,0.921596630664337,0.669239645088131,-0.40161306911358
"2507",2507,"Aragonite",0.841,1.0348,4,373.4,241.7,1.4565,1.9813,53.845,0.97,1.28,164.45,60.73,25.29,"True","no",-0.173163619009189,0.376036297417352,0.577411603158256,-0.549199916426541
