"","Nr.","Phase","Area","d","l","Xcg","Ycg","Major","Aspect_ratio","Slope","GOS","MOS","Mean_E1","Mean_E2","Mean_E3","In_current_dataset","Border_grain","Log_Area","Log_Major","Minor","Log_Minor"
"716",716,"Aragonite",2.3548,1.7315,7,377.39,132.71,3.0068,3.0153,54.272,0.82,1.58,133.36,95.39,72.24,"True","no",0.856455798171969,1.10087639032118,0.783158174803778,-0.244420592149208
"717",717,"Aragonite",4.7096,2.4488,7,516.25,136.23,3.7675,2.3671,77.796,0.75,1.9,79.91,146.29,177.52,"True","no",1.54960297873191,1.32641165151851,1.2500597213006,0.223191327213401
"718",718,"Aragonite",1.4297,1.3492,4,545.12,132.29,1.9854,2.1654,97.827,0.73,0.9,95.28,143.57,93.35,"True","no",0.357464632052981,0.685820405173484,0.720106779490279,-0.328355773120503
"719",719,"Aragonite",1.4297,1.3492,4,553.18,131.59,1.6875,1.5644,80.41,0.83,1.68,157.57,79.84,92.24,"True","no",0.357464632052981,0.523248143764548,0.84722962962963,-0.165783511711566
"720",720,"Aragonite",1.682,1.4634,2,557.95,131.75,1.7937,1.5023,116,0.55,0.73,8.79,166,17.15,"True","no",0.519983561550756,0.584280525572831,0.937726487149467,-0.0642969640220751
"721",721,"Aragonite",1.4297,1.3492,2,574.06,131.18,1.4924,1.2235,117.07,0.81,2.05,162.46,128.17,144.65,"True","no",0.357464632052981,0.400385562364866,0.957987134816403,-0.0429209303118844
"722",722,"Aragonite",1.8502,1.5348,3,585.95,132.23,1.6904,1.213,69.096,0.43,0.76,22.72,141.5,107.51,"True","no",0.615293741355081,0.52496518731971,1.09453383814482,0.0903285540353714
"723",723,"Aragonite",1.2615,1.2674,3,130.47,131.67,1.5137,1.4266,58.147,0.15,0.39,149.48,156.74,27.59,"True","no",0.232301489098975,0.414556984786382,0.833388386073859,-0.182255495687407
"724",724,"Aragonite",3.4481,2.0953,5,134.9,132.83,2.4159,1.3295,32.583,0.54,1.18,32.03,92.78,7.65,"True","no",1.23782335470107,0.882071888487472,1.42725278364171,0.355751466213601
"725",725,"Aragonite",2.8594,1.9081,4,141.82,133.53,2.0994,1.2106,62.483,0.48,0.98,51.26,86.78,175.28,"True","no",1.05061181261293,0.74165158961956,1.362008192817,0.308960222993366
"726",726,"Aragonite",2.1025,1.6361,3,147.56,132.64,2.1767,1.77,67.395,0.65,1.23,93.69,114.23,2.08,"True","no",0.743127112864966,0.777809968438654,0.965911701199063,-0.0346828555736882
"727",727,"Aragonite",1.9343,1.5693,4,258.17,133,1.7929,1.3052,115.39,0.4,0.65,162.63,109.33,146.13,"True","no",0.659745503925915,0.583834420619245,1.07886664063807,0.0759110833066706
"728",728,"Aragonite",2.523,1.7923,5,293.33,132.1,1.8807,1.101,41.002,0.69,1.66,32.46,51.5,133.67,"True","no",0.925448669658921,0.631644047965895,1.34152177380762,0.293804621693025
"729",729,"Aragonite",0.841,1.0348,4,327.2,132.1,1.6104,2.4218,129.03,0.13,0.43,50.28,106.2,120.28,"True","no",-0.173163619009189,0.476482595343445,0.522230501738698,-0.649646214352634
"730",730,"Aragonite",1.4297,1.3492,3,423.06,133.53,2.6503,3.8587,78.792,0.45,1.04,20.41,105.14,35.37,"True","no",0.357464632052981,0.97467284113781,0.539448364336113,-0.617208209084829
"731",731,"Aragonite",1.0092,1.1336,2,461.83,132.17,1.3974,1.5196,91.907,0.42,0.59,166.98,152.54,12.98,"True","no",0.00915793778476572,0.334613367136213,0.722198368398454,-0.325455429351448
"732",732,"Aragonite",22.791,5.3869,12,498.47,144.2,7.1418,1.7577,114.87,1.52,3.28,98.76,94.02,137.61,"True","no",3.12636572118919,1.96596484541975,3.19121229942031,1.16040087576944
"733",733,"Aragonite",1.9343,1.5693,3,564.09,133.26,2.2137,1.9898,113.89,0.49,0.92,86.69,116.22,57.28,"True","no",0.659745503925915,0.794665323750294,0.873785969191851,-0.134919819824379
"734",734,"Aragonite",2.0184,1.6031,5,597.71,132.83,1.9499,1.4795,112.14,0.43,0.81,146.8,110.35,19.46,"True","no",0.702305118344711,0.667778089209404,1.03513000666701,0.0345270291353069
"735",735,"Aragonite",2.1866,1.6686,4,602.92,132.42,2.0635,1.5295,161.32,0.54,1.74,122.26,51.05,26.79,"True","no",0.782347826018247,0.724403570210499,1.05965592440029,0.0579442558077479
"736",736,"Aragonite",0.841,1.0348,3,608.4,131.7,1.305,1.5904,50.021,0.61,1.44,145.64,100.14,21.52,"True","no",-0.173163619009189,0.266203040774657,0.644444444444444,-0.439366659783846
"737",737,"Aragonite",1.1774,1.2244,2,662,131.71,1.5523,1.6074,108.94,0.47,0.73,63.57,148.88,83.02,"True","no",0.163308617612024,0.439737702050261,0.758487405784964,-0.276429084438237
"738",738,"Aragonite",1.7661,1.4996,4,665.48,132.67,1.6763,1.2497,77.289,0.5,0.9,65.3,146,82.67,"True","no",0.568773725720188,0.516588983655095,1.05357036330013,0.0521847420650934
"739",739,"Aragonite",1.5138,1.3883,3,672.39,133.56,2.4671,3.1578,84.691,0.53,1.19,69.31,37.94,41.91,"True","no",0.41462304589293,0.903043371788525,0.613594909002473,-0.488420325895595
"740",740,"Aragonite",1.0933,1.1798,2,74.85,133.62,1.9732,2.7971,63.278,0.85,1.31,175.25,151.99,89.81,"True","no",0.089200645458302,0.679656590377446,0.55407459963511,-0.590455944919144
"741",741,"Aragonite",1.3456,1.3089,3,100.06,133.81,2.1126,2.605,91.32,0.46,0.8,146.66,170.77,37.23,"True","no",0.296840010236546,0.747919416406925,0.636940263182808,-0.451079406170378
"742",742,"Aragonite",3.4481,2.0953,5,111.29,136,2.7786,1.7586,114.79,0.84,2.02,101.96,46,12.45,"True","no",1.23782335470107,1.02194720373262,1.24094867919096,0.215876150968449
"743",743,"Aragonite",1.0933,1.1798,3,126.62,132.85,1.3539,1.3169,22.903,0.46,0.76,33.07,92.47,8.6,"True","no",0.089200645458302,0.302989316518928,0.807519019129921,-0.213788671060626
"744",744,"Aragonite",1.1774,1.2244,2,174.21,133.36,1.6319,1.7764,127.57,1.06,1.66,162.51,148.33,154.37,"True","no",0.163308617612024,0.489744980154752,0.721490287395061,-0.326436362542728
"745",745,"Aragonite",3.6163,2.1458,7,177.49,136.53,3.3106,2.3804,94.492,0.78,1.28,57.9,127.49,157.7,"True","no",1.28545140369033,1.19712944184393,1.09233975714372,0.0883219618463996
"746",746,"Aragonite",1.2615,1.2674,5,231.73,132.8,1.5737,1.5418,148.74,0.58,1.68,94.19,81.97,169.23,"True","no",0.232301489098975,0.453429534624682,0.801614030628455,-0.221128045525706
"747",747,"Aragonite",1.0092,1.1336,3,370.17,133.58,1.3987,1.5224,119.07,0.74,0.83,95.76,167.67,141.85,"True","no",0.00915793778476572,0.335543233803121,0.72152713233717,-0.326385296018356
"748",748,"Aragonite",1.1774,1.2244,4,382.57,132.79,1.3371,1.1925,149.75,0.47,0.95,39.09,69.95,39.51,"True","no",0.163308617612024,0.290503089638483,0.880562411188393,-0.127194472026459
"749",749,"Aragonite",7.4008,3.0697,5,505.55,138.23,4.9187,2.5675,112.84,0.83,2.52,148.53,160.02,32.69,"True","no",2.00158810247497,1.59304426794767,1.50462520584707,0.408543834527305
"750",750,"Aragonite",15.138,4.3903,11,671.86,140.81,5.6495,1.6559,76.896,1.19,3.45,136.24,139.8,38.95,"True","no",2.71720813888698,1.73156704566716,2.67952916187273,0.985641093219812
"751",751,"Aragonite",1.8502,1.5348,3,69.05,134.18,1.8694,1.4834,67.471,0.85,1.4,160.54,103.7,26.12,"True","no",0.615293741355081,0.625617523766346,0.989729324917086,-0.0103237824112648
"752",752,"Aragonite",3.1958,2.0172,4,78.61,135.63,2.7348,1.8381,104.39,0.64,1.16,112.47,121.38,153.66,"True","no",1.16183744772315,1.0060583070575,1.16856808541758,0.155779140665649
"753",753,"Aragonite",1.0092,1.1336,3,81.92,133.58,1.4698,1.6811,83.358,0.45,0.92,13.38,56.26,125.79,"True","no",0.00915793778476572,0.385126337112634,0.686624030480337,-0.375968399327868
"754",754,"Aragonite",0.841,1.0348,3,94.7,133.2,1.324,1.637,18.222,0.28,0.57,100.7,45.7,9.64,"True","no",-0.173163619009189,0.280657457514817,0.635196374622356,-0.453821076524006
"755",755,"Aragonite",1.5979,1.4264,4,123.53,135.16,1.986,1.9386,100.23,0.65,1.78,53.45,41.57,75.62,"True","no",0.468690267163206,0.686122565622981,0.804582074521652,-0.217432298459775
"756",756,"Aragonite",2.6071,1.8219,2,155,135.65,1.9323,1.1248,90,0.99,2.67,128.68,126.74,146.1,"True","no",0.958238492481912,0.658711003238818,1.34922113543446,0.299527489243094
"757",757,"Aragonite",1.2615,1.2674,4,262.4,133.6,1.3574,1.1471,135,0.61,1.58,129.54,120.04,10.2,"True","no",0.232301489098975,0.305571105287521,0.929350228377781,-0.0732696161885455
"758",758,"Aragonite",9.251,3.432,12,275.02,141.32,6.6279,3.7296,103.42,1.32,3.51,99.84,50.08,174.52,"True","no",2.22473165378918,1.89128801194296,1.39576638150847,0.333443641846226
"759",759,"Aragonite",2.6071,1.8219,5,337.42,134.32,2.7113,2.2146,155.92,0.52,1.25,15.61,150.78,51.72,"True","no",0.958238492481912,0.997428224667094,0.961568251392321,-0.0391897321851826
"760",760,"Aragonite",1.1774,1.2244,3,378.71,134.36,2.0095,2.6937,68.175,0.62,1.43,16.48,71.43,93.63,"True","no",0.163308617612024,0.697885934907119,0.585916894749938,-0.534577317295095
"761",761,"Aragonite",17.913,4.7758,9,480.68,140.85,6.7942,2.0239,142.98,1.29,3.84,143.68,154.68,170.69,"True","no",2.88552670623297,1.91606930704429,2.6365134968061,0.969457399188673
"762",762,"Aragonite",4.4573,2.3823,5,510.7,135.62,2.7777,1.3595,116.37,0.82,2.31,148.49,139.06,143.06,"True","no",1.49454320154889,1.02162324713997,1.60467293084206,0.472919954408913
"763",763,"Aragonite",1.3456,1.3089,5,549.75,134.25,1.6276,1.5462,73.997,0.3,0.65,27.11,119.24,43.8,"True","no",0.296840010236546,0.487106537145398,0.826738756451217,-0.190266526908851
"764",764,"Aragonite",32.21,6.404,11,609.6,142.97,8.3487,1.6995,159.42,1.24,4.24,7.12,23.32,129.5,"True","no",3.47227696334311,2.12210583811928,3.85808568998766,1.35017112522383
"765",765,"Aragonite",2.6071,1.8219,3,623.77,135.58,2.253,1.5292,119.5,0.63,1.05,8.01,33.64,146.18,"True","no",0.958238492481912,0.812262661450107,1.15716822015091,0.145975831031804
"766",766,"Aragonite",2.2707,1.7003,5,661.81,135.11,3.2559,3.6667,143.26,1.37,2.91,174.35,71.6,146.94,"True","no",0.820088154001094,1.18046873513794,0.697410854141712,-0.360380581136847
"767",767,"Aragonite",2.3548,1.7315,4,692.21,136.11,2.4188,1.9514,114.39,0.55,1.28,85.84,113.82,115.38,"True","no",0.856455798171969,0.883271549416921,0.973540598643956,-0.0268157512449515
"768",768,"Aragonite",1.4297,1.3492,2,163.47,134.94,1.8995,1.9821,47.207,0.55,1.06,15.52,117.31,120.1,"True","no",0.357464632052981,0.641590693645543,0.752671755725191,-0.284126061592562
"769",769,"Aragonite",1.0933,1.1798,5,172.38,135.31,1.6732,2.0111,123.94,0.53,0.71,79.01,119.08,0.95,"True","no",0.089200645458302,0.514737960585906,0.653418599091561,-0.425537315127604
"770",770,"Aragonite",1.4297,1.3492,3,237,134.94,1.6581,1.5103,168.61,0.47,0.94,35.92,115.35,71.67,"True","no",0.357464632052981,0.50567236852519,0.862251975152283,-0.148207736472208
"771",771,"Aragonite",1.2615,1.2674,2,277.87,135.07,1.7991,2.0151,79.441,0.86,1.34,97.11,113.81,175.71,"True","no",0.232301489098975,0.587286539860437,0.701183925295981,-0.354985050761461
"772",772,"Aragonite",5.9711,2.7573,7,307.2,136.83,3.1422,1.2987,31.966,0.96,3.24,42.22,57.45,139.38,"True","no",1.78693116503808,1.14492319153136,1.90029278849214,0.642007973506721
"773",773,"Aragonite",1.4297,1.3492,3,316.47,135.41,1.6196,1.4411,62.057,0.61,0.99,122.94,95.34,62.56,"True","no",0.357464632052981,0.482179205175869,0.882748826870832,-0.124714573122888
"774",774,"Aragonite",2.4389,1.7622,6,323.62,135.62,2.6668,2.2902,26.611,0.83,1.52,43.91,118.69,1.53,"True","no",0.891547117983239,0.980879251761768,0.914541772911354,-0.0893321337785286
"775",775,"Aragonite",4.8778,2.4921,7,344.93,137.83,2.5561,1.052,37.391,0.89,2.06,14.05,106.77,50.85,"True","no",1.58469429854318,0.938482659380652,1.90829779742577,0.646211639162533
"776",776,"Aragonite",5.3824,2.6178,5,466.09,139.23,3.9158,2.2374,67.938,1.43,3.06,150.43,127.81,60.06,"True","no",1.68313437135644,1.36501965084104,1.37453393942489,0.318114720515401
"777",777,"Aragonite",3.2799,2.0436,4,574.74,134.67,3.9149,3.67,176.92,0.58,1.65,18.34,105.98,28.48,"True","no",1.18781293412641,1.36478978633238,0.837799177501341,-0.176976852205969
"778",778,"Aragonite",3.5322,2.1207,8,593.12,136.55,2.401,1.2818,87.516,0.77,2.28,164.74,117.53,0.3,"True","no",1.26192090628013,0.875885317239116,1.47113702623907,0.386035589041018
"779",779,"Aragonite",19.848,5.027,9,632.03,140.73,8.956,3.174,167.59,0.88,3.39,157.78,88.14,17.87,"True","no",2.9881032463895,2.19232369873651,2.21616793211255,0.795779547652992
"780",780,"Aragonite",6.0552,2.7766,5,648.83,137.51,4.6681,2.8264,154.43,0.55,1.39,159.57,79.29,176.89,"True","no",1.80091740701282,1.54075213664558,1.29714444849082,0.26016527036724
"781",781,"Aragonite",1.7661,1.4996,3,697.05,135.81,1.6933,1.2751,58.973,0.69,1.71,142.03,78.74,123.41,"True","no",0.568773725720188,0.526679287689158,1.0429929723026,0.0420944380310305
"782",782,"Aragonite",3.2799,2.0436,7,700.15,138.41,3.6131,3.126,64.142,1.15,2.04,87.26,112.71,116.14,"True","no",1.18781293412641,1.28456612961254,0.907780022695192,-0.0967531954861256
"783",783,"Aragonite",2.2707,1.7003,2,706.26,136.22,1.7828,1.0993,12.958,0.43,0.62,82.65,108.84,115.35,"True","no",0.820088154001094,0.578185162090264,1.27367063046893,0.241902991910831
"784",784,"Aragonite",6.9803,2.9812,11,130.19,142.65,5.8223,3.8142,111.22,0.76,2.03,103.15,42.26,33.45,"True","no",1.94309189579336,1.76169537268018,1.19889047283719,0.181396523113188
"785",785,"Aragonite",1.8502,1.5348,4,166.09,138.59,2.5002,2.6535,90.871,0.53,0.94,69.13,80.29,128.85,"True","no",0.615293741355081,0.916370728674326,0.740020798336133,-0.301076987319245
"786",786,"Aragonite",1.4297,1.3492,3,169.47,136.47,1.9957,2.188,95.448,0.61,1.01,3.95,62.26,73.1,"True","no",0.357464632052981,0.690994865991803,0.71639023901388,-0.333530233938821
"787",787,"Aragonite",1.0092,1.1336,4,191.83,135.17,1.3929,1.51,135,0.31,0.62,161.23,32.77,8.13,"True","no",0.00915793778476572,0.331387904711849,0.724531552875296,-0.322229966927083
"788",788,"Aragonite",2.7753,1.8798,4,207.48,137.36,2.9886,2.5277,30.164,0.7,1.36,150.32,76.03,128.14,"True","no",1.02075884946325,1.09480505032516,0.928628789399719,-0.0740462008619101
"789",789,"Aragonite",1.8502,1.5348,3,267.41,136.95,2.0519,1.7872,47.114,0.45,1.29,147.97,58.17,153.97,"True","no",0.615293741355081,0.718766193177565,0.901700862615137,-0.103472451822484
"790",790,"Aragonite",1.0933,1.1798,3,283.38,136.62,2.014,2.9139,80.688,0.59,0.93,58.66,42.23,112.05,"True","no",0.089200645458302,0.70012279429637,0.542850049652433,-0.610922148838068
"791",791,"Aragonite",2.6071,1.8219,6,330.35,136.16,2.1693,1.4177,31.658,0.74,1.8,105.7,67.08,85.14,"True","no",0.958238492481912,0.774404534866879,1.20181625409118,0.183833957615033
"792",792,"Aragonite",11.606,3.8441,7,382.75,140.24,4.8096,1.5654,23.515,2.28,4.18,148.12,143.29,92.29,"True","no",2.45152220576842,1.57061392057652,2.41309048569528,0.880908285191898
"793",793,"Aragonite",1.1774,1.2244,3,408.21,135.36,1.3889,1.2867,155.64,0.92,1.62,6.37,156.74,152.22,"True","no",0.163308617612024,0.328512066940036,0.847721218230254,-0.165203449328012
"794",794,"Aragonite",6.3075,2.8339,7,559.28,140.44,4.3245,2.3287,70.432,0.78,1.69,3.85,128.92,81.36,"True","no",1.84173940153308,1.46429652676443,1.45855012140132,0.377442874768646
"795",795,"Aragonite",1.4297,1.3492,2,634.71,136.06,2.1315,2.4958,126.2,0.56,0.87,9.12,33.62,145.28,"True","no",0.357464632052981,0.756825957223128,0.670748299319728,-0.399361325170147
"796",796,"Aragonite",1.7661,1.4996,3,64.9,136.9,1.6382,1.1934,171.61,0.11,0.26,32.99,115.22,158.15,"True","no",0.568773725720188,0.493598078099365,1.07807349529972,0.0751756476208236
"797",797,"Aragonite",3.2799,2.0436,7,96.26,137.38,2.403,1.3827,159.51,0.63,1.45,112.8,119.37,8.76,"True","no",1.18781293412641,0.876717956754332,1.36491885143571,0.31109497737208
"798",798,"Aragonite",1.5138,1.3883,3,224.94,136.61,1.8544,1.7841,144.43,0.5,0.98,92.16,29.7,58.39,"True","no",0.41462304589293,0.61756119360335,0.816328731665229,-0.20293814771042
"799",799,"Aragonite",1.0933,1.1798,4,279.92,137.31,1.9252,2.6627,44.86,0.93,1.58,60.1,42.8,110.83,"True","no",0.089200645458302,0.655029858446817,0.567889050488261,-0.565829212988515
"800",800,"Aragonite",6.4757,2.8714,7,287.92,140.18,3.7498,1.7054,32.123,1.4,3.11,135.81,47.84,51.99,"True","no",1.86805670985045,1.32170250522671,1.72694543708998,0.546354204623736
"801",801,"Aragonite",1.5979,1.4264,3,351.37,137.84,1.8395,1.6632,134.91,0.73,1.3,173.95,125.96,149.97,"True","no",0.468690267163206,0.609493795562692,0.868659961946181,-0.140803528399486
"802",802,"Aragonite",3.364,2.0696,6,364.25,138.07,2.512,1.4733,23.051,0.76,1.58,22.1,87.6,163.72,"True","no",1.2131307421107,0.921079248605952,1.33917197452229,0.292051493504749
"803",803,"Aragonite",1.0933,1.1798,3,535.38,137,1.7807,2.2778,56.039,0.55,0.94,60.63,54.84,139.39,"True","no",0.089200645458302,0.577006545425132,0.613972033469984,-0.48780589996683
"804",804,"Aragonite",1.1774,1.2244,3,547.36,137.21,1.3889,1.2867,114.36,0.5,0.7,142.42,146.27,62.1,"True","no",0.163308617612024,0.328512066940036,0.847721218230254,-0.165203449328012
"805",805,"Aragonite",1.0933,1.1798,3,552.62,136.38,1.2782,1.1737,45,0.29,0.81,71.2,91.3,85.31,"True","no",0.089200645458302,0.245452838234044,0.855343451728994,-0.156252192775742
"806",806,"Aragonite",0.9251,1.0853,3,586.09,135.91,1.5211,1.9644,22.237,0.64,1.16,81.71,149.74,77.75,"True","no",-0.0778534392048641,0.41943375733556,0.608178292025508,-0.497287196540424
"807",807,"Aragonite",6.4757,2.8714,6,689.91,140.01,4.7802,2.7714,154.65,1.68,3.08,12.89,123.82,75.42,"True","no",1.86805670985045,1.56448238663224,1.35469227228986,0.303574323218211
"808",808,"Aragonite",6.728,2.9268,5,720.55,139.5,2.9548,2.0384,107.58,0.77,1.47,41.96,86.6,67.38,"True","edge",1.90627792267065,1.08343096667245,2.27697306078246,0.822846955998201
"809",809,"Aragonite",3.6163,2.1458,2,55.12,140.07,2.5445,1.4062,86.207,0.57,1.28,83.44,33.89,97.17,"True","no",1.28545140369033,0.93393416704675,1.42122224405581,0.351517236643577
"810",810,"Aragonite",0.9251,1.0853,3,132.36,137.36,1.3303,1.5025,149.71,0.88,1.31,76.13,75.98,164.44,"True","no",-0.0778534392048641,0.285404480707723,0.695407051041119,-0.363257919912587
"811",811,"Aragonite",1.4297,1.3492,3,182.47,138.47,1.4393,1.138,101.19,0.43,0.55,43.73,65.51,137.29,"True","no",0.357464632052981,0.364156884286488,0.993330091016466,-0.00669225223350664
"812",812,"Aragonite",4.205,2.3139,6,189.72,139.74,2.5822,1.2454,111.41,0.49,1.14,100.42,116.3,123.41,"True","no",1.43627429342491,0.948641748758481,1.62845635504608,0.48763254466643
"813",813,"Aragonite",1.8502,1.5348,4,234.5,137.91,1.7085,1.2391,157.12,0.44,1.15,71.84,60.46,126.33,"True","no",0.615293741355081,0.535615792573209,1.08293824992684,0.0796779487818718
"814",814,"Aragonite",2.6912,1.8511,4,252.09,138.53,2.0383,1.2125,22.773,0.77,2.76,73.11,71.31,174.9,"True","no",0.989987190796492,0.712116127107548,1.32031594956581,0.277871063688944
"815",815,"Aragonite",2.6912,1.8511,5,263.13,139.69,3.1335,2.8655,128.13,1.13,1.78,120.4,56.42,13.59,"True","no",0.989987190796492,1.14215059068259,0.858847933620552,-0.152163399886101
"816",816,"Aragonite",1.5138,1.3883,2,297.11,137.94,1.631,1.3801,69.093,0.7,1.73,3.3,83.85,144.36,"True","no",0.41462304589293,0.489193323638877,0.928142244022072,-0.0745702777459468
"817",817,"Aragonite",3.1958,2.0172,6,372.13,139.08,2.6157,1.6814,126.64,0.81,2.49,55.1,27.19,44.4,"True","no",1.16183744772315,0.961531748119742,1.22177619757617,0.200305699603409
"818",818,"Aragonite",2.1025,1.6361,3,462.44,138.52,1.7812,1.1852,12.524,0.8,1.48,160.09,103.6,102.28,"True","no",0.743127112864966,0.57728729446541,1.18038401077925,0.165839818399556
"819",819,"Aragonite",1.5979,1.4264,2,491.47,139.16,2.1639,2.3015,126.73,0.76,1.76,96.89,90.75,138.42,"True","no",0.468690267163206,0.7719121491956,0.738435232681732,-0.303221882032394
"820",820,"Aragonite",2.6071,1.8219,6,523.26,138.84,2.5384,1.9411,173.6,0.67,1.74,91.12,48.63,73.22,"True","no",0.958238492481912,0.931533961286849,1.0270642924677,0.0267045311950627
"821",821,"Aragonite",3.5322,2.1207,6,537.74,140.71,2.2709,1.1466,3.7654,1.03,1.89,119.3,55.21,46.74,"True","no",1.26192090628013,0.820176228688486,1.55541855651944,0.441744677591647
"822",822,"Aragonite",7.4849,3.0871,7,571.2,140.09,4.6616,2.2802,165.93,0.72,1.79,81.85,153.3,76.64,"True","no",2.01288765772891,1.53935873684673,1.6056504204565,0.473528920882178
"823",823,"Aragonite",1.2615,1.2674,3,581.2,137.87,1.3534,1.1404,127.24,0.54,0.82,82.49,151,77.82,"True","no",0.232301489098975,0.302619944815988,0.932096941037387,-0.0703184557170126
"824",824,"Aragonite",1.682,1.4634,5,586.4,138.75,2.0566,1.975,33.16,0.8,1.69,168.41,119.31,145.75,"True","no",0.519983561550756,0.721054133812953,0.817854711660021,-0.201070572262197
"825",825,"Aragonite",0.841,1.0348,2,60.3,138.4,1.2264,1.4046,123.84,0.16,0.16,36.06,105.98,161.04,"True","no",-0.173163619009189,0.204083048575467,0.685746901500326,-0.377246667584656
"826",826,"Aragonite",1.0092,1.1336,5,82.33,139.25,1.3265,1.3693,90,0.22,0.88,127.15,40.15,150.68,"True","no",0.00915793778476572,0.282543894595657,0.760799095363739,-0.273385956810892
"827",827,"Aragonite",1.0092,1.1336,3,86.25,138.92,1.3616,1.4428,60.945,0.25,0.89,93.09,144.67,144.5,"True","no",0.00915793778476572,0.308660478836973,0.741186839012926,-0.299502541052207
"828",828,"Aragonite",1.0933,1.1798,5,138.31,138.08,1.4832,1.5804,10.643,0.46,0.7,29.85,132.66,104.55,"True","no",0.089200645458302,0.394201915829454,0.737122437971952,-0.305001270371152
"829",829,"Aragonite",1.1774,1.2244,4,144.86,138.21,1.3054,1.1368,21.556,0.5,1.16,84.36,67.45,43.03,"True","no",0.163308617612024,0.26650950721898,0.901945763750575,-0.103200889606956
"830",830,"Aragonite",3.7845,2.1951,9,198.98,139.98,3.4896,2.5272,162.15,0.65,1.2,38.09,131.27,86.4,"True","no",1.33091377776708,1.24978711646523,1.08450825309491,0.0811266613018575
"831",831,"Aragonite",2.4389,1.7622,6,317.48,140.76,2.4447,1.9246,77.745,0.63,1.71,176.07,26.65,53.79,"True","no",0.891547117983239,0.893922416012147,0.997627520759193,-0.00237529802890751
"832",832,"Aragonite",11.438,3.8161,14,341.99,148.43,6.743,3.1222,128.76,2.18,4.52,132.87,69.3,170.06,"True","no",2.43694114549312,1.90850492975245,1.69627762123684,0.52843621574068
"833",833,"Aragonite",2.7753,1.8798,4,530.42,140,2.0369,1.1741,32.557,0.65,1.16,159.67,123.77,100.37,"True","no",1.02075884946325,0.711429044237958,1.3625116598753,0.309329805225288
"834",834,"Aragonite",3.1958,2.0172,5,680.32,141.18,2.1143,1.0986,87.059,1.16,2.06,66.52,148.13,82.58,"True","no",1.16183744772315,0.748723788448686,1.51151681407558,0.413113659274465
"835",835,"Aragonite",1.0092,1.1336,3,68,139.83,1.2435,1.2034,90,0.67,1.29,59.95,61.01,55.58,"True","no",0.00915793778476572,0.217929984261322,0.811580217129071,-0.208772046476557
"836",836,"Aragonite",2.8594,1.9081,3,89.76,141.06,2.1975,1.3264,76.159,0.54,1.24,124.46,98.61,160.79,"True","no",1.05061181261293,0.787320350577195,1.30120591581342,0.263291462035732
"837",837,"Aragonite",1.8502,1.5348,6,122.68,141,2.4143,2.4742,119.51,0.49,1.11,142.2,158.44,33.97,"True","no",0.615293741355081,0.881409390015971,0.766350494967485,-0.26611564866089
"838",838,"Aragonite",1.0092,1.1336,5,170.75,140.33,1.6726,2.1773,48.445,0.67,1.28,142.72,108.25,86.08,"True","no",0.00915793778476572,0.514379301965288,0.603371995695325,-0.505221364180523
"839",839,"Aragonite",1.3456,1.3089,5,174.25,140.25,1.8225,1.9387,103.28,0.61,1.11,28.5,78.74,75.35,"True","no",0.296840010236546,0.600209184900676,0.738326474622771,-0.30336917466413
"840",840,"Aragonite",0.841,1.0348,3,212.7,139.7,1.1662,1.27,45,0.23,0.28,9.75,143.27,136.93,"True","no",-0.173163619009189,0.153750599805918,0.721145601097582,-0.326914218815107
"841",841,"Aragonite",1.0092,1.1336,6,216.92,139.42,1.1864,1.0954,101.31,0.41,0.7,0.96,69.66,41.08,"True","no",0.00915793778476572,0.170923511841585,0.850640593391774,-0.16176557405682
"842",842,"Aragonite",3.0276,1.9634,4,221.5,141.25,2.1904,1.2446,121.58,0.69,2.05,16.38,51.21,79.53,"True","no",1.10777022645288,0.784084175552047,1.38221329437546,0.323686050900828
"843",843,"Aragonite",5.5506,2.6584,4,228.47,143.14,3.454,1.688,45.658,0.97,2.21,43.26,66.58,172.43,"True","no",1.71390603002319,1.23953297972449,1.60700636942675,0.474373050298704
"844",844,"Aragonite",3.2799,2.0436,4,311.44,141.03,2.3715,1.3468,7.6194,0.95,1.8,160.61,91.23,120.21,"True","no",1.18781293412641,0.863522666335499,1.38304870335231,0.324290267790912
"845",845,"Aragonite",1.4297,1.3492,4,321.71,140.06,1.6193,1.4405,30.436,0.58,1,53.09,48.09,158.86,"True","no",0.357464632052981,0.481993957097288,0.882912369542395,-0.124529325044307
"846",846,"Aragonite",1.1774,1.2244,3,359,139.71,1.5523,1.6074,108.94,0.85,1.37,41.75,37.35,153.9,"True","no",0.163308617612024,0.439737702050261,0.758487405784964,-0.276429084438237
"847",847,"Aragonite",34.902,6.6662,11,416.03,146.06,9.9006,2.2058,0.71858,2.51,8.27,164.23,128.69,133.27,"True","no",3.55254413415668,2.29259536136468,3.52524089449124,1.259948772792
"848",848,"Aragonite",1.682,1.4634,2,554.1,140.5,1.7598,1.4461,109.9,0.27,0.3,3.41,131.78,81.74,"True","no",0.519983561550756,0.565200166229323,0.955790430730765,-0.045216604678567
"849",849,"Aragonite",2.1025,1.6361,3,716.08,140.88,1.6819,1.0567,38.868,0.83,1.57,103.08,109.49,76.12,"True","no",0.743127112864966,0.51992410675125,1.25007432070872,0.223203006113716
