Nr.	Phase	Area [µm²]	d [µm]	l	Xcg	Ycg	Major [µm]	Aspect ratio	Slope	GOS [°]	MOS [°]	Mean E1 [°]	Mean E2 [°]	Mean E3 [°]	In current dataset	Border grain
867	Aragonite	1.4792	1.3724	7	287.38	86.88	1.955	2.0294	45.36	0.99	2.18	80.30	82.67	103.65	True	no
868	Aragonite	0.46225	0.76717	1	321.50	84.60	0.86283	1.2649	90	0.80	0.99	24.35	91.06	118.86	True	no
869	Aragonite	0.7396	0.97041	2	337.06	85.44	1.2017	1.5334	46.516	0.52	0.70	156.43	58.06	84.03	True	no
870	Aragonite	1.8952	1.5534	4	347.80	86.56	1.6144	1.08	47.255	0.56	1.33	83.05	61.06	132.11	True	no
871	Aragonite	0.46225	0.76717	3	407.70	84.70	0.86456	1.27	45	0.31	0.75	157.11	88.12	71.67	True	no
872	Aragonite	0.87827	1.0575	3	481.53	84.26	1.3995	1.7516	11.564	1.02	1.40	82.93	61.42	92.66	True	no
873	Aragonite	2.6811	1.8476	3	553.00	89.05	2.718	2.1641	90.12	0.65	2.41	76.85	121.65	158.93	True	no
874	Aragonite	1.7103	1.4757	3	624.76	87.08	2.367	2.5727	24.194	0.83	1.58	4.49	51.63	83.61	True	no
875	Aragonite	1.1094	1.1885	3	149.29	86.21	1.3386	1.2686	99.32	0.89	1.80	145.69	66.04	140.75	True	no
876	Aragonite	2.0339	1.6092	4	155.64	86.86	1.8936	1.3847	150.21	0.71	1.50	44.97	144.23	95.60	True	no
877	Aragonite	0.97072	1.1117	4	292.86	85.81	1.1473	1.065	159.7	0.73	1.91	30.08	95.88	111.47	True	no
878	Aragonite	1.0632	1.1635	4	383.30	85.78	1.3422	1.3308	19.137	0.53	1.21	146.89	57.52	83.34	True	no
879	Aragonite	1.1556	1.213	5	390.64	86.56	1.358	1.2533	122.39	0.71	1.30	33.43	60.08	102.29	True	no
880	Aragonite	1.017	1.1379	2	454.00	86.32	1.1806	1.0764	70.017	0.53	0.93	88.10	48.39	116.69	True	no
881	Aragonite	2.265	1.6982	9	165.39	88.53	2.609	2.3602	163.35	0.97	1.79	147.79	79.38	131.55	True	no
882	Aragonite	2.3575	1.7325	5	203.98	88.51	2.7801	2.5749	163.41	0.67	2.15	60.73	138.93	117.25	True	no
883	Aragonite	0.9245	1.0849	5	340.55	87.20	1.3632	1.5788	69.964	0.55	1.42	128.64	61.75	76.51	True	no
884	Aragonite	1.2943	1.2837	2	357.32	87.68	1.4993	1.3641	163.68	0.94	1.93	154.02	57.18	79.79	True	no
885	Aragonite	0.83205	1.0293	5	379.11	87.28	1.1827	1.3204	95.17	0.71	1.46	76.18	71.27	117.89	True	no
886	Aragonite	1.8028	1.515	6	190.56	89.49	1.901	1.5744	28.425	0.75	1.68	22.90	132.68	98.71	True	no
887	Aragonite	1.6641	1.4556	2	259.42	89.69	1.8468	1.6097	48.505	0.59	1.06	22.08	113.92	109.20	True	no
888	Aragonite	0.50848	0.80462	1	274.18	87.27	0.86749	1.1624	129.69	0.09	0.52	20.00	108.10	86.26	True	no
889	Aragonite	0.7396	0.97041	5	385.06	88.50	1.4244	2.1547	30.075	0.50	1.24	80.58	59.42	78.86	True	no
890	Aragonite	4.4838	2.3893	9	475.28	89.79	3.6854	2.3791	19.597	1.15	2.33	18.39	80.95	118.27	True	no
891	Aragonite	4.5763	2.4139	0	101.40	94.54	3.6414	2.2757	135.6	1.19	2.22	24.45	136.48	61.44	True	no
892	Aragonite	0.60093	0.87471	1	265.00	88.69	1.0425	1.4204	52.739	0.43	1.12	123.15	64.85	95.43	True	no
893	Aragonite	0.7396	0.97041	4	344.13	89.19	1.4258	2.1587	139.06	0.59	1.19	71.38	88.77	99.73	True	no
894	Aragonite	0.87827	1.0575	2	365.47	89.53	1.1756	1.2358	100.33	0.59	1.10	127.12	71.62	90.89	True	no
895	Aragonite	1.9414	1.5722	7	447.88	92.31	2.4715	2.4712	82.308	0.67	1.27	86.55	59.67	122.62	True	no
896	Aragonite	3.3282	2.0585	8	487.11	90.85	2.9951	2.1169	28.517	1.02	1.78	40.60	109.89	133.96	True	no
897	Aragonite	0.46225	0.76717	5	496.40	88.70	1.121	2.1352	144.56	0.84	1.05	52.65	151.38	151.10	True	no
898	Aragonite	0.97072	1.1117	4	513.48	89.14	1.1466	1.0638	173.12	0.55	1.28	57.64	134.58	134.63	True	no
899	Aragonite	2.4962	1.7827	4	212.26	91.43	2.0606	1.3359	39.679	0.54	1.14	13.80	152.40	57.62	True	no
900	Aragonite	0.50848	0.80462	3	278.09	89.36	0.95777	1.4169	105.07	0.17	0.31	89.60	15.40	162.68	True	no
901	Aragonite	1.2481	1.2606	6	281.89	91.22	1.546	1.5041	118.57	0.59	1.51	78.96	101.37	109.26	True	no
902	Aragonite	0.97072	1.1117	4	290.76	90.29	1.2478	1.2597	9.1647	0.37	1.65	33.34	79.96	104.02	True	no
903	Aragonite	0.97072	1.1117	3	316.19	89.71	1.2739	1.313	14.907	0.50	1.25	9.72	97.72	75.98	True	no
904	Aragonite	1.017	1.1379	2	329.36	90.23	1.27	1.2457	100.39	0.69	1.03	146.41	72.74	85.93	True	no
905	Aragonite	2.5886	1.8155	7	351.70	91.77	2.1165	1.3592	29.046	1.05	2.32	36.00	96.78	124.65	True	no
906	Aragonite	1.5717	1.4146	4	370.50	91.65	1.5829	1.2521	74.498	0.72	1.57	74.08	84.18	105.48	True	no
907	Aragonite	0.97072	1.1117	4	501.14	90.19	1.1473	1.065	159.7	0.79	1.68	153.17	74.50	68.82	True	no
908	Aragonite	6.1479	2.7978	7	622.02	96.45	3.1371	1.2573	92.907	0.92	2.18	177.20	57.46	96.17	True	no
909	Aragonite	1.1556	1.213	4	159.72	92.48	1.4741	1.4769	126.02	0.67	1.91	107.16	116.79	140.93	True	no
910	Aragonite	5.4083	2.6241	6	199.51	94.32	3.1373	1.4294	1.2583	0.87	2.31	15.17	87.40	108.84	True	no
911	Aragonite	1.0632	1.1635	3	219.00	91.22	1.3575	1.3614	130.72	0.90	1.64	72.23	129.67	134.90	True	no
912	Aragonite	1.0632	1.1635	2	298.96	91.04	1.28	1.2103	149.8	0.46	1.02	65.43	104.92	115.12	True	no
913	Aragonite	0.87827	1.0575	3	303.74	90.16	1.3172	1.5515	14.911	0.67	0.92	86.83	73.00	95.99	True	no
914	Aragonite	1.4792	1.3724	3	361.72	92.41	1.585	1.3339	118.82	0.79	1.80	73.34	77.39	120.71	True	no
915	Aragonite	8.7828	3.344	12	389.42	94.96	4.6685	1.949	159.82	1.28	4.18	21.44	65.35	108.33	True	no
916	Aragonite	2.8197	1.8948	3	431.18	94.51	3.0855	2.6517	118.32	0.93	1.78	142.83	48.71	75.67	True	no
917	Aragonite	12.342	3.9641	13	430.91	105.10	7.0134	3.1301	60.119	1.80	4.68	67.01	61.77	125.32	True	no
918	Aragonite	0.64715	0.90773	3	451.21	91.21	1.3025	2.059	71.305	0.32	0.89	166.15	49.54	70.81	True	no
919	Aragonite	0.83205	1.0293	2	460.61	92.39	1.7257	2.8111	92.224	0.57	0.85	15.44	121.13	92.54	True	no
920	Aragonite	1.5254	1.3936	4	464.42	92.24	1.4736	1.118	145.33	0.67	1.22	82.04	101.75	118.90	True	no
921	Aragonite	1.9414	1.5722	4	505.17	92.74	2.3134	2.165	45.033	1.23	2.50	154.43	35.00	108.30	True	no
922	Aragonite	0.50848	0.80462	3	520.00	91.45	1.2623	2.4612	72.172	0.38	1.03	83.70	68.44	150.53	True	no
923	Aragonite	2.1726	1.6632	2	589.74	92.81	1.9838	1.4227	153.68	1.46	2.34	60.57	76.64	163.62	True	no
924	Aragonite	0.46225	0.76717	2	607.20	90.10	0.88237	1.3229	153.43	0.23	1.13	56.13	112.52	113.62	True	no
925	Aragonite	1.017	1.1379	3	163.95	92.05	1.2588	1.2238	100.42	0.59	1.23	96.38	119.76	122.72	True	no
926	Aragonite	0.7396	0.97041	2	223.44	91.75	1.0858	1.252	117.99	0.53	1.49	115.29	124.46	138.75	True	no
927	Aragonite	0.5547	0.8404	0	270.75	91.67	1.1058	1.7315	142.18	0.46	0.98	75.11	87.37	112.46	True	no
928	Aragonite	1.2943	1.2837	5	287.36	94.21	1.953	2.3145	93.005	0.42	0.92	23.38	112.30	88.84	True	no
929	Aragonite	1.2481	1.2606	1	307.41	92.56	1.3899	1.2157	50.287	0.34	0.97	170.00	69.99	77.35	True	no
930	Aragonite	0.60093	0.87471	2	325.92	91.38	1.0379	1.4079	151.85	0.46	0.74	91.66	74.56	100.74	True	no
931	Aragonite	1.1556	1.213	5	342.88	92.60	1.4287	1.3873	178.87	0.65	1.09	135.01	80.35	93.79	True	no
932	Aragonite	0.9245	1.0849	4	374.90	92.35	1.2407	1.3078	164.18	0.46	1.93	14.96	100.46	103.74	True	no
933	Aragonite	0.64715	0.90773	4	441.93	92.07	1.4674	2.6133	135	0.47	0.63	146.86	120.57	73.85	True	no
934	Aragonite	1.849	1.5343	5	494.92	93.65	1.9908	1.6834	107.37	0.81	1.73	84.77	63.22	96.41	True	no
935	Aragonite	4.8998	2.4977	4	507.97	99.41	3.2927	1.7379	75.149	1.28	2.68	113.47	55.67	130.35	True	no
936	Aragonite	0.60093	0.87471	3	172.46	92.08	1.0341	1.3977	164.29	0.27	0.34	94.29	125.04	98.08	True	no
937	Aragonite	1.8952	1.5534	6	181.73	93.00	2.4315	2.4501	0.45224	0.92	1.79	20.40	111.66	58.41	True	no
938	Aragonite	0.83205	1.0293	3	277.06	93.28	1.2141	1.3914	36.982	0.57	1.33	18.08	108.72	121.89	True	no
939	Aragonite	0.50848	0.80462	1	332.64	92.09	0.95777	1.4169	15.071	0.07	0.40	1.64	96.51	98.64	True	no
940	Aragonite	1.7565	1.4955	5	419.00	94.97	1.7466	1.364	111.73	0.81	2.13	150.78	96.30	62.42	True	no
941	Aragonite	1.8028	1.515	7	425.62	96.51	2.2309	2.1683	69.026	0.82	1.62	67.10	46.10	94.08	True	no
942	Aragonite	1.5717	1.4146	5	480.79	96.91	2.2072	2.4345	88.224	0.87	1.67	147.68	40.45	90.58	True	no
943	Aragonite	0.78583	1.0003	4	499.18	93.82	1.1444	1.309	105.23	0.54	1.09	53.21	129.51	136.51	True	no
944	Aragonite	7.2573	3.0398	10	514.48	102.43	4.8496	2.5452	77.186	2.04	4.90	19.79	136.91	112.28	True	no
945	Aragonite	0.78583	1.0003	1	622.12	92.59	1.2454	1.5502	4.4738	0.92	1.51	4.69	51.76	83.84	True	no
946	Aragonite	2.1263	1.6454	2	152.43	95.46	1.9271	1.3717	128.31	0.57	1.28	144.72	72.83	128.62	True	no
947	Aragonite	0.5547	0.8404	2	284.83	94.67	1.362	2.6267	76.884	0.68	1.42	138.59	80.92	109.70	True	no
948	Aragonite	0.97072	1.1117	2	316.10	94.29	1.2833	1.3325	59.345	0.43	1.12	13.43	95.30	89.07	True	no
949	Aragonite	1.2943	1.2837	4	319.79	95.54	1.7265	1.8087	82.979	0.81	1.27	140.34	87.87	96.58	True	no
950	Aragonite	0.46225	0.76717	1	338.90	93.30	0.80455	1.0998	30.128	0.13	0.64	139.13	81.63	92.02	True	no
951	Aragonite	4.5763	2.4139	5	473.74	98.13	2.697	1.2483	30.986	1.30	3.13	39.11	109.30	137.27	True	no
952	Aragonite	0.7396	0.97041	2	635.63	94.25	1.0457	1.1612	104.87	0.78	1.56	40.51	101.85	127.78	True	no
953	Aragonite	1.5717	1.4146	5	167.82	96.18	1.5017	1.127	135	0.77	2.03	31.16	131.73	79.49	True	no
954	Aragonite	0.60093	0.87471	4	180.77	95.08	1.1341	1.681	112.29	0.67	1.37	93.83	125.65	98.37	True	no
955	Aragonite	0.7396	0.97041	3	189.81	94.69	1.386	2.0401	153.68	1.12	1.36	87.84	101.86	132.00	True	no
956	Aragonite	0.60093	0.87471	2	231.00	94.69	1.1103	1.6113	90	0.45	1.34	35.41	130.36	98.58	True	no
957	Aragonite	0.46225	0.76717	2	290.80	94.30	0.98158	1.637	71.778	0.13	0.64	91.84	103.03	111.96	True	no
958	Aragonite	0.5547	0.8404	2	324.92	94.08	0.96126	1.3083	162.61	0.00	0.00	66.14	51.14	173.81	True	no
959	Aragonite	0.87827	1.0575	2	354.21	96.37	1.6866	2.5437	56.599	0.67	1.02	71.66	95.64	114.36	True	no
960	Aragonite	0.69337	0.93959	3	423.07	95.33	1.3163	1.9625	84.586	0.60	1.05	179.32	104.92	47.93	True	no
961	Aragonite	1.0632	1.1635	4	491.61	97.04	1.7772	2.3333	102.53	1.06	1.80	6.65	119.46	122.83	True	no
962	Aragonite	3.0971	1.9858	6	153.52	100.51	2.6809	1.8227	40.056	1.04	1.77	34.70	132.22	90.76	True	no
963	Aragonite	2.2188	1.6808	4	210.35	97.90	2.0638	1.5076	167.26	0.66	1.56	56.81	135.83	106.53	True	no
964	Aragonite	0.46225	0.76717	3	222.50	95.00	0.98036	1.633	153.43	0.35	1.73	175.80	34.98	107.88	True	no
965	Aragonite	0.50848	0.80462	2	228.00	96.00	1.0282	1.633	63.435	0.25	1.35	140.40	66.86	124.04	True	no
966	Aragonite	0.83205	1.0293	2	241.00	96.50	1.0745	1.0897	90	0.50	0.94	91.80	118.04	112.06	True	no
967	Aragonite	1.9877	1.5908	4	345.26	98.44	1.9001	1.4265	76.431	0.97	1.72	128.54	78.75	112.62	True	no
968	Aragonite	0.60093	0.87471	2	365.38	95.62	0.94765	1.1737	45	0.25	0.79	134.69	57.98	100.92	True	no
969	Aragonite	0.60093	0.87471	2	458.08	95.69	0.94091	1.1571	28.764	0.57	1.18	164.56	55.07	63.02	True	no
970	Aragonite	2.6348	1.8316	5	486.54	99.42	2.4191	1.7444	68.069	1.13	2.42	107.81	49.79	106.97	True	no
971	Aragonite	4.3451	2.3521	6	630.01	101.38	3.6449	2.4014	86.841	1.15	3.03	92.41	64.47	118.41	True	no
972	Aragonite	0.87827	1.0575	5	173.95	97.11	1.244	1.3839	105.61	0.45	1.31	27.70	127.35	89.89	True	no
973	Aragonite	4.9461	2.5095	11	374.01	101.70	3.6357	2.099	21.207	1.68	2.62	29.61	115.34	112.63	True	no
974	Aragonite	2.2188	1.6808	6	442.67	99.88	2.4739	2.1663	79.62	0.85	2.31	59.15	70.60	128.05	True	no
975	Aragonite	0.9245	1.0849	4	451.05	97.10	1.3241	1.4894	30.74	0.51	1.19	86.32	52.17	114.60	True	no
976	Aragonite	2.4499	1.7662	5	527.23	102.43	3.2174	3.3185	73.544	0.97	2.13	78.41	59.46	146.46	True	no
977	Aragonite	1.1556	1.213	4	552.56	98.72	1.6291	1.8037	77.22	0.77	1.42	98.46	60.81	159.51	True	no
978	Aragonite	1.7565	1.4955	4	177.47	101.63	2.7036	3.2682	79.114	0.59	1.36	96.69	105.85	125.52	True	no
979	Aragonite	1.849	1.5343	4	184.27	100.93	2.3931	2.4325	92.06	0.56	1.41	141.02	66.25	119.34	True	no
980	Aragonite	0.87827	1.0575	0	269.53	97.95	1.1687	1.2215	172.74	0.80	1.09	71.29	87.17	102.98	True	no
981	Aragonite	1.1556	1.213	1	278.64	98.16	1.3865	1.3066	129.12	0.59	0.91	155.00	86.80	112.53	True	no
982	Aragonite	0.83205	1.0293	4	372.50	98.22	1.3701	1.7719	79.297	0.46	1.26	135.08	59.88	104.60	True	no
983	Aragonite	0.46225	0.76717	2	375.10	98.00	1.2851	2.8059	70.763	0.49	0.81	76.02	88.95	122.81	True	no
984	Aragonite	2.4962	1.7827	5	415.63	100.63	1.8369	1.0617	116.09	0.66	1.60	87.65	63.13	75.94	True	no
985	Aragonite	2.1263	1.6454	5	457.04	100.00	2.1677	1.7357	148.27	0.94	2.51	151.37	50.04	70.21	True	no
986	Aragonite	2.5424	1.7992	4	537.27	101.42	2.5918	2.0752	88.174	0.64	1.38	144.07	31.44	88.47	True	no
987	Aragonite	4.8998	2.4977	4	604.20	104.08	3.5963	2.0731	87.757	1.04	2.19	61.94	77.13	166.07	True	no
988	Aragonite	1.8028	1.515	3	609.90	100.13	1.9446	1.6475	73.834	0.74	1.77	104.84	18.43	132.49	True	no
989	Aragonite	1.5254	1.3936	3	188.67	100.45	1.5693	1.268	83.975	0.54	1.43	34.17	125.07	101.39	True	no
990	Aragonite	1.2943	1.2837	1	221.50	98.75	1.5783	1.5116	5.783	1.00	1.45	39.52	152.26	105.72	True	no
991	Aragonite	0.64715	0.90773	2	228.71	99.21	1.0757	1.4044	54.396	0.21	0.74	89.90	106.03	128.28	True	no
992	Aragonite	2.1263	1.6454	5	354.63	100.54	1.7916	1.1856	44.492	0.96	1.89	131.13	71.54	107.50	True	no
993	Aragonite	0.69337	0.93959	3	368.33	98.27	1.0292	1.1999	174.12	0.57	0.93	74.99	87.01	122.02	True	no
994	Aragonite	2.1726	1.6632	3	159.72	102.77	2.1634	1.692	106.28	0.78	1.48	103.81	105.97	128.40	True	no
995	Aragonite	0.46225	0.76717	2	164.10	99.20	1.0268	1.7912	20.621	0.56	1.28	145.60	73.47	127.29	True	no
996	Aragonite	2.7273	1.8635	5	172.51	104.29	2.7849	2.2334	105	0.53	1.21	98.82	106.49	122.36	True	no
997	Aragonite	1.5717	1.4146	3	180.56	103.15	2.1669	2.3464	82.965	0.65	1.13	34.52	125.51	101.68	True	no
998	Aragonite	0.87827	1.0575	3	237.95	100.05	1.1326	1.1471	45	0.61	0.92	34.50	130.49	96.82	True	no
999	Aragonite	1.2943	1.2837	4	242.43	101.36	1.5061	1.3764	57.831	0.91	1.88	16.15	117.58	105.81	True	no
1000	Aragonite	1.2481	1.2606	4	315.78	100.81	1.5195	1.453	136.38	0.93	2.35	120.03	92.36	98.03	True	no
1001	Aragonite	0.50848	0.80462	1	325.09	99.36	0.97922	1.4811	28.515	0.00	0.00	7.21	97.22	84.98	True	no
1002	Aragonite	1.4792	1.3724	6	448.44	100.72	1.8075	1.7346	163.09	0.83	1.51	33.82	98.17	127.02	True	no
1003	Aragonite	4.0216	2.2628	4	465.30	105.49	3.806	2.829	83.416	0.88	2.09	76.26	96.78	7.49	True	no
1004	Aragonite	1.5254	1.3936	4	501.45	103.55	2.1259	2.3269	76.918	0.64	1.21	19.60	136.44	114.86	True	no
1005	Aragonite	1.6179	1.4352	4	521.31	101.51	2.0502	2.0405	61.187	0.77	1.65	170.07	27.88	68.34	True	no
1006	Aragonite	0.7396	0.97041	2	133.81	100.81	1.1224	1.3377	107.25	0.74	1.48	18.09	141.33	55.74	True	no
1007	Aragonite	0.64715	0.90773	3	194.29	100.50	0.9174	1.0214	90	0.27	1.55	1.15	63.62	109.37	True	no
1008	Aragonite	1.2019	1.237	5	204.58	100.92	1.3904	1.2633	144.64	0.57	2.17	92.11	93.25	140.46	True	no
1009	Aragonite	0.50848	0.80462	2	251.91	100.36	0.95777	1.4169	74.929	0.53	1.17	79.23	98.20	116.21	True	no
1010	Aragonite	0.87827	1.0575	1	255.58	101.11	1.2697	1.4417	102.3	0.69	1.39	137.02	66.58	111.81	True	no
1011	Aragonite	3.4207	2.0869	3	308.59	104.91	2.3215	1.2374	60.028	1.15	2.00	113.80	70.82	93.08	True	no
1012	Aragonite	0.83205	1.0293	4	384.39	100.94	1.1685	1.2888	6.793	0.35	0.87	5.11	124.75	96.83	True	no
1013	Aragonite	4.7612	2.4621	8	398.55	107.22	3.2875	1.7828	46.142	0.98	2.30	24.76	54.58	108.88	True	no
1014	Aragonite	0.64715	0.90773	3	409.36	101.21	1.2235	1.8167	95.682	1.05	1.41	86.67	62.38	75.56	True	no
1015	Aragonite	12.388	3.9716	16	491.49	113.21	5.4936	1.9133	89.549	1.54	3.64	106.82	54.29	96.95	True	no
1016	Aragonite	0.50848	0.80462	1	621.82	100.82	0.81995	1.0385	45	0.71	1.40	4.44	51.84	83.82	True	no
1017	Aragonite	1.8952	1.5534	6	321.85	102.83	1.8775	1.4608	176.76	0.93	1.91	3.89	96.71	82.92	True	no
1018	Aragonite	1.5717	1.4146	3	332.88	103.47	2.0184	2.0359	133.66	1.15	1.59	118.83	90.03	117.60	True	no
1019	Aragonite	0.78583	1.0003	1	336.82	101.76	1.2666	1.6034	148.4	0.50	0.72	128.88	76.90	112.46	True	no
1020	Aragonite	0.87827	1.0575	4	391.95	102.53	1.2574	1.4138	142.54	0.86	1.45	92.29	65.36	75.66	True	no
1021	Aragonite	0.7396	0.97041	3	426.38	101.81	1.2344	1.6181	58.039	0.49	1.58	87.40	44.22	72.55	True	no
1022	Aragonite	0.64715	0.90773	2	499.07	102.14	1.1947	1.7322	82.839	0.35	0.78	3.47	139.75	103.87	True	no
1023	Aragonite	0.64715	0.90773	4	556.64	101.64	1.1419	1.5826	118.62	0.49	0.80	121.76	80.34	134.62	True	no
1024	Aragonite	2.6348	1.8316	3	131.07	105.39	2.1381	1.3627	134.36	0.71	1.77	149.32	87.38	149.32	True	no
1025	Aragonite	1.017	1.1379	5	193.32	103.36	1.5755	1.9169	177.25	0.76	1.27	25.85	130.83	112.35	True	no
1026	Aragonite	0.7396	0.97041	3	198.69	103.44	1.125	1.3441	55.581	0.49	0.74	82.48	91.97	135.89	True	no
1027	Aragonite	1.2943	1.2837	5	202.64	105.14	1.6889	1.7309	112.46	0.73	1.11	37.29	136.27	114.70	True	no
1028	Aragonite	0.97072	1.1117	4	211.52	102.81	1.4171	1.6249	178.35	0.69	1.53	61.97	140.90	112.87	True	no
1029	Aragonite	1.8028	1.515	2	247.49	104.82	1.7097	1.2734	37.708	0.99	2.06	28.14	118.17	104.56	True	no
1030	Aragonite	1.1094	1.1885	4	328.33	104.38	1.4446	1.4773	117.57	0.85	1.43	126.12	84.30	112.68	True	no
1031	Aragonite	0.5547	0.8404	3	349.33	102.92	0.9694	1.3306	53.528	0.00	0.00	2.04	114.43	83.12	True	no
1032	Aragonite	1.7565	1.4955	4	359.61	104.29	1.6885	1.2748	50.305	0.77	1.44	124.38	77.70	113.01	True	no
1033	Aragonite	1.017	1.1379	6	387.27	104.59	1.8681	2.6952	78.839	0.66	1.25	116.60	69.99	114.62	True	no
1034	Aragonite	0.46225	0.76717	2	399.30	103.10	0.93879	1.4974	79.538	0.97	1.51	146.36	91.69	49.85	True	no
1035	Aragonite	2.6811	1.8476	6	420.59	105.43	2.2577	1.4932	7.3248	0.68	1.58	54.73	52.35	110.39	True	no
1036	Aragonite	1.6179	1.4352	3	453.91	104.23	1.7231	1.4413	12.723	0.66	1.27	29.73	93.59	133.98	True	no
1037	Aragonite	0.50848	0.80462	0	112.82	103.18	0.81995	1.0385	135	0.25	0.34	112.16	126.99	129.05	True	no
1038	Aragonite	1.1094	1.1885	0	118.33	104.54	1.4794	1.5494	121.74	0.59	1.20	35.92	143.21	71.93	True	no
1039	Aragonite	5.3159	2.6016	6	165.46	109.27	2.7735	1.1365	34.127	1.15	3.23	33.83	134.34	90.06	True	no
1040	Aragonite	3.1895	2.0152	7	406.43	108.20	2.8089	1.9428	60.584	0.96	2.35	101.71	62.86	62.68	True	no
1041	Aragonite	0.50848	0.80462	3	438.45	104.45	1.1784	2.145	62.254	0.79	0.98	59.74	70.52	127.26	True	no
1042	Aragonite	3.0508	1.9709	5	480.74	106.03	2.1361	1.1747	70.376	0.76	1.79	105.86	56.88	109.40	True	no
1043	Aragonite	10.909	3.7269	11	613.21	116.24	5.6174	2.2718	92.3	0.94	2.49	91.89	62.42	103.56	True	no
1044	Aragonite	1.849	1.5343	7	207.60	107.07	1.9163	1.5598	74.175	0.56	1.01	141.39	48.08	122.52	True	no
1045	Aragonite	0.64715	0.90773	2	220.93	105.07	0.96327	1.1261	91.023	0.41	0.59	50.21	121.02	108.35	True	no
1046	Aragonite	0.50848	0.80462	2	238.27	104.27	0.86268	1.1495	155.12	0.25	0.45	98.31	102.69	126.86	True	no
1047	Aragonite	1.6641	1.4556	5	382.25	105.61	1.6621	1.3038	162.8	0.52	0.91	123.01	63.21	118.25	True	no
1048	Aragonite	2.0801	1.6274	5	444.16	107.56	2.1771	1.7896	57.455	0.65	1.83	9.68	112.40	126.41	True	no
1049	Aragonite	1.3405	1.3064	4	345.59	106.59	1.4395	1.2141	64.689	0.61	1.74	118.25	80.38	117.97	True	no
1050	Aragonite	0.83205	1.0293	4	363.11	107.17	1.2332	1.4354	94.173	0.65	1.31	66.47	105.21	112.23	True	no
1051	Aragonite	0.46225	0.76717	2	368.20	105.50	0.89773	1.3693	90	0.22	0.27	84.74	82.09	123.22	True	no
1052	Aragonite	0.97072	1.1117	5	389.67	106.95	1.5891	2.0432	105.28	0.65	1.45	6.49	119.66	98.67	True	no
1053	Aragonite	1.2943	1.2837	4	521.32	107.18	1.689	1.7311	53.059	0.65	1.35	158.20	35.18	80.83	True	no
1054	Aragonite	2.8197	1.8948	7	531.51	108.52	2.1353	1.27	67.7	0.78	1.38	119.98	31.42	103.68	True	no
1055	Aragonite	3.0508	1.9709	6	558.17	109.89	2.7474	1.9432	70.082	0.82	2.13	67.48	100.85	0.91	True	no
1056	Aragonite	2.3112	1.7155	3	600.00	110.60	2.7928	2.6504	107.58	0.85	1.62	82.19	89.00	164.95	True	no
1057	Aragonite	0.5547	0.8404	3	620.50	106.17	1.0908	1.6846	59.527	1.11	2.34	4.04	52.55	82.31	True	no
1058	Aragonite	1.3867	1.3288	4	147.67	107.83	1.4326	1.1624	104.34	0.33	1.11	154.28	73.57	120.52	True	no
1059	Aragonite	2.7735	1.8792	3	152.23	111.27	2.5498	1.841	97.621	0.80	1.80	100.06	108.07	119.60	True	no
1060	Aragonite	2.4037	1.7494	6	192.50	109.44	2.264	1.6748	114.92	0.55	1.31	151.52	54.30	127.34	True	no
1061	Aragonite	0.5547	0.8404	4	213.67	106.08	0.93557	1.2393	145.28	0.52	0.99	121.56	95.52	127.80	True	no
1062	Aragonite	0.50848	0.80462	2	218.00	106.55	0.84716	1.1085	54.992	0.33	1.33	47.02	120.96	107.47	True	no
1063	Aragonite	0.64715	0.90773	1	224.57	106.93	1.0252	1.2756	28.363	0.26	0.46	99.69	104.55	123.91	True	no
1064	Aragonite	0.83205	1.0293	1	299.72	107.00	1.2646	1.5095	56.378	0.52	0.76	15.63	110.94	88.05	True	no
1065	Aragonite	3.1433	2.0005	6	318.37	110.00	2.8861	2.0813	133.19	0.77	2.61	129.29	90.68	100.37	True	no
1066	Aragonite	1.1094	1.1885	5	353.42	108.29	1.7085	2.0665	80.226	0.84	1.89	10.51	115.97	96.72	True	no
1067	Aragonite	0.78583	1.0003	3	366.35	107.76	1.4778	2.1829	115.38	0.55	1.42	134.40	58.63	105.09	True	no
1068	Aragonite	1.6179	1.4352	6	412.94	109.03	1.8761	1.7088	58.84	0.96	2.54	178.16	90.88	47.51	True	no
1069	Aragonite	4.0216	2.2628	7	455.17	113.63	3.4811	2.3666	66.592	1.25	3.54	107.82	54.52	144.95	True	no
1070	Aragonite	1.2019	1.237	3	469.69	107.62	1.5457	1.5613	64.543	0.77	2.27	63.23	34.37	15.67	True	no
1071	Aragonite	8.9677	3.379	6	597.08	124.37	6.1692	3.3333	86.87	0.88	2.88	109.87	28.86	148.23	True	no
1072	Aragonite	1.017	1.1379	5	197.59	107.64	1.2292	1.167	35.689	0.55	2.42	58.15	135.15	114.51	True	no
1073	Aragonite	1.5717	1.4146	4	323.44	108.15	1.5686	1.2296	137.58	0.63	1.69	12.36	99.06	84.11	True	no
1074	Aragonite	1.7103	1.4757	4	332.65	110.14	1.6302	1.2203	109.87	0.91	1.20	69.63	111.90	110.96	True	no
1075	Aragonite	0.60093	0.87471	1	341.85	108.31	0.92163	1.1102	82.982	0.52	1.27	16.94	119.71	88.28	True	no
1076	Aragonite	3.0508	1.9709	6	623.53	111.95	3.2724	2.7569	54.142	0.99	2.35	32.03	94.97	119.38	True	no
