Nr.	Phase	Area [µm²]	d [µm]	l	Xcg	Ycg	Major [µm]	Aspect ratio	Slope	GOS [°]	MOS [°]	Mean E1 [°]	Mean E2 [°]	Mean E3 [°]	In current dataset	Border grain
40	Aragonite	3.0508	1.9709	2	405.82	1.36	2.2958	2.7137	166.98	0.70	1.51	18.63	34.26	110.82	True	edge
41	Aragonite	2.5886	1.8155	2	413.39	1.39	1.6827	1.7182	4.0921	0.46	1.24	43.16	39.35	145.72	True	edge
42	Aragonite	19.877	5.0307	6	426.23	7.92	4.4117	1.5381	80.75	0.98	2.11	98.23	42.78	120.16	True	edge
43	Aragonite	1.5717	1.4146	2	444.12	1.00	1.5512	2.4049	164.05	0.57	0.68	169.30	48.57	55.25	True	edge
44	Aragonite	0.9245	1.0849	2	448.50	0.80	0.89773	1.3693	180	0.57	0.94	84.70	70.76	142.29	True	edge
45	Aragonite	13.868	4.202	7	457.98	3.75	4.742	2.5471	5.4076	1.15	2.43	16.35	134.45	117.51	True	edge
46	Aragonite	17.381	4.7042	7	478.01	4.61	4.5167	1.8437	177.42	1.43	3.08	4.38	136.67	120.09	True	edge
47	Aragonite	5.3621	2.6129	6	492.64	3.57	2.6204	2.0115	147.7	0.57	1.54	117.78	36.81	115.61	True	edge
48	Aragonite	0.9245	1.0849	2	498.20	1.00	0.86283	1.2649	90	0.44	1.67	121.71	147.19	122.84	True	edge
49	Aragonite	1.017	1.1379	2	503.82	1.09	0.90041	1.2523	126.87	0.93	2.24	30.55	124.83	134.06	True	edge
50	Aragonite	5.3621	2.6129	6	507.33	5.93	2.4105	1.7021	98.256	0.60	1.89	19.60	133.44	126.71	True	edge
51	Aragonite	4.3451	2.3521	3	512.57	2.47	1.824	1.2027	163.09	0.51	1.72	65.16	75.71	145.58	True	edge
52	Aragonite	1.017	1.1379	3	517.64	1.82	1.247	2.4018	82.027	0.59	1.05	25.59	128.67	135.62	True	edge
53	Aragonite	4.9923	2.5212	3	520.44	4.96	2.4032	1.8173	68.289	0.63	1.62	163.95	40.06	60.76	True	edge
54	Aragonite	10.817	3.7111	7	526.58	5.39	4.0881	2.427	40.024	0.91	2.39	36.58	92.97	145.91	True	edge
55	Aragonite	6.9338	2.9712	6	536.20	7.60	3.4179	2.6465	64.916	0.80	1.67	40.03	122.24	171.30	True	edge
56	Aragonite	26.995	5.8627	7	547.65	9.95	4.9478	1.4245	83.642	1.15	2.77	85.98	174.92	55.60	True	edge
57	Aragonite	3.6056	2.1426	2	556.92	2.59	1.7664	1.3593	37.006	0.73	2.92	25.50	49.35	6.83	True	edge
58	Aragonite	2.7735	1.8792	2	563.30	2.40	1.5851	1.423	63.435	0.75	1.73	1.68	6.80	71.59	True	edge
59	Aragonite	3.3282	2.0585	2	577.78	1.44	2.253	2.3958	10.357	0.72	1.51	50.17	60.27	144.22	True	edge
60	Aragonite	10.17	3.5984	4	586.81	8.06	4.3923	2.9799	86.469	0.90	2.49	69.73	45.95	178.27	True	edge
61	Aragonite	8.0431	3.2001	2	598.00	8.33	3.9941	3.1155	112.73	1.32	2.75	67.27	56.36	2.64	True	edge
62	Aragonite	0.7396	0.97041	1	224.44	3.50	1.2507	1.6612	121.05	0.52	1.06	86.36	123.25	107.65	True	no
63	Aragonite	0.97072	1.1117	0	229.86	4.38	1.5882	2.0407	102.5	0.84	1.87	145.92	92.64	127.52	True	no
64	Aragonite	2.0801	1.6274	3	246.20	4.91	2.2208	1.8621	127.13	0.53	1.08	121.28	92.07	132.65	True	no
65	Aragonite	1.2481	1.2606	2	361.52	3.93	1.3266	1.1074	94.495	0.68	1.04	156.72	50.47	55.34	True	no
66	Aragonite	0.78583	1.0003	4	365.35	4.12	1.5902	2.5273	81.046	0.62	1.72	81.84	41.89	111.75	True	no
67	Aragonite	0.5547	0.8404	4	369.17	3.50	1.562	3.4545	113.93	0.67	1.61	82.38	42.24	111.79	True	no
68	Aragonite	1.9877	1.5908	4	417.77	6.23	2.4295	2.3322	93.169	0.55	1.14	9.57	128.75	131.63	True	no
69	Aragonite	3.698	2.1699	6	439.56	6.65	2.9445	1.8414	42.592	1.36	2.21	174.72	47.32	55.43	True	no
70	Aragonite	1.7565	1.4955	6	500.82	4.61	1.5446	1.0667	59.29	0.59	2.17	65.94	84.43	144.40	True	no
71	Aragonite	1.017	1.1379	2	0.73	4.45	1.1502	2.0433	107.41	0.18	0.20	80.81	112.51	30.99	True	edge
72	Aragonite	1.8952	1.5534	2	17.15	5.32	1.6724	1.159	112.72	0.97	1.87	154.33	148.93	92.86	True	no
73	Aragonite	0.64715	0.90773	3	138.71	3.93	0.98116	1.1683	159.44	0.48	1.37	50.15	154.46	43.78	True	no
74	Aragonite	1.0632	1.1635	4	176.52	4.87	1.4769	1.6113	92.19	0.42	1.03	165.61	43.09	122.39	True	no
75	Aragonite	2.9584	1.9408	4	206.25	6.89	2.7288	1.9769	132.22	0.78	1.88	145.44	58.91	150.09	True	no
76	Aragonite	1.1094	1.1885	0	288.04	4.46	1.3151	1.2243	71.977	1.32	2.35	92.58	51.14	141.09	True	no
77	Aragonite	2.4037	1.7494	5	302.62	7.63	2.6842	2.3541	107.82	1.05	1.82	115.41	56.61	117.90	True	no
78	Aragonite	0.87827	1.0575	1	305.79	3.79	1.1679	1.2198	163.86	1.01	1.89	95.75	69.79	120.33	True	no
79	Aragonite	1.1556	1.213	0	315.88	5.12	1.5454	1.6231	113.6	0.72	1.04	113.51	68.81	104.17	True	no
80	Aragonite	0.78583	1.0003	1	383.76	4.24	1.3334	1.777	121.67	0.53	1.12	46.83	61.98	137.89	True	no
81	Aragonite	1.7565	1.4955	4	566.42	6.05	2.5341	2.8713	57.272	1.04	2.83	38.57	128.43	171.84	True	no
82	Aragonite	8.1818	3.2276	6	573.80	11.60	4.9691	2.3703	43.062	0.96	2.56	16.43	114.57	147.29	True	no
83	Aragonite	1.1094	1.1885	4	5.21	5.42	1.2745	1.1499	0.33801	0.61	1.24	43.09	56.18	33.85	True	no
84	Aragonite	0.7396	0.97041	2	35.19	4.00	1.3588	1.9605	180	0.69	1.47	138.26	72.37	151.60	True	no
85	Aragonite	2.9584	1.9408	5	61.25	8.66	3.1316	2.6036	133.25	0.88	1.61	139.68	72.45	152.38	True	no
86	Aragonite	1.0632	1.1635	5	193.65	5.43	1.3332	1.313	141.81	0.62	1.02	33.70	151.95	89.32	True	no
87	Aragonite	0.87827	1.0575	1	214.68	5.26	1.4413	1.8577	111.19	0.61	1.10	146.61	48.31	138.27	True	no
88	Aragonite	1.9877	1.5908	2	236.28	7.49	2.091	1.7276	106.03	0.60	1.65	96.88	120.45	119.67	True	no
89	Aragonite	0.60093	0.87471	3	368.00	5.77	1.28	2.1414	117.21	0.68	1.18	25.86	83.66	141.17	True	no
90	Aragonite	0.5547	0.8404	2	435.50	4.67	0.97925	1.3577	57.312	0.55	1.65	75.67	113.08	154.81	True	no
91	Aragonite	13.96	4.216	6	35.20	14.10	5.272	1.5637	22.152	1.30	3.27	26.57	153.07	79.88	True	no
92	Aragonite	1.3405	1.3064	4	53.41	6.66	2.0114	2.3704	157.53	0.85	1.51	114.20	118.80	148.85	True	no
93	Aragonite	1.1094	1.1885	3	135.46	6.88	1.6796	1.9971	95.259	0.58	1.99	100.73	135.61	131.23	True	no
94	Aragonite	1.1556	1.213	4	157.76	6.36	1.3231	1.1897	57.332	0.70	1.46	119.79	104.93	153.92	True	no
95	Aragonite	0.87827	1.0575	4	199.84	6.11	1.1952	1.2775	172.27	0.69	1.73	114.12	115.26	151.32	True	no
96	Aragonite	0.97072	1.1117	1	296.90	5.71	1.2947	1.3563	18.435	0.77	1.03	57.47	109.27	129.03	True	no
97	Aragonite	2.2188	1.6808	4	341.10	8.77	2.0637	1.5075	85.371	1.36	3.15	76.33	53.56	122.83	True	no
98	Aragonite	1.6179	1.4352	3	531.03	8.17	2.0771	2.0945	63.005	0.66	1.03	83.11	45.18	127.60	True	no
99	Aragonite	0.60093	0.87471	2	147.23	7.15	1.0132	1.3416	101.31	0.54	1.40	110.05	142.76	102.03	True	no
100	Aragonite	0.46225	0.76717	2	266.70	6.30	0.86456	1.27	135	0.28	1.23	80.90	103.64	145.28	True	no
101	Aragonite	0.69337	0.93959	1	336.67	6.27	1.0292	1.1999	5.8841	0.85	1.07	138.66	92.52	55.91	True	no
102	Aragonite	1.4792	1.3724	4	350.31	8.91	2.1404	2.4324	133.12	0.70	1.53	92.28	75.13	144.01	True	no
103	Aragonite	1.9877	1.5908	7	514.65	9.53	2.1629	1.8485	87.348	0.67	1.28	61.65	80.96	137.19	True	no
104	Aragonite	29.584	6.1374	6	6.39	19.22	6.4745	2.2257	71.917	1.66	4.28	40.11	59.96	38.00	True	edge
105	Aragonite	0.60093	0.87471	3	161.15	8.23	1.2025	1.8898	78.69	0.48	0.90	153.15	79.25	149.20	True	no
106	Aragonite	3.4207	2.0869	5	164.66	12.38	2.4069	1.3301	90.3	0.75	2.20	115.37	132.12	137.73	True	no
107	Aragonite	0.64715	0.90773	3	264.29	8.21	1.0757	1.4044	125.6	0.62	0.87	137.30	61.36	132.99	True	no
108	Aragonite	4.7612	2.4621	10	399.25	12.22	2.9988	1.4835	157.84	0.91	2.54	1.52	132.27	116.77	True	no
109	Aragonite	0.78583	1.0003	2	408.53	7.71	1.3221	1.7469	50.606	0.89	1.69	17.11	103.93	162.13	True	no
110	Aragonite	2.1263	1.6454	3	414.30	11.41	2.1509	1.7088	106.55	0.78	1.55	11.83	130.67	129.29	True	no
111	Aragonite	0.9245	1.0849	4	491.30	7.75	1.2577	1.3438	141.59	0.44	1.16	50.44	100.22	143.05	True	no
112	Aragonite	0.83205	1.0293	2	569.11	8.00	1.3922	1.8296	48.758	0.53	1.29	42.75	68.66	147.64	True	no
113	Aragonite	7.812	3.1538	7	591.11	23.74	7.6747	5.9218	85.133	1.72	3.72	68.97	110.02	2.79	True	no
114	Aragonite	1.1556	1.213	2	28.20	10.96	1.5928	1.7243	80.293	0.91	1.90	132.72	147.71	76.59	True	no
115	Aragonite	2.5886	1.8155	6	139.80	12.04	2.5213	1.9287	101.71	0.68	1.40	1.09	136.94	50.15	True	no
116	Aragonite	1.2481	1.2606	3	144.93	10.44	1.4376	1.3005	110.64	0.81	1.59	71.48	93.48	178.14	True	no
117	Aragonite	3.8829	2.2235	6	176.68	12.14	3.704	2.7751	148.18	0.74	2.28	126.41	124.75	146.66	True	no
118	Aragonite	1.2943	1.2837	5	180.82	9.32	1.5831	1.5208	143.37	0.55	1.83	78.86	131.04	129.86	True	no
119	Aragonite	0.78583	1.0003	3	185.00	8.88	1.2903	1.6639	130.54	0.42	1.00	151.15	61.36	137.85	True	no
120	Aragonite	1.7565	1.4955	5	200.45	11.71	1.8904	1.5979	116.37	0.62	1.57	34.19	153.62	88.76	True	no
121	Aragonite	2.5886	1.8155	6	359.18	9.41	2.3224	1.6365	10.818	0.66	1.25	26.09	84.22	143.33	True	no
122	Aragonite	1.1094	1.1885	5	370.58	9.88	1.669	1.9719	57.367	0.69	1.23	13.85	102.65	143.30	True	no
123	Aragonite	0.50848	0.80462	2	393.00	9.00	1.2528	2.4244	110.3	0.53	0.79	14.35	102.36	140.76	True	no
124	Aragonite	1.9877	1.5908	4	447.28	11.35	1.963	1.5225	66.38	0.67	1.33	67.76	90.11	141.28	True	no
125	Aragonite	0.60093	0.87471	3	457.15	10.15	1.605	3.3668	100.06	0.69	1.02	28.46	128.57	128.08	True	no
126	Aragonite	0.97072	1.1117	4	459.81	9.33	1.2962	1.3593	106.55	0.44	0.97	120.02	44.81	118.67	True	no
127	Aragonite	0.46225	0.76717	2	478.10	8.90	0.98759	1.6572	97.688	0.74	1.36	55.94	91.12	143.56	True	no
128	Aragonite	3.9753	2.2498	6	487.55	14.17	2.9252	1.6906	99.587	0.87	1.63	66.05	72.57	143.62	True	no
129	Aragonite	12.666	4.0158	7	59.99	19.66	4.8539	1.461	148.19	1.03	2.99	26.66	153.80	77.92	True	no
130	Aragonite	3.6056	2.1426	4	84.55	13.17	2.765	1.6654	121.88	0.80	1.81	82.69	143.33	110.40	True	no
131	Aragonite	1.6641	1.4556	4	155.39	11.33	1.7073	1.3758	140.04	0.47	0.97	31.44	144.77	71.13	True	no
132	Aragonite	0.83205	1.0293	5	195.61	10.50	1.3523	1.7261	110.27	0.57	1.20	103.50	121.73	147.78	True	no
133	Aragonite	1.8028	1.515	2	245.77	11.08	1.8104	1.4278	134.39	0.71	1.39	24.00	139.56	84.43	True	no
134	Aragonite	2.2188	1.6808	4	258.85	11.42	2.103	1.5655	22.276	0.89	1.64	34.26	132.92	102.73	True	no
135	Aragonite	1.0632	1.1635	3	307.87	10.22	1.3645	1.3754	112.5	0.26	0.33	62.91	90.47	135.11	True	no
136	Aragonite	0.50848	0.80462	1	321.73	9.18	0.86749	1.1624	39.69	0.17	0.93	89.48	62.52	107.46	True	no
137	Aragonite	0.46225	0.76717	3	404.80	9.60	0.99094	1.6684	139.07	0.66	1.09	98.06	54.24	123.49	True	no
138	Aragonite	0.97072	1.1117	3	440.90	10.05	1.1789	1.1246	78.69	0.54	0.93	85.56	48.16	122.78	True	no
139	Aragonite	1.2019	1.237	4	466.12	10.27	1.4071	1.2939	162.58	0.77	1.83	54.08	89.90	145.88	True	no
140	Aragonite	1.6641	1.4556	4	499.25	11.25	1.9774	1.8454	83.807	0.79	1.45	120.68	40.71	115.38	True	no
141	Aragonite	3.5131	2.115	6	503.17	15.68	3.0884	2.1324	75.473	0.72	2.72	107.71	46.37	115.11	True	no
142	Aragonite	2.7735	1.8792	4	109.42	13.40	3.1938	2.8886	142.63	0.63	2.29	136.67	77.04	157.70	True	no
143	Aragonite	0.46225	0.76717	1	232.70	10.30	0.86456	1.27	135	0.23	1.06	71.18	147.48	118.45	True	no
144	Aragonite	0.9245	1.0849	2	374.75	11.30	1.4313	1.7405	79.344	0.50	0.95	46.37	61.48	138.50	True	no
145	Aragonite	2.3112	1.7155	5	452.86	12.88	1.8962	1.2218	55.082	0.53	1.52	120.05	44.89	119.14	True	no
146	Aragonite	1.7565	1.4955	6	495.29	14.79	2.4108	2.5986	81.21	0.73	1.89	65.92	84.96	144.77	True	no
147	Aragonite	2.0339	1.6092	4	510.30	13.91	1.634	1.031	108.45	0.54	1.37	14.11	125.38	125.46	True	no
148	Aragonite	1.7103	1.4757	4	559.86	12.70	2.0922	2.0101	95.293	0.86	2.01	70.48	65.88	6.52	True	no
149	Aragonite	0.60093	0.87471	2	150.77	11.62	0.91763	1.1005	30.964	1.01	1.70	27.46	147.71	61.47	True	no
150	Aragonite	1.7565	1.4955	4	206.92	13.82	1.7868	1.4276	136.01	0.68	1.71	112.84	93.45	145.78	True	no
151	Aragonite	1.1556	1.213	3	213.52	12.40	1.3247	1.1926	125.94	0.91	1.68	46.50	148.11	103.88	True	no
152	Aragonite	0.60093	0.87471	3	251.08	12.31	1.0996	1.5804	79.357	0.43	0.89	33.50	130.92	93.71	True	no
153	Aragonite	0.7396	0.97041	3	253.81	13.00	1.6466	2.8793	96.094	0.62	1.64	35.74	135.89	100.92	True	no
154	Aragonite	1.2019	1.237	3	298.31	13.00	1.8738	2.2946	47.872	0.81	1.47	53.06	103.00	121.89	True	no
155	Aragonite	1.6179	1.4352	3	322.63	14.66	1.8451	1.6527	87.02	0.81	1.18	46.11	76.54	132.22	True	no
156	Aragonite	1.5254	1.3936	3	334.91	13.45	1.924	1.9059	105.61	0.79	1.57	35.00	89.59	139.17	True	no
157	Aragonite	0.64715	0.90773	4	345.50	12.00	1.0966	1.4594	75.128	0.52	1.67	60.48	119.07	136.53	True	no
158	Aragonite	1.4792	1.3724	3	363.72	13.09	1.3803	1.0116	48.085	0.61	1.83	70.89	48.71	119.01	True	no
159	Aragonite	2.7273	1.8635	5	433.08	15.08	2.002	1.1542	47.071	0.61	1.66	103.12	41.88	107.75	True	no
160	Aragonite	2.4037	1.7494	5	538.58	15.35	2.499	2.0406	78.583	0.77	2.16	27.88	61.11	4.06	True	no
161	Aragonite	0.50848	0.80462	2	77.91	12.82	0.90041	1.2523	36.87	0.00	0.00	136.76	103.12	142.96	True	no
162	Aragonite	1.7103	1.4757	4	100.95	13.32	2.2057	2.234	164.62	0.69	1.50	37.96	158.93	91.13	True	no
163	Aragonite	0.69337	0.93959	4	312.13	12.33	1.0174	1.1725	32.886	0.28	1.01	116.67	49.48	110.46	True	no
164	Aragonite	1.1556	1.213	3	317.68	13.08	1.2294	1.0272	104.04	0.54	0.90	66.91	77.66	134.15	True	no
165	Aragonite	0.97072	1.1117	3	331.57	14.95	1.8178	2.6735	94.892	0.38	0.96	79.36	59.92	131.85	True	no
166	Aragonite	0.78583	1.0003	4	348.47	13.35	1.2527	1.5683	73.288	0.73	1.75	102.05	69.38	140.07	True	no
167	Aragonite	8.2743	3.2458	8	469.50	16.12	4.9722	2.3467	1.5545	1.14	2.07	4.37	137.07	121.72	True	no
168	Aragonite	0.50848	0.80462	3	492.00	13.00	0.99445	1.5275	90	0.78	1.01	26.91	124.60	137.57	True	no
169	Aragonite	0.60093	0.87471	2	524.69	12.00	1.1103	1.6113	90	0.85	1.52	178.67	45.17	49.61	True	no
170	Aragonite	5.9168	2.7447	6	174.98	19.49	3.6682	1.7861	137.55	0.76	1.90	29.24	150.22	66.00	True	no
171	Aragonite	4.114	2.2887	9	190.99	17.20	3.3171	2.1006	151.85	1.54	3.95	36.46	144.18	90.90	True	no
172	Aragonite	0.5547	0.8404	4	192.83	12.92	1.079	1.6485	170.58	0.83	1.24	151.16	61.92	139.41	True	no
173	Aragonite	1.9414	1.5722	1	217.83	15.21	1.8059	1.3194	50.732	1.02	1.97	111.74	105.67	148.79	True	no
174	Aragonite	0.60093	0.87471	2	266.08	14.08	1.0701	1.4967	67.227	0.36	0.41	141.60	48.29	127.00	True	no
175	Aragonite	1.0632	1.1635	3	270.43	14.74	1.3047	1.2575	57.53	0.47	0.81	94.48	92.93	138.90	True	no
176	Aragonite	1.7565	1.4955	3	327.87	16.84	2.1778	2.1207	104.33	0.72	1.31	112.12	47.03	97.69	True	no
177	Aragonite	3.0046	1.9559	5	354.75	16.91	2.2725	1.3499	89.341	0.88	2.08	71.04	58.27	126.24	True	no
178	Aragonite	0.50848	0.80462	4	367.91	14.27	1.1452	2.0258	114.34	0.29	0.68	56.21	53.49	133.63	True	no
179	Aragonite	2.4037	1.7494	8	410.96	17.13	1.8422	1.1088	60.329	0.82	1.68	57.75	95.52	138.98	True	no
180	Aragonite	1.5254	1.3936	6	419.33	15.48	1.8593	1.78	62.852	0.68	1.20	47.08	89.10	144.58	True	no
181	Aragonite	3.7905	2.1969	6	523.83	17.27	3.2715	2.2177	39.918	0.68	1.35	42.50	84.52	148.28	True	no
182	Aragonite	3.0046	1.9559	5	562.51	19.92	3.3581	2.9477	73.667	0.64	1.76	46.68	65.10	172.75	True	no
183	Aragonite	41.371	7.2578	18	576.13	61.71	19.523	7.2355	79.1	1.47	3.86	68.40	110.04	178.50	True	no
184	Aragonite	0.64715	0.90773	2	60.86	14.71	1.2662	1.9457	34.529	0.79	1.52	115.20	119.20	150.54	True	no
185	Aragonite	3.0971	1.9858	5	97.72	16.79	3.152	2.5195	150.84	0.67	1.18	136.03	76.18	157.73	True	no
186	Aragonite	3.5131	2.115	7	149.67	18.64	3.3075	2.4457	121.08	0.92	2.33	99.37	127.55	130.55	True	no
187	Aragonite	1.017	1.1379	2	262.27	14.95	1.1866	1.0874	112.36	0.54	1.24	135.59	61.96	127.27	True	no
188	Aragonite	1.1094	1.1885	5	307.42	15.17	1.3717	1.3321	24.534	0.61	1.22	58.93	82.28	128.33	True	no
189	Aragonite	1.1556	1.213	4	342.24	15.40	1.3189	1.1823	15.574	0.59	1.42	35.30	92.98	136.38	True	no
190	Aragonite	1.3405	1.3064	6	391.21	16.00	1.3906	1.133	90	0.86	2.34	54.28	89.38	139.57	True	no
191	Aragonite	4.6225	2.426	6	83.66	19.76	3.9018	2.5867	153.8	0.94	2.18	173.95	58.05	138.60	True	no
192	Aragonite	0.97072	1.1117	5	198.19	15.86	1.7579	2.5003	149.26	1.09	2.16	110.42	111.85	140.84	True	no
193	Aragonite	1.1556	1.213	2	300.40	16.68	1.2972	1.1437	86.606	0.54	1.39	103.72	65.90	122.94	True	no
194	Aragonite	4.8074	2.4741	5	364.98	20.79	3.2649	1.7415	127.63	1.56	3.27	102.83	61.75	119.49	True	no
195	Aragonite	1.017	1.1379	5	439.05	16.77	1.3366	1.3797	76.64	1.12	1.58	7.95	120.91	133.98	True	no
196	Aragonite	5.2234	2.5789	8	519.04	21.20	3.4078	1.7462	143.77	0.87	1.99	179.93	43.49	48.67	True	no
197	Aragonite	2.4962	1.7827	5	531.35	20.09	3.1369	3.0962	63.19	0.71	2.12	61.25	70.53	145.80	True	no
198	Aragonite	9.4761	3.4735	11	551.51	34.08	7.4458	4.595	62.171	0.87	2.05	6.08	5.84	66.52	True	no
199	Aragonite	0.78583	1.0003	2	15.47	16.82	1.1004	1.2102	45.734	0.64	0.86	132.28	147.14	74.84	True	no
200	Aragonite	13.636	4.1668	12	117.01	23.96	7.2784	3.0511	166.39	0.76	1.81	10.36	156.16	61.64	True	no
201	Aragonite	0.83205	1.0293	4	122.83	17.83	1.2814	1.55	84.938	0.69	1.20	71.40	147.00	109.78	True	no
202	Aragonite	1.3867	1.3288	4	156.53	17.20	1.6891	1.6159	156.12	0.64	1.51	27.66	147.87	61.04	True	no
203	Aragonite	0.50848	0.80462	3	252.09	16.27	1.3183	2.6844	145.2	0.34	1.07	141.59	70.22	127.28	True	no
204	Aragonite	0.60093	0.87471	1	274.15	16.54	0.94253	1.1611	103.78	0.64	0.69	0.20	65.80	125.58	True	no
205	Aragonite	1.1094	1.1885	3	312.75	16.79	1.3472	1.2849	2.9083	0.85	1.68	8.62	117.35	120.54	True	no
206	Aragonite	0.50848	0.80462	5	346.00	17.27	1.0829	1.8113	74.745	0.47	1.34	69.29	55.19	126.19	True	no
207	Aragonite	1.6179	1.4352	4	383.63	18.77	1.9475	1.8413	52.596	0.74	1.19	135.33	52.02	99.75	True	no
208	Aragonite	0.69337	0.93959	4	406.33	16.53	1.1222	1.4266	31.853	0.81	1.65	106.27	50.38	121.60	True	no
209	Aragonite	0.97072	1.1117	5	444.24	17.33	1.2669	1.2987	162.42	1.09	1.57	170.49	47.66	59.05	True	no
