Nr.	Phase	Area [µm²]	d [µm]	l	Xcg	Ycg	Major [µm]	Aspect ratio	Slope	GOS [°]	MOS [°]	Mean E1 [°]	Mean E2 [°]	Mean E3 [°]	In current dataset	Border grain
24	Aragonite	2.9367	1.9337	2	301.21	3.36	1.7477	1.6338	88.189	0.44	0.99	66.44	54.92	145.89	True	edge
25	Aragonite	5.2441	2.584	2	306.20	4.58	2.6098	2.0401	82.115	0.67	1.47	27.94	84.13	165.52	True	edge
26	Aragonite	6.6076	2.9005	1	315.37	5.24	3.0523	2.2148	95.204	0.50	1.21	175.50	67.48	30.69	True	edge
27	Aragonite	1.0488	1.1556	1	328.80	1.30	1.0455	1.637	71.778	0.19	0.32	132.68	81.59	34.69	True	edge
28	Aragonite	2.5172	1.7902	1	331.08	3.08	1.862	2.1635	64.474	0.51	1.12	177.11	65.68	22.47	True	edge
29	Aragonite	5.2441	2.584	2	341.22	5.36	2.5326	1.9212	93.318	0.58	1.56	44.54	46.65	77.03	True	edge
30	Aragonite	1.5732	1.4153	2	345.73	1.67	1.0963	1.1999	95.884	0.52	0.60	17.20	69.18	130.52	True	edge
31	Aragonite	11.222	3.78	5	350.67	7.46	3.9498	2.1836	92.3	0.57	1.93	89.07	43.68	86.89	True	edge
32	Aragonite	9.6491	3.5051	1	366.03	4.40	2.6795	1.1688	130.82	0.71	1.65	175.59	148.96	4.02	True	edge
33	Aragonite	1.0488	1.1556	1	403.20	1.10	0.93983	1.3229	153.43	0.00	0.00	69.87	71.50	61.49	True	edge
34	Aragonite	2.8318	1.8988	3	358.98	7.43	3.0835	2.637	93.144	0.47	1.19	169.95	110.48	174.51	True	no
35	Aragonite	3.1465	2.0015	3	7.67	8.17	3.326	2.7613	85.479	0.48	1.30	85.20	118.30	20.22	True	no
36	Aragonite	2.3598	1.7334	3	195.20	7.00	2.7562	2.5283	96.615	0.95	2.00	171.01	131.63	92.44	True	no
37	Aragonite	0.62929	0.89512	2	22.08	4.33	0.99649	1.2393	55.278	0.77	1.04	57.67	48.16	14.68	True	no
38	Aragonite	0.52441	0.81713	2	33.30	4.30	0.92086	1.27	45	0.12	0.61	92.13	97.91	47.73	True	no
39	Aragonite	3.0416	1.9679	3	156.36	9.71	3.1165	2.5079	92.971	1.42	3.87	137.99	114.59	86.42	True	no
40	Aragonite	1.8879	1.5504	1	205.81	9.06	2.7538	3.1548	84.657	0.42	0.84	4.84	56.60	65.45	True	no
41	Aragonite	0.8915	1.0654	1	405.12	4.47	1.267	1.4142	149.04	0.09	0.74	67.85	82.71	62.15	True	no
42	Aragonite	7.3417	3.0574	5	30.76	14.89	4.7858	2.4502	97.385	1.36	2.65	110.36	158.16	19.71	True	no
43	Aragonite	0.57685	0.85701	3	49.55	6.91	0.96197	1.26	46.061	0.73	1.40	159.24	37.69	17.40	True	no
44	Aragonite	0.57685	0.85701	2	355.09	6.64	1.0201	1.4169	74.929	0.58	0.64	157.29	108.08	162.31	True	no
45	Aragonite	1.4683	1.3673	5	11.57	10.57	2.3323	2.9097	72.773	0.41	0.77	74.64	102.60	10.92	True	no
46	Aragonite	4.405	2.3683	5	74.68	14.23	3.7372	2.4902	81.131	0.71	1.31	32.29	49.04	88.63	True	no
47	Aragonite	1.311	1.292	2	345.36	10.44	2.1272	2.7109	94.805	0.48	0.87	74.11	43.22	98.17	True	no
48	Aragonite	1.3635	1.3176	3	24.31	10.31	1.8279	1.9246	101	0.77	1.64	78.59	108.40	12.83	True	no
49	Aragonite	0.62929	0.89512	3	227.58	8.58	1.1879	1.7611	67.263	0.58	0.58	61.36	59.41	2.43	True	no
50	Aragonite	1.6257	1.4387	2	301.03	9.61	1.6287	1.2816	95.004	0.45	1.27	56.85	24.99	58.54	True	no
51	Aragonite	1.9928	1.5929	2	58.08	13.87	2.4724	2.4093	90.798	0.60	1.80	54.52	37.22	82.57	True	no
52	Aragonite	2.8318	1.8988	6	149.93	13.87	3.1169	2.6944	74.57	0.74	1.59	56.22	63.78	64.40	True	no
53	Aragonite	0.68173	0.93167	2	191.38	9.38	1.0094	1.1737	135	0.25	1.63	176.36	134.09	93.59	True	no
54	Aragonite	0.99638	1.1263	4	13.68	13.58	2.3068	4.1947	78.832	0.42	0.88	106.70	159.22	36.82	True	no
55	Aragonite	0.57685	0.85701	2	146.73	11.55	1.2368	2.0827	69.407	0.66	1.40	173.75	123.99	81.32	True	no
56	Aragonite	3.1989	2.0182	3	222.18	15.90	3.6026	3.1866	89.091	0.77	1.59	78.57	52.92	175.50	True	no
57	Aragonite	4.1428	2.2967	6	231.85	19.09	3.7351	2.6448	112.93	1.01	2.54	158.44	153.17	111.92	True	no
58	Aragonite	5.2441	2.584	7	67.61	19.31	4.1391	2.5659	109.65	0.73	1.92	147.89	117.42	54.02	True	no
59	Aragonite	4.1428	2.2967	5	218.49	19.10	5.022	4.7812	97.774	0.67	1.89	80.10	3.05	171.38	True	no
60	Aragonite	0.57685	0.85701	2	312.82	11.91	1.0538	1.512	42.993	0.70	1.34	110.51	108.66	35.57	True	no
61	Aragonite	1.1537	1.212	1	326.95	12.32	2.1689	3.2023	149.31	0.75	1.51	135.88	82.27	37.74	True	no
62	Aragonite	6.4502	2.8658	6	14.37	29.24	7.252	6.4037	83.059	0.92	2.53	60.48	48.28	13.92	True	no
63	Aragonite	0.73417	0.96684	2	36.64	13.50	1.5447	2.5527	73.949	0.98	2.15	155.16	128.06	88.30	True	no
64	Aragonite	0.57685	0.85701	2	38.64	14.27	1.7051	3.9583	86.942	0.59	1.04	87.61	105.38	54.55	True	no
65	Aragonite	2.4123	1.7525	1	86.80	15.54	2.1835	1.5522	95.937	0.72	1.89	138.95	149.96	19.67	True	no
66	Aragonite	3.2513	2.0346	4	184.48	16.90	3.2762	2.5928	88.075	0.91	2.07	11.02	8.29	54.54	True	no
67	Aragonite	0.78662	1.0008	2	193.60	13.13	1.257	1.5777	111.86	0.40	1.00	165.72	135.12	88.47	True	no
68	Aragonite	4.2477	2.3256	3	3.89	19.12	3.3903	2.1252	88.492	0.54	1.00	65.63	56.88	21.36	True	no
69	Aragonite	0.52441	0.81713	3	228.00	13.50	1.0442	1.633	116.57	0.56	0.94	133.82	63.94	42.65	True	no
70	Aragonite	0.62929	0.89512	2	145.75	15.17	1.2653	1.9981	121.85	0.95	1.75	112.73	98.63	54.62	True	no
71	Aragonite	2.255	1.6944	3	153.77	18.26	2.5134	2.2002	97.806	0.77	2.16	81.13	96.68	76.27	True	no
72	Aragonite	1.5208	1.3915	2	188.93	16.72	1.9319	1.9276	93.286	0.82	1.44	162.08	170.14	92.59	True	no
73	Aragonite	2.9891	1.9509	3	313.09	17.46	2.2456	1.325	69.091	0.65	2.10	101.02	18.46	98.54	True	no
74	Aragonite	2.255	1.6944	4	323.93	19.35	3.1116	3.3723	89.652	0.96	2.12	137.32	83.47	40.22	True	no
75	Aragonite	1.1537	1.212	1	340.27	14.86	1.4394	1.4104	143.43	0.91	2.24	152.49	164.29	178.87	True	no
76	Aragonite	0.57685	0.85701	2	356.45	14.36	0.92029	1.1531	18.435	0.25	1.09	80.17	74.20	33.62	True	no
77	Aragonite	4.5624	2.4102	4	213.51	22.17	3.9972	2.7504	93.791	0.88	2.42	72.80	21.31	16.21	True	no
78	Aragonite	1.3635	1.3176	3	288.92	19.08	2.3501	3.1815	86.079	0.66	1.12	169.03	9.18	50.42	True	no
79	Aragonite	0.62929	0.89512	4	8.92	17.17	1.1493	1.6485	80.583	0.63	0.91	81.62	113.10	19.53	True	no
80	Aragonite	1.8879	1.5504	2	23.28	20.61	2.2968	2.1947	95.643	0.61	1.02	76.97	108.94	13.27	True	no
81	Aragonite	3.4087	2.0833	2	94.11	21.85	3.6432	3.0583	71.265	1.10	2.33	148.49	120.73	51.59	True	no
82	Aragonite	3.3038	2.051	6	226.92	23.40	4.1899	4.1734	95.133	0.54	2.07	57.64	7.34	7.33	True	no
83	Aragonite	1.2586	1.2659	0	277.33	17.83	1.6726	1.7459	103.6	0.58	1.35	14.48	139.92	25.88	True	no
84	Aragonite	6.8698	2.9575	3	333.31	23.32	3.9011	1.7399	62.813	1.31	3.53	31.65	60.88	151.43	True	no
85	Aragonite	1.4159	1.3427	2	348.59	19.11	2.3436	3.0466	87.247	0.50	1.19	86.11	36.00	81.16	True	no
86	Aragonite	7.9186	3.1753	5	8.28	29.90	5.7801	3.3137	76.655	0.90	1.95	60.59	48.25	18.08	True	no
87	Aragonite	0.62929	0.89512	1	81.00	18.17	1.1694	1.7067	109.81	0.60	0.77	47.07	46.03	78.03	True	no
88	Aragonite	1.6257	1.4387	2	91.39	19.81	2.0177	1.9668	87.092	0.52	1.48	152.82	130.17	65.38	True	no
89	Aragonite	1.0488	1.1556	3	127.95	19.00	1.5698	1.8453	83.461	0.59	1.32	108.79	102.78	63.56	True	no
90	Aragonite	2.0976	1.6343	3	180.50	20.58	2.6099	2.5503	108.19	1.28	2.84	167.91	140.86	81.45	True	no
91	Aragonite	3.0416	1.9679	2	239.48	22.24	3.0954	2.4741	98.294	0.65	1.53	122.53	148.30	80.82	True	no
92	Aragonite	1.4683	1.3673	2	286.00	21.11	2.4694	3.2618	88.641	0.33	1.03	35.96	110.56	171.81	True	no
93	Aragonite	3.6709	2.1619	1	377.84	23.36	3.7429	2.9973	79.871	0.60	1.07	178.34	43.20	174.63	True	no
94	Aragonite	0.62929	0.89512	0	637.42	17.25	1.0246	1.3103	147.93	0.07	0.32	48.34	47.22	49.78	True	no
95	Aragonite	2.0452	1.6137	4	77.41	21.10	1.9702	1.4907	59.098	0.69	2.03	46.91	48.50	76.22	True	no
96	Aragonite	0.8915	1.0654	1	208.18	19.06	1.1933	1.2544	63.882	0.38	0.79	120.39	124.95	73.33	True	no
97	Aragonite	0.78662	1.0008	2	325.93	19.60	1.5124	2.2837	102.36	0.28	0.70	93.58	21.26	97.07	True	no
98	Aragonite	0.73417	0.96684	1	353.79	19.43	1.35	1.9498	93.18	0.40	0.74	153.68	78.43	40.12	True	no
99	Aragonite	0.73417	0.96684	0	669.29	18.50	1.2867	1.7711	143.29	0.29	0.74	19.78	73.30	64.07	True	no
100	Aragonite	2.9367	1.9337	5	135.07	21.59	2.2139	1.3108	119.8	0.84	1.85	121.47	99.30	64.60	True	no
101	Aragonite	0.57685	0.85701	4	163.64	20.82	1.6431	3.6757	92.34	0.58	1.06	169.96	168.95	74.66	True	no
102	Aragonite	1.0488	1.1556	4	340.75	20.35	1.5731	1.853	88.645	0.71	2.24	159.35	112.21	179.57	True	no
103	Aragonite	0.68173	0.93167	1	358.00	19.38	1.0584	1.2906	25.315	0.27	0.29	164.68	114.35	162.57	True	no
104	Aragonite	0.62929	0.89512	3	121.83	20.67	1.1218	1.5705	115.54	0.68	1.09	103.79	111.14	62.12	True	no
105	Aragonite	1.4683	1.3673	4	143.14	23.46	2.3016	2.8335	88.434	0.45	0.70	113.05	98.05	59.72	True	no
106	Aragonite	0.99638	1.1263	3	292.42	21.32	1.4551	1.669	79.722	0.38	0.94	36.87	98.67	163.59	True	no
107	Aragonite	2.2025	1.6746	2	382.10	24.57	2.8012	2.7981	76.339	0.92	1.65	176.66	32.68	172.66	True	no
108	Aragonite	0.99638	1.1263	1	58.95	21.74	1.2133	1.1604	53.898	0.78	2.41	70.78	38.69	78.89	True	no
109	Aragonite	1.2586	1.2659	3	62.67	23.08	1.5885	1.5747	85.543	0.66	0.96	135.76	75.85	38.79	True	no
110	Aragonite	0.52441	0.81713	4	125.00	21.50	1.0442	1.633	63.435	0.41	1.53	135.73	54.16	57.29	True	no
111	Aragonite	0.52441	0.81713	3	140.00	21.20	0.91901	1.2649	90	0.70	1.15	109.09	105.66	60.49	True	no
112	Aragonite	0.57685	0.85701	5	147.18	22.18	0.95242	1.235	72.857	0.49	1.03	120.27	100.37	68.81	True	no
113	Aragonite	0.52441	0.81713	4	150.20	21.50	0.95618	1.3693	90	0.00	0.00	153.13	100.82	86.44	True	no
114	Aragonite	1.7306	1.4844	3	192.64	22.45	1.5913	1.1493	15.695	0.78	1.37	164.53	136.61	89.45	True	no
115	Aragonite	1.1537	1.212	2	294.91	23.55	1.7477	2.0793	66.343	0.78	1.56	179.46	23.76	42.95	True	no
116	Aragonite	0.62929	0.89512	2	316.67	21.67	1.178	1.7321	45	0.32	1.08	8.46	120.96	159.49	True	no
117	Aragonite	1.2586	1.2659	3	319.96	22.92	1.6205	1.6387	56.716	0.76	1.67	94.08	19.58	104.43	True	no
118	Aragonite	1.0488	1.1556	4	161.05	23.85	1.7965	2.4169	92.92	0.49	1.77	52.90	72.94	74.61	True	no
119	Aragonite	0.62929	0.89512	1	310.08	23.00	0.992	1.2282	63.813	0.38	1.48	81.09	15.20	116.03	True	no
120	Aragonite	0.52441	0.81713	2	342.70	22.60	0.82961	1.0308	63.435	0.30	1.48	72.12	90.12	36.69	True	no
121	Aragonite	2.5696	1.8088	3	119.98	27.10	2.5372	1.9676	104.47	0.88	2.28	82.85	50.09	72.81	True	no
122	Aragonite	1.1013	1.1841	3	178.05	25.57	1.7938	2.2949	84.379	0.42	0.84	155.56	129.06	71.35	True	no
123	Aragonite	2.1501	1.6546	4	198.63	26.54	2.5319	2.3417	96.238	1.04	1.75	98.44	102.28	51.50	True	no
124	Aragonite	0.8915	1.0654	2	205.35	23.88	1.438	1.8217	123.28	0.59	2.01	12.16	49.46	53.21	True	no
125	Aragonite	2.9367	1.9337	1	358.39	26.91	2.3249	1.4456	122.69	1.40	2.47	89.31	31.88	73.20	True	no
126	Aragonite	2.0452	1.6137	2	365.08	25.72	2.0531	1.6187	132.69	0.69	1.69	166.22	113.61	173.23	True	no
127	Aragonite	0.52441	0.81713	2	79.70	24.20	1.0455	1.637	18.222	0.28	1.17	56.21	39.16	20.01	True	no
128	Aragonite	0.8915	1.0654	4	123.53	27.29	2.1788	4.182	92.505	0.87	1.37	171.75	105.37	66.72	True	no
129	Aragonite	2.2025	1.6746	5	126.60	28.14	2.803	2.8017	88.02	0.72	1.17	55.58	64.79	81.83	True	no
130	Aragonite	2.9367	1.9337	4	202.71	29.66	3.4278	3.1425	90.649	0.93	1.79	62.60	105.93	62.84	True	no
131	Aragonite	2.8318	1.8988	1	301.30	27.19	2.21	1.3546	66.224	0.48	1.05	10.80	121.03	163.03	True	no
132	Aragonite	6.188	2.8069	3	344.16	29.81	3.1142	1.2309	103.24	0.77	1.58	22.10	48.81	139.61	True	no
133	Aragonite	4.5624	2.4102	4	384.63	31.56	3.4439	2.0417	81.682	0.79	2.89	112.57	162.52	161.76	True	no
134	Aragonite	0.78662	1.0008	3	22.20	26.73	1.3171	1.7321	102.53	0.43	0.78	64.41	98.74	11.33	True	no
135	Aragonite	0.78662	1.0008	3	28.73	25.93	1.2148	1.4733	117.55	0.25	0.37	128.15	153.61	65.04	True	no
136	Aragonite	0.73417	0.96684	2	46.57	26.50	1.1578	1.434	90	0.51	1.38	136.02	128.78	75.43	True	no
137	Aragonite	0.52441	0.81713	2	49.50	24.80	0.95618	1.3693	180	0.23	0.39	36.08	64.88	57.59	True	no
138	Aragonite	0.94394	1.0963	4	64.39	26.50	1.7873	2.6579	42.46	0.72	1.15	102.35	106.76	38.59	True	no
139	Aragonite	2.9891	1.9509	5	73.88	30.89	3.1568	2.6184	91.345	0.78	2.42	151.29	113.49	56.59	True	no
140	Aragonite	0.68173	0.93167	0	85.92	25.38	0.9656	1.0742	168.69	0.35	0.45	50.11	43.67	66.60	True	no
141	Aragonite	1.5732	1.4153	5	140.10	27.03	1.7294	1.4931	103.53	0.66	1.57	115.03	88.18	59.51	True	no
142	Aragonite	2.0976	1.6343	4	145.05	30.27	2.5444	2.424	82.119	0.54	1.53	124.50	110.27	68.43	True	no
143	Aragonite	2.0452	1.6137	5	148.69	29.15	2.9985	3.4527	89.017	0.71	1.46	5.06	69.84	92.89	True	no
144	Aragonite	5.6636	2.6854	4	189.31	32.66	4.1325	2.3683	95.619	1.12	2.94	168.46	131.76	91.18	True	no
145	Aragonite	3.7233	2.1773	6	223.52	31.35	3.4698	2.5396	90.795	0.84	1.87	150.65	162.31	92.77	True	no
146	Aragonite	5.0868	2.5449	5	287.24	30.39	3.1159	1.499	65.452	0.80	1.38	34.16	50.46	167.18	True	no
147	Aragonite	4.9295	2.5053	5	391.03	33.49	4.4555	3.1629	97.849	0.81	1.99	105.56	165.36	151.59	True	no
148	Aragonite	0.78662	1.0008	1	52.07	27.07	1.1161	1.2438	45	0.62	1.32	80.37	39.22	72.30	True	no
149	Aragonite	1.783	1.5067	3	133.26	28.97	2.1889	2.1106	103.85	0.82	1.60	63.24	70.16	72.10	True	no
150	Aragonite	2.0452	1.6137	3	159.77	29.82	2.3094	2.0481	110.96	0.74	1.68	151.48	105.88	105.89	True	no
151	Aragonite	2.4647	1.7715	5	232.87	28.89	2.2112	1.558	113.91	0.64	1.31	152.36	150.31	96.35	True	no
152	Aragonite	0.68173	0.93167	0	268.85	26.54	1.0039	1.1611	76.224	1.05	2.46	136.43	34.38	109.90	True	no
153	Aragonite	2.2025	1.6746	2	275.38	29.40	2.2896	1.8693	92.83	0.97	1.66	19.76	113.03	171.79	True	no
154	Aragonite	1.4683	1.3673	3	317.89	28.46	1.5538	1.2914	87.157	0.77	1.67	108.09	107.19	36.04	True	no
155	Aragonite	1.1013	1.1841	3	59.14	28.00	1.2929	1.1921	141.05	0.70	0.96	2.34	55.76	133.30	True	no
156	Aragonite	1.7306	1.4844	3	79.76	28.45	1.5885	1.1452	37.749	1.24	1.89	151.77	111.60	53.94	True	no
157	Aragonite	6.5027	2.8774	6	92.91	35.99	5.0706	3.1054	72.388	1.07	2.87	160.95	127.33	51.85	True	no
158	Aragonite	3.2513	2.0346	5	164.29	34.31	4.0569	3.9758	90.662	1.06	2.42	32.47	95.36	69.50	True	no
159	Aragonite	0.62929	0.89512	2	217.67	28.42	1.4835	2.7469	97.804	1.06	1.21	71.35	54.66	0.61	True	no
160	Aragonite	1.7306	1.4844	1	312.91	30.24	2.1429	2.084	68.904	0.69	1.58	94.51	18.83	106.23	True	no
161	Aragonite	2.8318	1.8988	3	65.91	32.11	2.0434	1.1581	70.389	0.83	2.03	141.34	75.87	39.72	True	no
162	Aragonite	1.6257	1.4387	2	129.94	31.19	2.223	2.3875	101.23	0.87	2.67	60.58	61.50	73.25	True	no
163	Aragonite	0.78662	1.0008	2	194.27	29.07	1.2148	1.4733	117.55	0.63	0.67	163.92	132.51	87.38	True	no
164	Aragonite	4.4575	2.3823	5	207.49	36.82	4.1776	3.075	91.797	1.52	2.88	64.07	54.44	7.25	True	no
165	Aragonite	1.9928	1.5929	1	323.42	31.21	2.0711	1.6906	107.08	0.71	1.63	1.12	106.45	160.51	True	no
166	Aragonite	1.8354	1.5287	4	19.43	34.09	2.8865	3.5653	73.866	0.64	1.32	45.89	37.07	20.91	True	no
167	Aragonite	1.5208	1.3915	4	26.90	31.14	1.5191	1.1918	67.151	0.94	1.57	37.21	44.55	37.61	True	no
168	Aragonite	1.1537	1.212	4	32.00	30.00	1.3498	1.2404	67.5	0.71	1.10	122.16	150.57	65.83	True	no
169	Aragonite	4.9819	2.5186	6	55.02	34.27	2.7795	1.2179	72.739	1.24	2.51	2.89	49.08	132.65	True	no
170	Aragonite	1.783	1.5067	4	138.21	31.88	1.9085	1.6044	116.3	0.86	1.60	45.58	48.20	71.16	True	no
171	Aragonite	1.7306	1.4844	1	370.36	31.61	1.9389	1.7061	111.09	0.50	1.17	23.28	57.23	127.54	True	no
172	Aragonite	0.52441	0.81713	0	453.00	29.20	0.91901	1.2649	90	0.82	1.02	86.66	79.01	7.98	True	no
173	Aragonite	0.83906	1.0336	2	153.06	30.94	1.153	1.2444	45	0.43	0.55	28.55	84.36	72.81	True	no
174	Aragonite	1.311	1.292	6	228.92	33.96	2.6367	4.1647	81.07	0.65	1.52	60.97	57.58	179.08	True	no
175	Aragonite	0.62929	0.89512	0	579.75	30.42	1.0246	1.3103	57.933	0.14	0.17	71.60	83.85	111.48	True	no
176	Aragonite	1.5732	1.4153	6	35.13	33.87	1.771	1.5659	90.463	0.50	0.95	105.49	158.68	16.57	True	no
177	Aragonite	0.8915	1.0654	2	98.76	33.06	1.6229	2.3203	75.819	0.39	1.23	156.21	119.12	61.21	True	no
178	Aragonite	2.8843	1.9163	4	100.58	36.45	3.3385	3.0349	66.398	0.69	1.61	150.17	122.04	54.82	True	no
179	Aragonite	5.2441	2.584	6	178.38	37.67	3.6185	1.961	93.848	0.98	2.25	37.92	53.09	27.91	True	no
180	Aragonite	1.5208	1.3915	2	183.93	33.83	1.7564	1.5932	95.516	0.96	1.74	172.74	124.54	93.51	True	no
181	Aragonite	0.57685	0.85701	2	213.55	31.18	1.0515	1.5054	138.97	0.36	0.39	99.46	148.84	20.74	True	no
182	Aragonite	2.0452	1.6137	3	297.64	34.33	2.128	1.7389	97.585	0.44	1.14	22.15	118.30	173.97	True	no
183	Aragonite	2.7269	1.8633	4	41.15	35.15	2.032	1.1892	94.207	0.81	1.76	125.78	153.15	42.21	True	no
184	Aragonite	2.5696	1.8088	5	46.69	37.00	3.1625	3.0569	93.294	0.83	1.72	107.51	146.31	20.45	True	no
185	Aragonite	7.2893	3.0465	4	79.21	39.39	3.9394	1.6721	72.017	1.58	3.61	141.71	126.64	51.93	True	no
186	Aragonite	0.62929	0.89512	2	157.83	32.92	1.2975	2.1012	117.16	0.37	1.30	28.65	96.31	70.08	True	no
187	Aragonite	3.7758	2.1926	3	281.25	37.13	2.3456	1.1444	173.35	0.94	2.43	170.81	15.71	34.74	True	no
188	Aragonite	1.8354	1.5287	7	30.83	37.66	2.373	2.4095	80.731	0.80	2.32	52.56	54.26	26.86	True	no
189	Aragonite	0.52441	0.81713	3	49.60	34.90	1.6918	4.2866	95.894	0.71	1.05	73.42	42.49	74.48	True	no
190	Aragonite	2.9367	1.9337	4	198.59	36.46	2.3373	1.461	146.18	1.10	2.81	61.58	103.24	60.43	True	no
191	Aragonite	0.83906	1.0336	2	212.06	34.63	1.3356	1.6698	80.397	0.72	1.49	50.26	36.24	34.76	True	no
192	Aragonite	2.5172	1.7902	4	237.33	37.54	2.5776	2.0731	90.813	0.71	1.18	144.38	3.40	90.66	True	no
193	Aragonite	0.57685	0.85701	2	278.09	34.27	1.2198	2.0258	65.663	0.53	0.77	32.44	51.12	167.70	True	no
194	Aragonite	0.57685	0.85701	1	432.73	34.27	1.0947	1.6317	111.83	0.41	1.16	164.15	101.90	147.05	True	no
195	Aragonite	0.99638	1.1263	1	435.74	34.42	1.603	2.0255	117.72	0.63	1.03	118.81	142.16	119.54	True	no
196	Aragonite	0.73417	0.96684	0	460.86	34.00	1.1854	1.5033	71.063	0.44	0.94	86.70	79.60	7.92	True	no
197	Aragonite	3.4087	2.0833	3	150.17	39.65	2.6927	1.6707	77.079	1.13	2.59	42.91	63.05	87.21	True	no
198	Aragonite	1.311	1.292	3	157.00	37.72	1.9619	2.3058	95.915	0.88	1.40	27.66	91.07	71.07	True	no
199	Aragonite	1.5732	1.4153	3	168.23	37.77	2.3328	2.7169	91.196	0.70	1.29	28.14	99.94	68.25	True	no
200	Aragonite	1.6781	1.4617	3	219.16	37.44	2.0125	1.8955	88.953	0.82	1.28	89.10	3.04	165.05	True	no
201	Aragonite	4.6148	2.424	5	230.60	43.08	4.8932	4.0749	77.78	0.71	1.61	73.11	170.82	10.67	True	no
202	Aragonite	1.2061	1.2392	1	241.83	35.22	1.4087	1.2922	111.73	0.98	2.57	33.28	50.38	21.51	True	no
203	Aragonite	0.62929	0.89512	2	28.67	36.58	1.7238	3.7085	103.05	0.45	1.04	128.67	155.31	61.74	True	no
204	Aragonite	0.8915	1.0654	2	273.88	37.18	1.7734	2.7707	100.12	0.43	0.70	31.12	51.41	168.89	True	no
205	Aragonite	1.0488	1.1556	2	316.50	36.00	1.2997	1.2649	90	0.99	1.18	124.35	16.67	63.74	True	no
206	Aragonite	0.83906	1.0336	2	319.00	38.06	1.3906	1.8102	63.7	0.36	0.81	138.31	83.87	28.84	True	no
207	Aragonite	0.52441	0.81713	0	356.00	36.80	0.91901	1.2649	90	0.58	1.46	160.26	75.29	39.04	True	no
208	Aragonite	0.62929	0.89512	2	135.83	37.50	0.98799	1.2183	28.155	0.67	0.81	49.38	47.68	74.15	True	no
209	Aragonite	2.7269	1.8633	6	222.63	43.48	3.1666	2.8879	76.665	1.05	3.08	51.77	65.12	17.11	True	no
