Nr.	Phase	Area	d	l	Xcg	Ycg	Major	Aspect_ratio	Slope	GOS	MOS	Mean_E1	Mean_E2	Mean_E3	In_current_dataset	Border_grain
1	Aragonit	1.9584	1.5791	2	3.76	1.56	1.1762	2.2191	177.05	0.60	1.40	155.39	158.34	162.25	True	corner
2	Aragonit	5.0112	2.526	9	12.86	7.21	2.4983	1.9564	23.13	0.89	2.35	48.28	11.02	140.15	True	edge
3	Aragonit	0.3168	0.63511	1	16.18	0.36	0.861	3.6757	177.66	0.28	0.50	50.68	10.63	73.88	True	edge
4	Aragonit	2.0736	1.6249	2	31.13	2.28	1.6451	2.0501	171.44	1.00	2.59	54.84	8.98	30.63	True	edge
5	Aragonit	1.2384	1.2557	4	44.23	4.95	1.3703	2.3818	97.517	1.01	2.97	80.58	10.60	60.44	True	edge
6	Aragonit	1.5264	1.3941	3	49.38	3.89	1.0057	1.0409	57.243	0.45	1.56	83.38	11.40	174.13	True	edge
7	Aragonit	18.374	4.8368	10	64.82	23.17	5.8436	2.9192	119.13	1.33	4.94	89.25	12.91	75.50	True	edge
8	Aragonit	12.355	3.9662	4	75.87	10.44	3.7451	1.7832	145.97	1.02	2.57	87.97	14.18	65.44	True	edge
9	Aragonit	0.3168	0.63511	2	76.36	1.55	0.72901	2.6351	144.15	0.25	0.57	87.98	14.17	128.64	True	edge
10	Aragonit	1.1232	1.1959	4	82.46	1.90	1.1761	1.9345	160.76	0.48	1.47	88.55	15.31	0.57	True	edge
11	Aragonit	0.3744	0.69044	3	88.38	1.54	0.59724	1.4965	129.27	0.45	1.14	101.12	14.13	54.01	True	edge
12	Aragonit	1.0368	1.149	3	93.44	2.06	0.89344	1.2094	6.4053	0.46	2.09	96.08	14.94	175.43	True	edge
13	Aragonit	11.318	3.7962	14	111.16	12.58	4.5199	2.8353	138.41	1.08	2.33	91.13	11.22	11.24	True	edge
14	Aragonit	3.8592	2.2167	5	119.77	5.72	3.0244	3.7231	149.84	0.90	2.73	175.22	171.91	157.67	True	edge
15	Aragonit	1.5552	1.4072	2	124.63	1.98	1.5697	2.4887	165.96	0.72	1.87	12.16	14.76	16.99	True	edge
16	Aragonit	4.176	2.3059	7	135.87	7.06	1.9103	1.3727	123.73	0.81	1.85	11.02	15.57	81.57	True	edge
17	Aragonit	0.288	0.60555	1	142.50	0.40	0.74925	3.0619	180	0.74	1.44	19.41	14.96	10.73	True	edge
18	Aragonit	1.152	1.2111	3	153.13	2.45	1.6559	3.7388	160.5	0.49	1.74	2.48	7.05	76.93	True	edge
19	Aragonit	0.6048	0.87753	2	157.29	0.57	1.2233	3.8864	0.15626	0.63	1.24	21.88	15.37	135.19	True	edge
20	Aragonit	4.0896	2.2819	7	171.93	3.58	2.6766	2.7517	0.16712	0.81	2.39	158.94	9.38	153.29	True	edge
21	Aragonit	2.736	1.8664	5	191.03	3.12	2.2246	2.8413	164.26	0.72	2.76	156.56	10.61	38.99	True	edge
22	Aragonit	1.008	1.1329	3	201.11	2.51	1.2236	2.3333	146.45	0.65	1.40	138.87	9.98	130.98	True	edge
23	Aragonit	0.9792	1.1166	3	206.65	2.82	1.2072	2.338	137	0.36	1.07	142.59	9.10	116.09	True	edge
24	Aragonit	1.5552	1.4072	4	213.33	2.89	1.2606	1.6051	161.93	0.67	1.30	135.25	9.97	7.29	True	edge
25	Aragonit	10.944	3.7329	9	236.60	13.89	4.5817	3.013	145.28	1.30	2.94	53.09	164.16	135.02	True	edge
26	Aragonit	1.2384	1.2557	2	232.81	1.28	1.8016	4.1169	175.26	0.62	1.22	50.48	167.12	15.02	True	edge
27	Aragonit	3.7152	2.1749	6	249.75	8.36	3.1508	4.1974	130.58	0.58	1.70	38.55	165.73	3.30	True	edge
28	Aragonit	0.72	0.95746	4	252.88	2.80	1.4285	4.452	147.38	0.51	1.13	38.81	167.71	57.26	True	edge
29	Aragonit	0.4608	0.76597	2	254.75	1.31	0.98068	3.2784	152.58	0.27	0.79	36.98	167.79	119.27	True	edge
30	Aragonit	49.709	7.9556	18	280.75	46.32	10.553	3.5191	115.14	1.22	3.25	31.85	172.88	27.10	True	edge
31	Aragonit	0.3744	0.69044	3	264.23	1.54	0.69161	2.0068	123.38	0.42	0.75	29.70	172.56	141.56	True	edge
32	Aragonit	0.432	0.74165	3	267.67	1.53	0.62637	1.4266	148.15	0.53	1.19	60.02	4.20	177.70	True	edge
33	Aragonit	1.6128	1.433	4	274.43	4.14	1.5792	2.4291	140.39	0.60	1.50	57.81	3.81	63.21	True	edge
34	Aragonit	12.643	4.0122	13	299.20	9.70	5.0499	3.1683	158.56	1.42	4.13	57.02	2.33	52.74	True	edge
35	Aragonit	0.8064	1.0133	2	298.68	1.25	1.2422	3.0057	165.25	0.35	0.73	115.84	167.05	66.54	True	edge
36	Aragonit	0.432	0.74165	4	305.80	2.40	0.85129	2.635	149.72	0.35	1.06	117.65	167.69	4.60	True	edge
37	Aragonit	0.4608	0.76597	2	307.88	0.56	1.0417	3.6991	175.82	0.57	1.16	120.56	165.53	82.60	True	edge
38	Aragonit	6.1056	2.7882	8	323.48	5.39	2.9976	2.3118	165.22	0.74	1.69	107.28	166.54	57.01	True	edge
39	Aragonit	1.0944	1.1804	3	333.97	2.18	1.1466	1.8869	150.34	0.59	1.06	113.50	168.88	53.08	True	edge
40	Aragonit	1.9584	1.5791	3	344.62	1.82	2.0103	3.2413	176.98	1.81	2.59	114.86	168.54	65.19	True	edge
41	Aragonit	68.573	9.344	40	398.55	44.86	12.527	3.5945	135.39	1.68	4.47	68.52	168.10	142.23	True	edge
42	Aragonit	4.1472	2.2979	3	383.96	7.18	3.3211	4.1775	149.72	0.61	2.47	61.86	168.22	84.20	True	edge
43	Aragonit	0.4032	0.7165	3	386.07	0.79	1.2025	5.6338	167.42	0.47	0.77	58.48	168.88	28.27	True	edge
44	Aragonit	1.7568	1.4956	4	397.15	5.26	2.0599	3.7941	147.66	0.69	1.84	60.61	167.83	83.03	True	edge
45	Aragonit	0.3456	0.66335	1	394.42	0.83	0.62237	1.7605	162.86	0.42	1.81	58.10	167.58	133.06	True	edge
46	Aragonit	9.8208	3.5361	6	426.00	10.39	5.2501	4.4086	143	0.42	1.23	88.05	160.12	39.99	True	edge
47	Aragonit	2.304	1.7128	3	438.60	4.53	3.2032	6.9953	160.14	0.38	1.22	63.36	150.53	118.10	True	edge
48	Aragonit	2.9088	1.9245	3	448.74	2.56	2.3999	3.1102	170.28	0.58	1.42	60.34	150.11	123.95	True	edge
49	Aragonit	0.6912	0.93812	2	460.25	2.58	1.5104	5.1845	156.04	0.38	1.08	61.34	149.80	112.48	True	edge
50	Aragonit	0.4032	0.7165	2	461.36	0.71	0.91317	3.2486	168	0.40	0.78	61.71	150.32	176.23	True	edge
51	Aragonit	4.2336	2.3217	9	485.17	6.57	5.1148	9.7065	158.94	0.55	1.43	61.42	150.63	164.46	True	edge
52	Aragonit	0.7488	0.97642	3	481.88	1.62	1.6011	5.3777	159.81	0.42	1.18	86.10	147.34	45.40	True	edge
53	Aragonit	0.864	1.0488	3	488.67	1.77	1.6002	4.6552	161.96	0.39	0.98	68.84	147.66	132.84	True	edge
54	Aragonit	4.0032	2.2577	5	505.06	2.45	3.2804	4.2224	173.8	0.46	1.54	91.35	154.78	47.41	True	edge
55	Aragonit	18.144	4.8064	12	566.27	19.66	9.8604	8.4173	153.3	0.57	2.50	67.56	150.06	16.80	True	edge
56	Aragonit	0.3744	0.69044	1	531.54	0.92	0.96797	3.9311	160.47	0.71	2.17	91.67	144.63	38.69	True	edge
57	Aragonit	1.0944	1.1804	3	547.13	1.71	2.3961	8.2403	167.23	0.44	1.02	86.85	154.71	162.93	True	edge
58	Aragonit	3.6576	2.158	5	561.55	6.94	3.1564	4.2785	143.04	0.78	1.91	86.87	154.87	47.13	True	edge
59	Aragonit	4.032	2.2658	5	577.18	9.11	4.1266	6.6341	150.39	0.71	1.66	77.03	139.99	17.43	True	edge
60	Aragonit	48.643	7.8698	11	627.15	20.51	13.71	6.0696	160.57	0.94	2.75	76.03	140.20	80.16	True	edge
61	Aragonit	6.7392	2.9293	4	628.53	9.31	6.684	10.413	160.02	0.46	1.18	76.57	141.70	17.40	True	edge
62	Aragonit	0.3168	0.63511	2	612.91	0.55	0.7298	2.6409	171.83	0.46	0.91	74.91	138.49	49.88	True	edge
63	Aragonit	17.05	4.6592	12	680.48	26.98	10.962	11.07	151.68	1.06	2.65	76.21	138.12	167.22	True	edge
64	Aragonit	15.667	4.4663	8	668.66	8.98	8.0309	6.4663	162.71	0.81	2.78	74.89	138.96	49.92	True	edge
65	Aragonit	1.6704	1.4584	3	674.45	1.81	2.9069	7.9462	171.19	0.57	1.92	84.26	145.14	114.79	True	edge
66	Aragonit	0.9504	1.1	2	682.55	0.91	1.8075	5.3995	173.48	0.45	0.95	84.36	146.10	62.54	True	edge
67	Aragonit	0.3168	0.63511	2	690.55	0.36	0.92789	4.269	174.04	0.41	0.85	84.81	150.10	178.64	True	edge
68	Aragonit	16.358	4.5638	15	712.35	12.76	6.7876	4.424	158.98	1.05	2.48	84.53	145.48	62.33	True	edge
69	Aragonit	0.7488	0.97642	3	709.42	1.00	1.1511	2.7795	171.82	0.55	0.82	85.58	145.97	10.62	True	edge
70	Aragonit	1.2672	1.2702	3	722.30	1.05	2.0818	5.3721	175.32	0.53	1.36	82.37	146.16	176.75	True	edge
71	Aragonit	4.6368	2.4298	4	742.45	4.67	2.911	2.8708	161.71	0.82	2.34	81.78	146.47	60.32	True	edge
72	Aragonit	2.88	1.9149	3	755.96	2.64	2.3808	3.0915	166.13	0.66	3.33	80.63	147.11	123.20	True	edge
73	Aragonit	0.8928	1.0662	3	766.19	3.26	1.091	2.0942	132.27	0.71	1.14	76.79	149.23	63.98	True	edge
74	Aragonit	101	11.34	31	871.91	95.85	19.41	5.8594	130.33	1.12	3.51	78.34	149.09	0.65	True	edge
75	Aragonit	1.5552	1.4072	3	788.13	1.81	2.0485	4.2382	166.28	0.52	2.57	82.27	150.26	133.58	True	edge
76	Aragonit	2.9088	1.9245	4	805.35	4.32	3.2178	5.5916	161.94	0.87	2.19	83.50	150.07	70.64	True	edge
77	Aragonit	11.088	3.7574	6	832.30	9.12	5.5412	4.3498	154.21	1.66	3.61	82.45	149.94	133.59	True	edge
78	Aragonit	1.9584	1.5791	3	842.56	3.57	2.1917	3.8529	153.91	1.28	2.71	77.29	149.56	67.16	True	edge
79	Aragonit	3.1392	1.9992	2	855.06	3.86	2.9628	4.3924	163.48	0.95	2.39	78.28	148.80	15.36	True	edge
80	Aragonit	0.144	0.42819	3	356.00	2.00	0.70473	2.7088	172.37	0.43	1.19	68.55	166.66	79.82	True	no
81	Aragonit	7.2864	3.0459	12	413.64	20.30	5.9865	3.8629	152.38	0.77	4.33	61.24	169.16	146.95	True	no
82	Aragonit	1.944	1.5733	5	417.96	11.52	4.5668	8.426	149.46	0.53	1.34	57.38	168.40	15.70	True	no
83	Aragonit	0.864	1.0488	3	549.13	5.12	2.6128	6.2055	158.25	0.98	1.72	93.09	143.55	155.97	True	no
84	Aragonit	3.6864	2.1665	9	159.93	10.63	4.1296	3.6334	153.91	1.39	4.91	178.06	173.43	34.72	True	no
85	Aragonit	0.576	0.85638	2	472.75	4.75	1.8803	4.821	156.63	0.44	1.25	61.84	150.04	101.20	True	no
86	Aragonit	0.576	0.85638	4	522.40	5.45	1.712	3.9965	156.86	0.39	0.84	91.95	155.69	164.20	True	no
87	Aragonit	0.3888	0.70359	2	623.48	3.44	1.5043	4.5713	165.12	0.58	0.80	74.57	138.77	49.38	True	no
88	Aragonit	41.717	7.288	30	776.61	58.71	18.375	6.357	132.93	1.01	3.21	85.46	145.39	50.84	True	no
89	Aragonit	1.656	1.4521	6	34.05	7.64	2.1949	2.2848	173.56	1.13	2.71	45.02	8.27	104.08	True	no
90	Aragonit	0.144	0.42819	1	290.90	4.80	0.66636	2.4218	140.97	0.69	1.08	72.80	1.72	99.79	True	no
91	Aragonit	0.2736	0.59022	3	355.79	4.37	0.83061	1.9805	173.12	0.50	0.86	65.30	166.57	87.44	True	no
92	Aragonit	1.4832	1.3742	5	443.69	10.73	3.3473	5.9332	149.62	0.49	1.74	63.58	149.76	54.87	True	no
93	Aragonit	2.1024	1.6361	2	6.70	6.59	1.8313	2.5058	171.4	0.40	1.53	43.76	11.62	28.09	True	edge
94	Aragonit	7.2288	3.0338	12	91.42	24.27	3.3687	1.233	68.275	1.18	3.80	87.72	16.17	129.39	True	no
95	Aragonit	0.3744	0.69044	2	242.62	5.58	1.0796	2.445	165.86	0.52	1.98	49.09	165.52	76.16	True	no
96	Aragonit	0.1728	0.46906	3	266.42	5.83	0.59311	1.5989	110.61	0.36	0.52	25.49	172.93	83.91	True	no
97	Aragonit	12.931	4.0576	14	499.22	33.43	6.8225	2.827	131	0.85	2.26	62.60	149.13	112.44	True	no
98	Aragonit	0.6624	0.91836	5	495.43	6.85	1.699	3.4227	154.46	0.63	1.61	67.85	146.68	68.74	True	no
99	Aragonit	1.6128	1.433	4	30.19	13.36	2.9317	4.1855	143.74	0.48	1.82	64.88	14.57	75.21	True	no
100	Aragonit	0.1728	0.46906	2	175.75	6.58	0.73799	2.4754	150.9	0.75	1.00	160.73	9.59	97.97	True	no
101	Aragonit	1.368	1.3198	7	187.75	10.79	1.6758	1.6123	124.62	0.63	2.31	128.37	6.67	66.74	True	no
102	Aragonit	0.9936	1.1248	4	247.23	12.88	3.059	7.3967	140.35	0.50	1.35	49.08	164.94	67.66	True	no
103	Aragonit	2.808	1.8908	8	465.61	13.09	2.9813	2.486	147.89	0.60	2.44	59.78	149.60	59.91	True	no
104	Aragonit	37.8	6.9375	22	565.64	43.98	11.438	2.7184	138.85	1.47	3.51	68.99	148.31	133.10	True	no
105	Aragonit	4.968	2.515	7	820.81	15.18	6.8706	7.4627	162.49	0.77	2.91	75.24	151.08	114.83	True	no
106	Aragonit	2.5776	1.8116	9	215.85	12.32	4.0127	4.9062	157.95	0.67	1.96	59.38	163.10	88.45	True	no
107	Aragonit	0.2592	0.57448	2	216.33	7.44	0.743	1.6728	179.35	0.50	0.77	54.77	163.48	20.66	True	no
108	Aragonit	0.2448	0.55829	3	254.59	7.71	0.7337	1.7271	142.14	0.70	1.29	47.79	165.65	75.15	True	no
109	Aragonit	0.4608	0.76597	3	360.63	8.13	1.2447	2.6405	159.38	0.49	1.25	63.87	166.80	74.92	True	no
110	Aragonit	3.168	2.0084	7	445.91	19.76	3.9437	3.8558	137.04	0.52	1.82	88.44	160.37	156.47	True	no
111	Aragonit	1.3968	1.3336	4	574.64	13.06	3.1031	5.4142	142.96	0.61	1.63	87.32	155.01	163.71	True	no
112	Aragonit	0.9936	1.1248	3	643.86	11.16	3.0082	7.153	153.88	0.54	1.13	75.26	141.95	79.05	True	no
113	Aragonit	0.4032	0.7165	1	701.14	7.79	0.95251	1.7673	169.16	0.73	1.38	83.85	146.02	177.19	True	no
114	Aragonit	6.9984	2.9851	9	777.69	18.23	5.9031	3.9107	151.2	0.74	2.62	80.71	147.07	175.58	True	no
115	Aragonit	1.8288	1.5259	3	846.68	11.54	3.1362	4.2241	156.51	1.36	3.38	80.71	150.05	16.69	True	no
116	Aragonit	0.5184	0.81243	3	195.14	10.67	1.0498	1.6695	111.83	0.76	2.00	153.12	9.70	106.48	True	no
117	Aragonit	0.3168	0.63511	1	229.50	10.64	1.3848	4.7544	137.04	0.32	0.68	52.19	164.10	17.99	True	no
118	Aragonit	0.6912	0.93812	3	276.60	10.67	1.8934	4.0737	147.48	0.40	0.98	23.63	172.95	145.96	True	no
119	Aragonit	0.3312	0.64938	3	316.91	8.96	1.1016	2.8776	158.74	0.34	0.65	101.59	166.27	104.03	True	no
120	Aragonit	4.32	2.3453	4	341.78	17.06	3.5433	2.2826	161	0.65	1.66	65.97	164.82	77.14	True	no
121	Aragonit	1.8288	1.5259	4	861.10	12.78	2.1093	1.9107	149.62	1.07	2.61	80.35	150.75	132.03	True	no
122	Aragonit	0.1584	0.44909	4	48.45	9.64	0.84833	3.5683	35.127	0.65	1.05	91.93	14.54	9.30	True	no
123	Aragonit	3.3696	2.0713	5	150.19	15.71	2.3028	1.236	160.98	0.60	3.49	173.77	172.54	146.72	True	no
124	Aragonit	1.3392	1.3058	6	177.92	12.74	1.9325	2.1902	157.93	0.49	1.58	163.27	173.29	85.43	True	no
125	Aragonit	17.582	4.7314	23	299.63	73.25	10.422	4.8523	102.28	1.11	3.17	28.64	173.75	87.31	True	no
126	Aragonit	0.4608	0.76597	4	283.09	11.22	1.074	1.9662	126.62	0.80	1.88	167.66	176.80	174.13	True	no
127	Aragonit	0.1584	0.44909	2	469.73	9.45	0.68789	2.3462	160.26	0.26	0.68	60.16	150.42	123.76	True	no
128	Aragonit	0.3744	0.69044	1	789.62	10.54	1.4347	4.318	152.74	0.75	2.02	75.32	150.23	62.77	True	no
129	Aragonit	0.2448	0.55829	4	821.35	9.12	0.91902	2.7097	173.68	0.83	1.79	85.08	150.44	71.00	True	no
130	Aragonit	0.2448	0.55829	2	104.76	11.82	0.98846	3.1347	129.05	0.69	1.27	92.75	10.15	73.17	True	no
131	Aragonit	0.6768	0.92829	2	121.89	12.62	1.5244	2.6967	143.39	0.45	1.68	89.50	11.52	128.90	True	no
132	Aragonit	0.2016	0.50664	3	199.71	10.50	0.67451	1.7725	23.021	0.69	1.71	153.59	9.48	42.60	True	no
133	Aragonit	0.1584	0.44909	1	289.64	9.91	0.53457	1.4169	164.93	0.31	0.47	9.18	1.49	36.67	True	no
134	Aragonit	0.36	0.67703	3	416.08	11.40	1.0835	2.5611	149.75	0.28	0.80	57.77	168.26	132.54	True	no
135	Aragonit	0.5328	0.82364	3	455.49	12.11	1.0421	1.6009	159.24	0.29	0.75	62.81	150.51	117.41	True	no
136	Aragonit	3.6864	2.1665	2	546.74	22.98	5.5799	6.6334	142.26	0.99	3.32	67.63	148.92	68.85	True	no
137	Aragonit	0.2592	0.57448	3	98.00	13.06	0.89407	2.4221	132.64	0.81	1.59	94.13	13.68	60.87	True	no
138	Aragonit	0.3168	0.63511	2	130.41	12.86	0.8113	1.6318	105.95	0.61	1.05	0.59	8.50	80.87	True	no
139	Aragonit	0.4032	0.7165	2	377.61	12.61	1.4324	3.9968	149.59	0.48	1.56	67.56	166.96	25.64	True	no
140	Aragonit	0.4752	0.77785	3	827.45	12.97	1.1767	2.2884	160.41	0.43	1.06	77.35	152.35	64.70	True	no
141	Aragonit	0.8064	1.0133	3	40.75	16.80	1.6143	2.5381	94.671	0.42	1.21	61.11	12.32	12.38	True	no
142	Aragonit	5.328	2.6046	12	53.87	29.18	4.7267	3.2934	128.96	0.90	2.10	57.45	13.27	77.97	True	no
143	Aragonit	0.288	0.60555	5	102.35	14.65	1.2483	4.2494	120.04	0.87	2.66	91.20	13.41	126.62	True	no
144	Aragonit	6.6528	2.9104	8	217.45	23.85	4.6593	2.5628	153.3	0.71	2.60	110.95	170.09	140.25	True	no
145	Aragonit	13.378	4.1271	12	334.02	36.87	5.3318	1.669	111.32	1.29	2.95	47.37	157.75	69.20	True	no
146	Aragonit	1.512	1.3875	3	367.84	17.16	2.342	2.8492	137.42	1.05	2.13	63.43	166.10	85.24	True	no
147	Aragonit	0.9936	1.1248	2	484.88	17.87	2.6757	5.6592	142.85	0.55	1.27	61.84	148.69	49.07	True	no
148	Aragonit	0.288	0.60555	2	497.30	13.95	1.2504	4.2635	149.59	0.33	0.89	61.67	150.47	101.20	True	no
149	Aragonit	5.5584	2.6603	12	26.84	23.99	3.955	2.2102	130.49	0.71	2.79	55.49	11.48	30.47	True	no
150	Aragonit	2.2896	1.7074	2	301.23	19.15	2.8318	2.7508	156.01	0.82	2.55	56.73	2.30	168.75	True	no
151	Aragonit	0.1728	0.46906	3	505.83	13.33	0.86685	3.4153	149.24	0.34	0.70	60.63	150.88	47.54	True	no
152	Aragonit	0.1584	0.44909	2	718.00	13.00	0.69925	2.4244	159.7	0.45	0.91	81.97	147.03	111.88	True	no
153	Aragonit	0.576	0.85638	2	782.00	15.13	1.0785	1.586	158.04	0.70	1.40	80.07	147.34	111.61	True	no
154	Aragonit	0.4608	0.76597	1	871.88	14.16	1.3218	2.9779	169.9	0.75	1.40	78.84	151.05	68.29	True	no
155	Aragonit	0.6336	0.89818	3	4.00	16.00	1.4856	5.4712	148.96	0.53	0.90	138.37	150.69	134.84	True	edge
156	Aragonit	0.288	0.60555	1	611.65	15.50	0.91912	2.3038	146.04	0.49	0.99	78.26	140.14	144.10	True	no
157	Aragonit	0.4464	0.75391	3	693.29	15.03	1.1769	2.437	156.21	0.41	0.62	76.21	139.75	166.65	True	no
158	Aragonit	0.5328	0.82364	4	10.76	17.11	1.1972	2.1128	136.13	0.64	1.68	58.86	10.76	144.24	True	no
159	Aragonit	0.4032	0.7165	4	136.11	16.57	0.86735	1.4654	111	0.71	1.92	1.83	9.43	27.64	True	no
160	Aragonit	0.8352	1.0312	3	417.21	18.12	1.2098	1.3763	166.27	0.77	1.64	59.72	168.17	82.12	True	no
161	Aragonit	1.0224	1.1409	5	460.00	19.35	1.485	1.694	118.15	0.71	2.05	61.52	150.26	64.59	True	no
162	Aragonit	0.7776	0.99502	3	660.70	18.17	2.0472	4.233	149.7	0.68	1.29	76.98	137.89	104.16	True	no
163	Aragonit	0.216	0.52442	5	699.93	16.47	0.72893	1.932	134.15	1.23	1.62	76.09	137.87	45.36	True	no
164	Aragonit	0.1728	0.46906	2	133.00	18.00	0.69268	2.1808	98.35	0.51	0.78	3.17	8.82	142.82	True	no
165	Aragonit	0.3888	0.70359	5	141.67	18.96	1.2712	3.2644	118.98	0.61	1.00	3.11	9.06	142.30	True	no
166	Aragonit	0.5184	0.81243	2	386.31	19.92	1.381	2.8893	130.04	0.72	1.83	64.39	167.32	85.77	True	no
167	Aragonit	3.6432	2.1538	3	688.59	24.22	4.6359	4.6331	154.47	0.61	1.85	74.87	139.13	102.60	True	no
168	Aragonit	0.576	0.85638	3	710.42	17.33	1.3769	2.5852	162.23	0.52	1.27	85.08	145.32	178.64	True	no
169	Aragonit	2.9664	1.9434	4	7.83	23.48	2.9021	4.4598	143.19	0.75	2.09	137.79	150.70	18.12	True	edge
170	Aragonit	0.1872	0.48821	4	102.38	18.31	0.85875	3.094	138.33	0.55	1.63	90.75	14.64	63.08	True	no
171	Aragonit	0.8208	1.0223	6	178.81	18.98	1.626	2.5299	156.17	0.53	1.11	152.84	164.00	71.99	True	no
172	Aragonit	0.4032	0.7165	4	201.14	20.39	1.5215	4.5091	119.81	1.25	2.79	142.93	8.64	114.77	True	no
173	Aragonit	0.3456	0.66335	2	316.79	18.83	0.90414	1.8578	136.21	0.57	1.18	77.74	4.16	95.70	True	no
174	Aragonit	0.4032	0.7165	3	507.00	19.50	1.1791	2.7082	144.75	0.39	1.07	61.47	150.39	100.79	True	no
175	Aragonit	0.4752	0.77785	6	511.70	20.73	1.3741	3.1207	126.46	0.67	1.73	61.15	150.66	164.20	True	no
176	Aragonit	0.5472	0.8347	4	586.45	19.29	1.1126	1.7766	129.42	0.51	1.17	90.15	156.29	38.14	True	no
177	Aragonit	5.1696	2.5656	7	777.59	32.97	4.3292	2.8474	123.53	1.24	3.03	79.83	145.22	58.28	True	no
178	Aragonit	7.1136	3.0095	2	825.69	27.76	4.6831	2.4215	151.77	1.06	2.74	76.03	150.36	63.07	True	no
179	Aragonit	0.6624	0.91836	4	129.63	21.28	1.1021	1.4402	120.19	0.56	1.26	22.48	10.47	120.92	True	no
180	Aragonit	0.2304	0.54162	5	186.25	18.50	0.62802	1.3445	142.02	0.57	1.52	160.25	173.51	18.62	True	no
181	Aragonit	0.3024	0.62051	5	194.14	20.38	0.90025	2.1049	134.85	1.09	2.24	143.19	7.97	114.23	True	no
182	Aragonit	0.2736	0.59022	3	197.53	19.74	0.78106	1.7512	126.81	0.39	1.24	146.83	10.16	49.02	True	no
183	Aragonit	0.216	0.52442	3	514.20	18.80	0.707	1.8175	148.67	0.27	0.84	70.02	146.35	60.28	True	no
184	Aragonit	0.1728	0.46906	3	704.75	18.83	0.51924	1.2254	127.09	0.36	0.66	74.86	138.82	165.36	True	no
185	Aragonit	0.144	0.42819	4	190.00	19.50	0.54718	1.633	116.57	0.22	0.45	6.43	6.95	84.46	True	no
186	Aragonit	2.304	1.7128	4	249.56	27.99	2.7994	2.6715	130.27	1.24	2.11	54.90	163.60	20.49	True	no
187	Aragonit	5.544	2.6568	9	313.28	35.37	4.6024	3.0008	130.21	0.96	3.60	36.76	2.13	125.70	True	no
188	Aragonit	2.2896	1.7074	5	513.50	28.11	3.4499	4.0826	147.95	0.48	2.19	60.99	149.78	175.37	True	no
189	Aragonit	0.4752	0.77785	3	864.39	20.94	1.0214	1.7242	127.83	0.63	1.48	81.26	150.62	13.70	True	no
190	Aragonit	0.144	0.42819	5	107.30	20.80	0.53416	1.5562	129.12	0.53	0.81	90.71	14.39	10.92	True	no
191	Aragonit	0.2448	0.55829	3	139.47	21.41	0.69687	1.558	140.44	0.50	1.48	4.19	8.16	77.12	True	no
192	Aragonit	10.786	3.7058	10	169.38	36.97	5.982	2.6058	140.13	1.57	4.12	152.95	170.00	10.59	True	no
193	Aragonit	0.5184	0.81243	6	706.22	23.89	1.3021	2.5686	123.36	0.73	1.44	77.23	139.36	114.91	True	no
194	Aragonit	1.4544	1.3608	6	239.22	31.23	3.5372	6.7564	128.01	0.45	1.97	109.65	170.51	22.91	True	no
195	Aragonit	0.1584	0.44909	1	378.55	20.73	0.64195	2.0433	17.412	0.27	0.69	61.37	165.89	73.70	True	no
196	Aragonit	1.2384	1.2557	5	480.15	26.53	2.629	4.3835	134.85	0.50	2.07	61.82	149.04	124.82	True	no
197	Aragonit	0.2016	0.50664	4	523.29	21.29	0.78722	2.4143	157.69	0.55	1.19	69.39	148.03	6.56	True	no
198	Aragonit	1.4256	1.3473	7	594.77	24.71	1.8681	1.9226	166.96	0.92	1.63	87.28	156.33	99.42	True	no
199	Aragonit	0.4896	0.78954	2	661.35	22.62	1.5534	3.8707	154.87	0.57	1.48	77.19	141.73	17.53	True	no
200	Aragonit	0.1584	0.44909	5	105.36	22.82	0.51819	1.3314	149.04	0.56	0.82	86.83	14.98	131.28	True	no
201	Aragonit	0.4608	0.76597	4	175.91	23.56	0.8306	1.1759	130.85	0.60	1.17	157.59	171.72	66.07	True	no
202	Aragonit	0.8928	1.0662	5	189.18	29.48	1.8649	3.0595	110.11	0.74	2.44	162.35	171.77	70.15	True	no
203	Aragonit	0.144	0.42819	2	363.10	23.00	0.71725	2.8059	109.24	0.38	0.74	63.69	164.63	76.55	True	no
204	Aragonit	0.432	0.74165	2	371.27	25.03	1.3973	3.5496	137.89	0.58	1.00	69.92	166.06	28.11	True	no
205	Aragonit	0.9936	1.1248	7	523.55	27.01	1.9246	2.928	145.78	0.47	1.20	70.04	147.60	122.19	True	no
206	Aragonit	0.144	0.42819	2	711.70	22.20	0.53416	1.5562	129.12	0.58	1.31	74.34	137.21	42.84	True	no
207	Aragonit	0.2016	0.50664	3	859.57	22.71	0.64461	1.6188	59.475	0.60	0.70	86.50	149.29	21.59	True	no
208	Aragonit	0.2016	0.50664	0	875.50	23.00	0.54031	1.1373	48.563	0.26	0.33	86.41	147.61	31.93	True	no
209	Aragonit	0.4752	0.77785	4	15.67	25.27	1.2096	2.4182	140.72	0.55	1.85	126.80	150.95	83.05	True	no
210	Aragonit	0.1584	0.44909	1	20.09	23.18	0.6158	1.8802	166.72	0.39	0.53	53.94	11.23	96.25	True	no
211	Aragonit	0.2592	0.57448	3	190.78	24.50	0.72816	1.6066	101.57	0.50	1.18	160.30	171.33	5.72	True	no
