Nr.	Phase	Area	d	l	Xcg	Ycg	Major	Aspect_ratio	Slope	GOS	MOS	Mean_E1	Mean_E2	Mean_E3	In_current_dataset	Border_grain
887	Aragonit	0.3744	0.69044	3	714.92	144.62	0.8876	1.6527	102.2	0.76	1.72	75.32	153.35	149.18	True	no
888	Aragonit	0.7488	0.97642	3	756.85	147.44	1.1636	1.4202	152.45	0.53	1.06	78.71	154.88	139.07	True	no
889	Aragonit	0.3168	0.63511	4	247.00	145.86	1.0151	2.5546	126.65	0.48	0.91	179.73	13.69	139.57	True	no
890	Aragonit	2.3616	1.734	4	447.55	151.20	2.2745	1.7205	126.35	0.37	1.44	117.87	158.54	61.96	True	no
891	Aragonit	0.6624	0.91836	4	668.20	147.57	1.326	2.0849	127.73	0.34	0.83	69.92	147.78	133.57	True	no
892	Aragonit	0.4176	0.72918	4	766.41	146.28	1.1468	2.4735	123.37	0.50	1.28	83.89	143.36	149.27	True	no
893	Aragonit	0.2016	0.50664	2	110.29	146.50	0.69878	1.9023	69.965	0.29	0.75	11.33	12.84	166.89	True	no
894	Aragonit	7.1136	3.0095	9	116.65	159.60	3.4784	1.3358	81.963	0.68	2.82	26.38	11.95	45.48	True	no
895	Aragonit	0.2736	0.59022	3	324.53	147.00	0.80605	1.8651	81.075	0.36	0.96	27.11	166.45	55.16	True	no
896	Aragonit	0.4464	0.75391	4	378.65	148.29	1.0228	1.8405	97.035	0.61	1.98	161.46	164.97	176.74	True	no
897	Aragonit	0.432	0.74165	3	394.93	146.73	0.91862	1.5342	114.5	0.65	2.15	158.64	165.07	58.88	True	no
898	Aragonit	0.3168	0.63511	4	419.86	147.05	0.79295	1.5588	110.28	0.68	1.50	176.56	163.60	122.48	True	no
899	Aragonit	0.8208	1.0223	4	454.67	150.88	1.7543	2.945	106.43	0.57	1.07	39.23	160.82	126.23	True	no
900	Aragonit	2.664	1.8417	13	477.12	155.47	2.2151	1.4466	30.779	0.72	1.89	108.22	155.09	18.01	True	no
901	Aragonit	0.1872	0.48821	2	570.46	145.31	0.63853	1.7106	147.15	0.56	0.69	93.61	150.21	171.16	True	no
902	Aragonit	0.3456	0.66335	3	718.38	147.38	0.77599	1.3684	94.389	0.60	1.36	76.89	153.56	88.22	True	no
903	Aragonit	1.152	1.2111	4	164.14	151.88	1.7071	1.9868	84.352	0.49	1.00	42.92	4.07	119.41	True	no
904	Aragonit	1.1808	1.2261	3	182.17	152.98	1.9005	2.4024	101.77	0.40	0.99	22.60	12.72	49.89	True	no
905	Aragonit	0.3312	0.64938	5	270.52	148.65	0.9789	2.2723	83.376	0.66	1.47	78.72	167.74	53.71	True	no
906	Aragonit	0.5184	0.81243	5	276.64	148.97	1.1174	1.8915	81.88	0.43	0.90	171.72	9.87	168.14	True	no
907	Aragonit	0.4752	0.77785	4	326.67	151.76	1.4456	3.4539	77.301	0.87	3.47	27.39	166.63	171.48	True	no
908	Aragonit	0.2304	0.54162	3	391.94	148.13	0.81202	2.2477	103.17	0.45	1.20	162.19	165.40	51.04	True	no
909	Aragonit	0.72	0.95746	4	614.16	148.22	1.6578	2.9978	163.7	0.76	1.59	94.76	154.17	56.44	True	no
910	Aragonit	0.3024	0.62051	2	853.24	148.57	0.70407	1.2875	119.55	0.30	0.62	81.78	132.32	170.81	True	no
911	Aragonit	3.7728	2.1917	10	865.23	159.06	3.3263	2.3033	130.5	0.73	2.49	87.32	144.18	52.19	True	no
912	Aragonit	0.8496	1.0401	6	132.63	150.03	1.2605	1.4688	136.59	1.45	3.34	19.91	10.83	167.33	True	no
913	Aragonit	0.2304	0.54162	4	250.44	149.31	1.0092	3.4718	90.711	0.37	0.66	0.12	166.19	103.49	True	no
914	Aragonit	0.8784	1.0576	6	254.33	157.16	2.4446	5.3431	106.78	0.71	1.74	179.49	14.25	140.45	True	no
915	Aragonit	0.3168	0.63511	2	293.36	148.73	0.76717	1.4591	111.93	0.45	0.92	43.94	170.23	70.88	True	no
916	Aragonit	3.8592	2.2167	9	443.62	162.05	2.8956	1.7064	116.11	0.77	2.26	116.83	158.17	176.62	True	no
917	Aragonit	1.08	1.1726	5	544.01	155.19	2.5618	4.7727	122.11	0.59	1.28	56.88	158.50	160.92	True	no
918	Aragonit	0.216	0.52442	5	622.07	148.93	0.69078	1.735	90.147	0.45	0.96	108.63	142.70	154.44	True	no
919	Aragonit	1.0656	1.1648	2	685.74	154.81	2.5354	4.7378	119.93	0.57	1.95	69.69	148.78	17.14	True	no
920	Aragonit	0.6192	0.88791	5	256.12	153.28	1.4032	2.4975	108.61	0.64	1.81	103.97	167.37	78.42	True	no
921	Aragonit	0.2448	0.55829	3	259.29	151.65	1.0862	3.7852	103.87	0.62	2.35	84.30	165.09	60.53	True	no
922	Aragonit	0.3888	0.70359	3	625.30	150.56	0.84661	1.4479	76.058	0.97	2.10	108.12	142.94	90.43	True	no
923	Aragonit	0.504	0.80107	4	850.86	150.86	1.0985	1.8805	143.22	0.43	1.14	80.93	130.45	47.76	True	no
924	Aragonit	0.7056	0.94784	2	897.04	152.65	1.4513	2.3445	112.16	0.64	0.98	79.15	147.92	64.95	True	no
925	Aragonit	0.3744	0.69044	4	138.65	150.54	0.85166	1.5216	115.48	0.29	0.79	31.68	11.41	92.78	True	no
926	Aragonit	0.9216	1.0832	4	144.08	154.77	1.5342	2.0059	90.103	0.59	1.78	30.60	12.10	41.66	True	no
927	Aragonit	1.152	1.2111	5	168.99	156.84	2.0158	2.7704	87.121	0.68	2.90	41.41	4.25	4.08	True	no
928	Aragonit	0.1584	0.44909	4	417.18	149.91	0.6158	1.8802	76.717	0.53	0.69	170.30	163.83	58.56	True	no
929	Aragonit	0.36	0.67703	5	420.32	152.76	1.0184	2.2627	78.535	1.01	2.30	177.62	163.75	66.31	True	no
930	Aragonit	0.1584	0.44909	2	430.82	149.36	0.6044	1.8113	127.87	0.67	0.69	170.12	166.52	6.20	True	no
931	Aragonit	0.576	0.85638	5	434.25	153.05	1.2803	2.2351	88.299	1.29	4.27	169.96	164.27	112.71	True	no
932	Aragonit	0.2016	0.50664	2	741.21	149.29	0.6004	1.4044	144.4	0.43	0.55	88.16	133.79	49.08	True	no
933	Aragonit	0.2592	0.57448	1	230.94	152.78	0.99047	2.9726	94.799	0.47	0.96	30.90	176.57	49.20	True	no
934	Aragonit	0.5904	0.86702	2	350.85	155.24	1.6983	3.8368	99.671	0.43	1.33	8.16	169.16	101.30	True	no
935	Aragonit	1.0944	1.1804	4	488.46	154.22	1.5655	1.7589	138.64	0.80	2.48	109.14	156.17	135.14	True	no
936	Aragonit	3.7296	2.1791	5	534.19	157.51	2.5889	1.4114	158.74	1.00	2.52	105.36	161.16	131.56	True	no
937	Aragonit	0.2736	0.59022	2	724.05	150.89	0.98677	2.7951	145.99	0.48	0.74	86.31	134.41	169.12	True	no
938	Aragonit	0.2592	0.57448	4	273.17	153.06	0.88811	2.39	82.357	0.50	0.95	75.82	167.92	176.37	True	no
939	Aragonit	0.2304	0.54162	2	603.19	152.69	0.86715	2.5633	89.924	0.43	0.87	94.72	152.81	55.88	True	no
940	Aragonit	0.144	0.42819	2	758.10	151.50	0.46783	1.1937	59.036	0.55	0.74	77.74	154.60	75.47	True	no
941	Aragonit	4.4352	2.3764	9	179.82	166.97	3.615	2.3141	104.13	0.70	2.16	52.83	4.29	109.10	True	no
942	Aragonit	0.3744	0.69044	3	387.73	154.65	0.91051	1.7391	46.186	0.71	1.29	153.32	162.52	106.38	True	no
943	Aragonit	0.1872	0.48821	4	459.23	153.23	0.6193	1.6091	94.642	0.36	0.77	114.51	158.19	63.55	True	no
944	Aragonit	12.542	3.9962	13	624.25	177.12	4.0105	1.0072	11.947	1.84	4.12	95.22	152.16	108.68	True	no
945	Aragonit	0.2304	0.54162	5	770.81	152.63	0.68896	1.6181	148.04	0.34	1.80	85.90	156.26	19.73	True	no
946	Aragonit	0.7488	0.97642	4	134.46	157.44	1.2291	1.5846	117.31	0.45	1.64	30.68	11.71	93.70	True	no
947	Aragonit	2.6928	1.8516	6	204.09	163.98	3.1022	2.8068	103.25	0.51	2.23	117.47	174.69	8.36	True	no
948	Aragonit	1.3968	1.3336	8	422.42	160.81	2.0609	2.3882	78.66	0.66	2.15	162.71	165.44	114.95	True	no
949	Aragonit	1.7568	1.4956	2	591.67	161.71	2.6671	3.1801	130.48	0.85	2.14	95.22	150.97	109.57	True	no
950	Aragonit	3.1824	2.0129	6	639.95	165.86	4.219	4.3929	133.49	0.82	2.33	110.06	143.52	28.04	True	no
951	Aragonit	0.5616	0.84561	3	834.69	155.28	1.4477	2.931	149.85	0.50	1.28	82.35	131.14	54.74	True	no
952	Aragonit	0.2016	0.50664	2	866.29	153.36	0.5684	1.2587	54.485	0.68	1.23	85.41	142.80	44.54	True	no
953	Aragonit	6.696	2.9199	8	142.10	172.31	4.3827	2.253	61.877	1.07	2.83	29.24	12.30	158.81	True	no
954	Aragonit	6.3504	2.8435	8	382.72	167.54	3.2719	1.324	105.09	1.08	2.92	155.48	163.83	172.57	True	no
955	Aragonit	0.216	0.52442	4	417.33	155.13	0.67849	1.6739	90.936	0.44	0.93	176.60	163.18	129.95	True	no
956	Aragonit	0.7776	0.99502	4	460.52	159.02	1.4401	2.0946	69.142	0.57	1.38	116.76	158.82	8.08	True	no
957	Aragonit	0.144	0.42819	3	467.00	153.60	0.70985	2.7483	175.88	0.68	1.17	105.01	154.41	73.01	True	no
958	Aragonit	0.144	0.42819	3	838.90	154.30	0.69771	2.6551	148.96	0.24	0.33	81.49	130.12	47.71	True	no
959	Aragonit	0.3456	0.66335	3	854.75	155.75	0.72759	1.2031	135	0.49	0.90	81.55	132.21	170.33	True	no
960	Aragonit	4.2336	2.3217	8	275.47	168.66	2.8867	1.5459	113.7	1.73	4.42	81.30	166.18	67.74	True	no
961	Aragonit	0.4464	0.75391	4	415.68	158.71	1.3589	3.2488	118.65	0.84	1.65	165.30	163.56	54.45	True	no
962	Aragonit	1.6416	1.4457	5	778.05	161.77	2.3624	2.6701	133.29	0.53	1.77	79.78	153.97	140.25	True	no
963	Aragonit	0.2304	0.54162	2	779.31	156.25	0.81484	2.2634	124.55	0.68	1.45	83.53	144.69	85.04	True	no
964	Aragonit	2.4048	1.7498	3	891.69	160.71	2.3218	1.7605	165.31	0.85	2.21	87.13	145.20	52.41	True	no
965	Aragonit	0.7776	0.99502	3	768.74	160.19	1.2821	1.6603	70.959	0.58	2.26	78.32	154.97	75.66	True	no
966	Aragonit	3.456	2.0977	7	851.42	163.73	3	2.0453	149.93	0.80	2.69	81.75	131.03	54.97	True	no
967	Aragonit	1.7424	1.4895	6	646.67	163.55	2.7295	3.3582	136.72	0.97	2.20	111.03	143.75	92.89	True	no
968	Aragonit	0.144	0.42819	1	218.60	160.30	0.88992	4.3194	91.647	0.82	2.42	61.12	174.65	132.32	True	no
969	Aragonit	2.2752	1.702	8	327.02	175.31	4.7951	7.9373	97.335	0.61	2.08	27.93	169.21	111.45	True	no
970	Aragonit	1.1952	1.2336	3	394.01	163.08	1.6021	1.6867	114.84	0.49	1.21	156.36	164.69	109.36	True	no
971	Aragonit	4.248	2.3257	12	468.52	172.37	3.4131	2.1538	141.83	1.11	3.81	118.57	159.52	126.15	True	no
972	Aragonit	0.1728	0.46906	2	508.00	158.75	0.52624	1.2587	23.424	0.95	1.86	98.21	152.83	68.54	True	no
973	Aragonit	1.4688	1.3675	5	655.41	163.46	2.1258	2.4163	146.9	0.65	2.20	109.02	144.16	143.82	True	no
974	Aragonit	0.792	1.0042	2	230.40	166.85	1.8188	3.2804	81.841	0.61	1.54	44.62	176.59	126.12	True	no
975	Aragonit	2.0592	1.6192	7	264.92	170.59	3.1498	3.784	122.67	1.11	4.48	92.17	166.02	68.63	True	no
976	Aragonit	0.3744	0.69044	2	357.00	162.19	1.2591	3.3258	87.073	0.35	0.91	4.98	169.80	87.50	True	no
977	Aragonit	0.2592	0.57448	2	414.22	161.78	1.0534	3.3623	104.46	0.52	1.39	163.54	163.71	116.56	True	no
978	Aragonit	0.4464	0.75391	3	479.58	161.97	1.0202	1.8313	93.558	0.62	1.10	107.37	155.46	81.16	True	no
979	Aragonit	8.6832	3.325	16	529.16	187.75	8.0817	5.9076	134.23	0.81	3.64	100.71	153.96	128.29	True	no
980	Aragonit	2.0592	1.6192	5	131.39	168.15	2.3408	2.0899	108.53	1.36	3.67	9.41	14.89	113.65	True	no
981	Aragonit	7.1136	3.0095	9	193.46	180.22	4.7451	2.486	88.377	0.52	1.67	128.75	175.87	30.40	True	no
982	Aragonit	0.4464	0.75391	3	435.29	162.65	1.0839	2.067	98.183	0.69	1.63	169.36	162.93	131.70	True	no
983	Aragonit	0.144	0.42819	2	467.10	160.90	0.55121	1.6572	97.688	0.54	0.98	113.61	159.22	58.01	True	no
984	Aragonit	0.3456	0.66335	6	489.83	165.00	1.0514	2.5124	77.831	0.86	1.96	106.91	154.94	74.54	True	no
985	Aragonit	7.992	3.1899	14	678.76	182.68	5.6077	3.0903	123.27	0.80	1.75	73.03	153.21	135.74	True	no
986	Aragonit	1.584	1.4201	5	494.63	171.23	2.4309	2.9301	100.56	0.76	2.20	110.07	156.08	20.04	True	no
987	Aragonit	0.2016	0.50664	1	488.50	164.00	0.72237	2.0329	50.741	0.41	0.78	108.59	155.16	18.37	True	no
988	Aragonit	0.5328	0.82364	2	515.22	167.24	1.5142	3.3798	126.06	0.68	2.07	100.27	153.70	12.69	True	no
989	Aragonit	2.0304	1.6079	4	530.25	174.78	3.1578	3.8573	119.65	0.76	1.95	101.07	154.40	138.87	True	no
990	Aragonit	1.6416	1.4457	3	171.25	169.68	1.6507	1.3037	103.6	0.51	2.12	26.33	14.04	163.24	True	no
991	Aragonit	3.744	2.1833	8	317.46	182.84	5.1979	5.6677	97.292	0.67	2.61	30.33	176.56	89.62	True	no
992	Aragonit	0.432	0.74165	4	329.37	168.37	1.4679	3.9176	99.34	0.82	1.69	26.77	169.10	47.03	True	no
993	Aragonit	0.3168	0.63511	2	664.00	166.45	1.0439	2.7015	103.09	0.65	1.48	72.01	153.12	71.84	True	no
994	Aragonit	10.915	3.728	4	150.60	192.07	4.9764	1.7819	83.402	0.84	3.32	29.19	13.71	95.20	True	no
995	Aragonit	0.4464	0.75391	3	426.90	167.87	1.3102	3.0203	134.9	0.58	1.15	167.13	162.95	65.55	True	no
996	Aragonit	0.5184	0.81243	3	470.58	167.22	0.97579	1.4426	178.46	0.47	1.10	122.40	159.41	13.09	True	no
997	Aragonit	2.448	1.7655	6	505.03	173.58	2.1066	1.4238	127.63	0.69	2.04	110.17	156.96	83.96	True	no
998	Aragonit	6.984	2.982	7	543.58	176.57	3.5959	1.4541	115.39	0.90	2.70	100.35	155.05	74.99	True	no
999	Aragonit	0.9648	1.1083	5	871.07	172.57	1.7074	2.373	119.61	0.98	2.67	87.60	144.24	168.20	True	no
1000	Aragonit	0.2592	0.57448	2	201.06	170.00	1.3905	5.8582	102.64	0.66	2.58	117.22	173.90	71.15	True	no
1001	Aragonit	0.3456	0.66335	2	368.63	168.46	0.96287	2.1069	129.04	0.72	1.89	76.87	161.67	79.22	True	no
1002	Aragonit	0.3456	0.66335	5	476.63	168.08	0.80739	1.4814	83.394	0.56	0.97	121.20	159.58	64.86	True	no
1003	Aragonit	1.5696	1.4137	4	783.20	172.00	2.0555	2.1141	149.85	0.82	2.53	95.20	146.54	22.88	True	no
1004	Aragonit	7.9776	3.1871	18	503.99	190.03	7.1792	5.0743	141.19	0.85	3.13	110.94	155.71	137.06	True	no
1005	Aragonit	1.7424	1.4895	7	779.69	176.49	2.8919	3.7696	137.28	0.75	1.74	95.41	146.08	138.70	True	no
1006	Aragonit	1.656	1.4521	3	125.04	176.03	2.044	1.9814	92.347	0.30	1.64	29.04	12.68	106.80	True	no
1007	Aragonit	4.1616	2.3019	3	214.73	184.47	3.892	2.8588	72.632	0.42	1.86	123.99	175.41	79.20	True	no
1008	Aragonit	0.3312	0.64938	4	818.57	169.96	0.8063	1.5417	118.63	0.43	0.83	78.25	139.68	17.45	True	no
1009	Aragonit	0.2304	0.54162	1	111.00	169.94	0.75486	1.9424	107.91	0.57	1.00	24.12	11.30	111.35	True	no
1010	Aragonit	0.2448	0.55829	2	224.41	170.82	0.77866	1.9453	76.452	0.49	1.61	54.81	175.36	72.85	True	no
1011	Aragonit	3.312	2.0535	7	310.38	187.99	4.6248	5.072	89.007	0.63	2.00	33.42	176.49	156.31	True	no
1012	Aragonit	1.9008	1.5557	3	322.55	180.03	3.0274	3.7871	91.365	0.56	1.49	30.07	169.09	177.31	True	no
1013	Aragonit	1.9728	1.5849	8	438.86	182.52	3.0195	3.6298	93.833	0.58	1.96	57.07	163.33	4.07	True	no
1014	Aragonit	2.5776	1.8116	5	454.52	175.72	1.947	1.1551	157.15	0.71	1.96	121.98	158.11	13.43	True	no
1015	Aragonit	0.3312	0.64938	4	864.74	171.13	1.0361	2.5455	134.45	0.37	1.16	81.09	131.11	118.64	True	no
1016	Aragonit	5.6448	2.6809	6	892.75	179.61	4.1441	2.3895	154.64	0.87	2.61	88.99	146.34	104.85	True	no
1017	Aragonit	0.4752	0.77785	1	156.42	173.48	1.0871	1.9531	66.167	0.51	1.29	32.04	12.51	155.13	True	no
1018	Aragonit	6.5664	2.8915	6	234.21	196.47	5.1322	3.1504	92.136	1.13	2.90	50.58	176.33	69.61	True	no
1019	Aragonit	3.0672	1.9762	9	428.85	180.41	2.7515	1.9386	91.814	1.08	3.32	167.22	162.97	2.51	True	no
1020	Aragonit	0.1728	0.46906	2	487.17	169.92	0.60225	1.6485	9.4169	0.44	1.00	108.68	155.13	18.24	True	no
1021	Aragonit	0.1584	0.44909	3	725.18	170.45	0.551	1.5054	48.972	0.44	1.00	87.27	133.54	167.37	True	no
1022	Aragonit	2.8368	1.9005	4	740.49	180.94	3.472	3.3376	136.8	0.94	2.39	86.54	133.56	167.82	True	no
1023	Aragonit	2.6784	1.8467	5	301.85	183.94	3.7808	4.1917	96.347	0.70	2.42	72.74	167.42	163.83	True	no
1024	Aragonit	1.7856	1.5078	4	397.56	176.94	1.9805	1.7253	47.412	0.53	1.46	163.57	163.38	116.01	True	no
1025	Aragonit	0.1584	0.44909	2	448.45	172.45	0.5982	1.7743	102.22	0.48	0.81	119.25	158.05	128.36	True	no
1026	Aragonit	0.144	0.42819	2	504.90	172.20	0.62568	2.1352	72.307	0.76	1.37	109.85	155.66	78.27	True	no
1027	Aragonit	0.2736	0.59022	2	630.95	172.47	0.82507	1.9542	144.92	0.77	1.72	99.31	152.15	174.53	True	no
1028	Aragonit	0.1584	0.44909	4	657.55	172.09	0.77537	2.9809	56.897	0.91	1.22	108.46	144.36	16.16	True	no
1029	Aragonit	0.1872	0.48821	1	705.46	172.77	0.71975	2.1735	128.09	0.53	1.42	70.19	150.81	70.40	True	no
1030	Aragonit	0.1728	0.46906	2	858.83	172.08	0.96282	4.2134	140.58	0.62	0.99	81.68	130.99	117.75	True	no
1031	Aragonit	0.1872	0.48821	2	138.23	172.54	0.6861	1.975	52.18	0.32	0.73	28.17	12.75	96.48	True	no
1032	Aragonit	0.9648	1.1083	3	263.96	179.75	2.0855	3.5405	112.48	0.48	1.02	41.47	164.31	124.02	True	no
1033	Aragonit	4.4208	2.3725	7	420.43	190.30	4.3891	3.4225	97.818	0.70	2.35	166.82	163.05	66.53	True	no
1034	Aragonit	0.9936	1.1248	3	640.71	176.43	1.8638	2.746	142.06	0.59	2.59	92.86	152.99	42.99	True	no
1035	Aragonit	0.2304	0.54162	3	727.31	173.31	0.63238	1.3632	135	0.68	1.32	85.52	134.80	103.63	True	no
1036	Aragonit	0.2736	0.59022	4	815.26	174.32	0.68125	1.3323	69.033	0.53	1.50	85.09	144.51	139.61	True	no
1037	Aragonit	16.79	4.6237	15	383.65	211.31	8.8331	3.6497	106.37	2.07	6.68	96.54	162.34	96.96	True	no
1038	Aragonit	1.1088	1.1882	2	664.91	178.00	1.632	1.8865	135.18	0.55	1.63	110.26	143.61	134.25	True	no
1039	Aragonit	24.437	5.578	19	724.05	211.24	10.708	3.6855	139	2.14	4.79	74.03	153.28	20.98	True	no
1040	Aragonit	1.3968	1.3336	5	821.47	179.29	1.8098	1.8417	103.93	0.54	1.57	85.01	144.33	23.01	True	no
1041	Aragonit	14.789	4.3393	19	282.60	215.96	9.5065	4.7995	98.143	0.70	2.52	89.55	166.40	13.01	True	no
1042	Aragonit	2.304	1.7128	5	333.16	197.93	5.5644	10.555	94.3	0.72	2.41	24.60	170.49	170.34	True	no
1043	Aragonit	0.144	0.42819	3	442.00	175.80	0.48158	1.2649	90	0.57	1.42	59.15	162.90	121.02	True	no
1044	Aragonit	1.5408	1.4006	4	511.93	183.85	2.326	2.7579	130.3	0.81	2.52	113.99	157.31	23.77	True	no
1045	Aragonit	0.1584	0.44909	5	653.73	175.27	0.55624	1.5341	99.992	1.03	1.38	108.11	142.02	74.50	True	no
1046	Aragonit	2.4624	1.7707	6	662.65	185.40	2.9333	2.7444	134.14	0.68	1.41	110.70	141.70	19.38	True	no
1047	Aragonit	0.5472	0.8347	5	689.13	177.76	1.0085	1.4598	95.238	0.66	1.86	70.62	152.88	80.76	True	no
1048	Aragonit	1.1808	1.2261	4	289.16	182.32	2.0391	2.7656	100.27	0.52	1.73	90.45	169.67	63.36	True	no
1049	Aragonit	0.5472	0.8347	3	651.92	179.55	1.1554	1.916	104.67	0.47	1.22	110.16	141.55	135.36	True	no
1050	Aragonit	11.002	3.7427	15	452.44	200.74	5.915	2.4977	94.431	1.08	2.56	123.36	156.91	131.03	True	no
1051	Aragonit	0.4032	0.7165	2	683.93	179.57	0.89281	1.5527	124.43	0.56	1.46	73.25	153.99	20.35	True	no
1052	Aragonit	3.456	2.0977	9	775.69	189.88	3.3234	2.5101	112.82	0.64	2.80	74.05	153.75	9.28	True	no
1053	Aragonit	2.4624	1.7707	7	798.55	188.81	3.8801	4.8018	130.04	0.46	1.02	80.55	154.21	140.83	True	no
1054	Aragonit	8.4096	3.2722	6	846.73	198.28	6.9431	4.5021	143.59	0.79	2.32	78.12	138.95	16.68	True	no
1055	Aragonit	2.0448	1.6135	4	818.16	185.87	2.9053	3.242	136.37	0.68	1.51	84.66	144.10	86.32	True	no
1056	Aragonit	0.1584	0.44909	1	934.64	178.91	0.54654	1.4811	61.485	0.09	0.13	92.40	145.60	172.76	True	no
1057	Aragonit	1.0656	1.1648	1	937.66	184.42	1.7597	2.2824	88.453	1.09	1.86	90.35	144.05	54.27	True	no
1058	Aragonit	0.5904	0.86702	3	173.95	183.02	1.1678	1.8142	79.118	0.37	1.07	43.90	5.15	1.87	True	no
1059	Aragonit	14.702	4.3266	15	212.83	216.63	7.5119	3.0144	107	1.14	2.91	132.75	175.22	152.05	True	no
1060	Aragonit	1.1232	1.1959	5	386.68	183.31	1.3805	1.3327	99.355	0.51	1.44	88.91	164.03	25.81	True	no
1061	Aragonit	0.36	0.67703	2	796.80	181.36	1.02	2.2697	117.8	0.75	1.24	82.74	144.56	84.39	True	no
1062	Aragonit	2.7504	1.8713	4	881.61	185.80	3.0545	2.6643	139.66	0.70	1.58	79.19	138.60	92.45	True	no
1063	Aragonit	0.1872	0.48821	2	202.46	181.31	0.6412	1.7249	69.592	0.31	1.09	148.23	176.13	114.26	True	no
1064	Aragonit	3.6	2.1409	6	483.54	190.06	3.0861	2.0778	111.74	0.72	2.18	121.68	158.92	65.26	True	no
1065	Aragonit	0.216	0.52442	4	766.60	181.07	0.60231	1.3191	80.538	0.74	1.85	72.62	154.36	72.85	True	no
1066	Aragonit	0.4032	0.7165	3	779.71	182.54	1.024	2.0427	125.16	0.57	0.89	88.31	134.78	2.58	True	no
1067	Aragonit	0.6768	0.92829	3	183.11	186.74	1.438	2.3997	88.622	0.41	1.09	126.08	175.46	91.84	True	no
1068	Aragonit	0.6624	0.91836	2	278.50	187.24	1.7833	3.7705	112.15	0.61	1.27	88.87	165.68	128.37	True	no
1069	Aragonit	0.2592	0.57448	4	465.33	183.50	0.57702	1.0089	90	0.45	2.06	123.69	158.45	78.54	True	no
1070	Aragonit	0.1872	0.48821	2	564.54	182.54	0.58681	1.4447	14.49	0.59	0.98	102.97	146.68	66.56	True	no
1071	Aragonit	6.5952	2.8978	12	583.59	196.95	4.4894	2.4002	147.12	1.78	3.43	106.39	148.29	12.39	True	no
1072	Aragonit	0.576	0.85638	3	691.60	189.15	2.3384	7.4559	98.631	0.60	1.57	71.99	153.55	71.89	True	no
1073	Aragonit	5.04	2.5332	9	185.22	199.56	4.3185	2.9062	129.6	0.79	2.54	125.96	175.22	143.86	True	no
1074	Aragonit	7.0848	3.0034	12	478.85	207.77	5.824	3.7601	107.67	0.62	2.04	122.83	157.53	12.54	True	no
1075	Aragonit	1.3248	1.2988	4	720.98	189.08	2.2849	3.095	140.28	0.77	2.11	67.31	151.11	67.21	True	no
1076	Aragonit	11.218	3.7792	8	913.32	199.54	4.3302	1.3128	138.67	0.70	2.16	89.57	145.89	42.10	True	no
1077	Aragonit	0.2592	0.57448	2	414.06	186.00	0.91628	2.5439	83.852	0.61	1.26	165.49	162.88	129.21	True	no
1078	Aragonit	0.4176	0.72918	3	433.48	186.03	0.97329	1.7816	77.831	0.73	1.31	169.35	162.01	67.78	True	no
1079	Aragonit	1.2528	1.263	2	579.16	190.82	1.9441	2.3695	105.77	0.74	2.32	107.16	149.68	129.80	True	no
1080	Aragonit	0.1872	0.48821	3	766.38	184.85	0.55417	1.2884	88.467	0.99	1.48	73.10	154.08	71.66	True	no
1081	Aragonit	1.7568	1.4956	6	297.92	195.63	2.8849	3.7208	88.754	0.71	1.90	73.56	167.24	48.23	True	no
1082	Aragonit	0.6048	0.87753	2	306.10	192.31	1.9181	4.778	93.454	0.45	1.22	43.55	172.18	6.23	True	no
1083	Aragonit	0.9504	1.1	5	634.62	189.76	1.3241	1.4488	139.33	0.51	1.52	95.99	152.35	57.88	True	no
1084	Aragonit	1.1808	1.2261	5	790.02	190.67	1.698	1.9178	104.02	0.50	1.11	94.90	147.54	150.09	True	no
1085	Aragonit	0.4896	0.78954	0	946.59	187.74	0.92472	1.3717	105.01	0.68	1.19	91.19	140.12	169.88	True	no
1086	Aragonit	0.6336	0.89818	3	492.23	189.66	1.1288	1.5794	115.35	0.73	2.46	122.11	159.61	129.01	True	no
1087	Aragonit	2.6496	1.8367	3	560.30	194.65	2.686	2.1386	133.67	0.63	2.26	117.36	154.08	19.73	True	no
1088	Aragonit	1.224	1.2484	3	609.52	191.96	1.4333	1.3183	136.01	0.94	2.19	98.80	149.76	175.14	True	no
1089	Aragonit	2.3904	1.7446	4	735.34	197.39	4.3795	6.3019	128.32	0.49	1.68	69.53	152.14	122.32	True	no
1090	Aragonit	0.6768	0.92829	4	783.77	189.53	1.1922	1.6493	110.08	0.65	1.85	88.94	135.16	119.44	True	no
1091	Aragonit	0.1584	0.44909	2	910.00	186.64	0.59311	1.7442	149.31	0.53	1.37	89.88	145.04	46.80	True	no
1092	Aragonit	0.3024	0.62051	1	149.33	188.62	0.84553	1.8568	146.82	0.70	1.12	29.95	13.14	157.22	True	no
1093	Aragonit	0.144	0.42819	2	558.80	187.90	0.57307	1.7912	69.379	0.52	1.06	114.79	153.15	74.56	True	no
1094	Aragonit	1.3248	1.2988	5	626.25	195.08	2.0878	2.5843	70.986	0.82	2.51	93.00	151.66	43.19	True	no
1095	Aragonit	6.6528	2.9104	11	669.21	199.22	5.973	4.2118	153.79	0.80	2.34	95.04	131.87	19.22	True	no
1096	Aragonit	1.3968	1.3336	3	269.14	200.96	3.394	6.4772	97.936	0.45	0.98	41.43	164.22	124.07	True	no
