Nr.	Phase	Area [µm²]	d [µm]	l	Xcg	Ycg	Major [µm]	Aspect ratio	Slope	GOS [°]	MOS [°]	Mean E1 [°]	Mean E2 [°]	Mean E3 [°]	In current dataset	Border grain
958	Aragonite	0.875	1.0555	1	346.36	75.21	1.1973	1.2867	114.36	0.40	1.31	137.40	90.40	90.21	True	no
959	Aragonite	0.6875	0.9356	3	375.27	74.82	1.0087	1.1624	39.69	0.14	0.77	44.58	112.28	110.95	True	no
960	Aragonite	3.125	1.9947	3	441.46	81.42	4.4825	5.0499	101.96	0.72	1.35	100.77	84.00	177.56	True	no
961	Aragonite	1.125	1.1968	5	44.67	76.22	1.566	1.7121	117.63	0.58	1.21	62.51	34.95	74.22	True	no
962	Aragonite	0.6875	0.9356	2	147.55	75.55	1.0418	1.24	45	0.06	0.33	150.88	84.16	16.22	True	no
963	Aragonite	0.625	0.89206	4	299.60	75.20	1.1523	1.6684	49.065	0.00	0.00	103.73	43.13	80.68	True	no
964	Aragonite	1.3125	1.2927	3	326.19	76.67	1.3762	1.1332	10.625	0.55	0.95	68.51	73.41	115.06	True	no
965	Aragonite	1.0625	1.1631	3	331.00	76.06	1.3407	1.3287	98.588	1.00	1.46	80.41	66.60	94.77	True	no
966	Aragonite	0.8125	1.0171	1	335.77	76.15	1.1781	1.3416	78.69	0.18	0.32	100.29	73.91	89.53	True	no
967	Aragonite	3	1.9544	8	595.67	78.65	2.8537	2.132	61.728	1.09	2.19	110.23	128.20	71.15	True	no
968	Aragonite	0.625	0.89206	4	33.10	76.20	1.026	1.3229	116.57	0.33	0.50	93.18	77.00	28.26	True	no
969	Aragonite	2.1875	1.6689	5	38.60	78.11	2.0865	1.5631	152.7	0.77	1.53	50.83	38.50	73.60	True	no
970	Aragonite	3.6875	2.1668	4	60.71	80.46	2.9596	1.8656	109	1.15	2.46	82.06	36.83	56.63	True	no
971	Aragonite	1.5625	1.4105	4	90.68	77.24	1.6023	1.2905	2.0006	0.72	1.18	171.08	101.77	23.56	True	no
972	Aragonite	2.6875	1.8498	3	212.30	77.51	2.4615	1.7707	6.9768	0.70	1.03	157.78	20.23	40.05	True	no
973	Aragonite	0.625	0.89206	1	293.00	76.40	1.1833	1.7594	30.376	0.35	0.35	94.02	128.39	30.69	True	no
974	Aragonite	0.9375	1.0925	4	317.20	76.73	1.676	2.3533	136.18	0.87	1.71	5.09	90.14	133.11	True	no
975	Aragonite	0.875	1.0555	3	344.93	78.14	1.378	1.7043	108.1	0.34	0.90	82.90	90.92	100.14	True	no
976	Aragonite	2.1875	1.6689	5	433.49	78.54	1.8264	1.1976	76.371	0.49	0.88	140.99	147.18	40.15	True	no
977	Aragonite	3.25	2.0342	3	456.17	83.06	4.4618	4.811	114.19	0.96	2.35	119.45	85.57	170.69	True	no
978	Aragonite	0.625	0.89206	3	515.00	77.10	1.1615	1.6954	110.5	0.42	1.36	118.11	141.57	34.96	True	no
979	Aragonite	2.25	1.6926	6	556.39	77.86	1.8477	1.1917	72.971	0.90	2.29	33.68	54.37	70.96	True	no
980	Aragonite	3.375	2.073	7	571.44	80.04	2.8488	1.8886	125.48	0.92	1.94	171.99	158.79	65.29	True	no
981	Aragonite	3.6875	2.1668	7	590.34	83.10	3.2322	2.2251	76.346	0.85	1.55	8.07	60.43	60.52	True	no
982	Aragonite	6.5	2.8768	3	615.54	82.48	3.5911	3.1164	88.323	0.74	2.07	109.43	130.56	74.50	True	edge
983	Aragonite	3.8125	2.2032	4	203.85	80.20	2.7174	1.5212	143.7	0.85	1.60	170.91	142.89	31.37	True	no
984	Aragonite	0.6875	0.9356	3	309.82	78.27	1.2193	1.6984	87.536	0.53	0.95	127.82	55.90	65.07	True	no
985	Aragonite	1.4375	1.3529	3	341.52	78.52	1.5724	1.3508	87.23	0.79	1.67	34.58	96.31	95.41	True	no
986	Aragonite	0.8125	1.0171	1	352.08	77.54	1.0829	1.1336	30.595	0.79	1.06	138.48	54.51	102.21	True	no
987	Aragonite	0.75	0.97721	3	359.00	77.50	1.1435	1.3693	90	0.18	0.36	131.64	68.80	119.98	True	no
988	Aragonite	0.625	0.89206	3	362.00	77.40	0.9568	1.1504	154.33	0.34	0.44	87.39	103.73	110.54	True	no
989	Aragonite	1.25	1.2616	3	545.95	78.75	1.9212	2.3192	61.336	0.79	1.42	42.64	40.34	49.45	True	no
990	Aragonite	1.0625	1.1631	2	612.53	78.47	1.5944	1.8791	69.769	0.95	1.01	68.32	107.50	51.51	True	no
991	Aragonite	1.625	1.4384	5	223.65	80.50	1.997	1.9274	78.191	0.92	1.16	139.31	19.48	61.84	True	no
992	Aragonite	1	1.1284	2	376.69	78.69	1.3175	1.3632	135	0.20	1.56	144.61	56.90	110.23	True	no
993	Aragonite	1.5	1.382	1	422.25	79.13	1.5531	1.263	146.85	0.55	0.89	128.62	86.03	144.53	True	no
994	Aragonite	0.6875	0.9356	2	428.36	78.36	1.1468	1.5025	120.29	0.37	1.29	106.76	133.93	135.43	True	no
995	Aragonite	3.3125	2.0537	5	449.51	86.28	4.9506	5.811	116.7	1.12	2.82	101.10	149.96	165.26	True	no
996	Aragonite	0.625	0.89206	5	481.70	78.90	1.3278	2.2157	101.44	0.63	0.86	111.99	31.24	0.42	True	no
997	Aragonite	7.0625	2.9987	10	488.69	93.30	7.8162	6.794	106.32	1.23	3.07	111.64	95.50	1.26	True	no
998	Aragonite	1.9375	1.5706	4	519.68	80.03	1.96	1.5572	84.614	0.90	2.02	86.35	84.75	23.04	True	no
999	Aragonite	8.4375	3.2776	6	552.56	88.20	4.6203	1.9871	98.487	1.25	2.94	37.50	39.39	55.99	True	no
1000	Aragonite	3.625	2.1484	7	579.50	82.83	2.9368	1.8687	132.04	1.58	2.71	113.64	107.26	22.10	True	no
1001	Aragonite	2.5625	1.8063	4	599.37	83.22	2.478	1.882	59.661	1.22	2.95	10.40	60.58	60.10	True	no
1002	Aragonite	1.25	1.2616	2	603.45	78.90	1.5662	1.5412	66.602	0.84	1.31	61.20	101.48	48.73	True	no
1003	Aragonite	2.25	1.6926	6	35.75	81.75	2.3856	1.9866	151.27	0.94	2.21	104.13	69.12	76.40	True	no
1004	Aragonite	0.8125	1.0171	4	48.92	79.77	1.5485	2.3179	135.69	0.50	0.93	39.74	26.28	85.30	True	no
1005	Aragonite	1.125	1.1968	4	123.83	80.67	1.4178	1.4034	73.586	0.44	1.07	58.01	47.19	62.65	True	no
1006	Aragonite	8.5625	3.3018	9	131.06	85.99	3.905	1.3987	93.686	0.95	2.25	97.12	72.83	108.64	True	no
1007	Aragonite	4.875	2.4914	5	149.10	81.72	3.3644	1.8236	165.93	0.98	1.92	117.33	25.23	38.31	True	no
1008	Aragonite	1.4375	1.3529	2	219.61	80.30	1.4983	1.2266	34.099	0.55	1.16	32.66	55.85	159.53	True	no
1009	Aragonite	0.75	0.97721	2	227.92	78.92	1.406	2.0702	17.993	1.04	1.48	144.53	18.03	56.08	True	no
1010	Aragonite	1.75	1.4927	5	301.43	82.04	2.9106	3.802	115.29	1.44	2.78	1.17	95.68	128.95	True	no
1011	Aragonite	1.9375	1.5706	4	304.61	82.55	2.7024	2.9603	112.92	1.00	1.66	55.15	58.20	116.25	True	no
1012	Aragonite	1.6875	1.4658	4	427.48	81.48	2.0565	1.9684	139.96	0.70	1.31	133.37	90.00	151.28	True	no
1013	Aragonite	0.875	1.0555	2	498.64	79.93	1.3577	1.6545	47.928	0.50	0.94	66.47	90.28	12.60	True	no
1014	Aragonite	0.9375	1.0925	4	503.33	81.00	1.9156	3.0743	68.523	0.99	1.92	99.21	100.45	28.05	True	no
1015	Aragonite	0.9375	1.0925	2	597.80	80.53	1.3649	1.5608	78.042	1.10	2.44	61.47	99.74	49.50	True	no
1016	Aragonite	1.625	1.4384	7	43.73	83.65	2.6797	3.4705	111.38	0.56	1.09	144.02	122.31	42.11	True	no
1017	Aragonite	4.125	2.2917	7	49.08	84.76	3.4577	2.2764	135.81	0.95	2.50	144.02	126.12	31.23	True	no
1018	Aragonite	2.625	1.8282	4	78.36	83.17	3.8179	4.3612	142.06	0.87	1.45	136.30	46.63	35.64	True	no
1019	Aragonite	3.375	2.073	3	94.24	82.31	2.5084	1.4643	156.66	0.75	1.77	164.12	92.35	27.31	True	no
1020	Aragonite	2	1.5958	4	109.16	82.47	2.2947	2.0678	65.616	0.64	0.99	101.24	64.00	100.78	True	no
1021	Aragonite	1.6875	1.4658	4	229.52	82.26	1.9329	1.7389	46.736	1.12	2.02	133.28	25.05	65.95	True	no
1022	Aragonite	1.625	1.4384	5	324.65	81.77	1.772	1.5177	112.95	0.87	1.44	18.21	92.16	116.73	True	no
1023	Aragonite	1.25	1.2616	3	329.30	81.65	1.8022	2.0407	42.985	0.77	1.69	20.68	96.20	119.73	True	no
1024	Aragonite	0.8125	1.0171	1	365.15	81.00	1.2166	1.4306	123.35	0.63	0.84	137.08	83.42	111.40	True	no
1025	Aragonite	4.125	2.2917	6	513.42	84.85	3.1035	1.8339	72.581	0.92	2.33	56.78	36.36	39.93	True	no
1026	Aragonite	2.5625	1.8063	5	533.76	84.39	3.0709	2.8903	100.7	1.03	1.86	119.68	134.02	39.51	True	no
1027	Aragonite	5.25	2.5854	6	546.24	89.17	4.6603	3.249	86.433	0.63	2.23	48.52	48.52	45.74	True	no
1028	Aragonite	1.5625	1.4105	5	586.00	81.72	2.0113	2.0335	67.302	1.17	2.60	61.69	98.68	50.48	True	no
1029	Aragonite	2.4375	1.7617	4	55.64	83.41	2.0435	1.3456	154.89	1.28	1.94	63.96	32.67	70.65	True	no
1030	Aragonite	3.5625	2.1298	6	86.54	83.96	2.546	1.4291	158.88	0.77	1.57	144.25	55.96	29.88	True	no
1031	Aragonite	4	2.2568	7	119.73	84.48	3.0983	1.8848	143.31	0.73	1.64	109.64	90.68	39.97	True	no
1032	Aragonite	2.8125	1.8923	3	212.36	84.16	2.4704	1.7042	142.56	0.95	1.87	118.64	34.44	31.92	True	no
1033	Aragonite	1.1875	1.2296	5	313.00	82.95	1.5681	1.6263	125.56	0.80	1.38	106.39	47.08	84.69	True	no
1034	Aragonite	1.25	1.2616	3	318.10	82.05	1.3156	1.0875	63.435	0.52	1.23	173.54	78.13	42.56	True	no
1035	Aragonite	1.1875	1.2296	1	336.79	82.37	1.3242	1.1598	143.5	0.72	1.13	21.41	101.42	104.44	True	no
1036	Aragonite	0.75	0.97721	2	352.25	81.33	1.0469	1.1477	109.81	0.39	0.79	153.93	61.75	91.04	True	no
1037	Aragonite	0.8125	1.0171	1	359.92	81.69	1.0941	1.1571	151.24	0.42	1.34	133.95	84.38	113.32	True	no
1038	Aragonite	1.0625	1.1631	2	373.82	82.41	1.7362	2.2283	60.676	0.38	0.76	40.23	116.68	122.17	True	no
1039	Aragonite	2.5625	1.8063	4	437.12	84.32	2.3767	1.7313	81.51	0.98	2.19	89.77	43.72	177.18	True	no
1040	Aragonite	0.9375	1.0925	4	507.53	82.73	1.8477	2.86	111.32	0.90	1.75	61.12	33.52	32.01	True	no
1041	Aragonite	5.6875	2.691	7	565.08	89.71	5.1079	3.6028	75.157	1.01	3.43	59.28	55.91	30.28	True	no
1042	Aragonite	0.6875	0.9356	3	126.00	83.00	1.4568	2.4244	69.699	0.81	1.62	165.44	65.95	83.28	True	no
1043	Aragonite	2.125	1.6449	4	137.56	85.56	2.6891	2.6727	106.86	0.50	1.19	37.77	97.77	115.15	True	no
1044	Aragonite	5.625	2.6762	6	196.66	90.26	5.1345	3.681	124.7	1.36	3.19	123.98	52.12	17.96	True	no
1045	Aragonite	1.1875	1.2296	3	197.26	84.95	2.331	3.5937	107.93	0.75	1.05	118.13	42.10	22.12	True	no
1046	Aragonite	0.9375	1.0925	3	199.07	83.20	1.3448	1.5151	104.72	0.33	0.69	110.68	38.31	26.35	True	no
1047	Aragonite	1.3125	1.2927	4	298.19	85.05	1.8237	1.9901	93.519	0.56	1.17	140.84	56.16	59.59	True	no
1048	Aragonite	1.25	1.2616	3	347.90	85.05	2.0913	2.748	118.78	0.35	0.41	55.02	75.79	129.32	True	no
1049	Aragonite	0.875	1.0555	2	355.00	83.36	1.341	1.6142	71.442	0.41	0.58	40.10	105.72	118.38	True	no
1050	Aragonite	4.0625	2.2743	6	507.74	90.05	3.9955	3.0863	110.09	1.41	3.07	113.10	141.82	29.87	True	no
1051	Aragonite	0.6875	0.9356	3	530.73	83.64	1.4748	2.4847	95.31	1.20	1.46	46.39	35.60	49.32	True	no
1052	Aragonite	1.25	1.2616	5	557.50	83.05	1.6305	1.6704	29.895	0.49	1.37	97.03	110.89	9.86	True	no
1053	Aragonite	1.8125	1.5191	4	561.93	83.76	1.7822	1.3764	60.519	0.84	2.17	84.32	48.04	12.83	True	no
1054	Aragonite	9.5	3.4779	8	73.81	88.18	5.3021	2.3242	151.2	1.02	2.48	135.75	42.87	76.38	True	no
1055	Aragonite	1.4375	1.3529	3	142.57	84.13	1.761	1.6943	150.22	0.89	1.20	6.08	39.37	147.73	True	no
1056	Aragonite	1.5625	1.4105	2	235.36	84.32	1.4588	1.0697	73.248	0.71	1.24	6.49	118.28	151.61	True	no
1057	Aragonite	1.625	1.4384	4	309.92	84.88	1.925	1.7911	113.35	0.56	1.51	172.28	65.25	54.74	True	no
1058	Aragonite	1.25	1.2616	4	483.45	86.10	2.3453	3.4561	107.18	0.70	1.66	115.35	158.83	3.17	True	no
1059	Aragonite	3.9375	2.2391	7	496.37	87.49	3.7949	2.8726	53.354	1.20	1.93	92.18	151.68	29.16	True	no
1060	Aragonite	0.875	1.0555	3	104.64	84.79	1.1973	1.2867	114.36	0.69	1.30	128.21	102.83	30.40	True	no
1061	Aragonite	3.3125	2.0537	5	112.09	86.96	2.3278	1.2848	42.908	0.66	1.28	39.35	86.93	117.80	True	no
1062	Aragonite	1.4375	1.3529	4	321.30	86.91	2.0876	2.3811	100.61	1.78	2.67	160.25	75.39	76.79	True	no
1063	Aragonite	0.8125	1.0171	2	344.54	84.69	1.134	1.2432	101.31	0.43	0.94	54.83	73.95	123.73	True	no
1064	Aragonite	0.6875	0.9356	2	369.91	84.64	1.1137	1.4169	105.07	0.56	0.78	81.52	107.49	109.74	True	no
1065	Aragonite	2.4375	1.7617	5	483.54	92.95	5.5996	10.103	106.27	0.76	1.81	113.15	31.52	2.70	True	no
1066	Aragonite	1.5	1.382	4	39.38	86.38	1.6478	1.4217	171.75	0.37	0.91	35.02	68.35	104.95	True	no
1067	Aragonite	0.75	0.97721	1	189.08	85.92	1.0192	1.0877	135	0.39	1.29	117.50	41.78	19.91	True	no
1068	Aragonite	1.75	1.4927	2	206.04	86.75	1.9497	1.7061	153.86	0.69	1.31	172.61	156.78	42.11	True	no
1069	Aragonite	4.875	2.4914	7	224.65	90.01	3.7177	2.2267	109.85	0.94	2.58	105.37	42.89	32.99	True	no
1070	Aragonite	0.8125	1.0171	2	301.23	86.69	1.5458	2.3097	94.135	0.71	1.39	117.93	53.60	75.85	True	no
1071	Aragonite	0.625	0.89206	3	329.50	85.20	1.0439	1.3693	90	1.21	1.66	78.28	64.71	108.02	True	no
1072	Aragonite	2.125	1.6449	3	429.76	86.56	2.1593	1.7234	167.17	0.73	1.54	144.98	35.66	164.32	True	no
1073	Aragonite	4.5625	2.4102	7	457.30	92.89	4.2861	3.1623	115.28	0.73	2.11	98.47	150.11	167.77	True	no
1074	Aragonite	0.75	0.97721	3	493.75	85.50	1.2099	1.5331	58.912	0.52	1.21	114.69	157.59	50.58	True	no
1075	Aragonite	1	1.1284	4	517.94	86.56	1.7091	2.2943	93.943	0.56	1.19	41.28	30.49	51.47	True	no
1076	Aragonite	2.125	1.6449	6	521.18	89.38	2.5508	2.4048	98.989	0.72	2.61	92.49	93.01	20.24	True	no
1077	Aragonite	0.875	1.0555	2	542.71	86.50	1.5921	2.2753	90	0.79	1.41	36.77	40.63	54.73	True	no
1078	Aragonite	4.5	2.3937	5	599.88	88.54	3.9803	2.765	20.584	1.02	1.76	156.41	89.01	41.98	True	no
1079	Aragonite	5.8125	2.7204	5	38.00	92.76	3.8945	2.0494	120.13	0.70	1.69	164.99	92.49	63.26	True	no
1080	Aragonite	3.875	2.2212	6	104.45	91.94	3.9569	3.1735	118.86	1.16	2.17	124.68	105.05	26.57	True	no
1081	Aragonite	0.625	0.89206	2	151.50	86.00	1.14	1.633	153.43	0.38	0.91	130.73	33.38	35.20	True	no
1082	Aragonite	1.25	1.2616	2	159.45	86.65	1.5995	1.6075	11.195	0.41	0.57	93.08	85.44	105.25	True	no
1083	Aragonite	0.6875	0.9356	3	165.09	86.27	0.956	1.0441	18.435	0.45	0.94	159.94	83.07	12.16	True	no
1084	Aragonite	4.5625	2.4102	5	203.89	92.07	3.789	2.4713	119.52	1.33	2.34	138.05	104.08	13.84	True	no
1085	Aragonite	3.875	2.2212	5	240.23	88.61	3.2279	2.1118	16.804	1.18	2.33	27.70	45.57	160.53	True	no
1086	Aragonite	1.3125	1.2927	4	291.71	87.81	1.7327	1.7966	107.02	0.73	1.04	90.33	42.64	95.67	True	no
1087	Aragonite	0.75	0.97721	3	294.83	87.17	1.2046	1.5196	91.907	0.68	1.28	72.84	40.91	103.13	True	no
1088	Aragonite	1.3125	1.2927	4	333.52	88.19	1.8321	2.0086	87.934	0.49	1.00	139.38	68.81	96.87	True	no
1089	Aragonite	0.625	0.89206	2	342.30	86.80	1.1128	1.5562	129.12	0.69	1.30	2.17	110.76	120.39	True	no
1090	Aragonite	1	1.1284	3	366.63	86.63	1.4006	1.5407	149.87	0.63	1.31	135.21	72.27	115.87	True	no
1091	Aragonite	0.625	0.89206	1	417.40	86.50	1.0033	1.2649	180	0.49	0.89	168.15	25.07	149.55	True	no
1092	Aragonite	1.3125	1.2927	2	421.19	87.71	1.4966	1.3402	54.836	0.45	1.38	159.86	22.29	155.83	True	no
1093	Aragonite	2.8125	1.8923	6	502.87	89.53	2.2312	1.3902	119.49	1.37	3.44	93.02	91.91	16.03	True	no
1094	Aragonite	9.75	3.5234	10	577.49	96.59	5.9715	2.8725	126.41	1.08	3.44	137.97	87.82	49.96	True	no
1095	Aragonite	0.9375	1.0925	4	576.00	86.80	1.3302	1.4824	114.54	0.58	1.75	149.81	93.34	49.19	True	no
1096	Aragonite	3.9375	2.2391	6	47.13	91.41	3.2591	2.1186	145.35	1.04	1.80	52.27	35.94	70.83	True	no
1097	Aragonite	6.625	2.9043	7	62.42	90.82	4.3229	2.2154	165.53	0.88	2.60	10.00	108.81	134.86	True	no
1098	Aragonite	10.625	3.6781	8	148.99	92.73	4.6809	1.6196	138.94	1.10	3.46	156.51	76.47	93.89	True	no
1099	Aragonite	0.6875	0.9356	3	283.00	87.64	1.3052	1.946	122.47	0.51	0.77	142.07	65.91	76.55	True	no
1100	Aragonite	1.875	1.5451	5	286.93	89.30	1.8596	1.4485	87.48	0.41	0.77	71.29	68.08	107.64	True	no
1101	Aragonite	0.75	0.97721	2	314.58	87.75	1.1186	1.3103	147.93	0.12	0.70	41.95	61.09	122.29	True	no
1102	Aragonite	1.125	1.1968	2	354.78	88.89	1.4859	1.5415	83.914	0.68	1.53	81.29	79.82	130.63	True	no
1103	Aragonite	2.125	1.6449	0	386.29	89.29	1.9013	1.3361	92.18	0.79	1.14	58.46	101.93	133.57	True	no
1104	Aragonite	8.8125	3.3497	12	530.74	99.84	5.7773	2.9747	96.628	0.91	2.34	129.55	149.30	46.38	True	no
1105	Aragonite	1.125	1.1968	4	559.00	88.28	1.5743	1.7302	102.65	0.85	1.96	88.50	114.43	24.62	True	no
1106	Aragonite	1.25	1.2616	4	579.40	88.80	1.33	1.1114	103.28	0.65	1.27	94.91	55.93	65.66	True	no
1107	Aragonite	4.75	2.4592	5	603.43	91.97	4.3853	3.1797	30.614	1.05	2.41	29.79	49.43	117.00	True	no
1108	Aragonite	25.125	5.656	14	87.28	105.29	7.7874	1.8957	74.709	1.60	3.86	87.72	32.73	54.28	True	no
1109	Aragonite	0.625	0.89206	4	106.20	88.50	1.0439	1.3693	90	0.43	1.08	55.76	81.63	51.88	True	no
1110	Aragonite	0.8125	1.0171	3	338.46	89.23	1.384	1.8516	148.61	1.28	1.67	87.79	82.04	96.10	True	no
1111	Aragonite	1.125	1.1968	2	361.94	89.44	1.6062	1.8012	89.05	0.54	1.22	86.37	106.30	119.81	True	no
1112	Aragonite	1.375	1.3231	3	447.50	90.45	2.1818	2.719	96.751	0.93	1.76	103.34	81.94	174.85	True	no
1113	Aragonite	0.6875	0.9356	3	525.45	89.09	1.2762	1.8606	69.077	0.18	0.20	91.40	92.48	23.68	True	no
1114	Aragonite	3.625	2.1484	7	586.67	91.93	2.6974	1.5764	119.54	0.89	2.49	175.45	157.20	70.71	True	no
1115	Aragonite	1.3125	1.2927	5	86.71	89.81	1.7331	1.7973	142.09	0.60	1.23	163.33	129.28	36.09	True	no
1116	Aragonite	0.875	1.0555	3	117.64	90.57	1.638	2.4082	117.34	0.81	1.70	99.45	62.73	101.52	True	no
1117	Aragonite	4.3125	2.3433	6	119.06	95.03	2.7344	1.3617	48.656	0.92	2.22	37.78	86.76	118.64	True	no
1118	Aragonite	1.625	1.4384	4	167.54	91.35	2.1995	2.3382	105.62	1.43	2.81	173.11	135.50	15.44	True	no
1119	Aragonite	3.6875	2.1668	3	184.25	92.68	2.6306	1.4739	130.72	0.92	1.91	117.77	28.95	36.20	True	no
1120	Aragonite	1.1875	1.2296	1	215.16	89.84	1.3308	1.1713	135	0.64	1.09	116.86	35.98	32.23	True	no
1121	Aragonite	0.6875	0.9356	2	220.09	89.73	1.3316	2.0258	114.34	1.12	1.31	147.47	94.08	18.43	True	no
1122	Aragonite	0.9375	1.0925	1	250.40	89.87	1.2503	1.3097	128.74	1.30	1.68	27.50	46.52	161.08	True	no
1123	Aragonite	1.0625	1.1631	3	280.82	89.94	1.3027	1.2544	63.882	0.32	1.36	62.89	40.55	135.18	True	no
1124	Aragonite	1.75	1.4927	5	297.14	91.93	2.175	2.1232	96.885	0.83	1.20	143.68	48.75	58.95	True	no
1125	Aragonite	2.25	1.6926	5	307.28	91.00	2.1048	1.5464	88.262	1.14	1.90	41.02	71.37	127.25	True	no
1126	Aragonite	0.9375	1.0925	4	347.00	89.73	1.1685	1.1438	90	0.96	1.66	106.84	55.66	107.67	True	no
1127	Aragonite	1	1.1284	2	365.19	89.81	1.3051	1.3377	72.746	0.37	0.86	139.96	72.94	118.56	True	no
1128	Aragonite	3.6875	2.1668	6	438.47	91.44	3.6332	2.8115	160.72	1.19	2.62	12.51	157.65	49.90	True	no
1129	Aragonite	1.5625	1.4105	3	471.32	91.28	2.3886	2.8678	137.44	0.47	1.16	119.44	85.32	176.02	True	no
1130	Aragonite	0.75	0.97721	3	479.00	91.00	1.4431	2.1808	98.35	0.52	1.00	104.49	21.30	167.48	True	no
1131	Aragonite	0.6875	0.9356	4	124.55	90.55	1.1215	1.437	135	0.70	0.98	38.04	98.56	112.43	True	no
1132	Aragonite	1	1.1284	3	164.56	91.69	1.3158	1.3598	112.69	0.33	0.44	30.44	99.55	101.96	True	no
1133	Aragonite	3.125	1.9947	8	231.52	94.64	3.5399	3.1493	100.26	0.83	1.80	89.34	48.40	36.71	True	no
1134	Aragonite	0.8125	1.0171	1	256.08	91.08	1.2885	1.6049	112.28	0.81	1.03	33.47	50.23	157.48	True	no
1135	Aragonite	0.625	0.89206	4	342.50	90.00	1.14	1.633	26.565	0.31	0.31	65.10	89.93	120.68	True	no
1136	Aragonite	1.3125	1.2927	2	425.48	92.10	1.8501	2.0483	133.81	0.71	1.21	168.73	24.86	144.59	True	no
1137	Aragonite	2.0625	1.6205	6	481.27	95.48	3.0283	3.4923	95.06	1.02	2.14	93.08	73.40	175.71	True	no
1138	Aragonite	2	1.5958	4	494.94	94.44	2.8785	3.2537	62.452	0.91	1.60	40.51	30.79	29.62	True	no
1139	Aragonite	2.5	1.7841	7	592.63	94.47	2.8765	2.5995	97.073	0.62	1.85	106.73	64.00	10.75	True	no
1140	Aragonite	2.125	1.6449	2	615.12	91.65	1.4885	1.6378	97.384	0.90	1.81	83.83	48.96	78.57	True	edge
1141	Aragonite	5.9375	2.7495	7	55.46	98.23	3.7696	1.8797	112.88	0.69	2.44	66.24	28.07	61.80	True	no
1142	Aragonite	0.625	0.89206	3	82.90	91.70	1.2808	2.0616	52.125	0.20	0.52	52.25	60.70	131.54	True	no
1143	Aragonite	3	1.9544	3	97.38	95.77	2.7321	1.9541	103.25	0.78	1.87	163.97	129.81	35.15	True	no
1144	Aragonite	1.0625	1.1631	3	101.06	92.35	1.6739	2.0712	94.308	0.84	1.40	5.20	28.17	108.10	True	no
1145	Aragonite	0.6875	0.9356	2	189.45	91.45	1.1215	1.437	135	0.50	0.99	117.44	42.53	19.71	True	no
1146	Aragonite	2.25	1.6926	5	247.03	92.94	2.2243	1.727	143.86	1.11	1.80	115.98	85.00	31.83	True	no
1147	Aragonite	1.6875	1.4658	2	301.74	92.59	1.8195	1.5408	19.826	1.35	2.30	62.29	50.67	110.82	True	no
1148	Aragonite	2.0625	1.6205	5	319.09	93.21	2.1614	1.7789	57.03	1.73	2.62	88.91	59.67	107.82	True	no
1149	Aragonite	1.0625	1.1631	3	336.29	92.06	1.4619	1.5797	17.053	0.48	0.93	142.28	80.17	94.17	True	no
1150	Aragonite	1.375	1.3231	4	517.82	92.68	1.9049	2.0728	143.64	0.91	1.83	88.52	82.46	20.91	True	no
1151	Aragonite	1.375	1.3231	3	538.59	93.27	1.9403	2.1505	67.487	0.86	1.81	149.94	156.15	65.88	True	no
1152	Aragonite	6.5625	2.8906	7	559.94	100.71	4.1664	2.0775	103.67	1.17	2.45	84.31	48.63	14.07	True	no
1153	Aragonite	1.4375	1.3529	4	567.00	95.04	2.2616	2.7947	77.502	0.71	1.16	61.85	65.50	27.12	True	no
1154	Aragonite	6.625	2.9043	3	611.85	94.45	2.5664	1.5617	140.04	0.80	1.85	146.58	80.44	47.83	True	edge
1155	Aragonite	2.875	1.9133	5	72.04	94.98	2.2661	1.4028	36.304	0.63	1.05	54.82	61.81	131.30	True	no
1156	Aragonite	2.375	1.7389	3	111.13	93.24	1.881	1.1701	175.73	0.77	1.83	162.87	117.22	79.85	True	no
1157	Aragonite	1.9375	1.5706	4	195.74	94.87	2.3895	2.3144	130.18	0.94	1.68	134.95	104.11	13.53	True	no
1158	Aragonite	0.6875	0.9356	2	228.27	93.18	1.4162	2.2914	107.61	0.60	1.51	167.32	147.40	41.13	True	no
1159	Aragonite	1.125	1.1968	7	282.39	93.44	1.7192	2.0635	55.933	1.21	1.79	158.33	66.45	63.66	True	no
1160	Aragonite	0.6875	0.9356	4	289.27	93.18	1.355	2.0974	67.892	0.92	1.54	151.71	73.82	74.21	True	no
1161	Aragonite	0.875	1.0555	4	322.50	93.79	1.7161	2.6436	57.803	0.60	1.37	30.30	89.57	126.46	True	no
1162	Aragonite	2	1.5958	4	343.16	93.88	1.764	1.2219	49.321	0.74	1.45	39.22	82.60	144.58	True	no
1163	Aragonite	0.8125	1.0171	3	350.23	92.38	1.3101	1.6591	145.45	0.58	1.04	142.08	68.63	88.84	True	no
1164	Aragonite	0.6875	0.9356	2	353.73	92.36	1.3044	1.9438	151.04	0.27	1.47	141.78	57.90	84.51	True	no
1165	Aragonite	1.0625	1.1631	5	477.59	94.18	1.8574	2.5501	108.93	0.61	1.40	123.56	61.60	167.14	True	no
1166	Aragonite	1.5	1.382	2	486.63	96.04	2.8615	4.2873	106.65	0.77	1.43	114.58	158.52	2.03	True	no
1167	Aragonite	4.5	2.3937	7	498.56	99.90	4.671	3.808	84.164	0.96	2.54	82.51	94.64	12.19	True	no
1168	Aragonite	1.5625	1.4105	5	542.36	95.44	2.7952	3.9274	101.59	0.57	1.44	131.46	139.44	55.67	True	no
