Nr.	Phase	Area [µm²]	d [µm]	l	Xcg	Ycg	Major [µm]	Aspect ratio	Slope	GOS [°]	MOS [°]	Mean E1 [°]	Mean E2 [°]	Mean E3 [°]	In current dataset	Border grain
726	Aragonite	1.98	1.5878	4	337.27	80.41	2.4962	2.4716	53.309	0.30	0.53	165.83	35.85	79.12	True	no
727	Aragonite	4.05	2.2708	6	352.24	80.71	3.5575	2.4543	36.064	0.93	2.04	158.59	16.24	57.83	True	no
728	Aragonite	0.9	1.0705	3	367.60	78.40	1.1644	1.1832	45	0.12	0.12	151.05	25.35	74.61	True	no
729	Aragonite	1.08	1.1726	1	406.33	78.58	1.4659	1.5626	103.74	0.13	0.13	153.29	33.73	91.85	True	no
730	Aragonite	4.68	2.4411	7	143.79	83.04	3.7272	2.3314	131.88	0.55	1.53	177.56	49.22	143.96	True	no
731	Aragonite	2.25	1.6926	5	211.20	82.28	2.7705	2.6792	97.918	0.68	1.02	113.45	51.32	114.42	True	no
732	Aragonite	3.06	1.9739	4	218.79	80.97	2.1806	1.2204	73.492	0.36	0.74	114.50	54.13	112.54	True	no
733	Aragonite	2.88	1.9149	4	282.78	80.91	2.2473	1.3773	148.01	0.25	0.77	5.54	125.72	90.31	True	no
734	Aragonite	1.71	1.4755	5	317.84	82.58	2.7725	3.5305	98.455	0.38	1.02	125.18	62.68	140.09	True	no
735	Aragonite	1.62	1.4362	3	358.61	80.11	1.879	1.7117	27.99	0.54	0.86	158.82	17.82	63.50	True	no
736	Aragonite	0.9	1.0705	3	384.00	79.80	1.2039	1.2649	90	0.23	0.73	158.86	16.85	67.75	True	no
737	Aragonite	1.08	1.1726	1	81.17	80.00	1.532	1.7067	19.805	0.17	0.34	68.54	145.64	33.56	True	no
738	Aragonite	0.99	1.1227	3	98.36	80.09	1.3364	1.4169	164.93	0.40	0.95	60.39	72.15	53.16	True	no
739	Aragonite	0.99	1.1227	3	134.91	81.36	1.6886	2.2622	93.954	0.30	0.47	136.54	49.10	147.13	True	no
740	Aragonite	1.17	1.2205	4	169.08	80.92	1.4426	1.3971	124.25	0.61	1.25	103.13	88.53	156.54	True	no
741	Aragonite	0.99	1.1227	3	202.00	80.82	1.6593	2.1843	77.8	0.26	0.64	161.67	53.32	120.19	True	no
742	Aragonite	2.7	1.8541	6	204.50	83.20	2.3413	1.5945	83.843	0.55	0.88	68.33	126.62	114.95	True	no
743	Aragonite	1.53	1.3957	3	207.82	81.06	1.8339	1.7265	92.362	0.50	1.20	166.43	54.71	117.53	True	no
744	Aragonite	1.98	1.5878	4	214.27	82.45	2.1903	1.903	99.975	0.46	0.59	98.21	53.07	117.38	True	no
745	Aragonite	5.31	2.6002	10	237.08	85.61	3.9689	2.3299	83.285	0.97	2.12	63.07	113.95	112.08	True	no
746	Aragonite	0.99	1.1227	4	242.09	80.64	1.588	2.0005	44.318	0.35	0.72	82.19	86.22	144.58	True	no
747	Aragonite	3.15	2.0027	4	271.43	83.17	2.4837	1.5381	69.909	0.58	1.61	168.22	92.10	72.82	True	no
748	Aragonite	4.95	2.5105	7	310.05	87.56	4.8466	3.727	78.875	0.65	1.48	27.09	146.11	104.88	True	no
749	Aragonite	1.62	1.4362	3	320.39	82.00	2.3224	2.6149	105.06	0.49	0.90	93.77	107.11	145.17	True	no
750	Aragonite	1.53	1.3957	2	330.65	81.76	2.7738	3.9496	49.643	0.35	0.90	80.95	69.57	135.08	True	no
751	Aragonite	5.04	2.5332	6	339.39	85.13	3.6155	2.037	58.5	0.88	2.18	105.14	75.76	123.86	True	no
752	Aragonite	0.9	1.0705	4	380.70	80.30	1.2064	1.27	135	0.35	0.44	34.76	65.42	158.49	True	no
753	Aragonite	1.08	1.1726	1	390.58	81.17	1.5148	1.6687	119.97	0.13	0.78	147.63	31.26	80.90	True	no
754	Aragonite	3.78	2.1938	1	415.81	81.48	1.7982	1.3437	69.215	0.28	0.70	51.86	137.58	151.88	True	edge
755	Aragonite	2.16	1.6584	1	15.58	82.67	2.1098	1.6186	149.28	0.61	0.90	105.15	97.64	63.27	True	no
756	Aragonite	2.7	1.8541	6	106.83	82.90	1.9741	1.1336	146.86	0.32	0.73	129.01	117.90	171.60	True	no
757	Aragonite	1.44	1.3541	3	120.38	82.13	1.6873	1.5527	81.505	0.35	0.60	136.29	113.39	150.82	True	no
758	Aragonite	0.99	1.1227	3	137.45	81.82	1.3775	1.5054	138.97	0.42	0.73	100.99	94.38	162.06	True	no
759	Aragonite	1.98	1.5878	5	149.36	83.82	2.7227	2.9405	122.75	0.71	1.43	40.77	132.61	127.80	True	no
760	Aragonite	0.99	1.1227	3	151.36	82.36	1.8372	2.6776	102.22	0.66	1.45	154.49	56.36	143.60	True	no
761	Aragonite	1.35	1.3111	4	171.93	82.40	1.9813	2.2837	77.638	0.81	0.94	121.02	68.19	135.44	True	no
762	Aragonite	7.02	2.9897	6	179.55	89.03	5.8087	3.7749	111.59	0.93	2.04	84.88	135.38	148.04	True	no
763	Aragonite	3.24	2.0311	5	255.94	83.47	2.3435	1.3313	38.217	0.97	1.72	58.13	134.37	95.84	True	no
764	Aragonite	2.07	1.6235	4	261.74	84.22	2.7035	2.7731	78.923	0.78	1.30	68.76	100.79	110.60	True	no
765	Aragonite	3.96	2.2454	5	305.77	87.25	4.7446	4.4647	93.101	0.49	0.98	117.01	53.47	154.07	True	no
766	Aragonite	9.9	3.5504	7	353.05	85.56	8.1334	5.2481	17.277	0.89	2.62	159.67	8.74	52.93	True	no
767	Aragonite	12.87	4.048	10	367.47	86.74	5.8133	2.0623	29.969	0.97	2.62	138.56	14.04	82.79	True	no
768	Aragonite	1.53	1.3957	4	377.82	81.59	2.1572	2.3888	155.25	0.67	1.22	110.66	21.73	91.30	True	no
769	Aragonite	0.9	1.0705	4	187.00	82.20	1.2039	1.2649	90	0.16	0.23	94.93	69.02	152.23	True	no
770	Aragonite	1.8	1.5139	4	194.30	84.15	2.0284	1.7953	96.771	0.48	1.01	104.44	79.01	155.56	True	no
771	Aragonite	2.43	1.759	8	244.15	83.70	1.8325	1.0853	160.34	0.44	1.32	178.92	52.48	66.24	True	no
772	Aragonite	1.62	1.4362	4	266.56	83.72	1.9552	1.8534	108.23	0.35	0.74	52.12	73.00	97.82	True	no
773	Aragonite	0.99	1.1227	4	278.36	82.09	1.3364	1.4169	164.93	0.20	0.22	31.54	110.73	94.94	True	no
774	Aragonite	0.9	1.0705	2	299.80	82.80	1.8568	3.0088	115.1	0.59	1.24	24.58	110.51	95.74	True	no
775	Aragonite	1.44	1.3541	0	50.31	84.06	1.6156	1.4237	71.565	0.14	0.23	112.91	58.25	18.32	True	no
776	Aragonite	1.17	1.2205	3	127.62	84.00	1.732	2.0137	73.81	0.54	0.98	44.48	154.09	109.26	True	no
777	Aragonite	1.53	1.3957	4	154.24	83.94	1.6279	1.3604	82.868	0.74	1.07	120.33	110.06	148.26	True	no
778	Aragonite	0.99	1.1227	4	160.18	84.00	1.4411	1.6476	123.21	0.42	0.68	52.69	110.75	124.03	True	no
779	Aragonite	2.34	1.7261	2	233.31	84.96	2.0682	1.4357	93.339	0.43	0.78	171.50	61.09	103.01	True	no
780	Aragonite	1.17	1.2205	1	289.15	83.46	1.3152	1.1611	76.224	0.39	0.50	5.53	125.71	89.07	True	no
781	Aragonite	1.44	1.3541	2	297.38	84.00	1.5329	1.2816	63.999	0.35	0.64	175.57	61.79	99.51	True	no
782	Aragonite	6.21	2.8119	6	330.65	90.00	4.1342	2.1617	74.81	0.92	1.91	166.80	36.92	78.05	True	no
783	Aragonite	1.08	1.1726	4	346.17	84.17	1.4455	1.5196	88.093	0.57	2.11	30.43	110.53	172.82	True	no
784	Aragonite	0.99	1.1227	4	383.09	83.36	1.3364	1.4169	105.07	0.21	0.73	12.91	120.13	148.11	True	no
785	Aragonite	3.51	2.114	1	78.05	86.59	2.6717	1.5972	39.881	0.38	1.36	22.77	86.63	91.07	True	no
786	Aragonite	1.71	1.4755	5	104.58	86.37	2.0581	1.9455	126.28	0.46	1.56	132.08	106.11	173.53	True	no
787	Aragonite	2.07	1.6235	4	228.83	86.22	2.0131	1.5377	61.71	0.44	0.63	112.98	59.32	117.52	True	no
788	Aragonite	11.61	3.8448	7	284.09	89.69	4.515	1.379	142.23	1.04	2.82	72.79	105.31	122.16	True	no
789	Aragonite	1.89	1.5513	3	302.95	86.33	2.5174	2.6335	92.516	0.36	0.75	92.66	100.52	156.79	True	no
790	Aragonite	0.99	1.1227	6	322.55	85.27	1.6887	2.2625	53.763	0.17	0.69	72.68	110.14	121.05	True	no
791	Aragonite	0.9	1.0705	3	334.40	85.50	1.8731	3.0619	90	0.15	0.37	52.35	104.08	142.93	True	no
792	Aragonite	0.99	1.1227	1	385.64	85.36	1.8372	2.6776	77.778	0.61	0.74	44.81	62.86	149.62	True	no
793	Aragonite	3.15	2.0027	5	111.94	87.69	2.4662	1.5165	123.15	0.88	1.25	39.38	123.29	124.03	True	no
794	Aragonite	0.9	1.0705	4	121.50	85.70	1.2405	1.343	4.4403	0.28	0.47	140.78	103.31	152.03	True	no
795	Aragonite	2.61	1.823	5	131.83	86.41	2.0022	1.2063	102.14	0.54	0.91	129.42	57.52	151.08	True	no
796	Aragonite	1.53	1.3957	3	165.53	85.41	2.1336	2.3368	16.845	0.77	1.54	86.20	108.31	129.04	True	no
797	Aragonite	3.33	2.0591	6	166.41	88.27	3.0282	2.1627	37.007	0.72	1.39	16.04	132.00	89.23	True	no
798	Aragonite	1.71	1.4755	2	182.95	87.16	2.0681	1.9645	94.319	0.58	0.96	97.67	56.84	144.26	True	no
799	Aragonite	3.15	2.0027	4	191.63	90.23	4.2847	4.5774	98.312	1.08	1.66	97.40	67.54	160.72	True	no
800	Aragonite	1.62	1.4362	5	198.89	85.83	1.6214	1.2745	1.2493	0.60	1.02	135.80	64.45	132.78	True	no
801	Aragonite	1.62	1.4362	5	249.44	85.72	1.6429	1.3086	149.39	0.41	0.85	51.73	125.56	96.55	True	no
802	Aragonite	1.71	1.4755	4	275.79	86.58	1.7683	1.4362	82.982	0.66	1.66	144.84	76.56	107.52	True	no
803	Aragonite	1.35	1.3111	0	400.93	86.13	1.8501	1.9913	138.87	1.27	2.29	141.66	26.28	95.32	True	no
804	Aragonite	1.26	1.2666	3	15.64	86.86	1.8176	2.0592	119.36	0.24	0.39	112.50	107.25	158.23	True	no
805	Aragonite	2.43	1.759	1	70.30	87.81	2.0037	1.2977	123.37	0.58	1.51	85.73	86.06	87.00	True	no
806	Aragonite	4.59	2.4175	5	139.04	88.98	3.0532	1.5951	60.936	0.56	1.36	142.92	104.54	153.18	True	no
807	Aragonite	3.78	2.1938	5	187.98	90.29	3.9113	3.1786	105.81	1.27	2.09	91.16	97.41	151.90	True	no
808	Aragonite	3.06	1.9739	5	218.94	88.38	2.5696	1.6947	129.97	0.43	0.71	159.77	42.12	104.39	True	no
809	Aragonite	1.17	1.2205	2	224.23	86.69	1.4015	1.3185	7.9727	0.74	1.07	104.84	48.08	105.74	True	no
810	Aragonite	0.99	1.1227	4	241.55	86.82	1.3961	1.5462	96.88	0.53	1.03	49.15	129.71	96.80	True	no
811	Aragonite	1.89	1.5513	5	315.76	87.43	1.8985	1.4978	9.36	0.60	0.94	92.91	105.40	144.39	True	no
812	Aragonite	2.97	1.9446	4	324.06	89.12	2.9732	2.3377	73.234	0.43	0.89	165.43	36.98	77.70	True	no
813	Aragonite	1.8	1.5139	1	416.20	86.40	1.3827	1.6684	139.07	0.34	1.08	114.01	51.69	136.44	True	edge
814	Aragonite	3.78	2.1938	1	11.90	89.79	2.5099	1.3089	81.972	0.39	0.97	110.01	106.42	158.15	True	no
815	Aragonite	6.84	2.9511	1	58.16	91.84	4.0467	1.8803	79.642	0.60	1.43	86.54	86.80	87.37	True	no
816	Aragonite	6.66	2.912	4	64.64	91.95	3.8588	1.756	68.445	0.52	1.44	22.55	85.92	91.84	True	no
817	Aragonite	7.02	2.9897	8	109.59	92.97	3.0504	1.0411	120.79	0.90	2.70	136.53	46.98	111.45	True	no
818	Aragonite	2.25	1.6926	5	117.16	88.48	2.0961	1.5337	100.32	0.32	0.59	131.47	72.95	147.16	True	no
819	Aragonite	1.62	1.4362	3	134.83	89.11	2.0402	2.018	76.896	0.56	1.14	82.51	151.58	110.26	True	no
820	Aragonite	3.06	1.9739	5	154.88	91.47	2.7411	1.9285	95.997	0.95	2.36	90.72	90.42	134.35	True	no
821	Aragonite	0.9	1.0705	4	171.40	87.80	1.475	1.8987	94.065	0.45	0.70	132.77	64.54	151.42	True	no
