Nr.	Phase	Area [µm²]	d [µm]	l	Xcg	Ycg	Major [µm]	Aspect ratio	Slope	GOS [°]	MOS [°]	Mean E1 [°]	Mean E2 [°]	Mean E3 [°]	In current dataset	Border grain
1294	Aragonite	2.07	1.6235	2	329.30	125.00	1.6855	1.0779	71.029	0.67	1.20	44.24	100.30	91.10	True	no
1295	Aragonite	0.99	1.1227	2	365.82	124.91	1.2564	1.2523	53.13	0.05	0.27	103.86	40.97	91.17	True	no
1296	Aragonite	0.99	1.1227	3	381.55	125.45	1.6656	2.2009	87.69	0.50	0.94	67.29	75.90	170.59	True	no
1297	Aragonite	2.7	1.8541	4	395.40	127.27	2.8853	2.4216	86.852	0.46	0.94	88.95	42.55	153.38	True	no
1298	Aragonite	1.08	1.1726	4	17.08	126.00	1.6461	1.9706	103.97	0.64	1.05	1.39	118.03	42.45	True	no
1299	Aragonite	1.44	1.3541	5	20.19	125.75	1.5784	1.3588	133.81	0.71	1.41	164.95	65.24	136.44	True	no
1300	Aragonite	1.8	1.5139	5	27.75	126.55	1.7876	1.3943	125.74	0.36	0.82	99.58	134.92	130.34	True	no
1301	Aragonite	1.71	1.4755	4	32.68	126.16	1.5091	1.0459	26.565	0.43	0.55	79.92	76.27	82.91	True	no
1302	Aragonite	2.97	1.9446	3	91.21	127.36	2.496	1.6475	109.24	0.65	1.29	82.44	119.04	134.85	True	no
1303	Aragonite	1.62	1.4362	2	113.22	126.61	1.8037	1.5772	86.726	0.73	1.07	104.40	117.77	148.05	True	no
1304	Calcite	0.99	1.1227	2	139.82	125.82	1.1441	1.0385	45	0.26	0.43	17.30	109.86	20.37	True	no
1305	Calcite	1.44	1.3541	3	181.63	125.13	1.7779	1.7241	16.003	0.38	0.63	71.96	91.35	66.39	True	no
1306	Calcite	4.14	2.2959	5	188.72	128.37	3.1287	1.857	46.693	0.42	1.04	147.91	82.48	63.87	True	no
1307	Calcite	1.26	1.2666	3	200.64	126.36	1.8845	2.2136	48.744	0.46	0.62	26.99	71.92	71.07	True	no
1308	Calcite	6.12	2.7915	4	214.37	126.82	4.1761	2.2381	165.9	0.61	1.34	109.03	53.98	63.70	True	no
1309	Aragonite	1.35	1.3111	3	247.33	126.20	1.5397	1.3793	38.132	0.34	0.60	153.27	28.19	123.51	True	no
1310	Aragonite	2.34	1.7261	5	282.85	127.12	2.4296	1.9812	97.393	0.63	1.12	97.20	117.37	131.44	True	no
1311	Aragonite	1.26	1.2666	3	285.86	126.50	1.9654	2.4077	98.732	0.44	0.71	30.93	108.07	99.90	True	no
1312	Aragonite	2.7	1.8541	6	314.33	127.43	2.0269	1.195	47.891	0.76	1.42	124.29	40.26	120.11	True	no
1313	Aragonite	1.44	1.3541	4	322.06	127.06	2.0154	2.2153	114.48	0.42	0.75	160.68	81.33	96.07	True	no
1314	Aragonite	0.99	1.1227	3	335.36	125.09	1.3364	1.4169	164.93	0.72	1.67	174.19	153.83	78.67	True	no
1315	Aragonite	0.9	1.0705	3	11.80	126.50	1.2526	1.3693	90	0.27	0.70	84.71	136.06	121.54	True	no
1316	Aragonite	0.99	1.1227	2	87.27	127.27	1.4543	1.6779	80.008	0.51	0.97	163.98	53.42	132.99	True	no
1317	Calcite	1.17	1.2205	3	160.00	126.77	1.6804	1.8956	25.066	0.32	0.99	153.90	92.50	18.97	True	no
1318	Calcite	4.5	2.3937	5	204.78	128.94	2.807	1.3752	4.5281	0.63	1.17	79.83	145.47	75.60	True	no
1319	Aragonite	1.26	1.2666	4	251.14	126.71	1.4648	1.3375	93.563	0.31	0.80	66.49	111.80	150.50	True	no
1320	Aragonite	1.17	1.2205	3	267.15	127.23	1.6779	1.8898	78.69	0.97	1.87	130.41	74.73	111.31	True	no
1321	Aragonite	1.35	1.3111	2	354.13	127.80	1.8318	1.9521	53.266	0.71	1.36	43.82	82.66	117.71	True	no
1322	Aragonite	3.51	2.114	7	410.67	128.62	2.5628	1.4697	112.39	0.58	1.32	92.16	36.68	87.46	True	no
1323	Aragonite	2.16	1.6584	3	1.92	127.67	1.5111	1.6605	48.402	0.58	0.97	101.24	97.47	95.31	True	edge
1324	Aragonite	1.26	1.2666	2	39.93	128.14	1.667	1.7322	97.161	0.76	1.33	158.08	132.75	168.83	True	no
1325	Calcite	2.97	1.9446	3	127.61	130.82	3.0357	2.437	85.887	0.64	1.26	84.52	21.88	38.89	True	no
1326	Calcite	15.21	4.4007	10	136.96	133.54	5.0822	1.3337	34.312	0.64	2.62	115.80	101.23	46.89	True	no
1327	Calcite	1.44	1.3541	3	148.50	128.38	1.8206	1.8079	96.558	0.67	0.85	105.52	74.00	87.09	True	no
1328	Calcite	1.08	1.1726	2	167.25	126.75	1.7122	2.132	168.69	0.29	0.65	91.58	84.18	59.95	True	no
1329	Calcite	1.44	1.3541	3	183.00	128.13	1.6523	1.4891	37.562	0.56	1.63	43.26	15.11	76.91	True	no
1330	Aragonite	2.52	1.7912	5	243.07	129.39	2.3913	1.7822	81.257	0.63	1.14	150.03	27.23	129.36	True	no
1331	Aragonite	0.9	1.0705	4	262.20	127.30	1.3696	1.637	108.22	0.61	0.88	153.27	150.34	62.41	True	no
1332	Aragonite	1.89	1.5513	4	269.43	130.52	2.5478	2.6975	91.997	0.50	0.84	17.63	116.49	95.03	True	no
1333	Aragonite	1.8	1.5139	4	272.05	128.60	1.9974	1.7408	107.8	0.33	0.65	14.89	129.88	128.32	True	no
1334	Aragonite	1.62	1.4362	5	276.61	128.89	1.8631	1.6829	70.384	0.50	0.73	79.86	87.07	122.42	True	no
1335	Aragonite	2.79	1.8848	5	299.74	128.45	2.0715	1.208	32.571	0.67	1.58	33.41	102.21	100.53	True	no
1336	Aragonite	0.9	1.0705	6	305.00	127.80	1.2039	1.2649	90	0.38	0.74	10.99	105.58	101.76	True	no
1337	Aragonite	1.53	1.3957	3	331.59	128.35	1.8441	1.7457	63.409	1.11	1.71	9.34	104.38	87.01	True	no
1338	Aragonite	1.26	1.2666	2	378.07	128.00	1.8685	2.1762	71.02	0.48	1.47	67.44	116.36	176.99	True	no
1339	Aragonite	1.53	1.3957	4	391.94	128.82	1.9224	1.897	96.817	0.33	0.97	90.43	31.28	160.52	True	no
1340	Aragonite	1.62	1.4362	6	404.72	128.22	1.6709	1.3536	121.1	0.38	0.59	156.12	61.65	41.65	True	no
1341	Aragonite	3.78	2.1938	3	416.33	128.67	1.9628	1.6009	53.35	0.45	1.14	30.78	45.10	148.76	True	edge
1342	Aragonite	2.34	1.7261	4	16.46	129.77	1.9524	1.2794	136.58	0.68	0.99	129.00	97.89	148.06	True	no
1343	Calcite	1.26	1.2666	2	130.86	129.21	1.7845	1.985	91.084	0.78	1.67	169.68	77.11	70.78	True	no
1344	Calcite	2.88	1.9149	6	163.03	129.47	2.8008	2.1392	173.66	0.36	0.70	162.44	34.89	7.15	True	no
1345	Calcite	3.24	2.0311	5	178.83	130.36	2.4604	1.4674	133.85	0.56	1.04	172.06	96.50	0.52	True	no
1346	Calcite	0.99	1.1227	2	221.18	128.91	1.5395	1.8802	76.717	0.43	0.69	4.65	92.77	85.47	True	no
1347	Calcite	1.17	1.2205	2	228.31	129.69	2.1904	3.2208	82.955	0.74	1.44	108.57	113.10	9.78	True	no
1348	Aragonite	0.99	1.1227	4	260.18	128.91	1.2564	1.2523	126.87	0.32	0.58	110.72	82.49	114.32	True	no
1349	Aragonite	2.25	1.6926	7	309.44	129.56	2.0115	1.4124	100.96	0.46	1.06	39.14	128.47	135.61	True	no
1350	Aragonite	0.9	1.0705	2	365.00	128.00	1.4088	1.7321	45	0.34	0.42	41.11	61.74	133.74	True	no
1351	Aragonite	2.52	1.7912	3	367.57	130.46	1.9861	1.2294	77.877	0.55	0.93	30.71	71.97	117.01	True	no
1352	Aragonite	1.71	1.4755	4	374.53	129.63	1.7246	1.3661	85.768	0.85	1.34	76.78	40.42	164.98	True	no
1353	Aragonite	2.52	1.7912	3	36.18	131.25	2.343	1.7109	91.299	0.50	1.22	104.19	73.83	107.99	True	no
1354	Aragonite	0.9	1.0705	3	101.00	129.50	1.3679	1.633	63.435	0.34	0.65	172.43	55.30	105.26	True	no
1355	Aragonite	1.35	1.3111	2	105.33	129.73	1.4361	1.1999	5.8841	0.47	0.75	87.28	140.37	134.91	True	no
1356	Calcite	3.6	2.1409	6	118.68	133.02	2.7219	1.6163	85.898	0.64	1.31	11.92	72.41	57.76	True	no
1357	Calcite	0.9	1.0705	4	146.20	129.90	1.4327	1.7912	110.62	0.23	0.54	86.53	59.80	75.45	True	no
1358	Calcite	0.99	1.1227	2	151.55	129.82	1.3775	1.5054	41.028	0.15	0.29	85.96	32.32	53.27	True	no
1359	Calcite	2.88	1.9149	5	198.16	131.78	2.6138	1.8631	93.45	0.49	1.56	171.84	107.18	28.54	True	no
1360	Calcite	1.98	1.5878	5	230.18	132.05	2.9297	3.4046	79.781	0.78	1.63	52.16	114.96	103.63	True	no
1361	Aragonite	1.17	1.2205	2	254.08	129.77	1.3891	1.2953	91.788	0.54	0.93	77.69	68.26	165.80	True	no
1362	Aragonite	0.99	1.1227	3	280.09	129.36	1.3364	1.4169	105.07	0.80	0.88	158.58	71.81	110.02	True	no
1363	Aragonite	3.51	2.114	6	295.18	131.62	2.9183	1.9057	115.53	0.91	1.98	92.27	43.76	34.44	True	no
1364	Aragonite	4.32	2.3453	2	346.35	132.83	2.9804	1.6149	97.893	0.72	1.70	110.50	63.90	91.63	True	no
1365	Aragonite	0.9	1.0705	2	371.20	129.30	1.3696	1.637	108.22	0.11	0.56	154.21	9.00	85.25	True	no
1366	Aragonite	1.62	1.4362	4	382.28	131.72	2.276	2.5115	83.358	0.73	1.50	60.91	146.00	166.32	True	no
1367	Aragonite	1.26	1.2666	3	389.00	130.57	1.7862	1.9887	87.56	0.54	0.92	87.28	79.82	177.58	True	no
1368	Aragonite	3.06	1.9739	5	399.91	131.00	2.1959	1.2376	28.115	0.61	0.92	95.19	36.34	83.55	True	no
1369	Aragonite	2.7	1.8541	4	10.30	131.87	2.4679	1.7717	132.63	0.65	1.90	168.35	33.61	92.08	True	no
1370	Aragonite	1.17	1.2205	2	27.38	130.38	1.3223	1.1737	135	0.57	1.09	4.06	125.04	45.54	True	no
1371	Aragonite	2.34	1.7261	4	32.15	131.23	1.9664	1.2978	100.22	0.29	0.47	91.68	77.67	81.26	True	no
1372	Calcite	2.7	1.8541	5	113.53	130.97	2.461	1.7617	12.905	0.54	0.96	3.99	155.67	29.18	True	no
1373	Calcite	1.62	1.4362	2	122.50	131.00	1.692	1.388	113.11	1.11	1.33	14.16	67.96	9.03	True	no
1374	Calcite	3.51	2.114	3	156.56	132.85	2.8922	1.8717	129.99	0.36	0.80	81.73	38.33	71.82	True	no
1375	Calcite	1.35	1.3111	3	192.20	130.40	2.1733	2.7479	32.449	0.45	0.78	172.89	49.61	92.86	True	no
1376	Calcite	9.18	3.4188	6	207.71	133.86	5.8786	2.9566	20.085	0.47	2.15	145.71	93.41	0.64	True	no
1377	Aragonite	0.99	1.1227	3	245.91	130.73	1.598	2.0258	65.663	0.44	0.60	54.18	77.76	157.85	True	no
1378	Aragonite	1.44	1.3541	4	251.94	132.25	1.836	1.8386	94.257	0.54	1.15	152.09	60.62	97.98	True	no
1379	Aragonite	0.99	1.1227	3	321.55	130.91	1.722	2.3525	137.72	0.60	1.04	178.08	44.31	61.16	True	no
1380	Aragonite	3.06	1.9739	6	324.12	134.26	3.6024	3.3309	72.103	1.16	1.57	74.11	93.23	104.73	True	no
1381	Aragonite	1.44	1.3541	1	355.81	130.81	1.5126	1.2479	51.181	0.71	1.22	1.51	94.99	122.54	True	no
1382	Aragonite	5.58	2.6655	6	6.08	135.13	3.6172	1.8417	134.98	0.80	1.94	163.49	87.10	100.27	True	no
1383	Calcite	2.61	1.823	5	233.21	133.41	2.6778	2.1577	68.368	0.47	0.73	39.47	88.20	42.44	True	no
1384	Aragonite	1.35	1.3111	4	262.07	132.27	1.4314	1.192	105.01	0.63	0.75	98.89	89.16	142.97	True	no
1385	Aragonite	1.62	1.4362	4	292.39	134.67	3.1154	4.7055	110.22	0.87	1.41	115.41	92.89	21.31	True	no
1386	Aragonite	1.08	1.1726	4	302.25	131.50	1.4519	1.5331	58.912	0.37	0.67	6.92	153.56	100.12	True	no
1387	Aragonite	1.98	1.5878	5	306.45	133.18	2.1797	1.8846	79.22	0.87	1.35	100.16	69.40	135.52	True	no
1388	Aragonite	1.44	1.3541	4	315.69	132.31	2.0261	2.239	76.802	0.23	0.67	81.00	78.46	145.92	True	no
1389	Aragonite	2.7	1.8541	4	319.03	133.57	2.0227	1.1901	68.418	0.56	1.27	49.89	91.14	142.70	True	no
1390	Aragonite	17.91	4.7753	7	333.61	140.77	7.4583	2.4394	75.048	2.33	5.81	99.14	27.49	134.44	True	no
1391	Calcite	1.71	1.4755	4	107.79	133.47	1.7189	1.357	64.587	0.27	0.35	16.21	126.60	6.11	True	no
1392	Calcite	3.06	1.9739	3	168.35	134.56	2.3684	1.4397	77.42	0.58	1.43	71.73	124.90	36.43	True	no
1393	Calcite	2.07	1.6235	2	193.96	132.87	1.8558	1.3068	2.6526	0.27	0.89	76.88	139.62	33.53	True	no
1394	Calcite	3.6	2.1409	5	224.13	133.30	2.9153	1.8542	160.55	0.56	1.34	75.83	89.99	51.93	True	no
1395	Calcite	2.61	1.823	4	239.76	133.24	2.412	1.7506	157.65	0.44	0.72	128.82	43.83	34.53	True	no
1396	Aragonite	0.9	1.0705	2	249.20	132.30	1.3696	1.637	108.22	0.36	0.60	10.13	115.65	121.88	True	no
1397	Aragonite	0.99	1.1227	4	258.82	133.27	1.5457	1.8953	88.212	0.19	0.26	41.16	115.19	103.97	True	no
1398	Aragonite	1.53	1.3957	4	278.82	133.00	1.5255	1.1945	103.99	0.25	0.30	168.65	167.43	77.32	True	no
1399	Aragonite	0.99	1.1227	4	312.82	132.27	1.2105	1.1624	50.31	0.48	0.63	49.31	121.17	140.55	True	no
1400	Aragonite	0.99	1.1227	2	327.36	132.55	1.2993	1.3393	66.891	0.80	1.02	79.88	94.13	144.34	True	no
1401	Aragonite	2.43	1.759	6	407.52	132.70	2.5217	2.0553	163.59	0.52	1.12	25.97	59.10	135.99	True	no
1402	Aragonite	7.38	3.0654	5	415.44	134.56	2.3967	1.2226	52.242	0.49	1.05	40.46	35.67	141.62	True	edge
1403	Aragonite	0.9	1.0705	1	100.00	133.20	1.2039	1.2649	90	0.26	1.30	29.44	31.78	57.44	True	no
1404	Calcite	2.34	1.7261	3	163.04	134.31	1.9554	1.2834	123.69	0.50	0.65	7.84	44.95	23.79	True	no
1405	Calcite	7.02	2.9897	4	176.96	136.22	3.9944	1.785	166.22	0.70	2.20	66.96	134.06	32.58	True	no
1406	Aragonite	1.08	1.1726	4	275.92	134.08	1.6872	2.0702	107.99	0.57	1.08	87.86	72.84	133.63	True	no
1407	Aragonite	2.43	1.759	2	284.93	134.37	2.0072	1.3022	178.74	0.83	1.45	113.14	54.25	122.17	True	no
1408	Aragonite	3.24	2.0311	5	374.58	138.47	3.8735	3.637	103.4	0.58	1.19	119.40	45.69	99.59	True	no
1409	Aragonite	1.08	1.1726	0	80.42	134.25	1.3423	1.3103	147.93	0.46	0.55	118.67	58.76	55.62	True	no
1410	Calcite	5.85	2.7292	4	148.28	137.29	3.6123	1.7519	150.15	0.45	1.77	82.34	129.21	76.22	True	no
1411	Calcite	0.9	1.0705	3	235.40	135.10	1.4576	1.854	56.31	0.34	0.67	79.33	29.16	14.84	True	no
1412	Aragonite	2.61	1.823	3	255.59	136.55	2.4395	1.7909	90.413	0.48	2.05	19.77	153.02	129.30	True	no
1413	Aragonite	4.5	2.3937	3	263.56	137.78	2.7845	1.3532	89.625	0.79	1.73	158.98	23.89	62.23	True	no
1414	Aragonite	3.96	2.2454	8	300.23	141.48	4.7613	4.4962	106.4	1.59	2.74	119.27	91.25	20.05	True	no
1415	Aragonite	1.62	1.4362	4	377.22	134.83	1.5599	1.1797	82.072	0.35	0.74	55.20	77.68	132.92	True	no
1416	Aragonite	5.4	2.6221	8	390.95	136.95	3.0113	1.3188	27.421	0.94	2.58	56.36	45.44	107.19	True	no
1417	Aragonite	4.86	2.4876	6	402.24	136.54	3.0837	1.5367	19.865	0.70	1.21	165.25	69.94	39.00	True	no
1418	Aragonite	2.61	1.823	3	2.79	138.90	3.0387	2.7786	101.67	0.42	0.83	100.77	97.51	97.69	True	no
1419	Aragonite	3.42	2.0867	5	15.21	137.79	2.6363	1.596	111.09	0.82	1.45	119.47	80.13	170.36	True	no
1420	Calcite	2.7	1.8541	6	111.77	135.97	2.5799	1.9361	18.785	0.46	1.12	124.09	112.80	77.41	True	no
1421	Calcite	1.17	1.2205	4	124.08	135.31	1.3129	1.1571	151.24	0.51	1.03	113.65	148.36	66.45	True	no
1422	Calcite	1.08	1.1726	3	211.33	135.25	1.2563	1.1477	160.19	0.38	0.63	37.31	29.31	53.58	True	no
1423	Aragonite	3.69	2.1675	4	289.98	138.44	2.7705	1.6338	111	0.57	1.11	118.10	37.52	117.32	True	no
1424	Aragonite	2.52	1.7912	6	303.21	137.57	2.6955	2.2645	106.79	0.90	2.03	101.58	60.66	152.18	True	no
1425	Aragonite	1.89	1.5513	4	308.29	137.10	1.6822	1.1759	71.565	0.49	0.88	173.16	39.71	88.80	True	no
1426	Aragonite	1.44	1.3541	4	311.50	136.13	1.8852	1.9384	95.351	0.52	1.34	100.95	69.63	137.08	True	no
1427	Aragonite	2.52	1.7912	1	0.43	139.29	2.8802	5.1709	94.858	0.50	1.23	153.00	85.97	97.73	True	edge
1428	Calcite	6.48	2.8724	7	219.78	139.13	4.2821	2.2224	141.9	0.48	1.20	47.07	122.58	10.83	True	no
1429	Aragonite	1.26	1.2666	3	270.36	137.36	1.5934	1.5826	118.62	0.39	0.68	77.73	93.28	91.94	True	no
1430	Aragonite	1.62	1.4362	4	314.39	138.11	1.761	1.5035	98.343	0.44	0.80	136.03	56.26	109.39	True	no
1431	Aragonite	2.16	1.6584	5	326.46	137.71	2.2299	1.808	71.435	0.63	1.21	104.51	42.86	121.44	True	no
1432	Aragonite	1.26	1.2666	2	356.00	136.43	1.2782	1.0184	90	0.54	1.32	2.22	95.10	122.31	True	no
1433	Aragonite	2.79	1.8848	3	371.58	140.52	2.656	1.9858	73.4	0.76	1.88	54.03	77.05	134.74	True	no
1434	Aragonite	1.26	1.2666	5	380.64	136.79	1.4368	1.2867	114.36	0.40	0.72	13.81	113.29	126.54	True	no
1435	Aragonite	1.62	1.4362	4	410.89	137.72	1.8176	1.6017	117.66	0.46	0.83	166.21	69.64	39.24	True	no
1436	Aragonite	1.62	1.4362	2	24.83	138.56	1.7113	1.4199	73.109	0.41	1.19	141.49	106.48	128.17	True	no
1437	Aragonite	0.9	1.0705	0	86.40	137.80	1.3827	1.6684	49.065	0.70	1.66	62.06	150.75	102.97	True	no
1438	Calcite	1.71	1.4755	4	105.74	138.74	1.7896	1.471	71.906	0.45	1.13	158.11	116.10	67.80	True	no
1439	Calcite	4.77	2.4644	6	119.81	139.15	3.1435	1.627	1.9639	0.53	1.19	79.50	16.02	35.13	True	no
1440	Aragonite	1.53	1.3957	1	189.82	138.12	1.6327	1.3684	120.07	0.34	0.48	102.56	40.10	154.69	True	no
1441	Calcite	1.98	1.5878	4	236.82	138.82	1.7603	1.2291	110.65	0.40	0.69	161.98	65.62	118.21	True	no
1442	Calcite	1.44	1.3541	3	240.75	137.44	1.5151	1.252	152.01	0.54	0.88	21.42	51.31	94.44	True	no
1443	Calcite	0.9	1.0705	2	246.10	137.70	1.1226	1.0998	30.128	0.23	0.66	63.28	147.10	8.28	True	no
1444	Aragonite	0.99	1.1227	3	274.00	137.00	1.3876	1.5275	180	0.77	1.33	158.65	41.46	93.74	True	no
1445	Aragonite	1.71	1.4755	4	278.95	138.05	1.6929	1.3163	128.03	0.63	0.84	174.89	41.20	94.28	True	no
1446	Aragonite	1.44	1.3541	3	301.25	139.63	3.0211	4.9779	108.64	0.82	1.45	164.63	25.66	100.99	True	no
1447	Aragonite	3.51	2.114	4	365.87	139.46	2.9905	2.0011	43.301	1.20	2.42	72.95	55.21	95.10	True	no
1448	Aragonite	1.26	1.2666	5	384.64	137.29	1.421	1.2587	144.49	0.40	1.08	86.41	41.55	134.52	True	no
1449	Aragonite	3.96	2.2454	4	28.91	141.27	2.4856	1.2253	96.146	1.08	1.72	117.96	91.60	80.04	True	no
1450	Calcite	3.51	2.114	4	210.87	139.92	3.5974	2.8957	2.7987	0.78	1.40	81.04	137.23	85.66	True	no
1451	Aragonite	1.08	1.1726	5	230.17	139.00	1.2864	1.2034	90	0.13	0.72	70.01	120.94	31.50	True	no
1452	Aragonite	4.95	2.5105	5	296.62	142.85	3.6949	2.1661	109.29	1.49	4.07	152.96	149.05	40.93	True	no
1453	Aragonite	1.26	1.2666	2	360.86	138.64	1.4777	1.3611	97.573	0.43	0.60	168.03	92.56	52.87	True	no
1454	Aragonite	3.87	2.2198	5	395.40	142.56	3.8452	3.0006	76.906	0.67	1.22	164.93	42.88	72.00	True	no
1455	Aragonite	1.26	1.2666	3	11.29	140.00	1.5112	1.4235	90	0.44	0.70	112.57	84.73	156.99	True	no
1456	Calcite	5.13	2.5557	5	98.56	142.02	3.0826	1.4548	29.243	0.34	0.87	16.93	80.83	54.48	True	no
1457	Calcite	2.25	1.6926	6	110.32	140.96	2.7459	2.632	35.658	0.62	1.20	115.01	24.81	82.18	True	no
1458	Calcite	1.8	1.5139	4	144.10	140.25	2.4513	2.622	147.81	0.57	1.85	75.29	11.76	74.73	True	no
1459	Calcite	2.34	1.7261	2	174.42	139.92	2.0085	1.354	175.03	0.75	1.58	152.07	43.40	32.78	True	no
1460	Aragonite	1.62	1.4362	4	186.39	140.50	1.8869	1.7261	69.735	0.00	0.00	92.40	152.85	160.54	True	no
1461	Aragonite	1.44	1.3541	3	226.31	139.56	1.5698	1.3441	55.581	0.22	0.57	168.46	108.55	60.66	True	no
1462	Calcite	2.34	1.7261	6	251.62	140.81	2.3957	1.9264	141.22	0.36	0.68	148.01	118.96	76.76	True	no
1463	Aragonite	1.44	1.3541	5	378.75	139.81	1.5662	1.338	117.34	0.53	0.75	63.20	72.22	129.09	True	no
1464	Aragonite	2.61	1.823	4	406.76	139.86	2.3701	1.6903	156.34	0.37	1.17	27.24	60.18	136.55	True	no
1465	Aragonite	9.9	3.5504	7	413.62	142.04	3.8933	2.405	33.2	0.42	0.84	31.97	46.24	148.86	True	edge
1466	Aragonite	0.9	1.0705	2	19.50	140.20	1.2526	1.3693	180	0.50	0.62	92.51	49.82	126.93	True	no
1467	Calcite	1.53	1.3957	5	240.65	141.29	1.988	2.0287	37.469	0.63	1.25	167.72	148.50	111.60	True	no
1468	Calcite	0.99	1.1227	4	246.91	140.27	1.4478	1.6629	3.8609	0.27	0.43	73.44	171.53	49.71	True	no
1469	Aragonite	1.08	1.1726	2	268.33	140.25	1.2563	1.1477	160.19	0.15	0.44	53.67	123.50	88.50	True	no
1470	Aragonite	1.08	1.1726	2	320.67	141.50	1.5982	1.8574	90	0.31	0.58	120.24	71.01	91.54	True	no
1471	Aragonite	1.08	1.1726	3	353.25	140.17	1.4247	1.476	23.378	0.19	0.77	35.25	88.65	113.84	True	no
1472	Aragonite	3.87	2.2198	6	357.42	142.49	2.3555	1.126	98.453	0.53	1.35	35.09	59.77	114.61	True	no
1473	Aragonite	2.61	1.823	7	382.00	143.86	2.7067	2.2047	92.676	1.05	2.10	0.73	142.42	116.89	True	no
1474	Calcite	3.96	2.2454	5	123.50	143.14	3.7414	2.7762	28.249	0.67	1.69	145.22	167.08	117.33	True	no
1475	Aragonite	1.17	1.2205	3	182.31	141.54	1.5963	1.7106	57.152	0.17	0.18	22.85	55.15	127.35	True	no
1476	Aragonite	0.99	1.1227	3	198.45	142.00	1.1821	1.1085	144.99	0.30	0.72	154.48	86.83	102.28	True	no
1477	Aragonite	0.99	1.1227	2	202.00	142.00	1.3876	1.5275	90	0.34	0.64	132.49	80.63	170.59	True	no
1478	Calcite	2.34	1.7261	5	233.58	142.08	2.3191	1.8051	175.54	0.63	0.96	105.81	144.11	96.78	True	no
1479	Aragonite	1.71	1.4755	5	305.32	143.26	2.0972	2.0201	82.844	0.43	1.75	74.05	119.58	152.61	True	no
1480	Aragonite	1.44	1.3541	2	317.94	142.69	1.7232	1.6196	94.674	0.50	0.83	105.73	29.09	118.64	True	no
1481	Aragonite	1.71	1.4755	5	384.05	142.95	1.7936	1.4775	60.856	0.54	0.74	88.27	53.33	136.60	True	no
1482	Aragonite	1.89	1.5513	3	398.33	143.48	2.4984	2.5938	61.546	0.55	0.93	64.39	70.13	114.50	True	no
1483	Aragonite	2.79	1.8848	3	9.81	145.00	2.2965	1.4846	87.287	0.39	0.91	85.34	54.80	6.29	True	no
1484	Aragonite	2.7	1.8541	4	22.63	145.03	2.6946	2.1121	95.067	0.78	1.12	110.78	122.42	137.69	True	no
1485	Aragonite	1.26	1.2666	1	87.86	142.50	1.6213	1.6385	54.94	0.12	0.12	137.92	42.65	152.97	True	no
1486	Calcite	1.26	1.2666	3	112.50	142.29	1.2801	1.0214	90	0.59	1.31	36.55	137.02	43.68	True	no
1487	Calcite	0.99	1.1227	4	116.36	142.55	1.5769	1.9727	138.8	0.48	0.58	114.43	26.13	83.58	True	no
1488	Calcite	10.53	3.6616	8	140.78	145.98	4.3099	1.3854	143.38	0.81	1.46	22.41	119.24	85.84	True	no
1489	Calcite	8.64	3.3167	6	150.53	146.68	4.5446	1.8775	63.059	0.61	1.14	139.75	88.67	39.98	True	no
1490	Calcite	10.17	3.5985	8	211.73	144.89	5.7571	2.5596	1.4396	0.64	1.29	107.98	113.35	105.25	True	no
1491	Aragonite	0.9	1.0705	4	228.50	142.60	1.36	1.614	67.259	0.31	0.88	76.55	128.53	22.66	True	no
1492	Calcite	2.07	1.6235	4	243.39	144.30	2.1695	1.7859	114.34	0.48	0.88	2.37	66.30	83.72	True	no
1493	Aragonite	1.08	1.1726	1	276.33	142.67	1.5433	1.7321	135	0.16	0.73	2.35	138.82	88.15	True	no
1494	Aragonite	1.62	1.4362	3	280.83	143.39	1.6555	1.3287	102.34	0.63	1.38	55.56	103.41	109.63	True	no
1495	Aragonite	2.16	1.6584	2	313.38	143.13	2.0908	1.5895	44.353	0.51	0.80	104.36	55.26	115.07	True	no
1496	Aragonite	2.61	1.823	6	323.62	144.93	2.3604	1.6766	88.757	0.60	0.83	103.96	72.56	109.69	True	no
1497	Aragonite	1.17	1.2205	4	326.69	144.08	2.0691	2.8737	92.189	0.66	2.40	114.29	76.23	124.27	True	no
1498	Aragonite	0.99	1.1227	2	350.45	142.27	1.1606	1.0686	146.6	0.56	0.66	131.94	36.15	107.03	True	no
1499	Aragonite	2.52	1.7912	4	391.32	144.54	2.5208	1.9805	84.49	0.41	0.94	80.37	58.65	131.96	True	no
1500	Aragonite	1.44	1.3541	2	5.50	144.13	1.4739	1.1849	152.66	0.38	1.09	107.55	75.48	116.40	True	no
1501	Aragonite	1.08	1.1726	1	78.33	144.50	1.5982	1.8574	90	0.14	0.14	2.99	121.04	44.83	True	no
1502	Aragonite	0.9	1.0705	2	80.70	144.70	1.7321	2.6181	90.239	1.17	1.44	151.16	168.96	35.46	True	no
1503	Aragonite	1.26	1.2666	2	89.79	144.29	1.7673	1.9469	58.683	0.77	1.09	111.68	162.41	1.70	True	no
1504	Calcite	2.34	1.7261	4	90.85	146.00	3.1046	3.2351	45.59	0.52	0.98	117.90	100.44	57.19	True	no
1505	Aragonite	0.99	1.1227	3	192.73	144.27	1.4342	1.6317	111.83	0.46	0.64	123.75	22.02	3.57	True	no
